BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-112867,Ville de Saint-Benoit,None,Nathalie Loutchmia,,,Direction cadre de VieDirection régie Travaux,97470,Saint-Benoit,RE,02-62-50-88-00,310,02-62-50-88-01,,http://www.achatpublic.com,http://www.achatpublic.com,,,,,False,False,,False,False
21-113973,Conseil départemental du Pas-de-Calais,None,M. le Président du Conseil départemental,,,Hôtel du DépartementRue Ferdinand Buisson,62018,Arras cédex 9,,,,,,,https://marchespublics596280.fr,,,,,False,False,,False,False
21-11523,Commune d'Avon,None,,,FR1,CCAS d'Avon hôtel de ville service marchés publics 8 rue Père Maurice,77210,avon,,(+33) 1-60-71-20-41,,(+33) 1-60-71-20-88,marches.publics@avon77.com,http://www.avon77.com/,http://avon.synapse-entreprises.com/,,https://avon.synapse-entreprises.com/,http://avon.synapse-entreprises.com/,,False,True,,False,True
21-115398,Conseil Départemental de l'Oise,None,Mme la Présidente du Conseil départemental,,,DGAFM - Direction de la commande publique - centre administratif François Benard - avenue de l'europe - 1 rue Cambry,60000,Beauvais,,03-44-06-60-92,,,ld-commandepublique-sao@oise.fr,http://www.oise.fr,https://www.marches-securises.fr/perso/cg60/,,,,,False,False,,False,False
21-116187,Plate Forme Achats Finances Nord Est,13001532700010,,Courbon Pierre,FRF33,"Division achat public - 10 rue d'Asfeld - BP 60004, F - 57044 METZ CEDEX 1,",57044,Metz cedex 1,,(+33) 3-87-15-51-01,,(+33) 3-87-15-51-53,pfaf-ne.ach.fct@def.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-116237,Université de Corse,None,Direction de la Commande Publique,,,Bâtiment Administratif Jean Toussaint DESANTIAvenue du 9 Septembre,20250,Corte,,(+33)4-95-45-01-99,,,marchepublic@univ-corse.fr,http://www.univ-corse.fr,http://www.klekoon.com,,,,,False,False,,False,False
21-117636,COM DE COMMUNES DU PAYS DU COQUELICOT,None,,,FRE23,6 rue Emile Zola,80300,Albert,,(+33) 3-22-64-10-30,,,comdecom@paysducoquelicot.com,http://www.paysducoquelicot.com,http://marchespublics596280.fr,,,,,False,True,,False,True
21-118917,DEPARTEMENT DU MORBIHAN,None,Département du Morbihan - DGFiM - DCP - service des marchés,,,DGFIM - DCP - service marchés - 2 rue de Saint Tropez - CS 82400,56009,Vannes cedex,,02-97-54-81-11,,,dfg.marches@morbihan.fr,http://htts://morbihan.fr,https://marches.megalis.bretagne.bzh,,,,,False,False,,False,False
21-119298,SI d'Energie des Communes de Flandre,None,,,FR,,59190,Hazebrouck,,,,,siecf@ville-hazebrouck.fr,http://www.siecf.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
21-122500,DSNA,None,,,FRJ2,DTI - 1 avenue du docteur Maurice Grynfogel CS 53594,31035,Toulouse,,(+33) 5-62-14-52-00,,(+33) 5-62-14-52-94,sabine.rospide@aviation-civile.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
21-122650,DSNA,None,,Frédéric LOUGNON,FR,direction de la technique et de l'innovation 1 avenue du docteur maurice grynfogel BP 53584,31035,TOULOUSE Cedex 1,,,,,frederic.lougnon@aviation-civile.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
21-122876,COMMUNE D ARRAS,None,,,FRE12,6 place Guy Mollet,62000,Arras,,(+33) 3-21-50-69-31,,,s-marches@ville-arras.fr,http://www.arras.fr,http://www.arras.fr,,,,,False,True,,False,True
21-123053,Commune de Sainte-Maxime,None,,,FRL05,BP 154 - Boulevard des Mimosas,83120,SAINTE-MAXIME,,(+33) 4-94-79-42-70,,,commande-publique@ste-maxime.fr,http://www.ville-sainte-maxime.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
21-123200,COMMUNE D ARRAS,None,,,FRE12,6 place Guy Mollet - BP 70913,62022,Arras,,(+33) 3-21-50-69-31,,,s-marches@ville-arras.fr,http://www.arras.fr,http://www.arras.fr,,,,,False,True,,False,True
21-123637,FranceAgriMer,None,SAF - Unité Achats Marchés,,,12 rue Henri ROL-TANGUY,93555,Montreuil cedex,,01-73-30-20-00,93555,01-73-30-30-34,mpublics@franceagrimer.fr,,http://www.marches-publics.gouv.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=1933574&orgAcronyme=b4n,,,,,False,False,,False,False
21-123830,FranceAgriMer,None,,SAF - Unité achats marchés,FR,"12, rue Henri Rol-Tanguy",93555,Montreuil,,(+33) 1-73-30-20-00,,(+33) 1-73-30-30-34,mpublics@franceagrimer.fr,http://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=798383&amp;orgAcronyme=b4n,,,,,False,True,,False,True
21-123867,FranceAgriMer,None,,SAF- Unité Achats Marchés,FR106,12 rue Henri Rol-Tanguy,93555,Montreuil cedex,,(+33) 1-73-30-20-00,,(+33) 1-73-30-30-34,mpublics@franceagrimer.fr,http://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=793073&amp;orgAcronyme=b4n,,,,,False,True,,False,True
21-124028,Marine/DCSSF/DSSF Toulon,None,Marine/DCSSF/DSSF Toulon à l'attention de Mr le directeur du service de soutien de la flotte de Toulon,,,BCRM de Toulon BP 25,83800,Toulon Cedex 9,,(+33) 4-22-42-72-97,,,lionel.chene@intradef.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,False,False,,False,False
21-124594,Ville d'Avignon,None,,,FRL06,Hôtel de Ville - Place de l'Horloge,84045,Avignon cedex 09,,(+33) 4-90-80-83-14,,,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,https://avignon-marchespublics.omnikles.com/,https://avignon-marchespublics.omnikles.com/,,False,True,,False,True
21-125309,Ville d'Issoire,None,,Direction des services techniques,FRK14,"2 rue Eugène Gauttier, B.P.2",63500,Issoire,,(+33) 4-73-89-03-54,,,cfavre@issoire.fr,http://www.issoire.fr,http://www.marches-publics.info,,http://www.marches-publics.info,http://www.marches-publics.info,,False,True,,False,True
21-125449,Commune de Saint Leu,None,,,FRY40,,97436,saint-leu,,(+33) 2-62-34-80-03,,(+33) 2-62-49-87-24,commandepublique@mairie-saintleu.fr,http://www.achatpublic.com,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
21-125672,DREAL MP,None,M. le Directeur régional,,,1 rue de la cité administrativeCS 80002,31074,Toulouse Cédex 9,,,,,drn.dreal-occitanie@developpement-durable.gouv.fr,,http://marches.publics.gouv.fr,,,,,False,False,,False,False
21-126543,Ville d'Avignon,None, Madame le Maire,,,Hôtel de Ville Place de l'Horloge,84045,Avignon cedex 9,,(+33) 4-90-80-83-14,,(+33) 4-90-80-69-96,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,,,,False,False,,False,False
21-126634,Ville d'Avignon,None,Madame le Maire,,,Hôtel de Ville Place de l'Horloge,84045,Avignon cedex 9,,(+33)4-90-80-83-14,,(+33)4-90-80-69-96,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,,,,False,False,,False,False
21-126649,Ville d'Avignon,None,,,FRL06,Hôtel de Ville- Place de l'Horloge,84045,AVIGNON,,(+33) 4-90-80-83-14,,(+33) 4-90-80-69-96,commande.publique@mairie-avignon.com,https://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,,,,False,True,,False,True
21-126667,Ville d'Avignon,None,,,FRL06,Hôtel de Ville - Place de l'Horloge,84045,Avignon cedex 09,,(+33) 4-90-80-83-14,,,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,,,,False,True,,False,True
21-126796,Commune de Sainte-Maxime,None,,Monsieur le Maire de Sainte-Maxime,FRL05,Boulevard des Mimosas BP 154,83120,Sainte-Maxime,,(+33) 4-94-79-42-70,,(+33) 4-94-79-42-60,commande-publique@ste-maxime.fr,http://www.ville-sainte-maxime.fr,http://www.marches-securises.fr,,,,,True,False,,False,True
21-126839,Ville d'Avignon,None,Madame le Maire,,,Hôtel de Ville - Place de l'Horloge,84045,Avignon cedex 09,,04-90-80-83-14,,,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,,,,False,False,,False,False
21-126938,FranceAgriMer,None,,SAF- Unité Achats Marchés,FR106,12 rue Henri ROL TANGUY,93555,Montreuil cedex,,(+33) 1-73-30-20-00,,(+33) 1-73-30-30-34,mpublics@franceagrimer.fr,http://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=743643&amp;orgAcronyme=b4n,,,,,True,False,,False,True
21-127121,Commune de Sainte-Maxime,None,,Monsieur le Maire de Sainte-Maxime,FRL05,Boulevard des Mimosas BP 154,83120,Sainte-Maxime,,(+33) 4-94-79-42-70,,(+33) 4-94-79-42-60,commande-publique@ste-maxime.fr,http://www.ville-sainte-maxime.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
21-128450,Département des Alpes-Maritimes,None,,,FRL03,"direction générale adjointe pour les ressources et les moyens - direction des achats et de la logistique - service des marchés - cadam - 147 Bd du Mercantour - Bâtiment Cheiron 4e étage, B.P. 3007 (du lundi au vendredi, de 9h à 11h45 et de 13h30 à 16h),",06201,Nice cedex 03,,(+33) 4-97-18-63-68,,,marches@departement06.fr,https://www.e-marches06.fr,https://www.e-marches06.fr,,https://www.e-marches06.fr,https://www.e-marches06.fr,,False,True,,False,True
21-128660,Préfecture de l'Hérault,None,philippe severac,,,SGC pôle logistique,34062,Montpellier,,,,,,,,,,,,False,False,,False,False
21-128864,COMMUNE D ARRAS,None,,,FRE12,6 place Guy Mollet - BP 70913,62000,Arras,,(+33) 3-21-50-51-74,,,s-marches@ville-arras.fr,http://www.arras.fr,http://www.arras.fr,,,,,True,False,,False,True
21-129609,Région Guadeloupe,None,,,FRY10,Avenue Paul Lacavé - Petit Paris,97100,Basse-Terre,,,,(+33) 5-90-80-41-59,dcp-region@cr-guadeloupe.fr,http://www.regionguadeloupe.fr,http://www.eguadeloupe.com,,,,,False,True,,False,True
21-13075,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FRY2,Rue Gaston Defferre,97200,FORT-DE-FRANCE,,,,,courrier@collectivitedemartinique.mq,http://collectivitedemartinique.mq,https://collectiviteterritorialedemartinique.achatpublic.com,,,,,False,True,,False,True
21-131872,GRAND PARIS SEINE OUEST,None,,Anne CARIO,FR105,"9, route de Vaugirard CS9008",92197,Meudon,,(+33) 1-46-29-29-58,,(+33) 1-46-29-55-10,anne.cario@seineouest.fr,http://Seineouest.fr,https://marches.maximilien.fr,,,,,False,False,,False,False
21-131949,Commune de Challans,None,,,FRG05,1 BD LUCIEN DODIN BP 239,85300,challans,,(+33) 2-51-49-79-73,,,mp@challans.fr,http://www.challans.fr,http://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,False,True,,False,True
21-132379,Douaisis Agglo,None,,,FRE11,Parc d'activités de Douai-Dorignies 746 rue Jean Perrin BP 300,59351,Douai,,(+33) 3-27-99-21-47,,,marchespublics@douaisis-agglo.com,http://www.douaisis-agglo.com,https://marchespublics596280.fr,,,,,False,True,,False,True
21-132552,FranceAgriMer,None,SAF - Unité Achats Marchés,,,12 rue Henri ROL TANGUY,93555,Montreuil cedex,,01-73-30-20-00,,01-73-30-30-34,mpublics@franceagrimer.fr,,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=836572&orgAcronyme=b4n,,,,,False,False,,False,False
21-132633,Conseil départemental du Pas-de-Calais,None,,OLLIVIER Patricia,FRE12,Hôtel du Département - rue Ferdinand Buisson,62018,Arras cedex 9,,(+33) 3-21-21-67-94,,,dcp.secretariat@pasdecalais.fr,https://wwwpasdecalais.fr,https://marchespublics596280.fr,,,,,True,False,,False,True
21-132686,Aéroport de Bâle-Mulhouse,77897142400016,,,FRF12,BP 60120,68304,SAINT-LOUIS,,(+33) 3-89-90-31-11,,,sma@euroairport.com,https://www.euroairport.com,https://www.marches-securises.fr,,,,,False,True,,False,True
21-133151,Ville d'Avignon,None,,,FRL06,Hôtel de Ville - Place de l'Horloge,84045,Avignon cedex 09,,(+33) 4-90-80-83-14,,,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,,,,False,True,,False,True
21-133328,CA DE BETHUNE BRUAY ARTOIS LYS ROMANE,None,,,FRE12,"100, avenue de Londres CS 40548",62411,BETHUNE,,,,,contact@bethunebruay.fr,http://www.bethunebruay.fr,https://marchespublics596280.fr/?page=entreprise.EntrepriseHome,,,,,False,True,,False,True
21-133383,DIR Sud-Ouest,None,M. le directeur de la DIR Sud-Ouest,,,155 avenue des arènes romaines,31300,Toulouse,,,,,bm.dmo.smee.dirso@developpement-durable.gouv.fr,http://www.enroute.sud-ouest.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-133594,Département des Alpes-Maritimes,None,Monsieur le Président du Conseil départemental des Alpes-Maritimes,,,"direction générale adjointe pour les ressources et les moyens - direction des achats et de la logistique - service des marchés - cadam - 147 Bd du Mercantour - bâtiment Cheiron 4e étage, Bureau 471 - B.P. 3007",06201,Nice cedex,,,,,marches@departement06.fr,http://www.e-marches06.fr,,,,,,False,False,,False,False
21-133810,DREAL Pays de la Loire,None,,,FRG01,5 rue Françoise Giroud - CS16326,44263,Nantes,,(+33) 2-72-74-75-00,,,sial.dreal-pays-de-la-loire@developpement-durable.gouv.fr,http://www.pays-de-la-loire.developpement-durable.gouv.fr/,http://www.marches-publics.gouv.fr/,,,,,False,True,,False,True
21-133855,Conseil départemental du Pas-de-Calais,None,Conseil départemental,,,"Hotel du département, 7 rue Ferdinand Buisson",62018,ARRAS cedex,,03-21-21-62-62,,,dcp.secretariat@pasdecalais.fr,https://www.pasdecalais.fr,https://marchespublics596280.fr,,,,,False,False,,False,False
21-134637,DEPARTEMENT DU MORBIHAN,None,,,FRH04,2 rue de Saint Tropez,56009,Vannes,,(+33) 2-97-54-81-11,,,dfg.marches@morbihan.fr,http://morbihan.fr,https://marches.megalis.bretagne.bzh,,https://marches.megalis.bretagne.bzh,https://marches.megalis.bretagne.bzh,,False,True,,False,True
21-136065,Commune de Montreal la Cluse,None,,,FRK21,"1, place Jean Coupat",01460,MONTREAL LA CLUSE,,,,,mairie@montreal-lacluse.fr,https://www.montreal-lacluse.fr/,https://marchespublics.ain.fr,,,,,False,True,,False,True
21-136410,Ville d'Auby,None,Aurore LEDIEU,,,25 rue Léon Blum,59950,Auby,,,,,,,http://www.marches-securises.fr,,,,,False,False,,False,False
21-136809,Département des Alpes-Maritimes,None,,,FRL03,"direction générale adjointe pour les ressources et les moyens - direction des achats et de la logistique - service des marchés - cadam - 147 Bd du Mercantour - Bâtiment Cheiron 4e étage, bureau 471, B.P. 3007 (du lundi au vendredi, de 9h à 11h45 et de 13h30 à 16h),",None,Nice cedex 03,,(+33) 4-97-18-64-00,,,marches@departement06.fr,http://www.e-marches06.fr,,,http://www.e-marches06.fr,http://www.e-marches06.fr,,False,True,,False,True
21-137919,CAF des Pyrénées-Orientales,None,Service Achats,,,112 rue du Docteur Henry EY,66000,Perpignan,,,,,achats-gdm@caf66.caf.fr,http://www.caf.fr,,,,,,False,False,,False,False
21-138297,SDIS25,None,"M. JACOULET Frédéric, Achats et Marchés publics",,,"10, chemin de la Clairière",25402,BESANCON Cedex,,03-81-85-36-00,,03-81-85-37-09,achats@sdis25.fr,http://www.pompiers25.fr,http://www.klekoon.com,,,,,False,False,,False,False
21-138373,Commune de Douai,None,,,FRE11,CS 80836,59508,DOUAI,,,,,sjeanson@ville-douai.fr,https://marchespublics596280.fr/?page=frame.ConsultationsOrganisme&amp;org=3C029,https://marchespublics596280.fr/?page=frame.ConsultationsOrganisme&amp;org=3C029,,,,,False,True,,False,True
21-138388,Commune de Douai,None,,,FRE11,CS 80836,59508,DOUAI,,,,,sjeanson@ville-douai.fr,https://marchespublics596280.fr/?page=frame.ConsultationsOrganisme&amp;org=3C029,https://marchespublics596280.fr/?page=frame.ConsultationsOrganisme&amp;org=3C029,,,,,False,True,,False,True
21-139248,Département des Alpes-Maritimes,None,Monsieur le Président du Conseil Départemental des Alpes-Maritimes,,,"Direction Générale Adjointe pour les Ressources et les Moyens - Direction des Achats et de la Logistique - service des marchés - cadam - 147 Bd du Mercantour - bâtiment Cheiron - bureau , B.P. 3007 (du lundi au vendredi, de 9h à 11h45 et de 13h30 à 16h)",06201,Nice cedex 3,,04-97-18-63-68,,,,https://www.e-marches06.fr,,,,,,False,False,,False,False
21-139362,CHATEAUROUX METROPOLE,None,,Direction de la commande publique,FR,Hôtel de Ville - Place de la République - CS 80509,36012,Châteauroux cedex,,(+33) 2-54-08-34-35,,(+33) 2-54-08-33-18,marches-publics@chateauroux-metropole.fr,https://www.chateauroux-metropole.fr,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,True,False,,False,True
21-139719,PREFECTURE DE LA REUNION,17974001400016,,"Mme Régine PAM, secrétaire générale de préfecture, coordonnateur du groupement de commandes formé par les services déconcentrés et établissements publics de l'Etat à La Réunion",FRY40,"6, rue des Messageries CS 51079",97404,Saint-denis Cedex,RE,,,,sgc-sap@reunion.gouv.fr,http://www.reunion.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-139759,Commune de Sainte-Maxime,None,,,FRL05,BP 154 - Boulevard des Mimosas,83120,SAINTE-MAXIME,,(+33) 4-94-79-42-70,,,commande-publique@ste-maxime.fr,http://www.ville-sainte-maxime.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
21-139785,Département des Alpes-Maritimes,None,,,FRL03,"M. le président du Conseil départemental des Alpes-Maritimes, direction générale adjointe pour les ressources et les moyens -direction des achats et de la logistique - service des marchés - cadam - 147 Bd du Mercantour - bâtiment Cheiron, 4e étage, bureau 471 Accueil service des marchés au parlophone au rez de chaussée du bâtiment B.P. 3007 (du lundi au vendredi, de 9h30 à 11h45 et de 14h à 16h)",06200,NICE,,,,,marches@departement06.fr,https://www.e-marches06.fr,,,,https://www.e-marches06.fr,,False,True,,False,True
21-140223,Ville d'Avignon,None,Madame le Maire,,,Hôtel de Ville - Place de l'Horloge,84045,Avignon cedex 09,,04-90-80-83-14,,04-90-80-69-96,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,,,,False,False,,False,False
21-140226,Ville du Lamentin,None,Le Maire,,,Place Antonio MACEO,97232,Le Lamentin Martinique,,05-96-30-07-52,,05-96-51-81-75,grenard@mairie-lelamentin.fr,http://www.mairie-lelamentin.fr,http://www.e-marchespublics.com,,,,,False,False,,False,False
21-140490,CA DE BETHUNE BRUAY ARTOIS LYS ROMANE,None,,Monsieur le Président,FRE12,100 avenue de Londres - CS 40548,62411,Béthune cedex,,(+33) 3-21-61-50-00,,,contact@bethunebruay.fr,http://www.bethunebruay.fr,https://marchespublics596280.fr/?page=entreprise.EntrepriseHome,,,,,False,False,,False,False
21-140748,Cons. Départ. de la Charente-Maritime,None,Département,,,Direction des Affaires Financières et Juridiques Service Marchés Publics85 Boulevard de la République CS 60003,17076,LA ROCHELLE CEDEX 9,,,,,proceduredemat.marches@charente-maritime.fr,http://www.charente-maritime.fr,http://www.achatpublic.com,,,,,False,False,,False,False
21-140750,CA Agglomération du Choletais,None,,,FRG02,Hôtel d'Agglomération - Service Marchés-Contrats - Rue Saint Bonaventure BP 62111,49321,Cholet Cedex,,,,,marches-contrats@choletagglomeration.fr,http://www.cholet.fr,http://www.anjoumarchespublics.fr,,,,,False,True,,False,True
21-140816,Centre Hospitalier d'Argenteuil,None,,Aouatif LACHHAB,FR1,"Etablissement support du GHT, 69 Rue du Lieutenant Colonel Prud'hon",95100,Argenteuil,,(+33) 1-34-23-27-67,,,ght-cellule-marches@ch-argenteuil.fr,https://www.ch-argenteuil.fr/,https://marches.maximilien.fr/,,https://marches.maximilien.fr/,https://marches.maximilien.fr/,,False,True,,False,True
21-141131,CA Agglomération du Choletais,None,,,FRG02,Groupement de commandes - (Agglomération du Choletais coordonnateur / Ville de Cholet / Centre Intercommunal d'Action Sociale du CholetaisHôtel d'Agglomération - Rue Saint Bonaventure - BP 62111,None,Cholet,,(+33) 2-44-09-26-90,,,marches-contrats@choletagglomeration.fr,http://www.cholet.fr,http://www.anjoumarchespublics.fr,,,,,False,True,,False,True
21-142056,REGION BOURGOGNE FRANCHE COMTE,None,,,FRC,4 square Castan,25031,Besançon,,,,,lydie.guetlin@bourgognefranchecomte.fr,http://www.bourgognefranchecomte.fr,http://www.ternum-bfc.fr/,,http://www.ternum-bfc.fr/,http://www.ternum-bfc.fr/,,False,True,,False,True
21-142199,MINARM/DGA/DO/S2A,None,,,,Direction générale de l'armement/Direction des opérations/Service des achats d'armement/Division achats du Sud-Ouest/site de St-Médard,33160,Saint-Médard-en-Jalles,,,,,dga-do-s2a.sud-ouest.fct@intradef.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,,,False,False,,False,False
21-142418,Lycée Emile MATHIS,None,,,FR,,67300,SCHILTIGHEIM,,(+33) 3-88-18-55-18,,,ce.0670089h@ac-strasbourg.fr,http://www.lyc-mathis-schiltigheim.ac-strasbourg.fr/,https://mapa.aji-france.com,,https://mapa.aji-france.com,https://mapa.aji-france.com/,,False,True,,False,True
21-142867,Conseil départemental du Pas-de-Calais,None,Conseil départemental,,,Hôtel du Département Rue Ferdinand Buisson,62018,Arras,,03-21-21-67-30,,,dcp.secretariat@pasdecalais.fr,http://marchespublics596280.fr,http://marchespublics596280.fr,,,,,False,False,,False,False
21-142989,Mairie de Deauville,None,,,FR,BP 31600,14801,DEAUVILLE,,(+33) 2-31-14-02-20,,,c.baba@deauville.fr,http://www.deauville-marches.fr,http://www.deauville-marches.fr,,http://www.deauville-marches.fr,http://www.deauville-marches.fr,,False,True,,False,True
21-143059,Centre Hospitalier d'Auxerre,None,,Cellule de la Commande Publique et du Contentieux Contractuel,FR,"2, Boulevard de Verdun - BP 69",89011,Auxerre Cedex,,(+33) 3-86-48-65-99,,(+33) 3-86-48-48-94,marches.publics@ch-auxerre.fr,http://www.ght-unyon.fr,http://www.maximilien.fr,,,,,False,True,,False,True
21-143398,CAP Nord Martinique,None,,,FRY20,www.capnordmartinique.fr,97225,LE MARIGOT,,,,,marchespublics@capnordmartinique.fr,http://www.capnordmartinique.fr,http://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,False,True,,False,True
