BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
21-3429,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3430,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-37137,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3432,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3434,,Budget communal,,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-3435,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-3436,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3438,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-344,Aucune clause de garantie financière ne sera appliquée.,Financement propre,Aucune forme de groupement n'est imposée.,False,False,Le marché comporte une condition d'exécution relative à l'insertion sociale et professionnelle,False,True,False,CF_NIV_SUIV,['FR'],
21-3440,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3443,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3444,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3446,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3448,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3450,,,,True,False,,True,False,False,CF_NIV_SUIV,,
21-3455,,Les prestations faisant l'objet du marché sont réglées par application des prix forfaitaires dont le libellé est donné dans la décomposition du prix global et forfaitaire (DPGF),"les candidats peuvent présenter leur dossier de réponse sous la forme d'un groupement conjoint ou d'un groupement solidaire. dans le cas où le titulaire du marché est un groupement d'opérateurs économiques ayant présenté son dossier de réponse sous la forme d'un groupement conjoint, le groupement prendra, à la date de notification du marché et sans autres formalité, la forme d'un groupement solidaire. les conditions de constitution des groupements momentanés d'opérateurs économiques sont précisées dans le règlement de la consultation. il est interdit aux candidats de présenter plusieurs offres en agissant à la fois :- en qualité de candidat individuel et de membre d'un ou plusieurs groupements (mandataire et/ou membre) ;- en qualité de membres de plusieurs groupements (mandataire et/ou membre).",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-3457,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
21-3459,,- Financement : fonds propres du SDIS 29- paiement à 30 jours par mandat administratif,,False,False,,False,True,True,CF_NIV_SUIV,,
21-3462,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-37491,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3465,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3467,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-347,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3470,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3471,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3473,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3475,Aucune clause de garantie financière prévue. Aucune garantie financière prévue en contrepartie du versement de l'avance,"Prestations réglées par un prix global forfaitaire Prix révisables trimestriellement. Avance de 50,0 % accordée dans les conditions prévues au contrat. Délai global de paiement des prestations de 30 jours. Modalités de financement des prestations : Ressources propres : Budget départemental",Aucune forme de groupement imposée à l'attributaire du marché,False,False,Début d'exécution du marché à compter de la date fixée par ordre de service,False,True,False,CF_NIV_SUIV,['FR'],
21-3480,Cf règlement de consultation et CCAP,Cf règlement de consultation et CCAP,Cf règlement de consultation et CCAP,False,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-36867,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3493,,,,False,False,,False,True,True,CF_NIV_SUIV,,
21-3497,Une attestation d'assurance couvrant les risques inhérents à l'activité,Le financement se fera sur les ressources propres de la CIVIS complété le cas échéant de subventions européennes.Une avance de 5% est accordée au titulaire du marché dans les conditions fixées aux articles R. 2191-3 à R. 2191-5 du code de la commande publique,Aucune forme juridique n'est imposée aux soumissionnaires,False,False,,False,True,True,CF_NIV_SUIV,,
21-3498,,Financement sur le budget annuel du département du Bas-Rhin en ressources propres.Les prix sont révisables dans les conditions fixées dans le cahier des clauses administratives particulières.- délai global de paiement : le délai de paiement est de 30 jours.- comptable assignataire : M. Le Payeur Départemental de la Collectivité européenne d'Alsace (CeA),,False,False,,False,True,False,CF_NIV_SUIV,,
21-3500,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3501,Aucune clause de garantie financière ne sera appliquée.,"Ressources propres du Départementdélai global de paiement fixé à 30 jours, application des règles de la comptabilité publique, des articles r2191-3 à r 21-91-19 du code de la commande publique et du ccag FCS","Le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire de l'accord-cadre. Toutefois quelle que soit la forme retenue, le groupement devra présenter un mandataire solidaire. Enfin, il n'est pas possible d'être mandataire de plusieurs groupements. Enfin, il n'est pas possible d'être mandataire de plusieurs groupements. Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements.",False,False,,False,True,True,CF_NIV_SUIV,,
21-3504,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3505,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-3506,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3508,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-351,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3510,Aucune clause de garantie financière ne sera appliquée.,"Les prestations, objet du présent marché, seront rémunérées dans les conditions fixées par les règles de comptabilité publique.Les prestations seront financées sur le budget principal de Limoges Métropole. Elles seront rémunérées selon les prescriptions du présent CCP et en application du décret nº 2012-1246 du 7 novembre 2012 relatif à la gestion budgétaire et comptable publique et des articles R.2191-3 à R.2191-63 du code de la commande publique.Les modalités de règlement des comptes sont définies dans les conditions de l'article 11 du CCAG-PI.Les paiements seront effectués sous forme de virement administratif du Trésorier Principal de Limoges Municipale au compte bancaire du titulaire.","En cas de groupement, la forme souhaitée par le pouvoir adjudicateur est un groupement conjoint avec mandataire solidaire. Si le groupement attributaire du marché est d'une forme différente, il pourra se voircontraint d'assurer sa transformation pour se conformer au souhait du pouvoir adjudicateur tel qu'il est indiqué ci-dessus.",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-3515,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3521,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3523,,,,False,False,,False,True,False,CF_NIV_SUIV,,
21-3528,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3532,,,,False,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3534,voir règlement de la consultation,financement crédits CPER,voir règlement de la consultation,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-3535,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3536,,Ressources propres : budget du ministère des armées.Le délai de paiement est de 30 jours maximum.Le mode de règlement sera le virement administratif.L'ensemble des modalités de paiement est régi par le titre IX - chapitre II du CCP relatif aux marchés publics de défense et de sécurité.,"Conformément à l'article R.2342-12 du CCP, la forme juridique n'est pas imposée. Toutefois, si le candidat se présente sous la forme d'un groupement conjoint, le mandataire devra être solidaire pour l'exécution du marché public, de chacun des membres du groupement pour sesObligations contractuelles à l'égard de l'acheteur. Les autres règles relatives au groupement sont précisées dans le règlement de consultation.",False,False,,False,False,False,CF_NIV_SUIV,['FR'],les candidatures et les offres seront entièrement rédigées en langue française ainsi que les documents de présentation associés.
21-3539,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3542,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3548,,,,False,False,,False,True,True,CF_NIV_SUIV,,
21-3549,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-355,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3578,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3583,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3590,Il n'est pas exigé de caution ou de garantie.Il ne sera pas appliqué de retenue de garantie.,Les modalités sont définies dans le cahier des clauses administratives particulières (CCAP). Le délai global de paiement est de 30 jours à compter de la réception de la demande de paiement.Le paiement se fera par virement administratif selon les modalités et périodicités définies au marché.Les autres modalités de facturation et de règlement figurent dans le CCAP.Le marché est traité à prix global et forfaitaire.Une avance sera versée au titulaire conformément au code de la commande publique et selon les conditions prévues au CCAP.,"Le marché pourra être attribué à une entreprise ou à un groupement d'entreprises, étant entendu que le groupement doit être constitué dès le stade de la candidature. Les entreprises ne pourront se présenter à la fois en tant que candidats individuels et membres d'un groupement ; une entreprise ne pourra se présenter en tant que mandataire de plus d'un groupement.En cas de groupement conjoint, le mandataire du groupement sera solidaire de l'ensemble des membres du groupement pour l'exécution de ses obligations contractuelles à l'égard de la personne publique concernant l'exécution du marché.Le mandataire du marché devra obligatoirement être un de ces conservateurs-restaurateurs, spécialisé sculpture.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3592,,Délai global de paiement des prestations de 30 jours.,"le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire de l'accord-cadre. En cas de réponse sous forme de groupement conjoint, le mandataire devra être responsable de l'exécution de la totalité du marché. Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois : - en qualité de candidats individuels et de membres d'un ou plusieurs groupements ; - en qualité de membres de plusieurs groupements.",False,False,,False,True,True,CF_NIV_SUIV,,
21-3593,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3594,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3597,,Délai de paiement 50 jours sur fonds propres,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3600,,Les dépenses afférentes seront imputées sur les budgets annexes Eau potable et Assainissement de la régie des Eaux Gessiennes.Les sommes dues au(x) titulaire(s) et au(x) sous-traitant(s) de premier rang éventuel(s) de l'accord-cadre seront payées dans un délai global de 30 jours à compter de la date de réception des factures ou des demandes de paiement équivalentes.,L'entité adjudicatrice ne souhaite imposer aucune forme de groupement à l'attributaire de l'accord-cadre.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3606,,,"Le marché sera conclu avec une entreprise unique ou un groupement conjoint ou solidaire d'entreprises dont le mandataire sera le maitre d'oeuvre. En cas de groupement conjoint, le mandataire du groupement conjoint sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles à l'égard du GPMD. Possibilité pour les candidats de participer en agissant à la fois en qualité de candidats individuels et de membres d'un ou de plusieurs groupements ou en qualité de membres de plusieurs groupements. Un même opérateur économique ne peut être mandataire de plus d'un groupement pour un même marché public.",True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3607,,Financement sur les crédits budgétaires (autofinancement et emprunts) du SDMIS du Rhône. Le mode derèglement est le virement administratif.,CF Article 4 du RC,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3610,Aucune clause de garantie financière prévue.,Prestations réglées par un prix global forfaitaire Prix fermes. Aucune avance prévue. Délai global de paiement des prestations de 30 jours.,Aucune forme de groupement imposée à l'attributaire du marché.,False,False,,False,True,True,CF_NIV_SUIV,,
21-3614,Aucune clause de garantie financière ne sera appliquée.,,Aucune forme de groupement n'est imposée à l'attributaire.,False,False,,False,True,True,CF_NIV_SUIV,,
21-3621,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3629,"Aucune clause de garantie financière prévue. Garantie à première demande couvrant 100,0 % du montant de l'avance.","Prestations réglées par un prix global forfaitaire Prix fermes. Avance de 10,0 % accordée dans les conditions prévues au contrat. Délai global de paiement des prestations de 30 jours. Modalités de financement des prestations : Ressources propres, budget de la ville.",Aucune forme de groupement imposée à l'attributaire du marché.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3630,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3631,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3638,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-3646,aucune retenue de garantie n'est prévue,Aucune avance n'est versée.le délai global de paiement est fixé à 30 jours. Les prix sont révisables. Le paiement s'effectuera parvirement administratif.,"Il n'est pas prévu de stipulation particulière. Toutefois, dans l'hypothèse d'un groupement conjoint, le mandataire sera solidaire des autres membres du groupement.",False,False,,False,True,True,CF_NIV_SUIV,,
21-3647,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-37232,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3651,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3652,,Prestations réglées par des prix unitaires Prix fermes. Aucune avance prévue. Délai global de paiement des prestations de 30 jours,Aucune forme de groupement imposée à l'attributaire de l'accord-cadre,False,False,Début d'exécution de l'accord-cadre à compter de la réception du premier bon de commande,False,True,False,CF_NIV_SUIV,['FR'],
21-3654,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3656,,Paiement par virement à 30 jours.Financement par le budget de fonctionnement de la société.,"Le marché sera conclu avec soit un entrepreneur unique, soit un groupement d'entrepreneurs solidaires, soit un groupement d'entrepreneurs conjoints avec mandataire solidaire",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3657,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3658,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3659,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3661,,Prestations réglées par des prix unitaires Prix révisables annuellement. Aucune avance prévue. Délai global de paiement des prestations de 30 jours.,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3663,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3664,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3667,,Le financement est assuré par le budget départemental sur les ressources publiques et le paiement se fera par mandat administratif dans un délai global de 30 jours,"Conformément aux articles R2142-19 à R2142-27 du code de la commande publique, les entreprises candidates peuvent se présenter sous la forme d'un groupement.Les candidats peuvent présenter une offre, soit en qualité de candidat individuel, soit en qualité de membre de un groupement. Ils ne peuvent cumuler les deux qualités.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3668,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3670,Aucune clause de garantie financière prévue,Prestations réglées par des prix unitaires Prix fermes. Aucune avance prévue. Délai global de paiement des prestations de 50 jours,Aucune forme de groupement imposée à l'attributaire du marché,False,False,Possibilité pour les candidats de proposer un délai d'exécution sans dépasser le délai d'exécution maximum ci-dessus. Début d'exécution du marché à compter de la date fixée par ordre de service,False,True,False,CF_NIV_SUIV,['FR'],
21-3673,Conformément aux articles L.2191-7 et R.2191.32 et R.2191.33 du Code la Commande Publique 2019,budget communal (section Fonctionnement et section Investissement)-conformément aux textes en vigueur à la date de signature du marché. 30 jours à compter de la date de réception de la facture,,False,False,,False,True,True,CF_NIV_SUIV,,
21-3688,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3691,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-3695,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3706,,,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-371,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3710,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3712,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3713,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3714,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3716,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3717,"Aucune clause de garantie financière prévue. Garantie à première demande couvrant 100,0 % du montant de l'avance.","Prestations réglées par un prix global forfaitaire Prix révisables mensuellement. Avance de 5,0 % accordée dans les conditions prévues au contrat. Délai global de paiement des prestations de 30 jours.",Aucune forme de groupement imposée à l'attributaire du marché.,False,False,,False,True,True,CF_NIV_SUIV,,
21-3721,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3723,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3728,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3730,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3733,,"En application de l'article R2191-3 du code de la commande publique, une avance sera versée au titulaire d'un marché supérieur à 50 000 euros HT et dont le délai d'exécution est supérieur à 2 mois. Le règlement interviendra dans le délai de 50 jours à compter de la date de réception de la facture. Le taux des intérêts moratoires est égal au taux d'intérêt appliqué par la Banque Centrale Européenne à ses opérations principales de refinancement les plus récentes, en vigueur au premier jour du semestre de l'année civile au cours duquel les intérêts moratoires ont commencé à courir, majoré de 8 points de pourcentage. Le montant de l'indemnité forfaitaire pour frais de recouvrement, due pour tout retard de paiement, en sus des intérêts moratoires est fixé à 40 euros.",,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3735,avance en contrepartie d'une garantie à première demande,"Budget d'investissement de la ville de saint Brieucprix révisable, paiement par acompte, délai de paiement à 30 jours par mandat administratif",entreprise individuelle ou groupement conjoint,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-3736,Aucune clause de garantie financière prévue,Prestations réglées par des prix forfaitaires et prix unitaires Prix fermes. Aucune avance prévue. Délai global de paiement des prestations de 30 jours,Aucune forme de groupement imposée à l'attributaire de l'accord-cadre,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3737,,"- Financement sur fonds propres- Le paiement s'effectue par virement- Le délai maximum de paiement est de 30 jours à réception de la facture, après acceptation des prestations (article R 2192-10 du Code de la commande publique)- Une avance est accordée dans les conditions fixées par les articles R 2191-3 et suivants du Code de la commande publique, sauf renoncement porté sur l'acte d'engagement.","Dans le cadre d'une offre commune, et quelle que soit la forme du groupement, l'un des prestataires membre du groupement est désigné dans l'acte d'engagement comme mandataire pour l'exécution du marché. Il représente l'ensemble des membres vis-à-vis de l'acheteur et coordonne les prestations des membres du groupement.En cas de groupement conjoint, le mandataire du groupement devra être solidaire, pour l'exécution de l'accord-cadre, de chacun des membres du groupement à l'égard du pouvoir adjudicateur",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-3738,,,,False,False,,False,False,True,CF_NIV_SUIV,,
21-3739,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3740,"Retenue de garantie de 5,0 %, qui peut être remplacée par une garantie à première demande ou une caution personnelle et solidaire. Aucune garantie financière prévue en contrepartie du versement de l'avance","Prestations réglées par des prix unitaires Prix actualisables. Avance de 5,0 % accordée dans les conditions prévues au contrat. Délai global de paiement des prestations de 30 jours",,False,False,Possibilité pour les candidats de proposer un délai d'exécution sans dépasser le délai d'exécution maximum ci-dessus. Début d'exécution du marché à compter de la date fixée par ordre de service,False,True,False,CF_NIV_SUIV,['FR'],
21-3741,,"Prestations réglées par des prix unitaires Prix révisables mensuellement. Avance de 20,0 % accordée dans les conditions prévues au contrat ou conditions plus favorables précisées dans documents de la consultation. Délai global de paiement des prestations de 30 jours. Modalités de financement des prestations : Marché financé par les ressources propres de la collectivité et de la commune. La présente consultation est lancée dans le cadre d'un groupement de commande publique avec la commune de Quarante ; le Département de l'Hérault étant désigné comme coordonnateur du groupement. Les modalités sont précisées dans la délibération no AD/140920/A/29 actant le groupement de commande",Aucune forme de groupement imposée à l'attributaire du marché. Interdiction de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements,False,False,Consultation comportant des conditions d'exécution à caractère social et environnemental détaillées dans le CCAP,False,True,False,CF_NIV_SUIV,['FR'],
21-3746,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3748,Aucune clause de garantie financière prévue,Prestations réglées par des prix forfaitaires et prix unitaires Prix révisables annuellement. Aucune avance prévue. Délai global de paiement des prestations de 30 jours. Modalités de financement des prestations : les ressources propres de la ville des Pennes-Mirabeau,Aucune forme de groupement imposée à l'attributaire de l'accord-cadre,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3749,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-3750,,,"Les candidats peuvent présenter une offre, soit en qualité de candidats individuels, soit en qualité de membres d'un ou plusieurs groupements. Le groupement devra être solidaire ou conjoint avec mandataire solidaire",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-3751,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
