,BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
67,21-93911,False,False,False,False,False,False,False,,False,False,,,,True,"Les travaux ne peuvent être fournis que par un opérateur économique déterminé en raison de l'absence de concurrence pour des raisons techniques.(Article R2122-3 2° du code de la commande publique) Volumes de parc de stationnements et d'équipements sportifs imbriqués dans une opération immobilière complexe dont lobjet principal est la réalisation dune opération majoritairement de logement dont les droits à construire seront cédés à un opérateur immobilier. Le parc de stationnement public et les équipements sportifs constituent une partie minoritaire et indissociable du programme de construction développé sur le Lot DF1.1 du secteur Deschamps de la ZAC Garonne Eiffel dont la réalisation incombe à l'opérateur, le choix de la localisation  du parc de stationnement et des équipements sportifs au sein du Lot DF1.1 ayant été dicté par la politique daménagement du secteur que sous-tend la volonté de limiter la consommation de lespace au sol afin dassurer une meilleure intégration urbaine des équipements au sein du quartier développé, doptimiser la consommation des droits à construire sur le territoire de la ZAC et de limiter les excavations de terres ; compte-tenu de la proximité de la Garonne et des propriétés géotechnique du sol qui militent pour des travaux de terrassement réduits, de développer un meilleur foisonnement des emplacements de stationnement en découplant les emplacements de stationnement des logements et des bureaux   et par la situation du Lot qui est limitrophe du Jardin Sportif Suzanne Lenglen prévu dans le programme des équipements publics de la ZAC, en remplacement du stade Promis sur lemprise duquel les construction du Lot DF1.1 doivent être réalisées. Il nexiste aucune solution de remplacement raisonnable pour la réalisation d 'ouvrages similaires.  Compte tenu de l'imbrication des volumes précités dans l'opération immobilière et de la nécessité de cohérence et de cohésion des prestations techniques, les travaux ne peuvent pas être réalisés par un autre opérateur que celui qui est en charge des travaux de réalisation de la partie principale de l'ensemble immobilier à construire."
68,21-93961,False,False,False,False,False,False,False,,False,True,,,,False,Attribution du marché de maitrise duvre au lauréat du concours organisé pour la construction d'une piscine intercommunale sports et loisirs - procédure de marché public sans publicité ni mise en concurrence.
69,21-94065,False,False,False,False,False,True,False,,False,False,,,,False,"Le conseil départemental du Finistère utilise le progiciel eTemptation depuis 2012.La société éditrice du progiciel, HOROQUARTZ, est la seule à pouvoir en assurer la maintenance (certificat exclusivité)."
70,21-94259,False,False,False,False,False,False,False,,False,False,,,,True,Urgence liée au Covid-19
71,21-94326,False,False,False,False,False,False,False,,False,False,,,,True,"Le fabricant du kit, la société Luminex, a donné l'exclusivité de distribution à la société IMMUCOR France. Cette exclusivité justifie le recours à cette procédure. La captivité de cet achat s'explique par l'exclusivité détenue par le titulaire quant à la fourniture des kits PAKLx.Par ailleurs, considérant cette exclusivité, il n'existe pas de solutions alternatives ou de remplacements raisonnables permettant de répondre aux besoins de l'EFS"
72,21-94399,False,False,False,False,False,False,False,,True,False,,,,False,La procédure de passation est : la procédure des marchés publics sans publicité ni mise en concurrence préalables. Elle est passée en application des dispositions de larticle 1.5 du Cahier des clauses administratives particulières (CCAP) no1899012-1 et est soumise aux dispositions des articles L. 2122-1 et R. 2122-7° du Code de la commande publique.
73,21-94679,False,False,False,False,False,False,False,,False,False,,,,True,"Les travaux ne peuvent être fournis que par un opérateur économique déterminé en raison de l'absence de concurrence pour des raisons techniques.(Article R2122-3 2° du code de la commande publique) Equipements imbriqués dans une opération immobilière complexe dont lobjet principal est la réalisation dune opération majoritairement de logement dont les droits à construire seront cédés à un opérateur immobilier. Les équipements sportifs constituent une partie minoritaire et indissociable du programme de construction développé sur le Lot DF1.1 du secteur Deschamps de la ZAC Garonne Eiffel dont la réalisation incombe à l'opérateur, le choix de la localisation des équipements sportifs au sein du Lot DF1.1 ayant été dicté par la politique daménagement du secteur que sous-tend la volonté de limiter la consommation de lespace au sol afin dassurer une meilleure intégration urbaine des équipements au sein du quartier développé, doptimiser la consommation des droits à construire sur le territoire de la ZAC et de limiter les excavations de terres ; et par la situation du Lot qui est limitrophe du Jardin Sportif Suzanne Lenglen prévu dans le programme des équipements publics de la ZAC, en remplacement du stade Promis sur lemprise duquel les construction du Lot DF1.1 doivent être réalisées. Compte tenu de l'imbrication du volume de ces équipement dans l'opération immobilière et de la nécessité de cohérence et de cohésion des prestations techniques, les travaux ne peuvent pas être réalisés par un autre opérateur que celui qui est en charge des travaux de réalisation de la partie principale de l'ensemble immobilier à construire."
74,21-94700,False,False,False,False,False,True,False,,False,False,,,,False,"La procédure utilisée a été procédure sans publicité ni mise en concurrence préalables, conformément à l'article R 2122-3-3°) du code de la commande publique compte tenu des droits d'exclusivité du prestataire."
75,21-94702,False,False,False,False,False,True,False,,False,False,,,,False,Protection de droits exclusifs
76,21-94845,False,False,False,False,False,False,False,,False,False,,,,True,L'avis préalable d'un avis à la concurrence au Joue n'est pas prévu compte tenu du montant du marché qui n'atteint pas le seuil européen
77,21-94892,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu de la directive 2014/24/UE du parlement européen et du conseil du 26 février 2014, le présent opération, d'une estimation initiale de 124 670euro HT (dont 37 770euro HT pour le présent lot 8) est inférieur au seuil d'application de la directive susvisée. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de marché au JOUE."
78,21-95082,False,False,False,False,False,False,False,,False,False,,,,True,Il s'agit d'un marché à procédure adaptée relevant de l'article L.2123-1 et R.2123-1 du code de la commande publique
79,21-95518,False,False,False,False,False,True,False,,False,False,,,,False,Existence de droits d'exclusivité du titulaire
80,21-95637,False,False,False,True,False,False,False,,False,False,,,,False,"La société Dietrich titulaire du marché M1783 fourniture de bus électrique de transport en commun a été placé en liquidation judiciaire.La prestation réalisée par la société Dietrich est terminée. Il reste à payer sur le marché la prestation sous traitée de location de batterie à la société Ngreen (seule à pouvoir faire la location).Le marché a été notifié le 26/10/2017 pour la tranche ferme. Les bus ont été réceptionnés en novembre 2018 et la location des batteries était pour une durée de 7 ans, et a débuté en décembre 2018.Le présent marché négocié couvre la période à compter du premier mois suivant la notification du dit marché jusqu'au 30/11/2025.Le prix fixé est identique à celui conclu dans l'acte de soustraitance au marché M1783.Il est donc nécessaire de contracter avec la société Ngreen pour poursuivre la prestation de location de batterie. Le liquidateur ayant précisé par courrier du 11 décembre 2020 la non poursuite de l'exécution par la société Dietrich.Le remplacement de batteries actuelles impliquerait des coûts substantiels de démontage / remontage. Aucune solution de remplacement n'est envisageable sans engendrer de coûts supplémentaires"
81,21-95923,False,False,False,False,False,True,False,,False,False,,,,False,"En raison des investissements financiers, humains et organisationnels importants, aucune solution de remplacement raisonnable n'apparaît à ce jour, tant d'un point de vue technique que financier pour remplacer le logiciel de gestion des ressources humaines (RH) Talentsoft. La maintenance de l'éditeur est indispensable pour répondre au besoin de VNF pour garantir la continuité du service ; l'hébergement réalisé directement par l'éditeur répond par ailleurs à la stratégie mise en place par l'établissement. Seul l'opérateur Talentsoft est en mesure de fournir les services attendus pour cette solution logicielle (hébergement en mode SaaS, maintenance, évolutions et adaptations, notamment pour la modernisation de la gestion RH de l'Etablissement)."
82,21-97047,False,False,False,False,False,True,False,,False,False,,,,False,"Les services ne peuvent être fournis que par un opérateur économique déterminé pour raison de protection de droits exclusifs, y compris des droits de propriété intellectuelle."
83,21-97117,False,False,False,False,False,True,False,,False,False,,,,False,"Les services ne peuvent être fournis que par un opérateur économique déterminé pour raison de protection de droits exclusifs, y compris des droits de propriété intellectuelle."
84,21-97133,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
85,21-97382,False,False,False,False,False,True,False,,False,False,,,,False,Protection de droits exclusifs
86,21-97400,False,False,False,False,False,True,False,,False,False,,,,False,"Le présent accord-cadre consiste au renouvellement du marché Z18122 dont le montant maxi est atteint. Cette procédure consiste à compléter déquiper une autre partie de la flotte technique et industrielle de véhicules dun dispositif denregistrement et de géolocalisation de la consommation en carburant et de la production de C0² et de gérer les abonnements de gestion et communication des données et maintenance de léquipement des 154 véhicules déjà équipés et des prochains à équiper.Le caractère exclusif de la procédure se justifiait par le brevet dexclusivité détenue par la société au titre de la spécificité des organes de mesure installés sur les engins et des développements requis sur le progiciel associé à ces outils permettant la remontée des consommations et des informations de conduite en temps réel. Pour justifier de lexclusivité, la société ADD est la seule à disposer du brevet FR 2951573 délivré en 2012 par lInstitut de la propriété intellectuelle (INPI) et un brevet WO 2011/048333 A1 délivré en 2011 par la World Intellectuel Property Organization (WIPO) pour cette invention, décrite ci-après :"" Système électronique de surveillance permettant un calcul de consommations de carburant et démissions de CO2 réelles pour un appareil en mouvement, à larrêt, au travail, avec exclusion ou pas de vols de carburant : l'invention concerne un système électronique de surveillance comprenant un boitier embarqué sur un appareil incluant au moins un moteur, un réservoir et un circuit électrique d'alimentation, et un outil de contrôle sédentaire auquel le boitier embarqué est apte à être connecté par voie filaire ou non. "" Il nexiste pas de concurrent direct à ADD compte tenu du caractère exclusif et du brevet de leur solution."
87,21-97588,False,False,False,False,False,False,False,,False,False,,,,True,Le marché est un marché public de défense ou de sécurité.
88,21-97595,False,False,False,False,False,False,False,,False,False,,,,True,Le marché est un marché public de défense ou de sécurité.
89,21-97818,False,False,False,False,False,True,False,,False,False,,,,False,Le présent accord-cadre est passé selon la procédure négociée sans publicité préalable nimise en concurrence en application des dispositions de larticle R. 2122-3 3° du code de la commandepublique pour des raisons tenant à la protection du droit dexclusivité dont dispose le titulaire sur lesproduits et les prestations objets du présent accord-cadre et pour lesquels il a communiqué uneattestation dexclusivité
90,21-97997,False,False,False,False,False,False,False,,False,False,,,,True,Marché subséquent fondé sur un accord cadre
91,21-98089,False,False,False,False,False,True,False,,False,False,,,,False,Droits exclusifs de la société
92,21-98623,False,False,False,False,False,True,False,,False,False,,,,False,Détention par la société d'un certificat d'exclusivité
93,21-99147,False,False,False,False,False,False,False,,False,False,,,,True,Le lot n'ayant pas été attribué en même temps que les 2 autres lots a fait l'objet d'un procédure sans pub ni mise en concurrence relancée.
94,21-99153,True,False,False,False,False,False,False,,False,False,,,,False,"La procédure de passation utilisée est la procédure sans publicité ni mise en concurrence préalables. L'accord-cadre a été relancé après une 1ère procédure déclarée sans suite pour cause d'infructuosité. En effet, aucune offre n'avait été reçue lors de la procédure initiale qui avait été passée sous forme d'appel d'offres ouvert."
95,21-99198,True,False,False,False,False,False,False,,False,False,,,,False,Il s'agit d'une procédure négociée pour cet Accord Cadre à bons de commande.
96,21-99520,True,False,False,False,False,False,False,,False,False,,,,False,"Cette consultation est passée en procédure avec négociation, conformément aux articles L. 2124-3, R. 2124-3 et R. 2161-12 à R. 2161-20 du code de la commande publique.Il fait suite à un appel doffres qui a été déclaré infructueux"
97,21-99538,True,False,False,False,False,False,False,,False,False,,,,False,"Les offres réceptionnées lors d'une première consultation ouverte ont été qualifiées dinacceptables (art. L. 2152-3 CCP) et ont été rejetés.En conséquence, la consultation a été déclarée infructueuse.Le pouvoir adjudicateur a relancé une consultation sans publicité préalable au JOUE (art. R.2124-3 6° CCP). "
98,21-99815,False,False,False,False,False,False,False,,False,False,,,,True,Montant du marché inférieur aux seuils européens de procédure formalisée
