BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-100697,Ville de Pontivy,None,,,FRH04,8 rue françois mitterand,56300,Pontivy,,,,,marchespublics@pontivy-communaute.bzh,http://www.pontivy.fr,http://www.marches.megalisbretagne.org,,,,,False,True,,False,True
21-100771,Union des Groupements d'Achats Publics,TVAFR51776056467,,,FR102,"1, Boulevard Archimède Champs sur marne",77444,Marne la vallée Cedex 2,,(+33) -01-64-73-21-48,,,charaux@ugap.fr,http://www.ugap.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,True,False
21-101057,OPH Plaine Commune Habitat,None,,,FR106,,93200,Saint-Denis,,(+33) 1-48-13-61-00,,,directioncommandepubliqueetjuridique@plainecommunehabitat.fr,http://www.oph-plainecommunehabitat.fr,http://www.maximilien.fr,,,,,False,True,,False,True
21-101102,Syndicat Départemental D'Energie 29,None,,,FRH02,9 allée Sully,29000,Quimper,,(+33) 2-98-10-36-36,,,servicejuridique@sdef.fr,http://www.sdef.fr,https://marches.megalis.bretagne.bzh/?page=entreprise.AccueilEntreprise,,,,,False,True,,False,True
21-101255,Commune de Sainte-Maxime,None, Monsieur Le Maire,,,Boulevard des Mimosas BP 154,83120,Sainte-Maxime,,(+33) 4-94-79-42-70,,(+33) 4-94-79-42-60,commande-publique@ste-maxime.fr,http://www.ville-sainte-maxime.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
21-101532,Ville de Villers-lès-Nancy,None,"M. WERNER François, Maire",,,Esplanade Simone VEILBoulevard des AiguillettesBP80028,54601,Villers-lès-Nancy,,03-83-92-12-12,,,marchespublics@villerslesnancy.fr,,https://marchespublics.grand-nancy.org/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=8180&orgAcronyme=villers,,,,,False,False,,False,False
21-101722,Préfecture de police DFCPP BCP,None,,Bakari MOHAMED,FR10,"1 bis, rue de Lutèce",75195,Paris cedex 04,,(+33) 1-70-22-26-18,,(+33) 1-70-22-25-50,prefpol.marchespublics-scp@interieur.gouv.fr,http://www.prefecture-police-paris.interieur.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-101818,Ecole Nationale des Ponts et Chaussées,None,,,FR102,"Service des Affaires Juridiques et des Achats - 6/8 avenue Blaise Pascal - Cité Descartes, Champs-sur-Marne",77455,Marne-la-Vallée Cedex 2,,,,,sca@enpc.fr,http://www.enpc.fr,https://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,False,True,,False,True
21-101917,Ville de Besançon,21250056500016,,,FRC21,"2 rue Megevand,",25034,Besançon,,(+33) -03-84-41-55-41,,,jerome.ducher@grandbesancon.fr,http://www.marches-securises.fr,,,http://www.marches-securises.fr,http://www.marches-securises.fr,,True,False,,False,True
21-101943,Département des Alpes-Maritimes,None,,"bureau 471 Accueil service des marchés au parlophone au rez de chaussée du bâtiment B.P. 3007 (du lundi au vendredi, de 9h30 à 11h45 et de 14h à 16h",FRL03,"direction générale adjointe pour les ressources et les moyens -direction des achats et de la logistique - service des marchés - cadam -147 Bd du Mercantour - Bâtiment Cheiron, 4e étage",06201,Nice Cedex 3,,(+33) -04-97-18-60-00,,,marches@departement06.fr,https://www.e-marches06.fr,,,,https://www.e-marches06.fr,,False,True,,False,True
21-102231,Cons. Départ. de la Charente-Maritime,None,,Direction des Affaires Financières et Juridiques Service Marchés Publics,FRI32,85 Boulevard de la République  CS 60003,17076,La Rochelle Cedex 9,,,,,proceduredemat.marches@charente-maritime.fr,http://www.charente-maritime.fr,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
21-102242,Commune de Châtillon sur Chalaronne,None,,DIDIER JAFFRE,FR,"PLACE DE L'HOTEL DE VILLE, https://marchespublics.ain.fr/",01400,CHATILLON-SUR-CHALARONNE,,(+33) -04-74-55-04-33,,,djaffre@chatillon-sur-chalaronne.org,https://marchespublics.ain.fr/,https://marchespublics.ain.fr/,,https://marchespublics.ain.fr/,https://marchespublics.ain.fr/,,False,True,,False,True
21-102277,Préfecture de Police de Paris,None,,,FR,,None,Paris,,,,,pp-sai-bmpt-pole1@interieur.gouv.fr,http://www.prefecture-police-paris.interieur.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-102390,AGCE PUB POUR L IMMOB DE LA JUSTICE,None,,,FR,,94270,LE KREMLIN BICETRE,,,,,paul.leroux@apij-justice.fr,https://www.apij.justice.fr/,,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_ozqWn6H5MB&amp;v=1&amp;selected=0,,False,True,,False,True
21-102418,CHU DE POITIERS,None,,Mr Tromas ou Mr Borot,FR,2 rue de la milétrie CS90577,86021,Poitiers Cedex,,,,,pierre.tromas.uniha@chu-poitiers.fr,http://chu-poitiers.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-102437,Université de Bordeaux,None,,Angélique TRELY,FRI12,351 Cours de la Libération,33405,TALENCE Cedex,,(+33) 5-40-00-24-57,,(+33) 5-40-00-62-12,angelique.trely@u-bordeaux.fr,http://www.u-bordeaux.fr/,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-102481,Ville de Lorient,None,,,FRH04,"2, boulevard Leclerc CS 30010",56100,LORIENT,,(+33) -02-97-02-22-64,,,achats@mairie-lorient.fr,http://www.lorient.bzh,http://www.e-megalisbretagne.org,,http://www.e-megalisbretagne.org,http://www.e-megalisbretagne.org,,False,True,,False,True
21-102916,Ville d'Angers,None,,M. le Maire,FR,BP80011,49020,Angers,,,,,marches.juridique@ville.angers.fr,http://alm.marches-securises.fr,http://alm.marches-securises.fr,,http://alm.marches-securises.fr,http://alm.marches-securises.fr,,False,True,,False,True
21-103189,Rouen Habitat,None,Mme la Directrice Générale,,,5 place du général de Gaulle,76000,Rouen,,,,,,,https://www.achatpublic.com/,,,,,False,False,,False,False
21-103609,Cons. Départ. de la Charente-Maritime,None,,,FRI32,Direction des Affaires Financières et Juridiques Service des Marchés Publics  85 Boulevard de la République  CS 60003,17076,La Rochelle Cedex 9,,(+33) -05-46-31-76-28,,,proceduredemat.marches@charente-maritime.fr,http://www.charente-maritime.fr,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
21-103907,Département des Alpes-Maritimes,None,,,FRL03,"M. le président du Conseil départemental des Alpes-Maritimes, direction générale adjointe pour les ressources et les moyens -direction des achats et de la logistique - service des marchés - cadam - 147 Bd du Mercantour - bâtiment Cheiron, 4e étage, bureau 471 Accueil service des marchés au parlophone au rez de chaussée du bâtiment B.P. 3007 (du lundi au vendredi, de 9h30 à 11h45 et de 14h à 16h)",06200,NICE,,,,,marches@departement06.fr,https://www.e-marches06.fr,,,,https://www.e-marches06.fr,,False,True,,False,True
21-104067,SM PORTS PECHE PLAISANCE CORNOUAILLE,None,DUGUE Sylvie,,,syndicat mixte des ports de pêche-plaisance de Cornouaille 5 quai Henry Maurice Benard,29120,Pont-L'Abbé,,02-98-82-84-00,,,sylvie.dugue@peche-plaisance-cornouaille.fr,,http://https:/www.megalisbretagne.org,,,,,False,False,,False,False
21-104157,C.A. PAYS DE GRASSE,None,,Monsieur le Président,FRL03,57 avenue Pierre Sémard,06130,GRASSE,,(+33) 4-97-05-22-00,,,commande@paysdegrasse.fr,http://www.paysdegrasse.fr,http://www.e-marches06.fr,,http://www.e-marches06.fr,http://www.e-marches06.fr,,False,True,,False,True
21-104571,Commune de Sevran,None,M. Le Maire de sevran,,,28 avenue du Général Leclerc,93270,Sevran,,01-49-36-52-34,,,grp_marches_publics@ville-sevran.fr,http://www.ville-sevran.fr,http://marches.maximilien.fr,,,,,False,False,,False,False
21-104619,RPA DREAL Languedoc-R - Midi-Pyrenées,None,M. le chef de la Direction Transport- Division Maîtrise d'ouvrage Ouest,,,cité administrative 2 Bd ArmandDuportal B.P. 80002cedex 9,31074,Toulouse,,,,,,,,,,,,False,False,,False,False
21-104645,Conseil Départemental Haute-Garonne,None,,,FRJ23,,None,TOULOUSE Cedex 09,,,,,dcp-mpfs@cd31.fr,https://www.haute-garonne.fr,https://haute-garonne.marches-publics.info,,https://haute-garonne.marches-publics.info,https://haute-garonne.marches-publics.info,,False,True,,False,True
21-104685,Commune de Marnes-la-Coquette,None,HENRY Gaël,,,3 place de la mairie,92430,Marnes-la-Coquette,,01-47-41-07-77,,01-47-01-57-34,g.henry@marnes-la-coquette.fr,,http://www.klekoon.com,,,,,False,False,,False,False
21-104702,Ensicaen,None,,,FRD11,,None,CAEN,,,,,service.marches@ensicaen.fr,http://www.ensicaen.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
21-104760,DIR Atlantique,None,,,FRI,19 allée des Pins - CS 31670,33073,Bordeaux cedex,,(+33) 5-57-81-64-90,,(+33) 5-57-81-64-91,dir-atlantique@developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr/,http://www.marches-publics.gouv.fr/,,http://www.marches-publics.gouv.fr/,http://www.marches-publics.gouv.fr/,http://www.marches-publics.gouv.fr/,False,True,,False,True
21-105209,DIR Sud-Ouest,None,,,FRJ23,155 avenue des arènes romaines,31300,Toulouse,,,,,bm.dmo.smee.dirso@developpement-durable.gouv.fr,http://www.enroute.sud-ouest.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-105336,REGION GRAND EST,None,,Direction de l'Achat Public,FRF2,"Hôtel de Région 5, rue de Jéricho CS 70441",51037,Châlons en Champagne,,(+33) -26-70-89-60,,,lucile.delaval@grandest.fr,https://grandest.fr,https://marchespublics.grandest.fr,,,,,False,True,,False,True
21-105371,REGION GRAND EST,None,,Direction de l'Achat Public,FRF,"Hôtel de Région 5, rue de Jéricho CS 70441",51037,Châlons en Champagne,,(+33) -26-70-89-60,,,lucile.delaval@grandest.fr,https://grandest.fr,https://marchespublics.grandest.fr,,,,,False,True,,False,True
21-105638,Cons. Départ. de la Charente-Maritime,None,Département,,,85 Boulevard de la RépubliqueCS 60003,17076,La Rochelle,,(+33)5-46-31-75-33,,,proceduredemat.marches@charente-maritime.fr,http://www.charente-maritime.fr,http://www.achatpublic.com,,,,,False,False,,False,False
21-105728,Cons. Départ. de la Charente-Maritime,None,Département,,,85 Boulevard de la RépubliqueCS 6000,17076,la Rochelle,,(+33)5-46-31-75-33,,,proceduredemat.marches@charente-maritime.fr,http://www.charente-maritime.fr,http://www.achatpublic.com,,,,,False,False,,False,False
21-105819,Ville d'Avignon,None,,,FRL06,Hôtel de Ville - Place de l'Horloge,84045,Avignon cedex 09,,(+33) 4-90-80-83-14,,(+33) 4-90-80-69-96,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,,,,False,True,,False,True
21-105839,Département d'Ille et Vilaine PRIE,None,Anne-Marie Roussel,,,"Pôle dynamiques territorialesDirection de l'éco-développementService patrimoine naturel1, avenue de la Préfecture - CS 24218",35042,Rennes cedex,,,,,,,,,,,,False,False,,False,False
21-105901,Commune de Charenton-le-Pont,None,M. le Maire,,,48 rue de Paris,94220,Charenton-le-Pont,,,,,marchespublics@charenton.fr,http://www.charenton.fr,http://www.achatpublic.com,,,,,False,False,,False,False
21-106024,Syndicat Trivalis,None,,,FRG05,31 rue de l'Atlantique CS 30605,85015,La roche sur yon cedex,,(+33) 2-51-45-14-51,,(+33) 2-51-45-14-50,contact@trivalis.fr,http://www.trivalis.fr,http://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,False,True,,False,True
21-106175,SDIS de l'Isère,None,,A l'attention de Mme la présidente du conseil d'administration,FRK24,24 rue René Camphin,38600,Fontaine,,(+33) 4-76-26-89-73,,,gaf.marche.tous@sdis38.fr,http://www.sdis38.fr/,https://sdis38.achatpublic.com/,,https://sdis38.achatpublic.com/,https://sdis38.achatpublic.com/,,False,True,,False,True
21-107191,EHPAD LES OLIVIERS,None,Cécile ATTANE,,,"3, quai de la Trivalle",34360,Saint-Chinian,,04-67-38-29-70,,,direction@lesoliviers-ehpad.fr,http://www.achatpublic.com,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_NwYAr1Wdi7,,,,,False,False,,False,False
21-107246,EHPAD LES OLIVIERS,None,Cécile ATTANE,,,"3, quai de la Trivalle",34360,Saint-Chinian,,04-67-38-29-70,,,direction@lesoliviers-ehpad.fr,http://www.achatpublic.com,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_SZojxnQqw7,,,,,False,False,,False,False
21-107503,Collectivité européenne d'Alsace,None,,,FRF1,Direction des Achats et de la Commande Publique - Service Achats -  Place du Quartier Blanc,67964,Strasbourg Cedex,,(+33) 3-88-76-67-67,,,francis.volkringer@alsace.eu,http://www.alsace.eu,https://alsacemarchespublics.eu,,https://alsacemarchespublics.eu,https://alsacemarchespublics.eu,,False,True,,False,True
21-107592,Ville d'Avignon,None,Madame le Maire,,,Hôtel de Ville - Place de l'Horloge,84045,Avignon cedex 09,,04-90-80-83-14,,,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,,,,False,False,,False,False
21-107825,Conseil Départemental des Landes,None,Monsieur le Président du Conseil Départemental,,,"23, rue Victor Hugo",40025,Mont-de-Marsan,,(+33)5-58-05-40-40,,(+33)5-58-05-41-82,marchespublics@landes.fr,http://www.landes.fr,http://www.landes.fr,,,,,False,False,,False,False
21-108202,DREAL Pays de la Loire,None,,,FRG,,None,NANTES,,,,,sial.dreal-pays-de-la-loire@developpement-durable.gouv.fr,http://www.pays-de-la-loire.developpement-durable.gouv.fr,,,https://www.marches-publics.gouv.fr/,https://www.marches-publics.gouv.fr/,,False,True,,False,True
21-108403,Montpellier Méditerranée Métropole,24340001700022,,,FRJ13,"1, Place Georges freche",34267,Montpellier Cedex 2,,,,,marches-publics@montpellier3m.fr,http://www.montpellier3m.fr,https://marches.montpellier3m.fr,,,,,False,True,,False,True
21-108625,Ville d'Avignon,None,,,FRL06,Hôtel de Ville - Place de l'Horloge,84045,Avignon cedex 09,,(+33) 4-90-80-83-14,,,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,https://avignon-marchespublics.omnikles.com/,https://avignon-marchespublics.omnikles.com/,,False,True,,False,True
21-108665,Centre hospitalier de Valenciennes,None,,,FRE11,Avenue Désandrouin,59322,Valenciennes,,(+33) -27-14-33-33,,,theillier-a@ch-valenciennes.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,True,False,,False,True
21-108671,Métropole de Lyon,None,DGS-Direction Ressources Urbain & Environnement- DAAF-Service Marchés-unité VVN/TSU,,,20 Rue du lac - CS33569,69505,Lyon CEDEX 03,,06-26-99-30-78,,,voirie-marches@grandlyon.com,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,,,,False,False,,False,False
21-108672,Ville de Biarritz,None,Direction des marchés et contrats publics,,,Avenue Edouard VII - B.P. 58,64202,Biarritz cedex,,05-59-41-39-69,,,marche@biarritz.fr,http://www.ville.biarritz.fr,http://www.demat-ampa.fr,,,,,False,False,,False,False
21-108673,Ville de Biarritz,None,Direction des marchés et contrats publics,,,Avenue Edouard VII - B.P. 58,64202,Biarritz cedex,,05-59-41-39-69,,,marche@biarritz.fr,http://www.ville.biarritz.fr,http://www.demat-ampa.fr,,,,,False,False,,False,False
21-108696,Commune de Charenton-le-Pont,None,M. le Maire,,,48 rue de Paris,94220,Charenton-le-Pont,,,,,marchespublics@charentonlepont.fr,http://www.charenton.fr,http://www.achatpublic.com,,,,,False,False,,False,False
21-108742,Métropole de Lyon,None,DGS-Direction Ressources Urbain & Environnement- DAAF-Service Marchés-unité VVN/TSU,,,20 rue du lac - CS33569,69505,Lyon CEDEX 03,,,69505,04-26-99-30-78,voirie-marches@grandlyon.com,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,,,,False,False,,False,False
21-108896,METROPOLE DE LYON,None,"Madame la vice présidente chargée de l'Urbanisme et renouvellement urbain, cadre de vie, de l'action foncière, des services aux communes en matière d'instruction du droit des sols et du patrimoine bâti",,,DGS - DRES UE- DAAF - Service Marchés DUM-DTEE/DEEE - 20 rue du Lac - CS 33569,69505,Lyon cdex 03,,,,,,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,,,,False,False,,False,False
21-108947,Ville de Lorient,None,,,FRH04,2 Bld Leclerc - CS 30010,56315,Lorient cedex,,(+33) -02-97-02-22-64,,,achats@mairie-lorient.fr,http://www.lorient.bzh,http://www.e-megalisbretagne.org,,http://www.e-megalisbretagne.org,http://www.e-megalisbretagne.org,,False,True,,False,True
21-108984,SMALIM,None,Hélène TOURBEZ,,,Siège de Région Hauts-de-France151 Avenue du Président Hoover,59555,Lille,,03-74-27-57-93,59660,,smalim@hautsdefrance.fr,,http://marchespublics596280.fr,,,,,False,False,,False,False
21-109199,CIREST,None,,,FRY40,28 Rue des Tamarins - Pôle Bois - BP 124,None,SAINT BENOIT,,,,,m.teza@cirest.fr,https://www.cirest.fr,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr/perso/CIREST_974,,False,True,,False,True
21-109336,SDIS77,SDIS77,,,FR102,56 avenue de Corbeil - BP 70109,77001,Melun cedex,,,,,marchespublics@sdis77.fr,https://www.sdis77.fr/le-sdis-77/marches-publics/,https://marchespublics-sdis77.safetender.com,,https://marchespublics-sdis77.safetender.com,https://marchespublics-sdis77.safetender.com,,True,False,,False,True
21-109344,Communauté urbaine Le Creusot Montceau,None,Service de la Commande publique,,,B.P 90069,71206,Le Creusot,,03-85-77-51-51,,,marches.publics@creusot-montceau.org,http://www.creusot-montceau.org,https://marches.ternum-bfc.fr,,,,,False,False,,False,False
21-109362,FranceAgriMer,None,SAF - unité achats marchés,,,12 rue Henri ROL TANGUY,93555,Montreuil cedex,,01-73-30-20-00,,01-73-30-30-34,mpublics@franceagrimer.fr,,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=808333&orgAcronyme=b4n,,,,,False,False,,False,False
21-109587,FOND DE DOTATION VALEURS DE VIE,None,Jacques COCHENEC,,,116 AVENUE DU TRUC,33700,Mérignac,,,,,,,,,,,,False,False,,False,False
21-109649,Cons. Départ. de la Charente-Maritime,None,Département,,,Direction des Affaires Financières et Juridiques Service Marchés Publics85 Boulevard de la République CS 60003,17076,La Rochelle Cedex 9,,05-46-31-76-28,,,proceduredemat.marches@charente-maritime.fr,http://www.charente-maritime.fr,http://www.achatpublic.com,,,,,False,False,,False,False
21-109698,Département des Alpes-Maritimes,None,,,FRL03,"DAL / Service des marchés - CADAM, 147 bd du Mercantour - Bâtiment Cheiron 4e étage - Bureau 471 - B.P. 3007",06201,Nice Cedex 3,,(+33) 4-97-18-60-00,,,marches@departement06.fr,https://www.e-marches06.fr,https://www.e-marches06.fr,,https://www.e-marches06.fr,https://www.e-marches06.fr,,False,True,,False,True
21-109768,LA ROCHE-SUR-YON AGGLOMERATION,None,,Monsieur le Président,FRG05,,85000,La Roche-sur-Yon,,(+33) 2-51-47-49-38,,,lea.egron@larochesuryon.fr,http://www.larochesuryon.fr,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,True,,False,True
21-110075,CTIFL,None,,,FR,97 boulevard Pereire,75017,Paris,,,,,a.engelsen@interfel.com,http://www.ctifl.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-110103,COMMUNE DE CAPAVENIR VOSGES,None,PIERRAT Amandine,,,6 Avenue des Fusillés,88150,Capavenir vosges,,03-29-39-15-45,,,apierrat@capavenirvosges.fr,http://capavenir-vosges.reseaudesvilles.fr,http://www.spl-xdemat.fr,,,,,False,False,,False,False
21-110354,Collectivité européenne d'Alsace,None,Direction des Achats et de la commande Publique,,,Place du Quartier Blanc,67964,Strasbourg Cedex,,(+33)3-88-76-67-67,,,francis.volkringer@alsace.eu,http://www.alsace.eu,https://alsacemarchespublics.eu,,,,,False,False,,False,False
21-110361,Syndicat mixte Deve Vesubie Valdeblore,None,M. le directeur du Syndicat mixte,,,"syndicat Mixte pour le Développement de la Vallée Vésubie et du Valdeblore - 147 Bd du Mercantour, Bâtiment Mounier - B.P. 3007 - (du lundi au vendredi, de 9h30 à 11h45 et de 14h à 16h)",06201,Nice cedex 3,,(+33)4-97-18-63-68,,(+33)4-89-04-29-89,,https://www.e-marches06.fr,https://www.e-marches06.fr,,,,,False,False,,False,False
21-110529,Communauté urbaine Le Creusot Montceau,24710029000011,,,FRC13,BP 90069,71206,Le Creusot,,(+33) 3-85-77-51-51,,,marches.publics@creusot-montceau.org,http://www.creusot-montceau.org,https://marches.ternum-bfc.fr,,https://marches.ternum-bfc.fr,https://marches.ternum-bfc.fr,,False,True,,False,True
21-110574,Département des Alpes-Maritimes,None,,,FRL03,"direction générale adjointe pour les ressources et les moyens - direction des achats et de la logistique - service des marchés - cadam - 147 Bd du Mercantour - Bâtiment Cheiron 4e étage, Bureau 471 - B.P. 3007",06201,Nice cedex 3,,(+33) 4-89-04-27-21,,,marches@departement06.fr,https://www.e-marches06.fr,,,https://www.e-marches06.fr,https://www.e-marches06.fr,,False,True,,False,True
21-110594,Saint-Brieuc Agglomération,None,,,FRH,"5, rue du 71ème Régiment d'Infanterie",22000,Saint-Brieuc,,(+33) -02-96-77-20-00,,,accueil@sbaa.fr,http://www.saintbrieuc-armor-agglo.fr/,http://www.megalisbretagne.org,,,,,False,True,,False,True
21-110620,OPH Plaine Commune Habitat,None,,,FR106,5 bis rue Danielle Casanova,93200,Saint-Denis,,(+33) 1-48-13-61-00,,,directioncommandepubliqueetjuridique@plainecommunehabitat.fr,http://www.oph-plainecommunehabitat.fr,http://www.maximilien.fr,,http://www.maximilien.fr,http://www.maximilien.fr,,False,True,,False,True
21-110706,Troyes Champagne Métropole,None,,Service Commande publique,FR,1 Place Robert Galley,10000,Troyes,,(+33) 3-25-45-27-27,,,marches.publics@troyes-cm.fr,http://troyes-champagne-metropole.fr,http://www.xmarches.fr,,http://www.xmarches.fr,http://www.xmarches.fr,,False,True,,False,True
21-110720,Conseil Départemental Haute-Garonne,None,,https://haute-garonne.marches-publics.info,FRJ23,1 boulevard de la Marquette,31090,Toulouse cedex 9,,(+33) 5-34-33-35-91,,,dcp-mpti@cd31.fr,http://www.haute-garonne.fr,https://haute-garonne.marches-publics.info,,,,,False,True,,False,True
21-110757,Ministère de l'interieur,None,,,FRI23,,None,LIMOGES,,,,,eclpn-marches@interieur.gouv.fr,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
