,BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
5383,21-33270,Saint Etienne Métropole,24420077000117,,,FRK25,"2 Avenue Grüner, Cs 80257",42006,Saint Etienne,,(+33) 4-77-49-74-07,,(+33) 4-77-49-98-21,marches@saint-etienne-metropole.fr,http://www.saint-etienne-metropole.fr,http://www.saint-etienne-metropole.fr,,http://www.saint-etienne-metropole.fr,http://www.saint-etienne-metropole.fr,,False,True,,False,True
5384,21-33271,ESID de Brest,None,,,FRH02,BCRM de Brest - ESID de Brest - SAI /BAM - CC16,29240,Brest cédex 9,,,,,esid-brest.resp-anim-fonct-ac.fct@intradef.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=689649&orgAcronyme=g7h,http://www.marches-publics.gouv.fr,,False,True,,False,True
5385,21-33272,Ville de Béziers,None,"M. Ménard Robert, Maire",,,Place Gabriel Péri CS 60715,34508,Béziers cedex,,04-67-36-71-60,,04-67-36-73-79,marches@ville-beziers.fr,https://beziers.achatpublic.com,https://beziers.achatpublic.com,,,,,False,False,,False,False
5386,21-33273,Conseil Départemental de la Somme,22800001400016,,,FRE23,53 rue de la République,80026,Amiens,,(+33) -03-60-03-40-68,,,n.gallois@somme.fr,https://somme.fr,https://marchespublics596280.fr,,https://marchespublics596280.fr,https://marchespublics596280.fr,https://marchespublics596280.fr,False,True,,False,True
5387,21-33274,Syndicat mixte mégalis bretagne,None,"M. Loïg Chesnais-Girard, Président",,,"ZAC des champs blancs - 15, rue Claude Chappe - Bâtiment B",35510,Cesson-sévigné,,02-99-12-51-55,,02-99-12-51-37,marches-publics@megalis.bretagne.bzh,http://www.megalis.bretagne.bzh,https://marches.megalis.bretagne.bzh,,,,,False,False,,False,False
5388,21-33275,CY CERGY PARIS UNIVERSITE,None,M. Germinet François,,,33 boulevard du Port,95011,Cergy-pontoise cedex,,,,,marche@ml.u-cergy.fr,http://www.cyu.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
5389,21-33276,REGION GRAND EST,None,,Direction de l'Achat Public,FRF,Hôtel de Région - Place Gabriel Hocquard   CS 81004,57036,METZ Cedex 1,,(+33) 3-87-33-62-11,,,marchesfournituresservicesmetz@grandest.fr,http://www.grandest.fr,https://marchespublics.grandest.fr,,,,,False,False,,False,False
5390,21-33277,Agence de l'eau Seine-Normandie,None,,,FR105,51 rue Salvador Allende,92027,Nanterre cedex,,(+33) 1-41-20-16-00,,,martel.clotilde@aesn.fr,http://www.eau-seine-normandie.fr/,,,,,,False,True,,False,True
5391,21-33279,Tours Métropole Val de Loire,None,,,FRB04,"60, Avenue Marcel Dassault CS 30651",37206,TOURS CEDEX 3,,,,,commandepublique@tours-metropole.fr,https://www.achatpublic.com/sdm/ent/index.do,https://tours-metropole.achatpublic.com/sdm/ent/gen/index.do,https://tours-metropole.achatpublic.com/sdm/ent/gen/index.do,,,,False,True,,False,True
5392,21-33280,Rectorat de l'Academie Montpellier - D,None,,,FRJ13,31 rue de l'Université,34000,Montpellier,,(+33)4 -67-91-48-94,,,cellule.achats@ac-montpellier.fr,http://www.ac-montpellier.fr,http://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=719684&orgAcronyme=f0g,https://www.marches-publics.gouv.fr,,False,True,,False,True
5393,21-33281,Conseil Départemental de la Somme,None,,Mme Bouafia,FRE23,"53, rue de la République",80026,Amiens,,(+33) -03-22-71-80-80,,,g.bouafia@somme.fr,https://somme.fr,https://marchespublics596280.fr,,https://marchespublics596280.fr,https://marchespublics596280.fr,,False,True,,False,True
5394,21-33282,Centre hospitalier de Valenciennes,None,,,FRE11,Avenue Désandrouin,59322,Valenciennes,,(+33) -27-14-33-33,,,theillier-a@ch-valenciennes.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
5395,21-33284,Ville de Béziers,None,,Département de la Commande Publique et des achats,FRJ13,Place Gabriel peri,34500,Béziers,,(+33) 4-67-36-71-60,,(+33) 4-67-36-73-79,marches@ville-beziers.fr,https://beziers.achatpublic.com,https://beziers.achatpublic.com,,https://beziers.achatpublic.com,https://beziers.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_hFCK3PLk1n,http://Beziers.achatpublic.com,False,True,,False,True
5396,21-33285,Mairie de Montesson,None,Mme Bakour Mylène,,,1 Place Roland Gauthier,78360,Montesson,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
5397,21-33286,Centre hospitalier de Valenciennes,None,,,FRE11,"Avenue Désandrouin, CS 50479",59322,Valenciennes,,(+33) -27-14-35-70,,,sec-pharmacie@ch-valenciennes.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
5398,21-33287,Communauté de Communes Vaison Ventoux,None,"M. Larguier Jean Pierre, Président",,,"375, avenue Gabriel Peri",84110,Vaison-La-Romaine,,(+33) 4-90-36-16-29,,,j.daubert@vaison-ventoux.fr,http://www.vaison-ventoux.fr/,http://www.klekoon.com,,,,,False,False,,False,False
5399,21-33288,SYCTOM de Gien et Châteauneuf s/Loire,25450257800019,,,FRB06,48 quai de Châtillon,45501,Gien,,(+33) 2-38-67-60-09,,(+33) 2-38-38-05-47,syctom.gienchateauneuf@wanadoo.fr,http://www.syctomgienchateauneuf.fr/,http://www.marches-publics.info/,,http://www.marches-publics.info/,http://www.marches-publics.info/,,False,True,,False,True
5400,21-33289,Ville de Lyon,None, Le Maire,,,"Direction Gestion Technique Bâtiments, Place de la Comédie",69205,LYON,,,,,dgtb.marches@mairie-lyon.fr,http://www.marchespublics.lyon.fr,http://marches2.lyon.fr,,,,,False,False,,False,False
5401,21-33291,GRAND PORT MARITIME DE MARSEILLE,None, DIRECTEUR GENERAL Le,,,"23, place de la Joliette, CS 81965",13226,MARSEILLE,,,,,correspondre@aws-france.com,http://www.marseille-port.fr,http://agysoft.marches-publics.info,,,,,False,False,,False,False
5402,21-33292,COMMUNE DES COTES D AREY,None," Madame, Monsieur le Maire",,,Place Arélis,38138,Les-Côtes-d'Arey,,04-74-58-81-08,,,correspondre@aws-france.com,http://www.lescotesdarey.fr/,http://agysoft.marches-publics.info/,,,,,False,False,,False,False
5403,21-33293,REGIE T2C,None, le Directeur Général,,,"17, Boulevard Robert Schuman, CS 10009",63063,CLERMONT-FERRAND,,,,,marches.publics@t2c.fr,http://www.t2c.fr,http://www.t2c.fr,,,,,False,False,,False,False
5404,21-33294,DEPARTEMENT DES PYRENEES-ORIENTALES,None,"Mme MALHERBE Hermeline, Madame la Présidente du Département",,,24 quai Sadi Carnot BP 906,66906,PERPIGNAN,,04-68-85-85-85,,,correspondre@aws-france.com,http://www.ledepartement66.fr/,http://agysoft.marches-publics.info/,,,,,False,False,,False,False
5405,21-33295,ACTION LOGEMENT GROUPE,82458162300017,,,FR101,19/21 quai d'Austerlitz,75013,Paris,,(+33) 1-87-02-10-00,,,marches.juridique@actionlogement.fr,http://www.actionlogement.fr,http://www.marches-publics.info/,,,,,True,False,,False,True
5406,21-33298,EPCC SALINE ROYALE,None,M. Combes Nicolas,,,Grande rue,25610,ARC ET SENANS,,03-81-54-45-36,,,nicolascombes@salineroyale.com,http://www.salineroyale.com,http://www.klekoon.com,,,,,False,False,,False,False
5407,21-33299,SGAP Sud Ouest,None,"Mme Labarère Marion, SGAMI Sud Ouest",,,89 cours dupré de Saint-Maur,33041,Bordeaux,,05-56-99-77-88,,,marion.labarere@interieur.gouv.fr,,,,,,,False,False,,False,False
5408,21-33300,Département de Maine-et-Loire,None,Service de la commande publique et des assurances,,,Hôtel du DépartementCS 94104,49941,ANGERS cedex 9,,02-41-81-41-17,,,commande-publique@maine-et-loire.fr,http://www.maine-et-loire.fr,https://www.anjoumarchespublics.fr,,,,,False,False,,False,False
5409,21-33301,Conseil Général de Saône-et-Loire,22710001300688,,,FRC13,DAJ - Pôle Contrats - Concurrence - Espace Duhesme - 18 rue de Flacé,71026,Mâcon Cedex 9,,,,(+33) 3-85-39-76-52,daj-pcc@saoneetloire71.fr,http://www.saoneetloire71.fr,https://marches.ternum-bfc.fr,,,,,False,True,,False,True
5410,21-33302,CPAM du Bas Rhin,None,,Services Achats Marchés de la CPAM du Bas-Rhin,FRF11,16 rue de Lausanne,67090,Strasbourg cedex,,(+33) 3-88-76-89-74,,,marches.cpam-basrhin@assurance-maladie.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_4m__gvxxvN,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_4m__gvxxvN,,False,True,,False,True
5411,21-33303,SMICTOM d'Alsace Centrale,None,,Service Marchés,FRF11,2 RUE DES VOSGES,67750,Scherwiller,,,,,marches-publics@smictom-alsacecentrale.fr,http://www.smictom-alsacecentrale.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_A6oZLftMhw,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_A6oZLftMhw,,False,True,,False,True
