,BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
10,21-107648,False,False,False,False,False,True,False,,False,False,,,,False,Certificat d'exclusivité
11,21-107751,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée en dessous des seuils européens
12,21-107792,False,False,False,False,False,False,False,,False,True,,,,False,Marché de services attribué au lauréat d'un concours 
13,21-107863,False,False,False,True,False,False,False,,False,False,,,,False,"Le présent marché est passé en application de l'article application de l'article R2122-3 du Code de la commande publique. En effet, les prestations ne peuvent être réalisées que par un opérateur déterminé, la CIUP."
14,21-107910,False,False,False,False,False,True,False,,False,False,,,,False,"Le contrat ne pouvant être attribué quà un seul prestataire déterminé (lentreprise NEOLINK) compte tenu de ses droits exclusifs de propriété du logiciel, le marché est passé sans publicité ni mise en concurrence en application de larticle R2122-3 3e du code de la commande publique."
15,21-107925,False,False,False,False,False,False,False,,False,False,,,,True,"Les évènements hydrométéorologiques qui impactent et marquent le territoire métropolitain depuis ces dernières années , impliquent une réactivité certaine des services municipaux et métropolitains mais aussi un accompagnement et une assistance pour la gestion en temps réel de la crise. Compte tenu du caractère sensible des prestations au regard de la sécurité des personnes, la prestation ne peut être confiée quà un opérateur économique déterminé qui, pour des raisons techniques et organisationnelles présentées ci-dessous, garantit la mise en uvre et la coordination des actions à mener par les différents responsables de la gestion de la crise que sont, notamment, les maires des 31 communes membres, les services de Montpellier Méditerranée Métropole et le SIDPC (Service Interministériel de défense et protection Civiles) de la Préfecture.Loutil et les services apportés par lentreprise sont utilisés par la préfecture et lutilisation de ce même outil garantit un fonctionnement optimal de la gestion de crise entre les acteurs. Seul le prestataire à travers des moyens spécifiquement adapté et sécurisés et une expérience reconnue de plus de 10 ans peut rendre un service abouti et complet.Le service dassistance en temps réel 24h/24h et 7j/7j est personnalisé pour chaque commune en lien avec leur dispositif de gestion de crise, de la phase de la vigilance, de déclenchement dactions de sauvegarde, jusquà la sortie de la crise. Les échanges téléphoniques sont privilégiés dans lassistance aux communes et aux services métropolitains.Lentreprise anime loutil métropolitain Ville en Alerte par la transformation de la prévision de pluie de leur plateforme web en carte de risque prédictive des enjeux touchés par les inondation/ruissellement/submersion marine. De fait, elle alimente en temps réel la plateforme VEA par la mise à disposition de la lame deau calibrée, des informations relatives aux risques en cours et des scénarios dévaluation de ces risques.Pour ces raisons techniques et organisationnelles, seule lentreprise SYNAPSE peut apporter un fonctionnement optimal de la gestion de crise entre 3M, ses 31 communes membres et la préfecture."
16,21-107940,False,False,False,True,False,False,False,,False,False,,,,False,"La Société par Actions Simplifiées Unipersonnelle Montpellier Hérault Sport Club est par nature la seule habilitée à gérer la vente d'espaces publicitaires, de billets et d'abonnements du club dont elle porte le nom."
17,21-108141,False,False,False,True,False,False,False,,False,False,,,,False,"L'article 2511-1 du Code de la commande publique dispose des contrats de quasi-régie. Ces contrats de quasi-régie permettent une passation sans publicité ni mise en concurrence. Toutefois, 3 conditions cumulatives sont requises pour pouvoir recourir à ce type de marché : 1° Le pouvoir adjudicateur exerce sur la personne morale concernée un contrôle analogue à celui qu'il exerce sur ses propres services ;2° La personne morale contrôlée réalise plus de 80 % de son activité dans le cadre des tâches qui lui sont confiées soit par le pouvoir adjudicateur qui la contrôle, soit par d'autres personnes morales que celui-ci contrôle, soit par ce pouvoir adjudicateur et d'autres personnes morales que celui-ci contrôle ;3° La personne morale contrôlée ne comporte pas de participation directe de capitaux privés au capital, à l'exception des formes de participation de capitaux privés sans capacité de contrôle ou de blocage requises par la loi qui ne permettent pas d'exercer une influence décisive sur la personne morale contrôlée.La raison sociale de l'EPIC IGESA est définie à l'article 3422-1 et suivant du code de la défense. Eu égard cet article, la 1er et 3e condition sont remplis. La deuxième condition sur la part du chiffre d'affaire réalisé avec le PA (en l'espèce MINARM) est remplie du fait du statut et des missions de l'IGESA.Par conséquent, l'acheteur a retenu la méthode de passation sans publicité ni mise en concurrence pour cet accord-cadre à bons de commande."
18,21-108146,True,False,False,False,False,False,False,,False,False,,,,False,"Suite à l'appel d'offre ouvert, seules des offres irrégulières et inacceptables ont été reçues."
19,21-108821,False,False,False,False,False,False,False,,False,False,,,,True,Il s'agit d'un marché en procédure adaptée dont l'avis de publicité initial est paru au journal d'annonces légales 7 JOURS LES PETITES AFFICHES DE BRETAGNE le 12-13/02/2021
20,21-108846,False,False,False,False,False,False,False,,True,True,,,,False,Cf. à l'article R2122-6 sur code de la commande publique
21,21-108959,False,False,False,False,False,False,False,,False,False,,,,True,Montant du marché inférieur aux seuils de publication au Joue
22,21-109032,False,False,False,False,False,False,False,,False,False,,,,True,Montant du marché inférieur aux seuils de publication au Joue
23,21-109079,False,False,False,False,False,True,False,,False,False,,,,False,"La société HR Path Software, détentrice de droits exclusifs pour ce qui concerne l'assistance technique, l'évolution fonctionnelle, la maintenance corrective et les développements spécifiques de ce logiciel, est la seule à pouvoir réaliser ces prestations. Elle a fourni un certificat d'exclusivité qui en atteste."
24,21-109098,True,False,False,False,False,False,False,,False,False,,,,False,La procédure suivie est celle du marché passé sans publicité ni mise en concurrence préalables en raison de son montant inférieur à 40000 euro(s) Ht et à 20% du besoin global
25,21-109126,False,False,False,False,False,True,False,,False,False,,,,False,Protection de droits exclusifs
26,21-109180,False,False,False,False,False,True,False,,False,False,,,,False,Protection de droits exclusifs
27,21-109247,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
28,21-109657,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/ue du parlement européen et du conseil du 26 février 2014, l'estimation (tous lots confondus) du présent marché public est inférieur au seuil d'application des Directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE."
29,21-109849,False,False,False,False,False,False,False,,False,False,,,,True,MAPA
30,21-109870,False,False,False,True,False,False,False,,False,False,,,,False,La société DEDALUS HEALTHCARE est titulaire de l'intégralité des droits de propriété intellectuelle de la suite progicielle RIS (QDoc et QPlanner).
31,21-109894,False,False,False,False,False,True,False,,False,False,,,,False,Droit d'exclusivité justifiant cette procédure sans publication
32,21-109916,False,False,False,True,False,False,False,,False,False,,,,False,"Le recours à l'article R.2122-3 3° du code de la commande publique se justifie par le fait que seule la société LIFE TECHNOLOGIES SAS est habilitée en France à réaliser les opérations de maintenance et à fournir les pièces détachées et les accessoires associés pour les thermocycleurs relatifs à la gamme "" life technologies "" objet du présent marché public."
33,21-109986,False,False,False,False,False,True,False,,False,False,,,,False,"La société MEDTRONIC elle est la seule société habilitée et formée pour les interventions sur ces appareils et la seule à pouvoir fournir les pièces détachées, accessoires et consommables d'origine, qu'aucune autre société ne détient de licence pour pouvoir effectuer les mises à jours des logiciels"
34,21-110163,False,False,False,False,False,False,False,,False,True,,,,False,Marché de services passé sans publicité ni mise en concurrence préalables avec le lauréat du concours en application de l'article R2122-6 du Code de la commande publique.
35,21-110300,False,False,False,False,False,False,False,,False,False,,,,True,MAPA
36,21-110364,False,True,False,False,False,False,False,,False,False,,,,False,Marché négocié sans publicité ni mise en concurrence préalable - exclusivité de fabrication et de vente de la société LAERDAL
