,BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
10,21-17324,False,False,False,True,False,False,False,,False,False,,,,False,"L'absence de publicité et de mise en concurrence est en l'espèce justifiée par le fait qu'il n'existe techniquement aucune solution concurrentielle alternative à La Poste quant à la réalisation des services postaux attendus en Vendée, ce compte tenu de la liste des opérateurs actuellement autorisés par l'Arcep1"
11,21-17541,False,False,False,False,False,False,False,,False,True,,,,False,Marchés passés sans publicité ni mise en concurrence en raison de leur montant ou de leur objetarticle R2122-6 du code de la commande publique : 'L'acheteur peut passer un marché de services sans publicité ni mise en concurrence préalables avec le lauréat ou l'un des lauréats d'un concours. (...)'
12,21-17873,True,False,False,False,False,False,False,,False,False,,,,False,Fourniture et livraison de Pouzzolane pour les besoins du Conseil Départementale de la Corrèze - Relance suite au lot déclaré infructueux Affaire 2020AFF039
13,21-17900,False,False,False,False,False,False,False,,False,False,,,,True,Réduction du délai d'introduction du recours contractuel
14,21-18177,False,False,False,False,False,False,False,,False,False,,,,True,"L'estimation de cette consultation a été fixée à 29 000 euro ht, soit en dessous du seuil d'appel d'offres de marchés de prestations intellectuelles."
15,21-18489,False,False,False,True,False,False,False,,False,False,,,,False,"Technique unique dite en système fermé qui permet le recueil, le traitement cellulaire et la restitution en une seule séance c'est-à-dire dans la même unité de lieu et de temps avec un patient branché Toutes les étapes de la procédure sont intégrées, automatisées et effectuées par une seule machine, ce qui permet de diminuer le risque d'infection, de contamination et d'erreur de manipulation et ne nécessite pas la création d'une unité de thérapie cellulaire."
16,21-18511,False,False,False,False,False,False,False,,False,False,,,,True,Marché initial passé en procédure adaptée
17,21-19008,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
18,21-19075,True,False,False,False,False,False,False,,False,False,,,,False,"La consultation est engagée sous la forme d'une procédure sans publicité ni mise en concurrence, conformément à l'article L.2122-1 et à l'article R.2122-2 du code de la commande publique. Le recours à l'article R 2122-2 du code de la commande publique se justifie par le caractère irrecevable des candidatures déposées pour le lot no 6 de l'appel d'offres 2018EFS_AURA173."
19,21-20238,False,False,False,False,False,False,False,,False,False,,,,True,"Contrat attribué selon une procédure adaptée, d'un montant inférieur aux seuils fixés par les directives et pour lequel la publication préalable d'un avis de marché au JOUE n'est pas obligatoire."
20,21-20475,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
21,21-20533,False,False,False,False,False,False,False,,False,False,,,,True,Le montant du marché est en-dessous du seuil communautaire
22,21-21064,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
23,21-21408,False,False,False,False,False,False,False,,False,False,,,,True,Marché initial passé en procédure adaptée
24,21-21555,False,False,False,False,False,False,False,,False,False,,,,True,L'estimation du marché est inférieure aux seuils européens nécessitant la publication au JOUE
25,21-21559,False,False,False,False,False,True,False,,False,False,,,,False,La procédure utilisée est la procédure négociée sans publicité préalable ni mise en concurrence en application de larticle R.2122-3 de la commande publique.L'administration a choisi cette procédure en raison dune exclusivité du titulaire sur lobjet du contrat te donc des droits exclusifs relatifs à la propriété intellectuelle détenus par la société ESRI.
26,21-21780,False,False,False,False,False,True,False,,False,False,,,,False,"Compte tenu des droits d'exclusivité détenus par la société PROSYS pour commercialiser en France les prestations de maintenance de la plateforme MEZZOTEAM hébergée à ce jour sur les serveurs du Musée du Louvre, il a été décidé de lancer une procédure de marché négocié sans publicité préalable et sans mise en concurrence sur le fondement de l'article R.2122-3 du code de la commande publique."
27,21-21837,False,False,False,False,False,False,False,,False,False,,,,True,Le montant maximal que le marché sera amené à atteindre ne dépassera pas les seuils communautaires de procédure formalisée
