,BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
12,21-100004,COMSOPGN - COSIL,None,"Mme BABOOTARIE Josette, COMSOPGN-COSIL-BMBC",,,4 avenue Busteau,94700,Maisons-alfort,,01-44-57-09-11,,,bmbc.cosil@gendarmerie.interieur.gouv.fr,,,,,,,False,False,,False,False
13,21-100005,SESV,None,LETRILLART Benoît,,,Syndicat des eaux du Soissonnais et du Valois,02200,Courmelles,,03-23-73-01-51,,,sesv@orange.fr,https://www.sesv02.fr/,https://www.klekoon.com/,,,,,False,False,,False,False
14,21-100007,CA Lisieux Normandie,20006953200014,,,FRD11,6 rue d'Alençon,14106,Lisieux,,(+33) 2-31-61-66-00,,,commandepublique@agglo-lisieux.fr,http://lisieux-normandie.fr/,https://www.marches-publics.info/,,,,,False,True,,False,True
15,21-100008,SYNDICAT MIXTE DU LAC D ANNECY,24740001300014,,,FRK28,7 rue des Terrasses,74960,Cran-Gevrier,,(+33) 4-50-66-77-77,,,correspondre@aws-france.com,http://www.sila.fr,http://www.sila.fr/-Marches-publics-.html,,,,,False,True,,False,True
16,21-100009,COMMUNE DU PETIT QUEVILLY,None,"Mme GOUJON Charlotte, Maire",,,Place Henri Barbusse BP 202,76140,PETIT-QUEVILLY,,02-35-63-75-00,,02-35-63-75-75,mairie@petit-quevilly.fr,http://www.petit-quevilly.fr/,https://www.mpe76.fr/,,,,,False,False,,False,False
17,21-100010,Ville de Vannes,None,,,FRH04,place Maurice Marchais BP 509,56019,VANNES,,,,,contact.mairie@mairie-vannes.fr,http://www.mairie-vannes.fr,https://marches.e-megalisbretagne.org,,,,,False,True,,False,True
18,21-100013,Ville de Schiltigheim,None," CHAIZE Adrien, Responsable Service Marchés Publics",,,110 route de Bischwiller BP 98,67302,Schiltigheim,,03-88-83-84-86,,,marches.publics@ville-schiltigheim.fr,http://www.ville-schiltigheim.fr,,,,,,False,False,,False,False
19,21-100014,Ville de Moulins,None,M. Maire Le,,,"12, place de l'hôtel de ville BP 1629",03016,Moulins cedex,,04-70-48-50-46,,,marches.publics@ville-moulins.fr,,https://moulins.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
20,21-100015,MINDEF/EMA/SCA/PFAF-IDF,None,,,FR1,"Base des loges - 8, avenue du président kennedy - BP 40202",78102,Saint-germain-en-laye cedex,,(+33) 1-39-21-29-51,,(+33) 1-39-21-26-20,pfc-paris-bap.ach.fct@intradef.gouv.fr,https://www.marches-publics.gouv.fr,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=782498&orgAcronyme=g7h,https://www.marches-publics.gouv.fr,,False,True,,False,True
21,21-100017,CC de Miribel et du Plateau,None, Christiane BONNAMOUR,,,1820 Grande rueBP 114,01701,Miribel du Plateau,,(+33) 4-78-55-52-18,,,compta@cc-miribel.fr,,https://www.marches-securises.fr,,,,,False,False,,False,False
22,21-100018,caleo saeml,None,,,FRF12,7 route de Colmar,68500,GUEBWILLER,,,,,c.chaise@caleo-guebwiller.fr,https://www.caleo-guebwiller.fr/,https://portail.alsacemarchespublics.eu/,,,,,False,True,,False,True
23,21-100019,MAIRIE DE TROYES,None,,,FR,,None,TROYES CEDEX,,,,,commande.publique@ville-troyes.fr,https://ville-troyes.fr,https://xmarches.fr,,,,,False,True,,False,True
24,21-100020,Troyes Champagne Métropole,None, François BAROIN,,,"1, place Robert Galley",10000,TROYES,,,,,,,https://www.xmarches.fr/entreprise/detailConsultation.php?key=18645,,,,,False,False,,False,False
25,21-100021,Cté de communes du pays de Mormal,None,"M. SANNO Pierre-Jean, Directeur Général adjoint Pôle affaires financières, commande Publique, Communication et NTIC",,,"18, Rue Chevray",59530,Le Quesnoy,,03-27-09-04-60,,03-27-09-04-69,,,https://marchespublics596280.fr,,,,,False,False,,False,False
26,21-100022,ARDENNE METROPOLE,None,,,FRF21,49 avenue Léon Bourgeois,08003,Charleville-Mézières,,,,,marches-publics@mairie-charlevillemezieres.fr,https://www.xmarches.fr,https://www.xmarches.fr,,,,,False,True,,False,True
27,21-100024,MINARM/DGA/DO/S2A,None,M. BICHET Philippe,,,"DGA/DO/S2A/PROD/DA-ILE DE FRANCE NORMANDIE/SITE DE VERT LE PETIT 5, rue Lavoisier",91710,Vert le petit,,,,,philippe.bichet@intradef.gouv.fr,http://www.ixarm.com,http://www.marches-publics.fr,,,,,False,False,,False,False
28,21-100025,COMMUNAUTE DE COMMUNES DU VAL D AMOUR,None,M. Guillaume Brochet,,,74 grande rue,39380,Chamblay,,03-84-37-74-78,,,guillaume.brochet@valdamour.com,http://Valdamour.com,https://marches.ternum-bfc.fr/app.php/consultation/616708?orgAcronyme=v0f,,,,,False,False,,False,False
29,21-100027,Ville de Plaisir,None,,,FR103,"2, rue de la République",78370,PLAISIR,,(+33) 1-30-79-62-20,,,commande-publique@ville-plaisir.fr,https://ville-plaisir.e-marchespublics.com,https://ville-plaisir.e-marchespublics.com,,https://ville-plaisir.e-marchespublics.com,https://ville-plaisir.e-marchespublics.com,,True,False,,False,True
30,21-100028,Département de Mayotte,None,,Direction des achats et de la commande publique,FRY50,8 boulevard Halidi SélemaniBP 101,97600,Mamoudzou,,(+33) 2-69-66-14-20,,,commande.publique@cg976.fr,https://www.cg976.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
31,21-100030,COMMUNE DE MONTIGNY LES CORMEILLES,None,,"Madame SOURBIER Carine, Acheteuse - Chargée de la commande publique",FR108,14 rue Fortune Charlot,95370,Montigny-lès-cormeilles,,,,,marchespublics@ville-montigny95.fr,https://www.montigny95.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,https://www.achatpublic.com/sdm/ent/gen/index.jsp,https://www.achatpublic.com/sdm/ent/gen/index.jsp,False,True,,False,True
32,21-100031,COMMUNE DE NARBONNE,None,,,FRJ11,Hôtel de Ville CS80823,11785,NARBONNE CEDEX,,(+33) 4-68-90-30-10,,,marchespublics@mairie-narbonne.fr,http://www.narbonne.fr,https://marchespublics.aude.fr,https://marchespublics.aude.fr,,,,False,True,,False,True
33,21-100035,CMAR Hauts de France,None,,CMA HAUTS DE FRANCE,FRE,Place des artisans,59011,Lille cedex,,(+33) 3-62-59-20-76,,,j.goemaere@cma-hautsdefrance.fr,https://www.cma-hautsdefrance.fr/,http://reseaucma.e-marchespublics.com,,,,,False,True,,False,True
34,21-100037,Mairie de Soissons,21020695900012,,,FR,Place de l'Hôtel de Ville,02200,SOISSONS,,(+33) 3-23-59-90-00,,,commandepublique@ville-soissons.fr,http://www.ville-soissons.fr,https://www.marchespublics.pro:443/1950,http://www.marchespublics.pro,http://www.marchespublics.pro,http://www.marchespublics.pro,,False,True,,False,True
35,21-100039,Conseil Departementa des Bouches-du R,22130001500247,,,FRL04,"52, avenue de St just",13256,Marseille,,(+33) -04-13-31-25-43,,,audrey.winter@departement13.fr,https://marches.departement13.fr,https://marches.departement13.fr,,https://marches.departement13.fr,https://marches.departement13.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=15872&orgAcronyme=cg13,https://marches.departement13.fr,False,True,,False,True
36,21-100040,SGAP de Marseille,None,,,FRL04,"299, chemin de Sainte-Marthe CS90495",13311,Marseille cedex 14,,,,,gwenaelle.castejon@interieur.gouv.fr,http://www.marches-publics.gouv.fr,,,,,,False,True,,False,True
37,21-100041,IRD,None,"M. Konieczny Gaetan, IRD",,,44 bd de Dunkerque - Le Sextant - CS90009,13572,Marseille,,04-91-99-92-83,,04-91-99-92-22,,https://www.ird.fr,,,,,,False,False,,False,False
38,21-100042,ville de Thiers,None,,Mme Pauline Charbonnier - Service Achats Publics,FRK14,1 rue François Mitterrand,63300,Thiers,,(+33) 4-73-80-88-80,,,contact@thiers.fr,https://ville-thiers.fr/,https://www.centreofficielles.com/,,,,,False,True,,False,True
39,21-100043,Conseil général de Seine-et-Marne,None,,,FR102,Hôtel du Département CS 50377,77010,Melun cedex,,,,,nathalie.hardy@departement77.fr,http://www.seine-et-marne.fr,,,,,,False,True,,False,True
40,21-100045,CCI de Loir-et-Cher,None,"Mme REGERAT Nathalie, CCI de Loir-et-Cher",,,16 rue de la Vallée Maillard,41018,Blois,,02-54-44-64-00,,02-54-74-78-20,nregerat@loir-et-cher.cci.fr,http://www.loir-et-cher.cci.fr,,,,,,False,False,,False,False
41,21-100046,CRNA-SE,None,Sylviane Herbey,,,"1, Rue Vincent Auriol",13617,Aix-en-Provence Cedex 1,,04-42-33-11-86,,04-42-33-16-48,sylviane.herbey@aviation-civile.gouv.fr,https://dgac.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
42,21-100047,SDIS77,None,La présidente du Conseil d'Administration du SDIS77,,,56 avenue de CorbeilBP 70109,77001,Melun cedex,,,,,marchespublics@sdis77.fr,https://www.sdis77.fr/le-sdis-77/marches-publics/,https://marchespublics-sdis77.safetender.com,,,,,False,False,,False,False
43,21-100048,Ametarra spl,None,,,FRM01,10 rue du Général Fiorella,20000,Ajaccio,,(+33) 9-67-11-94-02,,,ametarra@ametarra.fr,https://www.ametarra.fr/,https://marchesonline.achatpublic.com/sdm/ent/gen/ent_recherche.do,,,,,False,True,,False,True
44,21-100051,UGECAM RHONE ALPES,None,,,FRK26,"41, Chemin Ferrand",69370,Saint Didier au Mont d'Or,,(+33) 4-72-52-37-25,,(+33) 4-72-52-19-79,achats.ug-ra@ugecam.assurance-maladie.fr,http://www.ugecam-ra.fr/,https://www.achatpublic.com,http://www.ugecam-ra.fr/,https://www.achatpublic.com/,,,False,True,,False,True
45,21-100052,METROPOLE NCA,None, M. Le Président de la Métropole Nice Côte d'Azur,,,5 rue de l'hôtel de ville,06364,NICE CEDEX 4,,(+33) 4-97-13-44-70,,,dao@nicecotedazur.org,http://www.e-marches06.fr,,,,,,False,False,,False,False
46,21-100053,Ville de Blois,21410018200010,,,FRB05,9 place Saint Louis,41012,Blois Cedex,,(+33) 2-54-44-50-50,,(+33) 2-54-90-35-58,marchespublics@blois.fr,http://www.blois.fr,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,True,False,,False,True
47,21-100054,REGION ILE DE FRANCE,None,"M. SALIFOU Abdoul-Karim, Gestionnaire Commande Publique",,,2 rue Simone VEIL,93400,Saint-ouen,,01-53-85-57-20,5720,,abdoul.salifou@iledefrance.fr,,https://marches.maximilien.fr,,,,,False,False,,False,False
48,21-100055,MAIRIE DE TROYES,None,,,FR,,None,TROYES CEDEX,,,,,commande.publique@ville-troyes.fr,https://ville-troyes.fr,https://xmarches.fr,,,,,False,True,,False,True
49,21-100056,CC Océan Marais de Monts,None, Géraldine FROTIN,,,46 place de la PaixBP 721,85167,Saint Jean de Monts,,(+33) 2-51-58-07-89,,,commande.publique@omdm.fr,http://www.cc.oceanmaraisdemonts.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
50,21-100057,MINARM/DMAé,None,Monsieur le sous-directeur achats de la DMAé,,,Direction de la Maintenance Aéronautique60 boulevard du général Martial ValinCS 21623,75509,Paris cedex 15,,(+33) 5-33-05-38-25,,,dmae-marches-publics.trait.fct@intradef.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
51,21-100058,Communauté d'agglomération de Moulins,None, M.le Président,,,8 place du Maréchal de Lattre de Tassigny,03000,MOULINS,,04-70-48-50-46,,,marchespublics@agglo-moulins.fr,http://agglo-moulins.e-marchespublics.com,http://agglo-moulins.e-marchespublics.com,,,,,False,False,,False,False
52,21-100063,CA D EPINAL,None,,,FRF34,"4, rue Louis Meyer",88190,GOLBEY,,,,,direction@agglo-epinal.fr,https://www.xmarches.fr,https://www.xmarches.fr/entreprise/detailConsultation.php?key=18648,,https://www.xmarches.fr/entreprise/detailConsultation.php?key=18648,https://www.xmarches.fr/entreprise/detailConsultation.php?key=18648,,False,True,,False,True
53,21-100064,ECOLE NAL SUP DES MINES DE ST ETIENNE,None,"Mme Gerardi Nathalie, Resp Achats Marchés",,,158 cours fauriel,42023,Saint etienne,,,,,serv-am@emse.fr,https://www.mines-stetienne.fr/,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
54,21-100065,CDC du Pays de Saint Gilles Cx de Vie,None,M. Le Président,,,ZAE du Soleil Levant CS 63669,85806,Saint Gilles Croix de Vie,,02-51-55-55-55,,,accueil@payssaintgilles.fr,http://www.payssaintgilles.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
55,21-100066,Ville du Perreux sur Marne,None,"Mme ROYER Christel, Maire",,,Place de la Libération,94170,Le perreux sur marne,,01-48-71-72-41,,,marches.publics@leperreux94.fr,http://www.leperreux94.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
56,21-100067,Département de l'Ardèche,None,,,FRK22,Hôtel du Département Quartier la Chaumette - BP 737,07007,Privas cedex,,,,,dmp.sgbr@ardeche.fr,http://www.ardeche.fr,http://www.achatpublic.com,,,,,False,True,,False,True
57,21-100069,cc Rhône Lez Provence,None,,,FRL06,1260 avenue Théodore Aubanel,84500,BOLLENE,,(+33) -04-90-40-01-28,,,mlaure.barroche@ccrlp.fr,http://ccrlp.e-marchespublics.com,http://ccrlp.e-marchespublics.com,,,http://ccrlp.e-marchespublics.com,,False,True,,False,True
58,21-100070,Cté Cnes du Grand Pic St Loup,None,,,FRJ13,25 allée de l'Espérance,34270,SAINT MATHIEU DE TREVIERS,,(+33) 4-67-55-17-00,,(+33) 4-67-55-17-01,marches.publics@ccgpsl.fr,http://www.cc-grandpicsaintloup.fr,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
59,21-100071,Commune d'Andrésy,None,,,FR103,4 boulevard Noël Marc,78570,Andrésy,,,,,juridique@andresy.com,https://www.andresy.com/,,,,,,False,True,,False,True
60,21-100073,COMMUNE DE MARLY LE ROI,None,"Mme RUSSELL Corinne, Responsable marchés publics",,,Place du Général de Gaulle,78160,Marly le roi,,01-30-91-60-61,,,c.russell@marlyleroi.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
61,21-100074,CC du Civraisien en Poitou,None, GEOFFROY Jean-Olivier,,,10 avenue de la Gare,86400,Civray,,(+33) 5-49-87-67-88,,(+33) 5-49-87-66-82,marchespublics@civraisienpoitou.fr,,,,,,,False,False,,False,False
62,21-100075,CH Saintonge - Ets supp. GHT Saintonge,None,"Mme VELINA CHRISTINE, CH Saintonge - Ets supp. du GHT de Saintonge",,,11 boulevard Ambroise Paré - BP 10326,17108,Saintes,,05-46-95-12-30,,,ght.contrat@ch-saintonge.fr,https://www.ch-saintonge.fr/,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
63,21-100076,C.H.U. de Nice,26060070500040,,,FRL03,4 Avenue Reine Victoria CS 91179,06003,Nice cédex 1,,(+33) 4-92-03-45-86,,(+33) 4-92-03-44-68,cell-cent-march@chu-nice.fr,http://www.chu-nice.fr,https://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,False,True,,False,True
64,21-100077,MAIRIE DE TROYES,None,,,FR,,None,TROYES CEDEX,,,,,commande.publique@ville-troyes.fr,https://ville-troyes.fr,https://xmarches.fr,,,,,False,True,,False,True
65,21-100079,Ville d'Avignon,None,,,FRL06,Hôtel de Ville- Place de l'Horloge,84049,Avignon cedex 09,,(+33) 4-90-80-83-14,,,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,https://avignon-marchespublics.omnikles.com/,https://avignon-marchespublics.omnikles.com/,,False,True,,False,True
66,21-100080,École Polytechnique,None,,,FR104,Route de Saclay,91128,Palaiseau cedex,,(+33) 1-69-33-32-70,,,caroll-ann.galluccio@polytechnique.edu,https://www.polytechnique.edu,https://marches.publics.gouv.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=791418&orgAcronyme=g7h,https://marches.publics.gouv.fr,,False,True,,False,True
67,21-100081,Ville d'Anzin,None,M. le Maire,,,"Hôtel de Ville - 26, place Roger Salengro - B.P. 60089",59416,Anzin cedex,,03-27-28-21-28,,03-27-28-21-26,bflandrin@ville-anzin.fr,,https://marchespublics596280.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=526090&orgAcronyme=60014,,,,,False,False,,False,False
68,21-100082,Commune de Mantes la Jolie,None,M. DOMINGUES Patrick,,,31 rue Gambetta,78200,Mantes-la-jolie,,,,,,http://www.manteslajolie.fr/MARCHES%20PUBLICS,,,,,,False,False,,False,False
69,21-100083,SIGEIF,None, Service de la commande publique,,,64 bis rue de monceau,75008,PARIS,,01-44-13-92-44,,,marchespublics@sigeif.fr,http://sigeif.e-marchespublics.com,http://sigeif.e-marchespublics.com,,,,,False,False,,False,False
70,21-100084,COMMUNE DE CUGNAUX,None,"M. SANCHEZ Albert, Maire",,,Place de la mairie,31270,Cugnaux,,05-62-20-76-27,,,marches.publics@mairie-cugnaux.fr,https://ville-cugnaux.fr/,,,,,,False,False,,False,False
71,21-100085,DEPARTEMENT DE L ALLIER,None, le Président,,,1 AVENUE VICTOR HUGO BP 1669,03016,MOULINS,,04-70-34-40-03,,,correspondance-mp@allier.fr,http://www.allier.fr,http://www.allier.fr,,,,,False,False,,False,False
72,21-100086,COMMUNE DE L ISLE SUR LA SORGUE,21840054700012,,,FRL06,"Hôtel de Ville, service de la commande publique, rue Carnot",84800,L'Isle sur la Sorgue,,(+33) 4-90-38-79-72,,,n.driot@islesurlasorgue.fr,http://www.islesurlasorgue.fr/,https://www.marches-publics.info,,https://www.marches-publics.info,https://www.marches-publics.info,,False,True,,False,True
73,21-100087,CCAS de Poitiers,None,Carole Mignere,,,"Direction Finances et Commande Publique58 rue de la Marne (2ème étage, ascenseur)",86000,Poitiers,,,,,carole.mignere@poitiers.fr,http://www.grandpoitiers.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
74,21-100088,Cté Cnes Provence verdon,None," PHILIBERT HERVÉ, Président",,,avenue de la foux,83670,VARAGES,,04-94-59-59-47,,04-94-77-09-25,comptabilite@provenceverdon.fr,http://www.provenceverdon.fr/,,,,,,False,False,,False,False
75,21-100089,CENTRE HOSPITALIER HENRI MONDOR,None," TARRISSON Pascal, Directeur",,,50 avenue de la République BP 229,15002,AURILLAC,,04-71-46-56-52,,,correspondre@aws-france.com,http://www.ch-aurillac.fr/,http://agysoft.marches-publics.info,,,,,False,False,,False,False
76,21-100090,COMMUNE DE CONCHES EN OUCHE,None," PASCO Jérôme, Maire",,,"Impasse de l'Hôtel de Ville, CS 20073",27190,CONCHES,,02-32-30-60-02,,,correspondre@aws-france.com,https://www.conches-en-ouche.fr,http://agysoft.marches-publics.info,,,,,False,False,,False,False
77,21-100091,S.E.R.S.,None,Eric Hartweg Directeur Général,,,10 RUE OBERLIN - BP 20165,67004,Strasbourg Cédex,,03-88-37-88-88,67004,,sers@sers.eu,http://www.sers.eu,http://www.sers.eu,,,,,False,False,,False,False
78,21-100092,MAIRIE DE TROYES,None,,,FR,,None,TROYES CEDEX,,,,,commande.publique@ville-troyes.fr,https://ville-troyes.fr,https://xmarches.fr,,,,,True,False,,False,True
79,21-100093,Institution Aménagement de la Vilaine,None,Jean-François MARY,,,EPTB VilaineBoulevard de Bretagne BP 11,56130,La Roche Bernard,,02-99-90-88-44,,,marchespublics@eptb-vilaine.fr,,https://marches.megalis.bretagne.bzh,,,,,False,False,,False,False
80,21-100094,COMMUNE DES HOUCHES,None, M. Le Maire,,,Place de la Mairie BP 1,74310,LES HOUCHES,,,,,dgs@leshouches.fr,https://www.leshouches.fr/,http://agysoft.marches-publics.info,,,,,False,False,,False,False
81,21-100095,DEPARTEMENT DE L ISERE,22380001200013,,,FRK24,7 rue Fantin Latour,38022,Grenoble,,(+33) 4-76-00-38-38,,(+33) 4-76-00-38-35,marches-publics@isere.fr,https://www.isere.fr/,https://www.marches-publics.info,,,,,False,True,,False,True
82,21-100096,Ville de Villeurbanne,None, le Maire,,,"Direction de la Commande Publique, Place Lazare Goujon BP 65051",69601,VILLEURBANNE,,04-26-10-60-07,,04-72-65-80-51,commande.publique@mairie-villeurbanne.fr,http://www.mairie-villeurbanne.fr,http://marches-publics.villeurbanne.fr,,,,,False,False,,False,False
83,21-100097,Amiens Métropole,None,Caf attractivité du territoire,,,Direction Générale Adjointe Attractivité du TerritoireEnseignement SupérieurPlace de l'Hotel de VilleBP 2720,80027,Amiens cedex 1,,,,,,http://amiens.fr/marchespublics,http://amiens.fr/marchespublics,,,,,False,False,,False,False
84,21-100098,Ville d'Aubervilliers,None,,Direction des Achats et de la Commande Publique,FR106,"72 rue henry barbusse 93300,",None,Aubervilliers,,,,,commandepublique@mairie-aubervilliers.fr,https://marches.maximilien.fr,https://marches.maximilien.fr,,https://marches.maximilien.fr,https://marches.maximilien.fr,,False,True,,False,True
85,21-100100,DEPARTEMENT DE LA SEINE SAINT DENIS,22930008201453,,,FR106,"Hôtel du Département, 3 esplanade Jean Moulin",93000,Bobigny,,(+33) 1-43-93-93-93,,,commande-publique@seinesaintdenis.fr,https://seinesaintdenis.fr,https://marchespublics.seinesaintdenis.fr,,,,,False,True,,False,True
86,21-100101,COMMUNE DE TOULOUSE,21310555400017,,,FRJ23,"Direction de la commande publique, 6 rue René Leduc",31505,Toulouse,,,,,correspondre@aws-france.com,https://www.toulouse.fr/,https://www.agysoft.marches-publics.info,,,,,False,True,,False,True
87,21-100104,Métropole Toulon Provence Méditerranée,None, le Président,,,"HOTEL DE LA METROPOLE, 107 boulevard Henri Fabre, CS 30536",83041,TOULON,,04-94-93-83-00,,04-94-93-83-83,marchespublics@metropoletpm.fr,http://www.marches-publics.info,http://www.marches-publics.info,,,,,False,False,,False,False
88,21-100105,COMMUNAUTE D'AGGLO DU BASSIN DE BRIVE,20004317200010,,,FRI21,9 avenue Léo Lagrange,19103,Brive,,(+33) 5-55-74-10-00,,,marchespublics@agglodebrive.fr,http://www.marches-publics.info,http://www.marches-publics.info/,,,,,False,True,,False,True
89,21-100106,mairie de menthon-saint-bernard,None," de Menthon Antoine, Maire",,,284 Rue Saint Bernard,74290,MENTHON-SAINT-BERNARD,,04-50-60-12-88,,04-50-60-07-60,franck.beccavin@orange.fr,,http://www.mp74.fr,,,,,False,False,,False,False
90,21-100107,Ville de St Quentin Fallavier,None," BACCONNIER Michel, Maire",,,place de l'Hôtel de Ville,38070,Saint Quentin Fallavier,,04-74-94-88-00,,04-74-94-88-09,commande.publique@st-quentin-fallavier.fr,http://www.st-quentin-fallavier.fr,http://www.st-quentin-fallavier.fr,,,,,False,False,,False,False
