,BOAMP_AVIS_NUM,G_04_01_Indexation_Datepublication,G_04_02_Indexation_Datelimitereponse,G_04_03_Indexation_Datefindiffusion,G_04_04_Indexation_Classes,G_04_04_01_Indexation_Classes_Classe,G_04_04_01_01_Indexation_Classes_Classe_Code,G_04_04_01_02_Indexation_Classes_Classe_Libelle,G_04_05_Indexation_Descripteurs,G_04_05_01_Indexation_Descripteurs_Descripteur,G_04_05_01_01_Indexation_Descripteurs_Descripteur_Code,G_04_05_01_02_Indexation_Descripteurs_Descripteur_Libelle,G_04_06_Indexation_Criteressociauxenv,G_04_06_01_Indexation_Criteressociauxenv_Sociaux,G_04_06_02_Indexation_Criteressociauxenv_Environnementaux,G_04_07_Indexation_Deppublication,G_04_08_Indexation_Depprestation,G_04_09_Indexation_Resumeobjet
49,21-100968,2021-08-27 23:00:00,,2021-09-30 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,403,"Carte magnétique, carte à puce",CF_NIV_SUIV,False,False,66,,groupement de commande pour la fourniture de cartes de
50,21-101148,2021-08-08 23:00:00,,2021-10-08 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,77,Cuisine (équipement),CF_NIV_SUIV,False,False,59,,TRANSFORMATION DU BATIMENT DIA EN TIERS LIEU NUMERIQUE A FOURMIES - SUITE A UNE DECLARATION SANS SUITE DES LOTS 6.7. ET 8 ET DE L'INFRUCTUOSITE DU LOT 16 LORS D'UNE PREMIERE CONSULTATION
51,21-101148,2021-08-08 23:00:00,,2021-10-08 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,222,Menuiserie,CF_NIV_SUIV,False,False,59,,TRANSFORMATION DU BATIMENT DIA EN TIERS LIEU NUMERIQUE A FOURMIES - SUITE A UNE DECLARATION SANS SUITE DES LOTS 6.7. ET 8 ET DE L'INFRUCTUOSITE DU LOT 16 LORS D'UNE PREMIERE CONSULTATION
52,21-101148,2021-08-08 23:00:00,,2021-10-08 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,230,Mobilier,CF_NIV_SUIV,False,False,59,,TRANSFORMATION DU BATIMENT DIA EN TIERS LIEU NUMERIQUE A FOURMIES - SUITE A UNE DECLARATION SANS SUITE DES LOTS 6.7. ET 8 ET DE L'INFRUCTUOSITE DU LOT 16 LORS D'UNE PREMIERE CONSULTATION
53,21-101148,2021-08-08 23:00:00,,2021-10-08 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,269,Plâtrerie,CF_NIV_SUIV,False,False,59,,TRANSFORMATION DU BATIMENT DIA EN TIERS LIEU NUMERIQUE A FOURMIES - SUITE A UNE DECLARATION SANS SUITE DES LOTS 6.7. ET 8 ET DE L'INFRUCTUOSITE DU LOT 16 LORS D'UNE PREMIERE CONSULTATION
54,21-101148,2021-08-08 23:00:00,,2021-10-08 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,321,Serrurerie,CF_NIV_SUIV,False,False,59,,TRANSFORMATION DU BATIMENT DIA EN TIERS LIEU NUMERIQUE A FOURMIES - SUITE A UNE DECLARATION SANS SUITE DES LOTS 6.7. ET 8 ET DE L'INFRUCTUOSITE DU LOT 16 LORS D'UNE PREMIERE CONSULTATION
55,21-101213,2021-08-16 23:00:00,2021-09-15 12:00:00,2021-09-14 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,116,Espaces verts,CF_NIV_SUIV,False,False,33,,acquisition d'équipements pour l'entretien des espaces naturels des sites de bassens et du verdon
56,21-101213,2021-08-16 23:00:00,2021-09-15 12:00:00,2021-09-14 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,200,"Matériel agricole, horticole",CF_NIV_SUIV,False,False,33,,acquisition d'équipements pour l'entretien des espaces naturels des sites de bassens et du verdon
57,21-101409,2021-08-11 23:00:00,,2021-09-12 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,274,Prestations de services,CF_NIV_SUIV,False,False,972,,services telecommunications telephonie mobile pour la collectivite territotiale de martinique
58,21-101409,2021-08-11 23:00:00,,2021-09-12 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,338,Télécommunications,CF_NIV_SUIV,False,False,972,,services telecommunications telephonie mobile pour la collectivite territotiale de martinique
59,21-101448,2021-08-03 23:00:00,2021-09-15 18:00:00,2021-09-14 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,102,Eclairage public,CF_NIV_SUIV,False,False,3,,rénovation de l'avenue poincaré et de l'avenue de thiers
60,21-101448,2021-08-03 23:00:00,2021-09-15 18:00:00,2021-09-14 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,366,Voirie et réseaux divers,CF_NIV_SUIV,False,False,3,,rénovation de l'avenue poincaré et de l'avenue de thiers
61,21-101450,2021-08-28 23:00:00,,2021-10-29 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,81,Contrôle d'accès,CF_NIV_SUIV,False,True,33,,accord-cadre pour la protection des accès et la sécurisation des sites de l'université de bordeaux
62,21-101450,2021-08-28 23:00:00,,2021-10-29 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,196,Maintenance,CF_NIV_SUIV,False,True,33,,accord-cadre pour la protection des accès et la sécurisation des sites de l'université de bordeaux
63,21-101450,2021-08-28 23:00:00,,2021-10-29 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,209,Matériel de sécurité,CF_NIV_SUIV,False,True,33,,accord-cadre pour la protection des accès et la sécurisation des sites de l'université de bordeaux
64,21-101450,2021-08-28 23:00:00,,2021-10-29 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,415,Télésurveillance,CF_NIV_SUIV,False,True,33,,accord-cadre pour la protection des accès et la sécurisation des sites de l'université de bordeaux
65,21-101498,2021-08-03 23:00:00,2021-09-06 12:00:00,2021-09-05 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,2,Abonnement,CF_NIV_SUIV,False,True,974,,Fourniture de service de téléphone mobile
66,21-101500,2021-08-05 23:00:00,2021-09-28 11:30:00,2021-09-27 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,118,Etude,CF_NIV_SUIV,False,False,84,,"mission d'assistance, d'études et d'expertises pour l'élaboration du règlement local de publicité (rlp) de la ville d'avignon"
67,21-101500,2021-08-05 23:00:00,2021-09-28 11:30:00,2021-09-27 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,118,Etude,CF_NIV_SUIV,False,False,13,,"mission d'assistance, d'études et d'expertises pour l'élaboration du règlement local de publicité (rlp) de la ville d'avignon"
68,21-101500,2021-08-05 23:00:00,2021-09-28 11:30:00,2021-09-27 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,118,Etude,CF_NIV_SUIV,False,False,30,,"mission d'assistance, d'études et d'expertises pour l'élaboration du règlement local de publicité (rlp) de la ville d'avignon"
69,21-101518,2021-08-02 23:00:00,,2021-09-12 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,116,Espaces verts,CF_NIV_SUIV,False,True,69,,plantation de forêts urbaines sur le territoire de la métropole de lyon
70,21-101607,2021-08-10 23:00:00,,2021-08-22 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,139,Gaz divers,CF_NIV_SUIV,False,False,59,,fourniture et acheminement de gaz naturel rendu site et services associés pour les bâtiments communaux de la ville d'aulnoye-aymeries
71,21-101612,2021-08-04 23:00:00,,2021-09-07 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,203,Matériel électrique,CF_NIV_SUIV,False,True,6,,Fournitures de batteries-accumulateurs de démarrages
72,21-101727,2021-08-24 23:00:00,2021-09-17 15:00:00,2021-09-16 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,19,Assistance technique,CF_NIV_SUIV,False,False,974,,conseils et accompagnement pour la mise en conformité au règlement général sur la protection des données pour la commune de saint-pierre.
73,21-101727,2021-08-24 23:00:00,2021-09-17 15:00:00,2021-09-16 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,21,Audit,CF_NIV_SUIV,False,False,974,,conseils et accompagnement pour la mise en conformité au règlement général sur la protection des données pour la commune de saint-pierre.
74,21-101727,2021-08-24 23:00:00,2021-09-17 15:00:00,2021-09-16 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,274,Prestations de services,CF_NIV_SUIV,False,False,974,,conseils et accompagnement pour la mise en conformité au règlement général sur la protection des données pour la commune de saint-pierre.
75,21-101727,2021-08-24 23:00:00,2021-09-17 15:00:00,2021-09-16 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,434,Assistance juridique,CF_NIV_SUIV,False,False,974,,conseils et accompagnement pour la mise en conformité au règlement général sur la protection des données pour la commune de saint-pierre.
76,21-101732,2021-08-04 23:00:00,2021-08-30 12:00:00,2021-08-29 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,347,Transport,CF_NIV_SUIV,False,False,68,,"prestations de transports logistiques entre le ghrmsa - sites de mulhouse et la prison de lutterbach, transports logistiques effectués pour le compte du ghrmsa."
77,21-101948,2021-08-14 23:00:00,,2021-09-25 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,274,Prestations de services,CF_NIV_SUIV,False,False,35,,délégation de service public pour l'exploitation des structures multi-accueil du pays de châteaugiron communauté
78,21-101948,2021-08-14 23:00:00,,2021-09-25 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,406,Délégation de service public,CF_NIV_SUIV,False,False,35,,délégation de service public pour l'exploitation des structures multi-accueil du pays de châteaugiron communauté
79,21-101967,2021-08-26 23:00:00,,2021-09-26 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,347,Transport,CF_NIV_SUIV,False,False,21,,prestations relatives à l'exploitation des services de transport routier régulier non urbain et à la demande de voyageurs pour le conseil régional de bourgogne-franche-comté
80,21-101967,2021-08-26 23:00:00,,2021-09-26 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,347,Transport,CF_NIV_SUIV,False,False,25,,prestations relatives à l'exploitation des services de transport routier régulier non urbain et à la demande de voyageurs pour le conseil régional de bourgogne-franche-comté
81,21-101967,2021-08-26 23:00:00,,2021-09-26 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,347,Transport,CF_NIV_SUIV,False,False,71,,prestations relatives à l'exploitation des services de transport routier régulier non urbain et à la demande de voyageurs pour le conseil régional de bourgogne-franche-comté
