,BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
2635,21-123091,False,False,True,False,False,False,
2636,21-123094,False,False,True,False,False,False,
2637,21-123098,True,False,False,False,False,False,
2638,21-123100,False,False,True,False,False,False,
2639,21-123103,False,False,True,False,False,False,
2640,21-123104,False,False,False,False,False,False,Numérique
2641,21-123108,False,False,True,False,False,False,
2642,21-123110,False,False,True,False,False,False,
2643,21-123113,False,False,False,False,False,False,"Établissement public à caractère scientifique, culturel et professionnel (EPSCP)"
2644,21-123114,False,False,False,False,True,False,
2645,21-123117,False,True,False,False,False,False,
2646,21-123119,True,False,False,False,False,False,
2647,21-123120,False,False,True,False,False,False,
2648,21-123121,False,True,False,False,False,False,
2649,21-123123,False,False,False,False,False,False,"Établissement public à caractère scientifique, culturel et professionnel (EPSCP)"
2650,21-123126,False,False,False,False,True,False,
2651,21-123127,False,False,True,False,False,False,
2652,21-123128,False,False,True,False,False,False,
2653,21-123130,False,False,False,True,False,False,
2654,21-123131,False,False,True,False,False,False,
2655,21-123132,False,False,False,False,True,False,
2656,21-123133,False,False,True,False,False,False,
2657,21-123136,False,False,True,False,False,False,
2658,21-123141,False,False,False,False,True,False,
2659,21-123145,False,False,True,False,False,False,
2660,21-123146,False,False,True,False,False,False,
2661,21-123151,False,False,True,False,False,False,
2662,21-123158,False,False,True,False,False,False,
2663,21-123159,False,False,True,False,False,False,
2664,21-123161,True,False,False,False,False,False,
2665,21-123162,False,False,False,False,False,False,autre
2666,21-123171,False,False,True,False,False,False,
2667,21-123172,False,False,True,False,False,False,
2668,21-123173,False,False,True,False,False,False,
2669,21-123176,False,False,False,False,False,False,autre
2670,21-123177,False,False,True,False,False,False,
2671,21-123181,False,False,True,False,False,False,
2672,21-123182,False,False,False,False,True,False,
2673,21-123184,False,False,False,False,True,False,
2674,21-123185,False,False,False,False,False,False,"Acteur public du numérique de référence au service de la santé et du secteur public, le SIB accompagne près de 500 établissements de santé et collectivités locales dans la modernisation de leurs SI."
2675,21-123188,True,False,False,False,False,False,
2676,21-123189,True,False,False,False,False,False,
2677,21-123194,False,False,True,False,False,False,
2678,21-123199,False,False,False,False,True,False,
2679,21-123202,False,False,False,False,False,False,Communauté d'Agglomération
2680,21-123205,False,False,False,False,False,False,Etablissement public de santé
2681,21-123206,False,False,True,False,False,False,
2682,21-123212,False,False,False,False,False,False,Santé
2683,21-123214,True,False,False,False,False,False,
2684,21-123216,False,False,True,False,False,False,
2685,21-123217,False,False,True,False,False,False,
2686,21-123218,False,False,True,False,False,False,
2687,21-123219,False,False,False,False,False,False,Mairie
2688,21-123220,False,False,False,False,True,False,
2689,21-123226,False,False,False,False,True,False,
2690,21-123227,False,False,False,False,True,False,
2691,21-123231,False,False,False,False,True,False,
2692,21-123235,False,False,False,False,False,False,autre
2693,21-123236,False,False,True,False,False,False,
2694,21-123238,False,False,True,False,False,False,
2695,21-123239,False,False,False,False,True,False,
2696,21-123241,False,False,True,False,False,False,
2697,21-123244,False,False,True,False,False,False,
2698,21-123246,False,False,False,False,True,False,
2699,21-123247,False,False,False,False,False,False,Etablissement Public de Cooperation Intercommunale
2700,21-123248,False,False,False,False,False,False,SPL agissant au nom et pour le compte de son mandant
2701,21-123250,False,False,True,False,False,False,
2702,21-123251,False,False,False,True,False,False,
2703,21-123256,False,False,True,False,False,False,
2704,21-123257,False,False,False,False,False,False,autre
2705,21-123258,False,False,False,False,True,False,
2706,21-123259,False,False,True,False,False,False,
2707,21-123260,False,False,False,False,False,False,EPCI
2708,21-123262,False,False,True,False,False,False,
2709,21-123263,False,False,False,False,False,False,Collectivité territoriale
2710,21-123266,True,False,False,False,False,False,
2711,21-123268,False,False,True,False,False,False,
2712,21-123270,True,False,False,False,False,False,
2713,21-123271,False,False,False,False,False,False,COMMUNE
2714,21-123272,False,False,False,False,True,False,
2715,21-123273,False,False,False,False,True,False,
2716,21-123276,False,False,False,False,False,False,COLLECTIVITE TERRITORIALE
2717,21-123277,False,False,False,False,True,False,
2718,21-123282,False,False,True,False,False,False,
2719,21-123283,False,False,False,False,False,False,Etablissement de Santé
2720,21-123285,False,False,False,False,True,False,
2721,21-123289,False,False,False,False,False,False,Syndicat Mixte
2722,21-123292,False,False,False,False,False,False,Etablissement de santé
2723,21-123295,False,False,True,False,False,False,
2724,21-123298,False,False,False,False,False,False,EPCI
2725,21-123306,False,False,False,False,True,False,
2726,21-123308,True,False,False,False,False,False,
2727,21-123310,False,False,False,False,False,False,Etablissement public de santé
2728,21-123311,False,False,True,False,False,False,
2729,21-123312,False,False,True,False,False,False,
2730,21-123314,False,False,False,False,True,False,
2731,21-123317,False,False,True,False,False,False,
2732,21-123318,False,False,True,False,False,False,
2733,21-123319,False,False,False,False,False,False,autre
2734,21-123330,False,False,True,False,False,False,
2735,21-123338,True,False,False,False,False,False,
2736,21-123339,False,False,True,False,False,False,
2737,21-123343,False,False,True,False,False,False,
2738,21-123345,False,False,True,False,False,False,
2739,21-123347,False,False,True,False,False,False,
2740,21-123348,False,False,False,False,True,False,
2741,21-123350,False,False,False,False,True,False,
2742,21-123353,False,False,False,False,False,False,Chambre Consulaire
2743,21-123354,False,False,False,False,False,False,Santé
2744,21-123358,False,False,True,False,False,False,
2745,21-123362,False,False,False,False,True,False,
2746,21-123363,False,False,True,False,False,False,
2747,21-123364,False,False,True,False,False,False,
2748,21-123365,False,False,True,False,False,False,
2749,21-123371,False,False,True,False,False,False,
2750,21-123376,False,False,False,False,True,False,
2751,21-123377,False,False,True,False,False,False,
2752,21-123378,False,False,True,False,False,False,
2753,21-123379,False,False,False,False,False,False,autre
2754,21-123380,False,False,False,False,False,False,autre
2755,21-123381,False,False,True,False,False,False,
2756,21-123382,False,False,False,False,True,False,
2757,21-123383,False,False,False,False,True,False,
2758,21-123384,True,False,False,False,False,False,
2759,21-123385,False,False,False,False,False,False,Assemblée parlementaire
2760,21-123387,True,False,False,False,False,False,
2761,21-123389,False,False,True,False,False,False,
2762,21-123392,False,False,False,False,True,False,
2763,21-123395,False,False,False,False,False,False,EPS
2764,21-123397,False,False,False,False,False,False,EPS
2765,21-123409,False,False,False,False,True,False,
2766,21-123410,False,False,False,True,False,False,
2767,21-123416,False,False,False,False,True,False,
2768,21-123417,False,False,True,False,False,False,
2769,21-123422,False,False,False,False,True,False,
2770,21-123423,False,False,True,False,False,False,
2771,21-123424,False,False,False,False,False,False,Collectivité territoriale
2772,21-123426,False,False,False,False,False,False,Collectivité territoriale
2773,21-123429,False,False,False,False,False,False,Société Publique Locale
2774,21-123435,False,False,False,False,False,False,SPL LES ATELIERS DES CAPUCINS
2775,21-123436,False,False,True,False,False,False,
2776,21-123437,True,False,False,False,False,False,
2777,21-123439,True,False,False,False,False,False,
2778,21-123443,False,False,False,False,False,False,Etablissement public de santé
2779,21-123449,False,False,False,False,True,False,
2780,21-123450,False,False,False,False,False,False,autre
2781,21-123452,False,False,False,False,False,False,autre
2782,21-123453,False,False,False,False,True,False,
2783,21-123454,False,False,True,False,False,False,
2784,21-123456,False,False,True,False,False,False,
2785,21-123460,False,False,False,False,True,False,
2786,21-123461,False,False,True,False,False,False,
2787,21-123463,True,False,False,False,False,False,
2788,21-123471,False,False,False,False,False,False,Université
2789,21-123472,False,False,True,False,False,False,
2790,21-123473,False,False,True,False,False,False,
2791,21-123474,False,False,False,False,True,False,
2792,21-123479,True,False,False,False,False,False,
2793,21-123482,True,False,False,False,False,False,
2794,21-123485,True,False,False,False,False,False,
2795,21-123493,True,False,False,False,False,False,
2796,21-123497,False,False,True,False,False,False,
2797,21-123503,False,False,True,False,False,False,
2798,21-123510,False,False,False,False,True,False,
2799,21-123513,False,False,False,True,False,False,
2800,21-123521,False,False,True,False,False,False,
2801,21-123524,False,False,True,False,False,False,
2802,21-123525,False,False,False,False,True,False,
2803,21-123526,True,False,False,False,False,False,
2804,21-123527,False,False,True,False,False,False,
2805,21-123530,True,False,False,False,False,False,
2806,21-123531,True,False,False,False,False,False,
2807,21-123534,False,False,True,False,False,False,
2808,21-123538,True,False,False,False,False,False,
2809,21-123539,False,False,False,False,True,False,
2810,21-123548,True,False,False,False,False,False,
2811,21-123551,False,False,False,False,False,False,Etablissement Public de Coopération Intercommunale
2812,21-123552,False,False,True,False,False,False,
2813,21-123554,False,False,True,False,False,False,
2814,21-123555,False,False,False,False,True,False,
2815,21-123557,False,False,True,False,False,False,
2816,21-123561,False,True,False,False,False,False,
2817,21-123563,False,False,True,False,False,False,
2818,21-123564,False,False,True,False,False,False,
2819,21-123567,True,False,False,False,False,False,
2820,21-123568,False,False,True,False,False,False,
2821,21-123569,False,False,True,False,False,False,
2822,21-123574,False,False,False,False,True,False,
2823,21-123576,False,False,False,False,False,False,autre
2824,21-123577,False,False,False,False,True,False,
2825,21-123580,False,False,True,False,False,False,
2826,21-123584,False,False,False,False,False,False,autre
2827,21-123586,False,False,False,False,False,False,autre
2828,21-123590,False,False,True,False,False,False,
2829,21-123591,False,False,False,True,False,False,
2830,21-123592,True,False,False,False,False,False,
2831,21-123593,False,False,False,False,False,False,Société Publique Locale
2832,21-123595,False,False,True,False,False,False,
2833,21-123596,False,False,False,False,True,False,
2834,21-123608,True,False,False,False,False,False,
2835,21-123610,False,False,False,False,True,False,
2836,21-123614,True,False,False,False,False,False,
2837,21-123616,False,False,False,False,True,False,
2838,21-123620,False,False,True,False,False,False,
2839,21-123622,False,False,False,False,True,False,
2840,21-123625,False,False,False,False,False,False,Etablissement public de santé
2841,21-123630,False,False,True,False,False,False,
2842,21-123638,False,False,True,False,False,False,
2843,21-123639,False,False,True,False,False,False,
2844,21-123643,False,False,True,False,False,False,
2845,21-123644,False,False,True,False,False,False,
2846,21-123646,False,False,False,False,True,False,
2847,21-123647,False,False,False,False,True,False,
2848,21-123650,False,False,True,False,False,False,
2849,21-123655,False,False,False,False,False,False,autre
2850,21-123656,False,False,True,False,False,False,
2851,21-123658,False,False,False,False,True,False,
2852,21-123659,False,False,False,True,False,False,
2853,21-123660,False,False,False,False,False,False,autre
2854,21-123661,False,False,True,False,False,False,
2855,21-123663,False,True,False,False,False,False,
2856,21-123664,False,False,True,False,False,False,
2857,21-123665,True,False,False,False,False,False,
2858,21-123666,False,False,True,False,False,False,
2859,21-123671,False,False,True,False,False,False,
2860,21-123672,False,False,False,False,True,False,
2861,21-123673,False,False,True,False,False,False,
2862,21-123675,False,False,False,False,True,False,
2863,21-123677,False,False,True,False,False,False,
2864,21-123680,False,False,False,False,True,False,
2865,21-123684,False,False,False,False,True,False,
2866,21-123685,False,False,False,False,True,False,
2867,21-123686,False,False,False,False,False,False,autre
2868,21-123687,False,False,False,False,True,False,
2869,21-123689,False,False,False,False,True,False,
2870,21-123694,True,False,False,False,False,False,
2871,21-123695,False,False,True,False,False,False,
2872,21-123698,False,False,True,False,False,False,
2873,21-123699,False,False,True,False,False,False,
2874,21-123700,False,False,False,False,False,False,SAEM
2875,21-123703,False,False,True,False,False,False,
2876,21-123707,False,False,True,False,False,False,
2877,21-123715,False,False,False,False,True,False,
2878,21-123716,False,False,False,False,False,False,Syndicat Mixte Informatique
2879,21-123717,True,False,False,False,False,False,
2880,21-123720,False,False,True,False,False,False,
2881,21-123727,False,False,False,False,True,False,
2882,21-123731,False,False,False,False,True,False,
2883,21-123736,False,False,True,False,False,False,
2884,21-123740,False,False,False,False,True,False,
2885,21-123741,False,False,False,False,True,False,
2886,21-123746,False,False,False,False,True,False,
2887,21-123748,False,False,False,False,True,False,
2888,21-123751,False,False,False,False,False,False,"Établissement public à caractère scientifique, culturel et professionnel (EPSCP)"
2889,21-123761,False,False,True,False,False,False,
2890,21-123767,False,False,True,False,False,False,
2891,21-123769,False,False,True,False,False,False,
2892,21-123772,False,False,False,False,True,False,
2893,21-123774,False,False,True,False,False,False,
2894,21-123775,False,False,True,False,False,False,
2895,21-123778,False,False,True,False,False,False,
2896,21-123779,False,False,False,False,True,False,
2897,21-123780,False,False,False,False,True,False,
2898,21-123786,False,False,True,False,False,False,
2899,21-123790,False,False,False,False,True,False,
2900,21-123791,False,False,False,False,True,False,
2901,21-123792,False,False,True,False,False,False,
2902,21-123793,False,False,False,False,True,False,
2903,21-123794,False,False,True,False,False,False,
2904,21-123802,False,False,False,False,True,False,
2905,21-123808,False,False,True,False,False,False,
2906,21-123814,True,False,False,False,False,False,
2907,21-123818,False,False,False,False,False,False,Société d'Economie Mixte
2908,21-123820,False,False,True,False,False,False,
2909,21-123823,True,False,False,False,False,False,
2910,21-123824,False,False,False,False,True,False,
2911,21-123825,False,False,False,False,True,False,
2912,21-123833,False,False,True,False,False,False,
2913,21-123834,False,False,False,False,False,False,autre
2914,21-123836,False,False,False,False,True,False,
2915,21-123838,False,False,True,False,False,False,
2916,21-123839,False,False,True,False,False,False,
2917,21-123847,False,False,True,False,False,False,
2918,21-123848,False,False,False,False,False,False,ESPIC
2919,21-123854,False,False,True,False,False,False,
2920,21-123855,False,False,False,False,True,False,
2921,21-123862,False,False,True,False,False,False,
2922,21-123864,True,False,False,False,False,False,
2923,21-123869,False,False,True,False,False,False,
2924,21-123872,False,False,True,False,False,False,
2925,21-123874,False,False,True,False,False,False,
2926,21-123877,True,False,False,False,False,False,
2927,21-123881,False,False,False,False,False,False,EPIC
2928,21-123882,False,False,False,False,False,False,Établissement public de coopération culturelle
2929,21-123887,False,False,True,False,False,False,
2930,21-123889,True,False,False,False,False,False,
2931,21-123891,True,False,False,False,False,False,
2932,21-123892,True,False,False,False,False,False,
2933,21-123894,False,False,False,False,True,False,
2934,21-123898,False,False,False,False,True,False,
2935,21-123903,True,False,False,False,False,False,
2936,21-123908,False,False,False,False,False,False,autre
2937,21-123910,False,False,False,False,True,False,
2938,21-123913,False,False,False,False,False,False,SEML
2939,21-123915,False,False,True,False,False,False,
2940,21-123916,False,False,True,False,False,False,
2941,21-123922,False,False,False,False,True,False,
2942,21-123924,False,False,False,False,True,False,
2943,21-123926,False,False,False,False,True,False,
2944,21-123927,False,False,False,False,True,False,
2945,21-123929,False,False,False,False,False,False,Etablissement privé gérant une mission de service public
2946,21-123930,False,False,True,False,False,False,
2947,21-123932,False,False,False,False,True,False,
2948,21-123935,True,False,False,False,False,False,
2949,21-123936,False,False,False,False,True,False,
2950,21-123938,False,False,False,False,True,False,
2951,21-123940,True,False,False,False,False,False,
2952,21-123941,False,False,False,False,False,False,EPIC (Etablissement public industriel et commercial) de l'Etat
2953,21-123942,False,False,False,False,True,False,
2954,21-123945,False,False,False,False,True,False,
2955,21-123946,False,False,True,False,False,False,
2956,21-123952,False,False,True,False,False,False,
2957,21-123956,False,False,False,False,False,False,autre
2958,21-123957,True,False,False,False,False,False,
2959,21-123960,False,False,False,False,True,False,
2960,21-123961,False,False,True,False,False,False,
2961,21-123963,False,False,False,False,True,False,
2962,21-123964,False,False,True,False,False,False,
2963,21-123965,False,False,False,False,False,False,autre
2964,21-123966,False,False,True,False,False,False,
2965,21-123967,False,False,False,False,False,False,Informatique
2966,21-123968,False,False,True,False,False,False,
2967,21-123974,False,False,False,False,False,False,autre
2968,21-123976,False,False,False,False,True,False,
2969,21-123977,False,False,True,False,False,False,
2970,21-123979,False,False,True,False,False,False,
2971,21-123981,False,False,False,False,False,False,Institution de retraite complémentaire
2972,21-123983,False,False,True,False,False,False,
2973,21-123987,False,False,True,False,False,False,
2974,21-123989,False,False,False,False,False,False,EPCI
2975,21-123991,False,False,True,False,False,False,
2976,21-123995,False,False,False,False,True,False,
2977,21-123997,False,False,False,False,False,False,Institution de retraite complémentaire
2978,21-124004,False,False,True,False,False,False,
2979,21-124005,False,False,True,False,False,False,
2980,21-124010,False,False,False,False,True,False,
2981,21-124011,False,False,True,False,False,False,
2982,21-124012,False,False,True,False,False,False,
2983,21-124014,False,False,True,False,False,False,
2984,21-124023,False,False,False,False,True,False,
2985,21-124024,False,False,False,False,False,False,Établissement public de santé
2986,21-124025,False,False,False,False,False,False,Centrale d'Achat Public
2987,21-124026,False,False,False,False,False,False,Etablissement Public de Coopération Intercommunale
2988,21-124029,False,True,False,False,False,False,
2989,21-124031,False,False,False,False,False,False,Etablissement Public de coopération intercommunale
2990,21-124034,True,False,False,False,False,False,
2991,21-124037,False,False,True,False,False,False,
2992,21-124044,False,False,True,False,False,False,
2993,21-124050,False,False,False,False,True,False,
2994,21-124052,False,False,False,False,False,False,Établissement public de coopération intercommunale
2995,21-124054,False,False,False,False,True,False,
2996,21-124059,False,False,True,False,False,False,
2997,21-124060,False,False,True,False,False,False,
2998,21-124064,False,False,True,False,False,False,
2999,21-124066,False,False,True,False,False,False,
3000,21-124068,False,False,False,True,False,False,
3001,21-124070,False,False,True,False,False,False,
3002,21-124075,False,False,True,False,False,False,
3003,21-124077,False,False,False,False,False,False,autre
3004,21-124081,False,False,True,False,False,False,
3005,21-124088,False,False,False,False,True,False,
3006,21-124090,False,False,False,False,True,False,
3007,21-124091,True,False,False,False,False,False,
3008,21-124093,True,False,False,False,False,False,
3009,21-124094,True,False,False,False,False,False,
3010,21-124095,False,False,True,False,False,False,
3011,21-124096,False,False,True,False,False,False,
3012,21-124101,False,False,False,False,False,False,EPCI
3013,21-124102,False,False,False,False,False,False,Régulation des marchés financiers
3014,21-124103,False,False,False,False,True,False,
3015,21-124105,False,False,False,False,True,False,
3016,21-124106,False,False,True,False,False,False,
3017,21-124107,False,False,False,False,True,False,
3018,21-124109,False,False,False,False,True,False,
3019,21-124110,False,False,False,False,False,False,Santé
3020,21-124111,True,False,False,False,False,False,
3021,21-124118,True,False,False,False,False,False,
3022,21-124119,False,False,True,False,False,False,
3023,21-124124,False,False,True,False,False,False,
3024,21-124125,True,False,False,False,False,False,
3025,21-124127,False,False,False,False,False,False,SCIC EVOLEA
3026,21-124128,False,False,False,False,False,False,Commune
3027,21-124130,True,False,False,False,False,False,
3028,21-124131,False,False,False,False,False,False,Etablissement privé gérant une mission de service public
3029,21-124137,False,False,True,False,False,False,
3030,21-124145,False,False,True,False,False,False,
3031,21-124146,False,False,True,False,False,False,
3032,21-124154,False,False,True,False,False,False,
3033,21-124158,False,False,False,False,True,False,
3034,21-124159,False,False,False,False,False,False,CCAS Coutances
3035,21-124160,False,True,False,False,False,False,
3036,21-124161,False,False,True,False,False,False,
3037,21-124164,False,False,False,False,False,False,EPCI
3038,21-124168,True,False,False,False,False,False,
3039,21-124174,False,False,False,False,False,False,Collectivité territoriale
3040,21-124175,False,False,False,False,False,False,Société d'Economie Mixte
3041,21-124176,False,False,True,False,False,False,
3042,21-124177,False,False,True,False,False,False,
3043,21-124178,False,False,True,False,False,False,
3044,21-124181,False,False,False,False,True,False,
3045,21-124182,False,False,False,False,True,False,
3046,21-124185,False,False,True,False,False,False,
3047,21-124186,False,False,False,False,False,False,Gestion portuaire Pêche et Plaisance
3048,21-124188,False,False,False,False,False,False,Santé
3049,21-124192,False,False,True,False,False,False,
3050,21-124196,False,False,True,False,False,False,
3051,21-124198,False,False,True,False,False,False,
3052,21-124199,False,False,True,False,False,False,
3053,21-124204,False,False,True,False,False,False,
3054,21-124208,False,False,True,False,False,False,
3055,21-124211,False,False,False,False,True,False,
3056,21-124212,False,False,False,False,True,False,
3057,21-124215,True,False,False,False,False,False,
3058,21-124221,False,False,False,False,True,False,
3059,21-124222,False,False,False,False,True,False,
3060,21-124227,False,False,False,False,True,False,
3061,21-124228,False,False,False,False,True,False,
3062,21-124230,False,False,False,False,False,False,autre
3063,21-124234,False,False,True,False,False,False,
3064,21-124242,False,False,True,False,False,False,
3065,21-124243,False,False,True,False,False,False,
3066,21-124244,False,False,False,False,False,False,Protection Sociale
3067,21-124251,True,False,False,False,False,False,
3068,21-124259,False,True,False,False,False,False,
3069,21-124261,False,False,True,False,False,False,
3070,21-124262,False,False,False,False,True,False,
3071,21-124267,True,False,False,False,False,False,
3072,21-124268,False,False,False,False,True,False,
3073,21-124270,False,False,True,False,False,False,
3074,21-124272,False,False,True,False,False,False,
3075,21-124273,False,False,False,True,False,False,
3076,21-124277,False,False,True,False,False,False,
3077,21-124280,False,False,True,False,False,False,
3078,21-124285,False,False,False,False,False,False,Mairie
3079,21-124288,False,False,False,False,False,False,autre
3080,21-124289,False,False,True,False,False,False,
3081,21-124290,False,False,False,False,False,False,Protection Sociale
3082,21-124292,False,False,True,False,False,False,
3083,21-124293,False,False,False,False,True,False,
3084,21-124297,True,False,False,False,False,False,
3085,21-124298,False,False,False,False,False,False,Etablissement Public de Santé
3086,21-124304,False,False,False,False,True,False,
3087,21-124306,False,False,False,False,False,False,Protection Sociale
3088,21-124307,False,False,False,False,False,False,Logement social
3089,21-124312,False,False,True,False,False,False,
3090,21-124318,True,False,False,False,False,False,
3091,21-124321,False,True,False,False,False,False,
3092,21-124328,False,False,False,False,True,False,
3093,21-124329,False,False,False,False,True,False,
3094,21-124332,False,False,True,False,False,False,
3095,21-124335,False,False,True,False,False,False,
3096,21-124345,False,False,True,False,False,False,
3097,21-124346,False,False,False,False,False,False,SA HLM
3098,21-124349,False,False,True,False,False,False,
3099,21-124350,False,False,True,False,False,False,
3100,21-124351,False,False,False,False,False,False,Organisme privé de gestion d'établissements sanitaires et médico sociaux de la Sécurité Sociale.
3101,21-124353,False,False,False,False,True,False,
3102,21-124354,False,False,False,False,False,False,Centrale d'Achats
3103,21-124355,False,False,False,False,True,False,
3104,21-124356,True,False,False,False,False,False,
3105,21-124364,False,False,True,False,False,False,
3106,21-124367,False,False,True,False,False,False,
3107,21-124373,False,False,True,False,False,False,
3108,21-124374,False,False,False,False,True,False,
3109,21-124377,False,False,False,False,True,False,
3110,21-124379,False,False,True,False,False,False,
3111,21-124380,False,False,False,False,False,False,Etablissement de santé
3112,21-124381,False,False,True,False,False,False,
3113,21-124383,False,False,True,False,False,False,
3114,21-124385,False,False,True,False,False,False,
3115,21-124387,False,False,False,False,False,False,EPCI
3116,21-124389,False,False,False,False,False,False,SYNDICAT DE TRAITEMENT DES DECHETS
3117,21-124391,False,False,True,False,False,False,
3118,21-124392,False,False,True,False,False,False,
3119,21-124395,False,False,True,False,False,False,
3120,21-124398,False,False,True,False,False,False,
3121,21-124400,False,False,False,False,False,False,Protection Sociale
3122,21-124401,False,False,False,False,True,False,
3123,21-124402,False,False,True,False,False,False,
3124,21-124403,False,False,True,False,False,False,
3125,21-124404,False,False,False,False,True,False,
3126,21-124405,False,False,False,False,True,False,
3127,21-124406,False,False,False,False,False,False,Aménagement et foncier
3128,21-124407,False,False,False,False,True,False,
3129,21-124408,False,False,False,False,True,False,
3130,21-124412,False,False,False,False,True,False,
3131,21-124414,False,False,False,False,False,False,ESH
3132,21-124415,False,False,True,False,False,False,
3133,21-124419,False,False,True,False,False,False,
3134,21-124420,False,False,True,False,False,False,
3135,21-124422,False,False,False,False,True,False,
3136,21-124424,False,False,True,False,False,False,
3137,21-124427,False,False,True,False,False,False,
3138,21-124428,False,False,True,False,False,False,
3139,21-124432,False,False,False,False,False,False,Etablissement de santé
3140,21-124436,False,False,False,False,False,False,Organisme de sécurité sociale
3141,21-124439,False,False,True,False,False,False,
3142,21-124442,False,False,True,False,False,False,
3143,21-124445,True,False,False,False,False,False,
3144,21-124448,False,False,False,False,True,False,
3145,21-124453,False,False,True,False,False,False,
3146,21-124457,False,False,True,False,False,False,
3147,21-124458,False,False,False,False,True,False,
3148,21-124460,False,False,False,False,True,False,
3149,21-124461,False,False,False,False,True,False,
3150,21-124465,True,False,False,False,False,False,
3151,21-124469,False,False,False,False,True,False,
3152,21-124471,False,False,False,False,False,False,EPS
3153,21-124472,False,False,True,False,False,False,
3154,21-124473,True,False,False,False,False,False,
3155,21-124475,False,False,True,False,False,False,
3156,21-124481,False,False,False,False,False,False,EPCC
3157,21-124484,False,False,False,True,False,False,
3158,21-124488,False,False,False,False,False,False,Organisme privé de gestion d'établissements sanitaires et médico sociaux de la Sécurité Sociale
3159,21-124490,False,False,False,False,True,False,
3160,21-124493,True,False,False,False,False,False,
3161,21-124494,False,False,False,False,True,False,
3162,21-124495,False,False,True,False,False,False,
3163,21-124497,False,False,True,False,False,False,
3164,21-124498,False,False,True,False,False,False,
3165,21-124500,False,False,True,False,False,False,
3166,21-124502,False,False,True,False,False,False,
3167,21-124506,False,False,True,False,False,False,
3168,21-124507,False,False,True,False,False,False,
3169,21-124512,False,False,True,False,False,False,
3170,21-124513,False,False,True,False,False,False,
3171,21-124514,False,False,True,False,False,False,
3172,21-124516,False,False,False,True,False,False,
3173,21-124518,False,False,False,False,True,False,
3174,21-124520,False,False,False,True,False,False,
3175,21-124521,False,False,False,False,False,False,autre
