BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-123739,Région Guadeloupe,None,,,FRY10,,None,Basse-Terre,,(+59)0- 5-90-80-40-40,,(+59)0- 5-90-80-41-29,dcp-region@cr-guadeloupe.fr,http://www.regionguadeloupe.fr,http://www.eguadeloupe.com,,,,,False,False,,False,False
21-123740,Centre Hospitalier de Cahors,None,,,FRJ25,"335, rue du Président Wilson BP 269",46005,Cahors,,(+33) 5-65-20-51-17,,,secretariat.dil@ch-cahors.fr,https://www.achatpublic.com,https://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
21-123741,Université Lumière Lyon 2 - DAJIM,None,,,FRK26,,69007,Lyon,,,,,marchespublics@listes.univ-lyon2.fr,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=824003&amp;orgAcronyme=f2h,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=824003&amp;orgAcronyme=f2h,,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=824003&amp;orgAcronyme=f2h,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=824003&amp;orgAcronyme=f2h,,False,True,,False,True
21-123742,SITREVA,None,"M. Lemoine Stéphane, Président",,,19 rue Gustave Eiffel,78120,Rambouillet,,01-34-57-12-20,,01-30-41-83-89,achat.public@sitreva.fr,http://www.sitreva.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-123743,CH LE MANS,None, Cellule centrale des marchés,,,Ets support GHT 72 -194 avenue Rubillard,72037,Le mans cedex 09,,02-44-71-03-83,,02-43-43-44-11,celluledesmarches@ch-lemans.fr,http://www.ch-lemans.fr/,,,,,,False,False,,False,False
21-123746,CENTRE REGIONAL OEUVRES UNIV SCOLAIRES,None,,,FRD,135 boulevard de l'Europe,76100,Rouen,,(+33) 2-32-08-50-31,,,marche@crous-normandie.fr,https://www.crous-normandie.fr/,https://www.marches-publics.gouv.fr/,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=823978&orgAcronyme=f2h,https://www.marches-publics.gouv.fr/,https://www.marches-publics.gouv.fr/,False,True,,False,True
21-123747,Centre nationale du cinéma,None,Département achats et marchés,,,291 boulevard Raspail,75675,Paris cedex 14,,,,,marchespublics@cnc.fr,http://www.cnc.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-123748,Centre Pompidou,None,,,FR101,4 rue Brantome,75191,Paris,,,,,achat@centrepompidou.fr,http://www.centrepompidou.fr,,,,,,False,True,,False,True
21-123749,MINISTERE DE LA CULTURE,None,M. LAURENS Patrick,,,5 rue Salle l'Evêque CS 49020,34967,Montpellier cedex 2,,,,,,,,,,,,False,False,,False,False
21-123750,Régie des Transports Métropolitains,None,,,FRL04,Département Achats Marchés Approvisionnements - Entité Marchés Publics - 80 boulevard du Métro,13013,Marseille,,(+33) 4-91-10-52-25,,,marchespublics@rtm.fr,http://www.rtm.fr,https://www.achatpublic.com,,,,,False,True,,False,True
21-123751,Université François Rabelais de Tours,19370800500478,,,FRB04,"Service Achats et Marchés - 60, rue du plat d'Etain - BP 12050",37020,Tours cedex 1,,(+33) 2-47-36-66-58,,,lesam@univ-tours.fr,http://www.univ-tours.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-123752,MINDEF/SGA/SPAC/S-Direction des achats,None,Mme MINDEF/SGA/SDPAMG/BCOM MINDEF/SGA/SDPAMG,,,60 boulevard du général Martial Valin,75509,Paris cedex 15,,,,,,http://www.marches-publics.gouv.fr,,,,,,False,False,,False,False
21-123753,Conseil Départemental Haute-Vienne,None, M. le Président,,,11 rue François Chénieux,87031,LIMOGES,,,,,marches-demat@haute-vienne.fr,http://www.haute-vienne.fr,http://cg87.e-marchespublics.com,,,,,False,False,,False,False
21-123755,SEMSAMAR,None,"Laurent PINSEL, Directeur Général délégué",,,Immeuble Synergie - Californie 2,97232,Le lamentin,,(+33)5-96-73-16-59,,(+33)5-96-73-13-66,ecriquet@semsamar.fr,,http://www.marches-securises.fr,,,,,False,False,,False,False
21-123756,DREAL des Hauts de France,None,"M. Leclerc Serge, Chef de l'unité achats",,,44 Rue de Tournai CS 40259,59019,Lille,,03-20-13-65-86,,,serge.leclerc@developpement-durable.gouv.fr,,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-123758,MSA Caisse Centrale,None,Mme LAFAGE Francoise,,,19 rue de Paris,93013,Bobigny,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-123759,COMMUNE DE MAGNY LES HAMEAUX,None,"M. HOUILLON BERTRAND, Maire",,,Hôtel de Ville - BP 10033,78772,Magny-les-hameaux cedex,,01-39-44-71-20,,,marches@magny-les-hameaux.fr,http://www.magny-les-hameaux.fr,,,,,,False,False,,False,False
21-123761,VILLE DE LA POSSESSION,21974008100019,,,FRY4,Rue Waldeck-Rochet,97419,La Possession,,(+33) 2-62-22-20-02,,(+33) 2-62-22-03-92,marchespublics@lapossession.re,http://www.marches-publics.info,http://www.marches-publics.info,,http://www.marches-publics.info,http://www.marches-publics.info,,False,True,,False,True
21-123763,Ville de Besançon,None,"Mme VIGNOT Anne, Maire",,,"2, rue Mégevand",25034,Besançon,,03-81-61-50-50,,03-81-61-50-99,besancon@besancon.fr,https://www.marches.grandbesancon.fr,,,,,,False,False,,False,False
21-123765,VALENCE-ROMANS DEPLACEMENTS,None,Mme La Presidente,,,"11 Avenue de la Gare , BP 10241 ALIXAN",26958,VALENCE,,04-75-60-26-70,,,marches@valenceromansdeplacements.fr,http://www.vrd-mobilites.fr/,http://www.vrd-mobilites.fr/,,,,,False,False,,False,False
21-123767,Mairie de Darnétal,21760212700177,,,FRD22,"Hôtel de Ville, Place du Général de Gaulle",76162,Darnetal,,(+33) 2-32-12-31-31,,,correspondre@aws-france.com,http://www.mairie-darnetal.fr/,https://www.mpe76.fr/,,https://www.mpe76.fr/,https://www.mpe76.fr/,,False,True,,False,True
21-123769,Conseil départemental de l'Essonne,22910228000018,,,FR104,Boulevard de France,91012,évry-Courcouronnes,,,,,daja-scp@cd-essonne.fr,https://www.essonne.fr/,https://www.marches-publics.info,,https://www.marches-publics.info,https://www.marches-publics.info,,False,True,,False,True
21-123770,Caisse de Sécurité Sociale de Mayotte,None,HAMIDOU Mohamadi,,,"Centre KingaRoute nationale 1, ZI KawéniBP-84",97600,Mamoudzou,,02-69-61-91-91,97600,,pfs.cssm@css-mayotte.fr,http://www.cssm.fr,https://cnamts.achatspublics.com.,,,,,False,False,,False,False
21-123771,Conseil départemental de l'Essonne,None," Durovray François, Président",,,Boulevard de France,91012,Évry-Courcouronnes,,,,,daja-scp@cd-essonne.fr,https://www.essonne.fr/,https://www.marches-publics.info,,,,,False,False,,False,False
21-123772,centre hospitalier d ajaccio,26200006000018,,,FRM,27 Avenue Impératrice Eugénie,20303,Ajaccio Cedex,,,,,correspondre@aws-france.com,https://www.ch-ajaccio.fr/,https://www.achat-sante.com/,,https://www.achat-sante.com/,https://www.achat-sante.com/,,False,True,,False,True
21-123774,Commune de la hague,20006541500016,,,FRD12,"8 rue des Tohagues, Beaumont-Hague",50442,La Hague,,(+33) 2-33-01-53-33,,(+33) 2-33-01-93-48,mp@lahague.com,http://www.lahague.com,http://marchespublicsmanche.fr,,http://marchespublicsmanche.fr,http://marchespublicsmanche.fr,,False,True,,False,True
21-123775,Communauté d'Agglomération Pays Foix-V,20006779100018,,,FRJ21,"1 A, avenue du Général de Gaulle",09000,Foix,,(+33) 5-34-09-09-30,,,accueil@agglo-pfv.fr,http://www.agglo-foix-varilhes.fr/,https://www.marches-publics.info,,https://www.marches-publics.info,https://www.marches-publics.info,,False,True,,False,True
21-123777,TOULOUSE METROPOLE,None," MOUDENC Jean-Luc, Président",,,"Direction de la commande publique, 6 rue René Leduc BP 35821",31505,Toulouse,,,,,correspondre@aws-france.com,https://www.toulouse-metropole.fr/,https://www.agysoft.marches-publics.info,,,,,False,False,,False,False
21-123778,COMMUNE DE BOUAYE,21440018600018,,,FRG01,12 rue de Pornic,44830,Bouaye,,(+33) 2-51-70-55-55,,,correspondre@aws-france.com,http://www.bouaye.fr,http://agysoft.marches-publics.info/,,http://agysoft.marches-publics.info/,http://agysoft.marches-publics.info/,,False,True,,False,True
21-123779,COMMUNE DE VILLEJUIF,None,,,FR107,Esplanade Pierre-Yves COSNIER,94807,Villejuif cedex,,,,,marches@villejuif.fr,http://www.villejuif.fr,https://marches.maximilien.fr,,https://marches.maximilien.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=797008&orgAcronyme=l6e,https://marches.maximilien.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&,https://marches.maximilien.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&,False,True,,False,True
21-123780,centre hospitalier d ajaccio,26200006000018,,,FRM,27 Avenue Impératrice Eugénie,20303,Ajaccio Cedex,,,,,correspondre@aws-france.com,https://www.ch-ajaccio.fr/,https://www.achat-sante.com/,,https://www.achat-sante.com/,https://www.achat-sante.com/,,False,True,,False,True
21-123782,DEPARTEMENT DE L ISERE,None, le Président,,,7 rue Fantin Latour,38022,Grenoble,,04-76-00-38-38,,04-76-00-38-35,marches-publics@isere.fr,https://www.isere.fr/,https://www.marches-publics.info,,,,,False,False,,False,False
21-123784,REGION OCCITANIE,20005379100014,,,FRJ23,22 boulevard du Maréchal Juin,31406,Toulouse,,,,,marches.publics@laregion.fr,http://www.laregion.fr,https://marchespublics.laregion.fr,,,,,False,True,,False,True
21-123786,TOULOUSE METROPOLE,24310051800170,,,FRJ23,"Direction de la commande publique, 6 rue René Leduc",31505,Toulouse,,,,,correspondre@aws-france.com,https://www.toulouse-metropole.fr/,https://www.agysoft.marches-publics.info,,,,,False,True,,False,True
21-123787,Centre nationale du cinéma,None,Département achats et marchés,,,291 boulevard Raspail,75675,Paris cedex 14,,,,,marchespublics@cnc.fr,http://www.cnc.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-123789,Ville de Versailles,None, le coordonateur,,,"Ville de Versailles, RP 1144",78011,Versailles Cedex,,,,,marches.publics@versailles.fr,http://www.achats.versailles.fr,http://www.versailles.fr,,,,,False,False,,False,False
21-123790,Commune de Saint Rémy de Provence,21130100700012,,,FRL04,"Hôtel de ville, Place Jules-Pellissier",13210,Saint-Rémy-de-Provence,,(+33) 4-90-92-51-36,,(+33) 4-90-92-70-19,marchespublics@mairie-saintremydeprovence.fr,http://www.mairie-saintremydeprovence.fr,http://www.marches-publics.info/,,,,,True,False,,False,True
21-123791,Université de Bordeaux,None,,Lola VERLIAT,FRI12,351 Cours de la Libération,33405,Talence Cedex,,(+33) 5-40-00-33-98,,(+33) 5-40-00-62-12,lola.verliat@u-bordeaux.fr,http://www.u-bordeaux.fr/,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
21-123792,Cté Cnes du Pays de Bitche,20006944100018,,,FRF33,4 rue du Général Stuhl,57232,Bitche,,(+33) 3-87-96-99-45,,,contact@cc-paysdebitche.fr,https://www.cc-paysdebitche.fr,https://www.cc-paysdebitche.fr/amenagements/les-marches-publics/,,,,,False,True,,False,True
21-123793,Centre Hospitalier de Valence,26260013300082,,,FRK23,"179 boulevard Maréchal Juin, Direction Achats, Travaux, Logistique",26953,Valence,,(+33) 4-75-75-72-23,,(+33) 4-75-75-73-76,secdatel@ch-valence.fr,http://www.marches-publics.info/accueil.htm,http://www.marches-publics.info/accueil.htm,,,,,False,True,,False,True
21-123794,SYNDICAT DEP D ENERGIES DE L ARIEGE,25090018000036,,,FRJ21,"Za Joulieu, St Jean de Verges",09004,Foix,,(+33) 5-34-09-85-30,,,g.goncalves@sde09.fr,http://www.marches-publics.info,http://www.marches-publics.info,,,,,False,True,,False,True
21-123795,CPAM du Bas Rhin,None, Achats Marchés de la CPAM du Bas-Rhin Service,Service Achats Marchés de la CPAM du Bas-Rhin,,16 rue de Lausanne,67090,Strasbourg cedex,,06-62-74-71-78,,,marches.cpam-basrhin@assurance-maladie.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-123796,GHU AP-HP.CENTRE - UNIVERSITE DE PARIS,None,"Mme MUSCAT Christel, Acheteuse",,,20 Rue Leblanc,75908,Paris cedex 15,,01-56-09-59-47,,,cellule.marches.egp@aphp.fr,,https://www.marches-publics.gouv.fr/,,,,,False,False,,False,False
21-123797,Ville d'Aubigny sur Nère,None,"Mme Laurence Renier, Maire",,,Place de la résistance Mairie,18700,Aubigny sur nere,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-123799,Commune de Void-Vacon,None, ROZOT Romain,,,13 rue Notre Dame,55190,VOID-VACON,,03-29-89-81-29,,03-29-89-91-61,mairie@void-vacon.fr,http://www.void-vacon.fr,http://www.e-marchespublics.com,,,,,False,False,,False,False
21-123800,SPL ARAC OCCITANIE,None, EST SITE,,,"Mandataire agissant au nom et pour le compte de la région Occitanie, représentée par la Présidente de la Région Occitanie Pyrénées Méditerranée, Madame Carole DELGA, 117 rue des états généraux, CS 19536",34961,Montpellier,,,,,contact@arac-occitanie.fr,http://www.arac-occitanie.fr,http://marches-publics.info,,,,,False,False,,False,False
21-123801,CHU DUPUYTREN,None," Cellule de la Commande Publique, CHU de Limoges",,,2 avenue Martin Luther King,87042,Limoges cedex,,,,05-55-05-60-87,,http://chu-limoges.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-123802,Bordeaux Sciences Agro,19330203100011,,,FRI12,"1, cours du Général de Gaulle",33175,Gradignan,,(+33) -05-57-35-07-07,,(+33) -05-57-35-07-09,alex.antoine@agro-bordeaux.fr,http://www.agro-bordeaux.fr,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=823908&orgAcronyme=b4n,https://www.marches-publics.gouv.fr,,False,True,,False,True
21-123804,INRAE,None,"INRAE - Institut national de la recherche pour l'agriculture, l'alimentation et l'environnement",,,"147, rue de l'Université",75338,PARIS CEDEX 07,,,,,achats-marches@inrae.fr,http://www.inrae.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-123805,Institut le Val Mandé,None, Gonimi Souleymane,,,7 rue Mongenot,94165,Saint-mandé,,01-49-57-52-93,,,sgonimi@ilvm.fr,http://institutvalmande.e-marchespublics.com,http://institutvalmande.e-marchespublics.com,,,,,False,False,,False,False
21-123806,POLE EMPLOI BOURGOGNE-FRANCHE-COMTE,None,"M. GALLIOT Laurent, Pôle Emploi Bourgogne Franche Comté",,,2D avenue de Montboucons,25000,Besançon,,,,,marches.bfc@pole-emploi.fr,http://www.pole-emploi.fr,http://www.marches-publics.gouv.fr/,,,,,False,False,,False,False
21-123807,Lorient Agglomération,None,"M. LOHER Fabrice, Le Président",,,Quai du Péristyle,56314,Lorient cedex,,02-90-74-71-95,,,commande-publique@agglo-lorient.fr,https://www.lorient-agglo.bzh,https://marches.megalis.bretagne.bzh,,,,,False,False,,False,False
21-123808,Ville de Beaucaire,None,,M. Le Maire Julien Sanchez,FRJ12,Place Georges Clémenceau,30300,Beaucaire,,(+33) 4-66-59-10-06,,(+33) 4-66-59-30-40,nicolas.martorana@beaucaire.fr,http://www.beaucaire.fr/,https://www.marches-securises.fr,,,,,False,True,,False,True
21-123810,DRSID Lyon,None,,,FRJ23,BP 97423,69347,Lyon cedex 07,,(+33) 4-37-27-23-49,,(+33) 4-37-27-35-15,mathieu.edouard@intradef.gouv.fr,http://www.marches-publics.gouv.fr,,,,,,False,True,,False,True
21-123812,MAIRIE DU RAINCY,None,,,FR106,121 avenue de la Résistance,93346,Le Raincy,,,,,ncattaneo@leraincy.fr,http://www.leraincy.fr/,http://www.leraincy.synapse-entreprises.com,,,,,False,False,,False,False
21-123813,DIR REG ENVIR AMENAGEMENT LOGT AUVERGN,None,,,FRK12,7 rue Léo Lagrange,63033,Clermont-Ferrand cédex 01,,,,,poo.map.dreal-ara@developpement-durable.gouv.fr,http://www.auvergne-rhone-alpes.developpement-durable.gouv.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-123814,DELEGATION SECU CIRCULATION ROUTIERES,None,,,FR,Place Beauvau,75800,Paris cedex 08,,,,,dsr-commandepublique@interieur.gouv.fr,http://www.interieur.gouv.fr,,,,,,False,True,,False,True
21-123815,ECOLE DE L AIR,None,M. MARCHES BUREAU,Bureau Achats Marchés,,CHEMIN DE SAINT JEAN,13300,Salon de provence,,04-13-93-80-24,,,bureau.marches@ecole-air.fr,http://Www-ecole-air-espace.fr,,,,,,False,False,,False,False
21-123816,SIDEN-SIAN NOREADE EAU,20001759800034,,M. le Président du SIDEN-SIAN et ses régies Noréade,FRE12,23 avenue de la Marne CS 90101,59443,Wasquehal cedex,,(+33) 3-20-66-44-23,,(+33) 3-20-80-25-22,marches@noreade.fr,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_kMEqi6-NQo,http://www.achatpublic.com,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_kMEqi6-NQo,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_kMEqi6-NQo,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_kMEqi6-NQo,False,True,,False,True
21-123817,SERTRID,None,M. le Président du SERTRID,,,34 rue de l'industrie,90140,Bourogne,,03-84-36-46-90,,,contact@sertrid.fr,http://www.sertrid.fr,http://www.achatpublic.com,,,,,False,False,,False,False
21-123818,BRL,55020066100019,,"M. Jean-Pierre DUMONT, Directeur",FRJ12,1105 avenue Pierre Mendès France BP 94001,30001,Nimes,,,,,admin.dap@brl.fr,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2019_w64Ymq6mrG,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2019_w64Ymq6mrG,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_fsGB9F2pzs,,False,True,,False,True
21-123819,VILLE DE PARIS,None,"Mme Yenbou Malika, Cheffe de la SLA des 11eme et 12eme arrondissements",,,Direction Constructions publiques et Architecture - SLA 11/12 - 212 avenue Daumesnil,75012,Paris,,,,,manuele.havard@paris.fr,,https://marches.maximilien.fr,,,,,False,False,,False,False
21-123820,COMMUNE DE EAUBONNE,None,,Direction des finances et de la commande publique Service de la commande publique,FR108,"Mairie d'Eaubonne 1, rue d'Enghien",95600,Eaubonne,,(+33) 1-34-27-26-36,,,commandepublique@eaubonne.fr,https://www.eaubonne.fr/,https://marches.maximilien.fr/index.php?page=Agent.PubliciteConsultation&id=Nzk2OTM4,,https://marches.maximilien.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=796938&orgAcronyme=d8p,https://marches.maximilien.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=796938&orgAcronyme=d8p,https://marches.maximilien.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=796938&orgAcronyme=d8p,False,True,,False,True
21-123821,Ville de Basse-Terre,None, Service achat / marchés publics,,,Hôtel de Ville,97100,Basse Terre,,(+33) 5-90-80-56-56,,(+33) 5-90-81-77-24,servicemarches@ville-basseterre.fr,,https://www.marches-securises.fr,,,,,False,False,,False,False
21-123822,Ville de Sarcelles,None, Direction de la commande publique,,,14 PLACE DE FRANCE,95200,SARCELLES,,01-34-38-21-32,,,commande.publique@sarcelles.fr,http://sarcelles.e-marchespublics.com,http://sarcelles.e-marchespublics.com,,,,,False,False,,False,False
21-123823,Université de Limoges,None,,,FRI23,33 rue François Mitterrand,87032,Limoges,,(+33) 5-55-14-91-85,,,service.marches@unilim.fr,http://www.unilim.fr/,,,,,,False,True,,False,True
21-123824,CA MACONNAIS BEAUJOLAIS AGGLOMERATION,None,,,FRC13,67 esplanade du Breuil CS 20811,71011,Mâcon,,(+33) 3-85-21-07-70,,,marchespublics@mb-agglo.com,http://Mb-agglo.com,https://marches.ternum-bfc.fr,,,,,False,True,,False,True
21-123825,Université Paris-Est Créteil,None,,,FR10,61 avenue du général De Gaulle,94010,Créteil cedex,,,,,marches.publics@u-pec.fr,http://www.u-pec.fr,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=818728&orgAcronyme=f2h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=818728&orgAcronyme=f2h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=818728&orgAcronyme=f2h,False,True,,False,True
21-123826,AGGLOMERATION CREIL SUD OISE,None,,,FRE22,24 rue de la Villageoise,60106,Creil,,(+33) 3-44-64-74-74,,,e.lammelin@creilsudoise.fr,https://www.creilsudoise.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
21-123827,GHT DE LA GUADELOUPE,None,,,FR,Pôle logistique du CHUG - Terrasson,97139,ABYMES,,(+59)0 -93-48-11,,,sec-marchespublics@chu-guadeloupe.fr,https://www.chu-guadeloupe.fr/,https://marches.maximilien.fr/,,,,,False,True,,False,True
21-123831,UCANSS,None, Achats-Marchés Département,Département Achats-Marchés,,6 rue Elsa Triolet,93100,Montreuil,,,,,servicemarche@ucanss.fr,http://www.ucanss.fr,https://meoss.achatpublic.com,,,,,False,False,,False,False
21-123832,Hôpitaux Civils de Colmar,None, Monsieur le Directeur,,,39 avenue de la Liberté,68024,Colmar,,(+33) 3-89-12-40-00,,,sdm@ch-colmar.fr,https://www.ch-colmar.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
21-123833,Ville d'Annecy,20006340200016,,,FRK28,Esplanade de l'Hôtel-de-Ville,74011,Annecy,,(+33) 4-50-33-65-59,,,marchespublics@annecy.fr,http://www.annecy.fr,http://www.annecy.fr,,http://www.annecy.fr,http://www.annecy.fr,,False,True,,False,True
21-123834,OFFICE PUB HABITAT COM AGGL PAYS LORIE,27560003900018,,,FRH04,"4 bd Général Leclerc, Cs 95568",56325,Lorient,,(+33) 2-97-21-06-96,,,correspondre@aws-france.fr,http://www.lorient-habitat.fr,http://www.lorient-habitat.fr,,http://www.lorient-habitat.fr,http://www.lorient-habitat.fr,,False,True,,False,True
21-123836,LE HAVRE SEINE METROPOLE,20008495200015,,,FRD22,"Hotel De La Communaute, 19 Rue Georges Braque",76085,Le Havre,,,,,secretariatcao@lehavremetro.fr,https://www.lehavreseinemetropole.fr/,http://www.mpe76.fr/,,http://www.mpe76.fr/,http://www.mpe76.fr/,,False,True,,False,True
