BOAMP_AVIS_NUM,D_16_01_Renseignementscomplementaires_Commandeelectroniqueoui,D_16_02_Renseignementscomplementaires_Commandeelectroniquenon,D_16_03_Renseignementscomplementaires_Facturationelectroniqueoui,D_16_04_Renseignementscomplementaires_Facturationelectroniquenon,D_16_05_Renseignementscomplementaires_Paiementelectroniqueoui,D_16_06_Renseignementscomplementaires_Paiementelectroniquenon,D_16_07_Renseignementscomplementaires_Renscomplement,D_16_08_Renseignementscomplementaires_Proceduresrecoursprecision,D_16_09_Renseignementscomplementaires_Adressescomplementaires,D_16_09_01_Renseignementscomplementaires_Adressescomplementaires_Adresse,D_16_09_01_01_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type,D_16_09_01_01_02_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Admintech,D_16_09_01_01_03_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Admin,D_16_09_01_01_04_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Tech,D_16_09_01_01_05_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Renseignements,D_16_09_01_01_06_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Documents,D_16_09_01_01_07_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Envoyeroffres,D_16_09_01_01_08_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Instancerecours,D_16_09_01_01_09_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Organemediation,D_16_09_01_01_10_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Rensrecours,D_16_09_01_02_Renseignementscomplementaires_Adressescomplementaires_Adresse_Denomination,D_16_09_01_03_Renseignementscomplementaires_Adressescomplementaires_Adresse_Codeidentnational,D_16_09_01_04_Renseignementscomplementaires_Adressescomplementaires_Adresse_Correspondant,D_16_09_01_05_Renseignementscomplementaires_Adressescomplementaires_Adresse_Contact,D_16_09_01_06_Renseignementscomplementaires_Adressescomplementaires_Adresse_Adresse,D_16_09_01_07_Renseignementscomplementaires_Adressescomplementaires_Adresse_Cp,D_16_09_01_08_Renseignementscomplementaires_Adressescomplementaires_Adresse_Ville,D_16_09_01_09_Renseignementscomplementaires_Adressescomplementaires_Adresse_Pays,D_16_09_01_10_Renseignementscomplementaires_Adressescomplementaires_Adresse_Codenuts,D_16_09_01_11_Renseignementscomplementaires_Adressescomplementaires_Adresse_Tel,D_16_09_01_12_Renseignementscomplementaires_Adressescomplementaires_Adresse_Poste,D_16_09_01_13_Renseignementscomplementaires_Adressescomplementaires_Adresse_Fax,D_16_09_01_14_Renseignementscomplementaires_Adressescomplementaires_Adresse_Mel,D_16_09_01_15_Renseignementscomplementaires_Adressescomplementaires_Adresse_Url
21-152298,False,False,False,False,False,False,"Le montant indiqué ci-dessus est contractuel et correspond à l'offre variante.Dans le respect des secrets protégés par la loi et sur demande écrite préalable, le marché 2021-M213 peut être consulté gratuitement au siège de Trivalis dont l'adresse est mentionnée ci-dessus, la date et l'heure de consultation étant préalablement communiquées par ce dernier, et/ou une copie peut-être remise ou adressée par voie postale, moyennant une participation du demandeur de 0.15 EUR par copie au format A4 et 0.30 EUR par copie au format A3, et frais réels pour l'affranchissement.Le marché a été conclu, c'est-à-dire signé le 5/11/2021 et notifié le 18/11/2021. Le nombre d'offres indiqué au point V.2.2 correspond à 3 offres de base et une offre variante. Le marché est conclu pour une durée allant de la date de notification jusqu'à l'admission définitive des prestations.. Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.","Référé précontractuel (CJA, art. L. 551-1 et suivants) Référé contractuel (CJA, art. L.551-13 et suivants) Recours en contestation de validité du contrat, dans un délai de 2 mois à compter des mesures de publicité appropriées",CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,True,False,Comité consultatif interrégional de règlement amiable des différends ou litiges relatifs aux marchés publics,None,,,22 mail Pablo Picasso BP 24209,44042,NANTES Cedex 1,,,(+33) 2-53-46-79-83,,(+33) 2-53-46-79-79,paysdl.ccira@direccte.gouv.fr,http://www.economie.gouv.fr/files/directions_services/daj/marches_publics/ccra/contacts
21-152458,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 3 décembre 2021.,"Le candidat peut, s'il le souhaite, exercer devant le tribunal administratif compétent :-	un référé précontractuel, depuis le début de la procédure de passation jusquà la signature du contrat (article L 551-1 et suivants et R 551-1 du code de justice administrative) ;-	un référé contractuel dans un délai de 31 jours à compter de la publication d'un avis d'attribution, ou à défaut de la publication, 6 mois à compter de la signature du contrat (articles L551-13 et suivants et R551-7 et suivants) ;-	un recours en annulation contre le marché dans les 2 mois suivant la date à laquelle la conclusion du contrat a été rendue publique ;-	un recours pour excès de pouvoir contre la décision de rejet de l'offre dans un délai de 2 mois à compter de la notification de la décision de rejet et jusqu'à la signature du marché (articles R 421-1 à R421-7 du code de justice administrative).",CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal Administratif de Strasbourg,None,,,31 avenue de la Paix BP 1038/f,67070,Strasbourg cedex,,,(+33) 3-88-21-23-23,,(+33) 3-88-36-44-66,greffe.ta-strasbourg@juradm.fr,
21-152571,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 1 décembre 2021.,"Les accords-cadres ont été signés le 08/11/2021 et notifiés le 09/11/2021. Un référé contractuel prévu aux articles L 551-13 à L 551-23 du Code de justice administrative (CJA) peut être exercé dans un délai de trente et un (31) jours à l'encontre de laccord-cadre à compter de la publication du présent avis d'attribution. Un recours de pleine juridiction contestant la validité de laccord-cadre peut être introduit dans un délai de deux (2)mois à compter de l'accomplissement des mesures de publicité appropriées au sens de la décision département de Tarn-Et-Garonne (CE, Ass., 4.4.2014, nº 358994). Ce recours en contestation de validité peut être assorti d'une demande tendant, sur le fondement de l'article L. 521-1 du code de justice administrative, à la suspension de l'exécution du contrat. Le présent avis d'attribution correspond à l'accomplissement des mesures de publicité appropriées au sens de la jurisprudence précitée. Le contrat est consultable dans le respect des secrets protégés par la loi nº 78-753 du 17.7.1978 codifiée dans le livre III du code des relations entre le public et l'administration, sur place à l'adresse indiquée à la rubrique I.1, après une demande écrite adressée à la DDAI du CNRS (par courriel à DDAI.marches@cnrs.fr ) et uniquement sur prise de rendez-vous avec un préavis d'au moins 15 jours calendaires du lundi au vendredi de 9:30 à 11:30 et de 14:30 à 16:00, hors jours fériés et jours de fermeture du site.Sagissant dun accord-cadre multi-attributaires sexécutant à marchés subséquents après remises en concurrence des titulaires de laccord-cadre, la valeur indiquée aux points II.1.7) et V.2.4) est à titre informatif et non contractuel.",CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Cergy-Pontoise,None,,,"2-4 boulevard de l'hautil, BP 30322",95027,Cergy-Pontoise,,,(+33) 1-30-17-34-00,,,greffe.ta-cergy-pontoise@juradm.fr,http://cergy-pontoise.tribunal-administratif.fr
21-152571,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 1 décembre 2021.,"Les accords-cadres ont été signés le 08/11/2021 et notifiés le 09/11/2021. Un référé contractuel prévu aux articles L 551-13 à L 551-23 du Code de justice administrative (CJA) peut être exercé dans un délai de trente et un (31) jours à l'encontre de laccord-cadre à compter de la publication du présent avis d'attribution. Un recours de pleine juridiction contestant la validité de laccord-cadre peut être introduit dans un délai de deux (2)mois à compter de l'accomplissement des mesures de publicité appropriées au sens de la décision département de Tarn-Et-Garonne (CE, Ass., 4.4.2014, nº 358994). Ce recours en contestation de validité peut être assorti d'une demande tendant, sur le fondement de l'article L. 521-1 du code de justice administrative, à la suspension de l'exécution du contrat. Le présent avis d'attribution correspond à l'accomplissement des mesures de publicité appropriées au sens de la jurisprudence précitée. Le contrat est consultable dans le respect des secrets protégés par la loi nº 78-753 du 17.7.1978 codifiée dans le livre III du code des relations entre le public et l'administration, sur place à l'adresse indiquée à la rubrique I.1, après une demande écrite adressée à la DDAI du CNRS (par courriel à DDAI.marches@cnrs.fr ) et uniquement sur prise de rendez-vous avec un préavis d'au moins 15 jours calendaires du lundi au vendredi de 9:30 à 11:30 et de 14:30 à 16:00, hors jours fériés et jours de fermeture du site.Sagissant dun accord-cadre multi-attributaires sexécutant à marchés subséquents après remises en concurrence des titulaires de laccord-cadre, la valeur indiquée aux points II.1.7) et V.2.4) est à titre informatif et non contractuel.",CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal administratif de Cergy-Pontoise,None,,,"2-4 boulevard de l'hautil, BP 30322",95027,Cergy-Pontoise,,,(+33) 1-30-17-34-00,,,greffe.ta-cergy-pontoise@juradm.fr,http://cergy-pontoise.tribunal-administratif.fr
21-152711,False,False,False,False,False,False,"Les candidats sont également invités à compléter l'annexe 1 du RC, Cadre de réponse candidature. Aau Kremlin-Bicêtre est le lieu d'exécution des études. Les travaux auront lieu à Saint-Laurent-Blangy (62). La durée du marché ci-dessus mentionnée (48 mois) est donnée à titre prévisionnel et comprend également la période de garantie de parfait achèvement.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Melun,None,,,43 Rue du Général de Gaulle,77000,Melun,,,01-60-56-66-30,,01-60-56-66-10,greffe.ta-melun@juradm.fr,http://melun.tribunal-administratif.fr/
21-152719,False,True,False,True,False,True,"Durée du marché : le marché sera conclu pour une durée de 4 ans à compter de la date de sa notification.Le dossier de consultation doit être retiré sur le site ttps://msa.achatpublic.com. Cette opération est gratuite. Lescandidats doivent présenter leur offre sous forme dématérialisé sur le site https://msa.achatpublic.com, dans les conditions décrites dans le Règlement de Consultation. En application de larticle R.2132-11 du CCP, les candidats peuvent faire parvenir une copie de sauvegarde sur support physique électronique (cd-rom, dvd romou clé Usb). Cette copie doit être identique à loffre déposée sur le profil acheteur ( voir condition de l'article IV.3 du RC).. Date d'envoi du présent avis au JOUE et au BOAMP : 29 novembre 2021.","Référé précontractuel en application des articles 1441-1 et 1441-2 du code de procédure civile, . Référé contractuel en application des articles 1441-1 et 1441-3 du code de procédure civile.",CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal judiciaire de Bordeaux,None,,,30 rue des Frères Bonie,33000,BORDEAUX,,,(+33) 5-47-33-90-00,,,,
21-152719,False,True,False,True,False,True,"Durée du marché : le marché sera conclu pour une durée de 4 ans à compter de la date de sa notification.Le dossier de consultation doit être retiré sur le site ttps://msa.achatpublic.com. Cette opération est gratuite. Lescandidats doivent présenter leur offre sous forme dématérialisé sur le site https://msa.achatpublic.com, dans les conditions décrites dans le Règlement de Consultation. En application de larticle R.2132-11 du CCP, les candidats peuvent faire parvenir une copie de sauvegarde sur support physique électronique (cd-rom, dvd romou clé Usb). Cette copie doit être identique à loffre déposée sur le profil acheteur ( voir condition de l'article IV.3 du RC).. Date d'envoi du présent avis au JOUE et au BOAMP : 29 novembre 2021.","Référé précontractuel en application des articles 1441-1 et 1441-2 du code de procédure civile, . Référé contractuel en application des articles 1441-1 et 1441-3 du code de procédure civile.",CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Greffe du Tribunal judiciaire de Bordeaux,None,,,30 rue des Frères Bonie,33000,BORDEAUX,,,(+33) 5-47-33-90-00,,,,
21-152766,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 3 décembre 2021.,"Le candidat peut, s'il le souhaite, exercer devant le tribunal administratif compétent :-	un référé précontractuel, depuis le début de la procédure de passation jusquà la signature du contrat (article L 551-1 et suivants et R 551-1 du code de justice administrative) ;-	un référé contractuel dans un délai de 31 jours à compter de la publication d'un avis d'attribution, ou à défaut de la publication, 6 mois à compter de la signature du contrat (articles L551-13 et suivants et R551-7 et suivants) ;-	un recours en annulation contre le marché dans les 2 mois suivant la date à laquelle la conclusion du contrat a été rendue publique ;-	un recours pour excès de pouvoir contre la décision de rejet de l'offre dans un délai de 2 mois à compter de la notification de la décision de rejet et jusqu'à la signature du marché (articles R 421-1 à R421-7 du code de justice administrative).",CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal Administratif de Strasbourg,None,,,31 avenue de la Paix,67000,Strasbourg ,,,(+33) 3-88-21-23-23,,(+33) 3-88-36-44-66,greffe.ta-strasbourg@juradm.fr,http://www.strasbourg.tribunal-administratif.fr
21-153094,False,True,False,True,True,False,"Le présent accord-cadre est passé en groupement de commande pour les los no1 et 2. Le groupement de commande comprend la Ville et le Centre Communal daction Sociale (CCAS). La Ville est le coordonnateur du groupement. Les prestations du présent accord-cadre sont réglées à prix mixtes et se décomposent ainsi :-	Les prestations récurrentes de nettoyage seront traitées à prix forfaitaire conformément à la Décomposition du Prix Global et Forfaitaire (DPGF),-	Les prestations ponctuelles de nettoyage seront passées en application des articles R.2162-1 à R.2162-6 du Code de la commande publique, seront traitées à prix unitaires conformément au Bordereau des Prix Unitaires (BPU).La partie à bons de commande sera traitée comme suit :Lot no1 : Nettoyage des vitres-	10 000 euro HT minimum annuel -	300 000 euro HT maximum annuel Lot no2 : Nettoyage des locaux-	10 000 euro HT minimum annuel -	2 000 000 euro HT maximum annuel Le marché fait lobjet dune condition dexécution relative à linsertion professionnelle des publics en difficulté.Le CCAP prévoit notamment les publics visés, les modalités de mise en uvre de lactivité dinsertion professionnelle, un dispositif daccompagnement du pouvoir adjudicateur et les pénalités spécifiques en cas de non-réalisationLes critères intervenant pour le jugement des offres seront pondérés de la manière suivante, pour chaque lot, :Critère 1 : Coût des prestations	45 pointsS-critère 1 : Analysé sur la base du montant de la DPGF	30 pointsS-critère 1 : Analysé sur la base du montant du figurant sur le DQE	15 pointsCritère 2 : Valeur technique appréciée au regard du cadre mémoire technique complétée 	40 pointsS-critère 1 : Mode opératoire mis en place pour lexécution des prestations 	15 pointsS-critère 2 : Moyens humains et matériels dédiés à lexécution du marché	15 pointsS-critère 3 : Qualité des produits utilisés pour lexécution des prestations	10 pointsCritère 3 : Mesures prises au regard de la Responsabilité Sociétale des Entreprises (RSE)	15 pointsS/critère 1 : Performances en matière dinsertion professionnelle (volume horaire supplémentaire proposé au regard de larticle 2 du CCAP, modalités dencadrement et de tutorat des salariés en insertion, formation(s) professionnelle(s) proposée(s) aux salariés en insertion, qualification et perspectives dévolution des salariés en insertion, appréciation globale ...)	10 pointsS/critère 2 : Considérations environnementales relatives à lexécution des prestations	5 pointsUne visite sur site est possible mais non obligatoire. Les modalités des visites sont prévues à l'article 8.3 du RC.. Date d'envoi du présent avis au JOUE et au BOAMP : 2 décembre 2021.","-	Référé précontractuel prévu aux articles L. 551-1 à L. 551-12 du code de justice administrative (CJA), et pouvant être exercé avant la signature du contrat.-	Référé contractuel prévu aux articles L.551-13 à L.551-23 du CJA, et pouvant être exercé dans les délais prévus à larticle R. 551-7 du CJA.-	Recours en contestation de validité du contrat ouvert aux tiers justifiant dun intérêt lésé, et pouvant être exercé dans les deux mois suivant la date à laquelle la conclusion du contrat est rendue publique, dans les conditions définies par le Conseil dEtat dans son arrêt Département de Tarn-et-Garonne du 4 avril 2014.",CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Cergy Pontoise,None,,,"2-4, boulevard de l'Hautil, BP 30322",95027,Cergy-pontoise,,,(+33) 1-30-17-34-00,,,greffe.ta-cergy-pontoise@juradm.fr,
21-153094,False,True,False,True,True,False,"Le présent accord-cadre est passé en groupement de commande pour les los no1 et 2. Le groupement de commande comprend la Ville et le Centre Communal daction Sociale (CCAS). La Ville est le coordonnateur du groupement. Les prestations du présent accord-cadre sont réglées à prix mixtes et se décomposent ainsi :-	Les prestations récurrentes de nettoyage seront traitées à prix forfaitaire conformément à la Décomposition du Prix Global et Forfaitaire (DPGF),-	Les prestations ponctuelles de nettoyage seront passées en application des articles R.2162-1 à R.2162-6 du Code de la commande publique, seront traitées à prix unitaires conformément au Bordereau des Prix Unitaires (BPU).La partie à bons de commande sera traitée comme suit :Lot no1 : Nettoyage des vitres-	10 000 euro HT minimum annuel -	300 000 euro HT maximum annuel Lot no2 : Nettoyage des locaux-	10 000 euro HT minimum annuel -	2 000 000 euro HT maximum annuel Le marché fait lobjet dune condition dexécution relative à linsertion professionnelle des publics en difficulté.Le CCAP prévoit notamment les publics visés, les modalités de mise en uvre de lactivité dinsertion professionnelle, un dispositif daccompagnement du pouvoir adjudicateur et les pénalités spécifiques en cas de non-réalisationLes critères intervenant pour le jugement des offres seront pondérés de la manière suivante, pour chaque lot, :Critère 1 : Coût des prestations	45 pointsS-critère 1 : Analysé sur la base du montant de la DPGF	30 pointsS-critère 1 : Analysé sur la base du montant du figurant sur le DQE	15 pointsCritère 2 : Valeur technique appréciée au regard du cadre mémoire technique complétée 	40 pointsS-critère 1 : Mode opératoire mis en place pour lexécution des prestations 	15 pointsS-critère 2 : Moyens humains et matériels dédiés à lexécution du marché	15 pointsS-critère 3 : Qualité des produits utilisés pour lexécution des prestations	10 pointsCritère 3 : Mesures prises au regard de la Responsabilité Sociétale des Entreprises (RSE)	15 pointsS/critère 1 : Performances en matière dinsertion professionnelle (volume horaire supplémentaire proposé au regard de larticle 2 du CCAP, modalités dencadrement et de tutorat des salariés en insertion, formation(s) professionnelle(s) proposée(s) aux salariés en insertion, qualification et perspectives dévolution des salariés en insertion, appréciation globale ...)	10 pointsS/critère 2 : Considérations environnementales relatives à lexécution des prestations	5 pointsUne visite sur site est possible mais non obligatoire. Les modalités des visites sont prévues à l'article 8.3 du RC.. Date d'envoi du présent avis au JOUE et au BOAMP : 2 décembre 2021.","-	Référé précontractuel prévu aux articles L. 551-1 à L. 551-12 du code de justice administrative (CJA), et pouvant être exercé avant la signature du contrat.-	Référé contractuel prévu aux articles L.551-13 à L.551-23 du CJA, et pouvant être exercé dans les délais prévus à larticle R. 551-7 du CJA.-	Recours en contestation de validité du contrat ouvert aux tiers justifiant dun intérêt lésé, et pouvant être exercé dans les deux mois suivant la date à laquelle la conclusion du contrat est rendue publique, dans les conditions définies par le Conseil dEtat dans son arrêt Département de Tarn-et-Garonne du 4 avril 2014.",CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal administratif de Cergy Pontoise,None,,,"2-4, boulevard de l'Hautil, BP 30322",95027,Cergy-pontoise,,,(+33) 1-30-17-34-00,,,greffe.ta-cergy-pontoise@juradm.fr,
21-153388,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 1 décembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Besançon,None,,,30 rue Charles Nodier,25044,BESANCON CEDEX 3,,,(+33) 3-81-82-60-00,,,greffe.ta-besancon@juradm.fr,
21-153406,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 1 décembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,tribunal administratif de Besançon,None,,,30 rue Charles Nodier,25044,BESANCON CEDEX 3,,,(+33) 3-81-82-60-00,,,greffe.ta-besancon@juradm.fr,
21-153538,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,MAIRIE,None,,,,None,BEIGNON,,FRH04,,,,commande.publique@oust-broceliande.bzh,https://marches.megalisbretagne.org/
21-153538,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,TRIBUNAL ADMINISTRATIF DE RENNES,None,,,,None,RENNES,,,,,,,
21-153538,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,MAIRIE,None,,,,None,COURNON,,FRH04,,,,commande.publique@oust-broceliande.bzh,https://marches.megalisbretagne.org/
21-153538,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,MAIRIE,None,,,,None,LA GACILLY,,FRH04,,,,commande.publique@oust-broceliande.bzh,https://marches.megalisbretagne.org/
21-153538,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,MAIRIE,None,,,,None,PLEUCADEUC,,FRH04,,,,commande.publique@oust-broceliande.bzh,https://marches.megalisbretagne.org/
21-153538,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,MAIRIE,None,,,,None,PORCARO,,FRH04,,,,commande.publique@oust-broceliande.bzh,https://marches.megalisbretagne.org/
21-153538,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,MAIRIE,None,,,,None,REMINIAC,,FRH04,,,,commande.publique@oust-broceliande.bzh,https://marches.megalisbretagne.org/
21-153538,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,MAIRIE,None,,,,None,SAINT MARCEL,,FRH04,,,,commande.publique@oust-broceliande.bzh,https://marches.megalisbretagne.org/
21-153538,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,CCAS,None,,,,None,SAINT MARCEL,,FRH04,,,,commande.publique@oust-broceliande.bzh,https://marches.megalisbretagne.org/
21-153538,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,MAIRIE,None,,,,None,SAINT MARTIN SUR OUST,,FRH04,,,,commande.publique@oust-broceliande.bzh,https://marches.megalisbretagne.org/
21-153538,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,MAIRIE,None,,,,None,SAINT NICOLAS DU TERTRE,,FRH04,,,,commande.publique@oust-broceliande.bzh,https://marches.megalisbretagne.org/
21-153538,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,MAIRIE,None,,,,None,SERENT,,FRH04,,,,commande.publique@oust-broceliande.bzh,https://marches.megalisbretagne.org/
21-153538,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 30 novembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,MAIRIE,None,,,,None,TREAL,,FRH04,,,,commande.publique@oust-broceliande.bzh,https://marches.megalisbretagne.org/
21-153638,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 1 décembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Lille,None,,,"5 rue Geoffroy Saint Hilaire, CS 62039",59014,Lille cedex,,,(+33) 3-59-54-23-42,,,greffe.ta-lille@juradm.fr,
21-153638,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 1 décembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,True,False,Comité consultatif de règlement amiable pour les marchés publics Préfecture de Meurthe et Moselle,None,,,1 rue du Préfet Claude Erignac,54048,Nancy Cedex,,,(+33) 3-83-34-25-62,,,,
21-153638,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 1 décembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Greffe du tribunal administratif de Lille,None,,,"5 rue Geoffroy Saint Hilaire, CS 62039",59014,Lille cedex,,,(+33) 3-59-54-23-42,,,greffe.ta-lille@juradm.fr,
21-154029,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal Administratif de Cergy Pontoise,None,,,2 Boulevard de l'hautil - B.P. 30322,95000,Cergy Pontoise,,,01-30-17-34-00,,01-30-17-34-59,greffe.ta-cergy-pontoise@juradm.fr,http://cergy-pontoise.tribunal-administratif.fr
21-154029,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal Administratif de Cergy Pontoise,None,,,2 Boulevard de l'hautil - B.P. 30322,95000,Cergy Pontoise,,,01-30-17-34-00,,01-30-17-34-59,greffe.ta-cergy-pontoise@juradm.fr,http://cergy-pontoise.tribunal-administratif.fr
