BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-111721,SPL EAU DU BASSIN RENNAIS,None,,,FRH03,15 RUE DU DOYEN DENIS LEROY,35011,Rennes,,,,,contact@eaudubassinrennais.fr,https://www.eaudubassinrennais-collectivite.fr/qui-sommes-nous/gestion-publique-eau/la-spl-eau-du-bassin-rennais/,,,,,,False,True,,False,True
21-111722,CENTRE HOSPITALIER REGIONAL D ORLEANS,None,,,FRB06,658 Rue des Bourgoins,45200,Amilly,,(+33) 2-38-95-98-91,,,cellulemarches@ch-montargis.fr,https://www.ch-montargis.fr/accueil/,https://www.marches-publics.gouv.fr/index.php?page=agent.DetailConsultation&refConsultation=761939,,,,,False,True,,False,True
21-111723,Communauté urbaine du Grand Reims,None,,Communauté urbaine du Grand Reims C3C Pôle Services Urbains Service Procédures et Marchés,FRF23,3 rue Eugène Desteuque,51100,Reims,,(+33) 3-26-77-74-30,,,c3c.psu@grandreims.fr,http://www.grandreims.fr,https://marches.grandreims.fr,,,,,False,True,,False,True
21-111724,Lorient Agglomération,None,"M. LOHER Fabrice, Président",Commande publique,,Esplanade du Péristyle - CS 20001,56314,Lorient cedex,,02-90-74-71-95,,,commande-publique@agglo-lorient.fr,https://www.lorient-agglo.bzh,https://marches.megalis.bretagne.bzh,,,,,False,False,,False,False
21-111725,EPPGHV,None,,,FR101,211 Avenue Jean Jaurès,75019,Paris,,,,,juridique@villette.com,http://www.lavillette.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-111726,CA DES DEUX BAIES EN MONTREUILLOIS,20006902900011,,,FR,11-13 Place Gambetta - BP 3,62170,MONTREUIL-SUR-MER,,(+33) 3-21-06-66-66,,,contact@ca2bm.fr,https://www.ca2bm.fr/,https://www.marches-demat.com:443/8404,https://www.marches-demat.com/,https://www.marches-demat.com/,,,False,True,,False,True
21-111727,Mairie de Mérignac,None,"M. ANZIANI Alain, Maire de la ville de Mérignac",,,"60, Av. Maréch de Lattre de Tassigny",33700,MERIGNAC,,05-56-55-66-00,,,guichet.unique@merignac.com,http://www.merignac.com/,https://marchespublics.bordeaux-metropole.fr,,,,,False,False,,False,False
21-111728,DIR INTERREGIONALE DOUANES IDF,None,"M. SY Malick, DGDDI DI IDF PLI",,,14 rue Yves Toudic,75010,Paris,,,,,,,,,,,,False,False,,False,False
21-111729,SGAMI Sud-Ouest,None,"Mme Labarère Marion, SGAMI Sud Ouest",,,89 cours dupré de saint maur,33041,Bordeaux,,05-56-99-77-40,,,sgami-so-marches-travaux@interieur.gouv.fr,,,,,,,False,False,,False,False
21-111730,Antin Résidences (75),None,,,FR101,59 rue de Provence,75009,Paris,,(+33) 1-49-95-29-92,,,celine.gibert@antin-residences.fr,https://www.antin-residences.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
21-111731,SMITOM du Ctre Ouest Seine et Marnais,25770527700027,,,FR102,TERTRE DE CHERISY,77000,Vaux le penil,,,,,marches@lombric.com,http://www.lombric.com/,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_WgcObPjHnh,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_WgcObPjHnh,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_WgcObPjHnh,,False,True,,False,True
21-111732,Communauté d'Agglomération du Cotentin,20006720500019,,,FRD12,8 rue des Vindits,50130,Cherbourg en Cotentin,,(+33) 2-50-79-16-10,,,correspondre@aws-france.com,http://lecotentin.fr,http://marchespublicsmanche.fr/,,http://marchespublicsmanche.fr/,http://marchespublicsmanche.fr/,,False,True,,False,True
21-111733,COMMUNE DE ROISSY EN BRIE,21770390900010,,,FR102,9 rue Pasteur,77680,Roissy En Brie,,(+33) 1-64-43-15-00,,(+33) 1-60-64-22-08,commande-publique@roissyenbrie77.fr,http://www.roissyenbrie77.fr,http://www.agysoft.marches-publics.info,,http://www.agysoft.marches-publics.info,http://www.agysoft.marches-publics.info,,False,True,,False,True
21-111734,Conseil départemental des Yvelines,22780646000019,,,FR103,"2, place André Mignot",78012,Versailles,,,,,correspondre@aws-france.com,http://www.yvelines.fr,http://www.achats.yvelines.fr,,http://www.achats.yvelines.fr,http://www.achats.yvelines.fr,,False,True,,False,True
21-111735,Ville de Lyon,None, Le Maire,,,"Délégation générale aux Affaires sociales, aux sports, à l'éducation et à l'enfance",69205,LYON,,,,,,http://www.marchespublics.lyon.fr,http://marches2.lyon.fr,,,,,False,False,,False,False
21-111736,Ville du Havre,None, Ville du Havre,,,"Mairie du Havre, 1517 place de l'hôtel de Ville, CS 40 051",76084,LE HAVRE,,,,,secretariatcao@lehavremetro.fr,https://www.lehavre.fr/,https://www.mpe76.fr/,,,,,False,False,,False,False
21-111737,Ville d'Annecy,None, Monsieur le Maire,,,Esplanade de l'Hôtel-de-Ville BP 2305,74011,Annecy,,04-50-33-65-59,,,marchespublics@annecy.fr,http://www.annecy.fr,http://www.annecy.fr,,,,,False,False,,False,False
21-111738,Ville de Mèze,None," FRICOU Henry, Maire",,,Place Aristide Briand BP 28,34140,MEZE,,04-67-18-30-45,,,correspondre@aws-france.com,http://ville-meze.fr,https://agysoft.marches-publics.info,,,,,False,False,,False,False
21-111739,COMMUNE DE CANNES,21060029200010,,,FRL03,"Place Cornut Gentille, Cs 30140",06406,Cannes,,(+33) 4-97-06-45-50,,(+33) 4-97-06-45-40,correspondre@aws-france.com,http://www.cannes.com,http://agysoft.marches-publics.info/,,http://agysoft.marches-publics.info/,http://agysoft.marches-publics.info/,,False,True,,False,True
21-111740,COM AGGLO GRAND GUERET AEPR,20003482500147,,,FRI22,"Commande Publique et Assurance, 9 avenue Charles de Gaulle",23000,Gueret,,(+33) 5-55-41-04-48,,,correspondre@aws-france.com,http://www.agglo-grandgueret.fr,http://agysoft.marches-publics.info/,,,,,False,True,,False,True
21-111741,Département du Loiret,None, le Président,,,Département du Loiret,45945,Orléans,,,,,srm.marches@loiret.fr,http://www.loiret.fr,http://www.marches-publics.loiret.com,,,,,False,False,,False,False
21-111742,CH LE MANS,None,,,FRG04,Etablissement support GHT 72 - 194 avenue Rubillard,72037,Le mans cedex 09,,(+33) 2-44-71-02-97,,(+33) 2-43-43-44-11,celluledesmarches@ch-lemans.fr,http://www.ch-lemans.fr/,,,,,,False,True,,False,True
21-111744,Cté de Cnes Pays du Mont-Blanc,None," PEILLEX Jean-Marc, Président",,,"648 chemin des Prés Caton, P.A.E du Mont-Blanc",74190,PASSY,,04-50-78-12-10,,,accueil@ccpmb.fr,https://www.ccpmb.fr,https://www.ccpmb.fr,,,,,False,False,,False,False
21-111745,COMMUNE DE RIANS,None," BREMOND Nicolas, Maire de RIANS",,,30 rue de la République,83560,RIANS,,04-94-72-64-80,,04-94-80-57-38,sgmairieriansvar@orange.fr,http://www.mairie-rians.fr,http://agysoft.marches-publics.info,,,,,False,False,,False,False
21-111746,Port Sud de France,None, PORT SUD DE FRANCE,,,1 Quai Philippe Régy BP 10853,34201,SETE,,,,,correspondre@aws-france.com,http://www.sete.port.fr,http://www.midilibre-marchespublics.com,,,,,False,False,,False,False
21-111747,Le Mans Métropole - Communauté Urbaine,None, Le Président,,,"Pôle Marchés et Achats Publics, CS40010- 16 avenue François Mitterrand, Le Condorcet",72039,Le Mans,,02-43-47-37-31,,02-43-47-37-40,marches@lemans.fr,http://www.lemans.fr,http://www.sarthe-marchespublics.fr,,,,,False,False,,False,False
21-111748,Le Mans Métropole - Communauté Urbaine,None, Le Président,,,"Pôle Marchés et Achats Publics, CS40010- 16 avenue François Mitterrand, Le Condorcet",72039,Le Mans,,02-43-47-37-31,,02-43-47-37-40,marches@lemans.fr,http://www.lemans.fr,http://www.sarthe-marchespublics.fr,,,,,False,False,,False,False
21-111749,Métropole Nice Côte d'Azur,None,,,FRL03,5 rue de l'hôtel de ville,06364,Nice cedex 4,,(+33) 4-97-13-20-00,,,dao@nicecotedazur.org,http://www.e-marches06.fr,http://www.e-marches06.fr,,,,,False,True,,False,True
21-111750,Ville de Béziers,None,,Département de la Commande Publique et des achats,FRJ13,Place Gabriel peri,34500,Béziers,,(+33) 4-67-36-71-60,,(+33) 4-67-36-73-79,marches@ville-beziers.fr,https://beziers.achatpublic.com,https://beziers.achatpublic.com,,,,,False,True,,False,True
21-111751,Conseil Départemental des Ardennes,None,,,FRF21,Hôtel du Département - CS 20001,08011,CHARLEVILLE MEZIERES cedex,,,,,secretariatscp@cd08.fr,https://www.xmarches.fr,https://www.xmarches.fr/entreprise/detailConsultation.php?key=18879,,https://www.xmarches.fr/entreprise/detailConsultation.php?key=18879,https://www.xmarches.fr/entreprise/detailConsultation.php?key=18879,,False,True,,False,True
21-111752,Ville de Roche La Molière,None," BERLIVET Eric, Maire",,,2 rue Gambetta,42230,ROCHE LA MOLIERE,,04-77-90-77-00,,,clhoste@rochelamoliere.fr,http://www.rochelamoliere.com,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
21-111753,Ile-de-France-Construction Durable.fr,None,,"Région Ile de France, Direction des Sports, des Loisirs et de la Citoyenneté, représentée par le mandataire, Ile de France Construction Durable, Daniel DE CASTRO",FR105,"90-92, avenue du Général Leclerc",93500,Pantin,,,,,d.decastro@idf-constructiondurable.fr,http://www.iledefrance.fr/marches-publics/,,,,,,False,True,,False,True
21-111754,Ville de Roche La Molière,None," BERLIVET Eric, Maire",,,2 rue Gambetta,42230,ROCHE LA MOLIERE,,04-77-90-77-00,,,clhoste@rochelamoliere.fr,http://www.rochelamoliere.com,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
21-111755,GRAND BESANCON METROPOLE,None,"Mme VIGNOT Anne, Présidente",,,"4, rue Gabriel Plançon",25043,Besançon,,03-81-87-88-89,,,agglomeration@grandbesancon.fr,http://www.grandbesancon.fr,,,,,,False,False,,False,False
21-111756,Domaine de Chantilly - Fondation d'Aum,None,"M. AUCREMANNE Claire, Juriste marchés publics",,,17 rue du Connétable,60500,Chantilly,,,,,marches@chateaudechantilly.fr,https://chateaudechantilly.fr/,https://www.marches-publics.gouv.fr/,,,,,False,False,,False,False
21-111757,COMMUNE DE BONDUES,None,"M. DELEBARRE Patrick, Mairie de Bondues",,,16 Place de l'Abbé Bonpain,59910,Bondues,,03-20-25-94-94,,,,http://www.ville-bondues.fr,http://www.marchespublics596280.fr,,,,,False,False,,False,False
21-111758,REGION GRAND EST,None,Direction de l'Achat Public,,,Direction de l'Achat Public - Service Achats Publics (Site de Strasbourg) - Achats travaux et prestations connexes,67070,Strasbourg,,,,,marches.strasbourg@grandest.fr,http://www.grandest.fr,http://marchespublics.grandest.fr,,,,,False,False,,False,False
21-111760,Ville de M'Tsamboro,None, le Maire Laithidine BEN SAID,,,"170, avenue de la mairieBP115",97630,M'Tsamboro,,(+33) 2-69-62-19-50,,,babadi.ahmed@mairie-mtsamboro.fr,,https://www.marches-securises.fr,,,,,False,False,,False,False
21-111761,Centre Hospitalier de Valence,26260013300082,,,FRK23,"179 boulevard Maréchal Juin, Direction Achats, Travaux, Logistique",26953,Valence,,(+33) 4-75-75-72-23,,(+33) 4-75-75-73-76,secdatel@ch-valence.fr,http://www.marches-publics.info/accueil.htm,http://www.marches-publics.info/accueil.htm,,http://www.marches-publics.info/accueil.htm,http://www.marches-publics.info/accueil.htm,,False,True,,False,True
21-111762,Commune de Saint-Joseph,None,Monsieur le Maire de la Commune de Saint-Joseph - Service Petite Enfance,,,"277, rue Raphaël Babet - BP 1",97480,Saint-Joseph,,02-62-71-73-80,,02-62-35-80-07,,https://www.saintjoseph.re,https://saintjoseph.achatpublic.com/,,,,,False,False,,False,False
21-111763,Ville de Méribel les Allues,21730015100016,,,FRK27,124 rue de la Resse,73550,les allues,,(+33) 4-79-08-61-04,,(+33) 4-79-08-52-07,commande.publique@mairiedesallues.fr,http://mairiedesallues.fr,http://maririedesallues.fr,,http://maririedesallues.fr,http://maririedesallues.fr,,False,True,,False,True
21-111764,Ville de Mèze,None," FRICOU Henry, Maire",,,Place Aristide Briand BP 28,34140,MEZE,,04-67-18-30-45,,,correspondre@aws-france.com,http://ville-meze.fr,https://agysoft.marches-publics.info,,,,,False,False,,False,False
21-111766,CCI Pau Béarn,18640002400011,,,FRI15,"21, rue Louis Barthou",64001,Pau,,,,,marches@pau.cci.fr,http://www.pau.fr/,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
21-111769,Commune d'Ambilly,21740008400018,,,FRK28,Mairie,74111,Ambilly Cedex,,(+33) 4-50-38-05-26,,(+33) 4-50-95-27-19,service.urbanisme@ambilly.fr,http://www.ambilly.fr,http://www.mp74.fr,,,,,False,True,,False,True
21-111770,Ville de Saint-Pierre,21972225300016,,Christian RAPHA,FRY20,Hôtel de Ville,97250,Saint Pierre,,(+33) 5-96-78-10-32,,(+33) 5-96-78-16-93,jacques.melesan@saintpierre-mq.fr,http://www.saintpierre-mq.fr,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,True,,False,True
21-111772,Cons. Départ. des Hauts-de-Seine,None,,,FR105,57 rue des Longues Raies,92000,Nanterre,,,,,cchappron@hauts-de-seine.fr,https://www.hauts-de-seine.net/,https://marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=367564&orgAcronyme=f4g,,,,,False,True,,False,True
21-111773,Santé publique France,None,,Unité des achats et des marchés,FR107,12 rue de Val d'Osne,94415,Saint maurice cedex,,,,,marchespublics@santepubliquefrance.fr,https://www.santepubliquefrance.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-111774,Préfecture de Puy de Dôme,None,"Mme MANTIN Lauriane, Préfecture du Puy-de-Dôme - SGC63",,,18 boulevard Desaix,63033,Clermont-ferrand,,04-73-98-62-10,,04-73-98-62-17,,http://www.puy-de-dome.pref.gouv.fr,,,,,,False,False,,False,False
21-111775,GRAND BESANCON METROPOLE,None,"Madame Anne VIGNOT, Présidente",,,4 rue Gabriel Plançon,25043,BESANCON Cedex,,03-81-87-88-89,,,agglomeration@grandbesancon.fr,http://www.grandbesancon.fr,http://www.grandbesancon.fr,,,,,False,False,,False,False
21-111776,SITOM SUD RHONE,None,"Mme KARINE AGUILLAUME, Directrice",AGUILLAUME KARINE,,262 rue Barthélemy Thimonnier,69530,Brignais,,04-72-31-90-74,,,kaguillaume@sitom-sudrhone.com,http://www.sitom-sud-rhone.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-111777,CA VAL D EUROPE AGGLOMERATION,None,,,FR102,Château de Chessy BP 40-Chessy,77701,Marne la vallée cedex 4,,(+33) 1-60-43-66-17,,,dcp@vdeagglo.fr,https://www.valdeuropeagglo.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-111778,Communauté,None,François Duhant,,,Communauté d'agglomération bergeracoise Domaine de la Tour,24112,bergerac,,05-53-23-43-95,,,marches.publics@la-cab.fr,https://www.la-cab.fr,https://demat-ampa.fr,,,,,False,False,,False,False
21-111779,COMMUNE DE BORDEAUX,None,"M. HURMIC Pierre, Maire de la ville de Bordeaux, Président du CCAS",,,Place Pey Berland,33045,BORDEAUX,,,,,dam@mairie-bordeaux.fr,http://www.bordeaux.fr,https://marchespublics.bordeaux-metropole.fr,,,,,False,False,,False,False
21-111780,Semsamar (971),None, M. Yawo Dzifa NYUIADZI - President Directeur Général de la SEMSAMAR agissant au nom et pour le compte de la SEMSAMAR,,,Parc d'activité de la JailleBâtiment 2,97122,Baie-Mahault,,(+33) 5-90-32-36-00,,(+33) 5-90-32-16-67,vmaurice@semsamar.fr,https://www.semsamar.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
21-111781,ESID de Rennes,None,"M. LE GUILLOUX ANDREE, Etablissement du Service d'Infrastructure de la Défense de RENNES",,,Quartier Margueritte bp14,35998,Rennes cedex 9,,02-23-35-24-08,,02-23-35-21-93,,https://www.marches-publics.gouv.fr,,,,,,False,False,,False,False
21-111782,ESID de Rennes,None,,,FRH03,Quartier Margueritte bp14,35998,Rennes cedex 9,,(+33) 2-23-35-24-08,,(+33) 2-23-35-21-93,andree.le-guilloux@intradef.gouv.fr,https://www.marches-publics.gouv.fr,,,http://www.marches-publics.fr,https://www.marches-publics.gouv.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=810398&orgAcronyme=g7h,,False,True,,False,True
21-111783,Métropole Nice Côte d'Azur,None,,Pour le compte de la Ville de Nice,FRL03,5 rue de l'Hôtel de Ville,06364,Nice cedex 4,,(+33) 4-97-13-44-70,,,dao@nicecotedazur.org,http://www.e-marches06.fr,http://www.e-marches06.fr,,,,,False,True,,False,True
21-111784,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,None,,,FR101,3 avenue Victoria,75184,Paris,,,,,secretariat.smmat.aca@aphp.fr,http://www.marches-publics.gouv.fr,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=810416&orgAcronyme=x7c,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=810416&orgAcronyme=x7c,,False,True,,False,True
21-111785,UEM,None,,Monsieur Virgile BETTINGER,FRF33,2 place du Pontiffroy BP 20129,57014,Metz cedex 01,,(+33) 3-87-15-48-23,,,achats@uem-metz.fr,http://www.uem-metz.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-111786,GPMH au Havre,None,"M. Général Le Directeur, Représentant légal de l'établissement public",,,"Terre-plein de la Barre, CS 81413",76067,Le havre cedex,,02-32-74-69-58,,02-32-74-72-40,gpmhmarches@havre-port.fr,http://www.haropaports.com/fr/le-havre,https://www.achatpublic.com/sdm/ach/gen/ach_home.do?PCSLID=CSL_2021_jF2HkoRAhE&v=1,,,,,False,False,,False,False
21-111787,Lamballe Terre & Mer,None,,,FRH01,41 rue Saint Martin,22400,Lamballe-Armor,,,,,contact@lamballe-terre-mer.bzh,https://www.lamballe-terre-mer.bzh,,,https://www.megalis.bretagne.bzh,https://www.megalis.bretagne.bzh,,False,True,,False,True
21-111788,Métropole Nice Côte d'Azur,None,,Le Président de la Métropole Nice Côte D'azur,FRL03,5 rue de l'hôtel de ville,06364,Nice cedex 4,,(+33) 4-97-13-44-70,,,dao@nicecotedazur.org,http://www.e-marches06.fr,http://www.e-marches06.fr,,,,,True,False,,False,True
21-111789,Union des Groupements d'Achats Publics,77605646700587,,"Julie PINHEIRO, département des Achats Internes",FR10,"1, Boulevard Archimède",77420,Champs sur marne,,(+33) 1-75-73-78-27,,,jpinheiro@ugap.fr,http://www.ugap.fr,https://marches.maximilien.fr/?page=entreprise.AccueilEntreprise,,,,,False,True,,False,True
21-111790,SITOM SUD RHONE,None,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,FRK26,262 rue Barthélemy Thimonnier,69530,Brignais,,(+33) 4-72-31-90-74,,,kaguillaume@sitom-sudrhone.com,https://www.sitom-sud-rhone.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-111791,Communauté de Communes de l'Embrunais,24050036300017,,,FRL02,6 impasse de l'Observatoire,05200,Embrun,,(+33) 4-92-43-22-78,,(+33) 4-92-43-55-50,l.criscuolo@ccserreponcon.com,http://www.ccserreponcon.com,http://www.marches-publics.info/,,http://www.marches-publics.info/,http://www.marches-publics.info/,,False,True,,False,True
21-111793,LE HAVRE SEINE METROPOLE,None, LE HAVRE SEINE METROPOLE,,,"HOTEL DE LA COMMUNAUTE, 19 RUE GEORGES BRAQUE",76085,LE HAVRE,,,,,secretariatcao@lehavremetro.fr,https://www.lehavreseinemetropole.fr/,http://www.mpe76.fr/,,,,,False,False,,False,False
21-111794,COMMUNE DE RIANS,None," BREMOND Nicolas, Maire de RIANS",,,30 rue de la République,83560,RIANS,,04-94-72-64-80,,04-94-80-57-38,sgmairieriansvar@orange.fr,http://www.mairie-rians.fr,http://agysoft.marches-publics.info,,,,,False,False,,False,False
21-111795,SCE DEPARTEMENTAL INCENDIE ET SECOURS,None," WEITEN Patrick, Président du Conseil d'Administration",,,3 RUE DE BORT LES ORGUES BP 50083,57072,METZ,,03-87-79-45-00,,,marches-publics@sdis57.fr,http://www.sdis57.fr,http://www.agysoft.marches-publics.info,,,,,False,False,,False,False
21-111796,COMMUNAUTE D AGGLOMERATION SEINE EURE,None,M. du Conseil Le Président,,,"1, Place Thorel CS10514",27405,LOUVIERS CEDEX,,02-76-46-03-30,20330,,marchespublics@seine-eure.com,http://www.agglo-seine-eure.fr/,http://www.mpe27.fr,,,,,False,False,,False,False
21-111798,METROPOLE DE LYON,20004697700019,,,FRK26,"20 rue du Lac, Cs 33569",69505,Lyon,,,,,federal-marche@grandlyon.com,http://www.grandlyon.com,http://marchespublics.grandlyon.com,,,,,False,True,,False,True
21-111800,Ville d'Auxerre,None,,,FRC14,14 place de l'hôtel de ville,89012,Auxerre cedex,,(+33) 3-86-72-43-98,,,commande.publique@auxerre.com,https://www.auxerre.fr/,https://www.ternum-bfc.fr/,,,,,False,True,,False,True
21-111802,Commune de Six-Fours-les-Plages,21830129900010,,,FRL05,"Hôtel de Ville, Place du 18 Juin 1940",83140,Six-Fours-Les-Plages,,,,,secretariat.marches@mairie-six-fours.fr,http://www.marches-publics.info,http://www.marches-publics.info,,,,,False,True,,False,True
21-111803,COMMUNE DE CHENOVE,21210166100016,,,FRC11,Hôtel de ville,21303,Chenôve,,(+33) 3-80-51-50-00,,(+33) 3-80-51-55-02,marches-publics@metropole-dijon.fr,http://www.ville-chenove.fr,http://www.marches-publics.info/,,,,,False,True,,False,True
21-111804,Commune de Viry,21740309600019,,,FRK28,"92, rue Villa Mary",74580,Viry,,,,,marchespublics@viry74.fr,http://www.collectivitesdugenevois74.net/,http://www.collectivitesdugenevois74.net/,,,,,False,True,,False,True
21-111805,Ville de Fos-sur-Mer,21130039700018,,,FRL04,Boite postale 5,13771,Fos sur mer cedex,,(+33) -04-42-47-70-59,,(+33) -04-42-48-82-05,melanie.auger@mairie-fos-sur-mer.fr,http://achatpublic.com,http://www.achatpublic.com,,https://www.achatpublic.com/sdm/ach/gen/ach_home.do?PCSLID=CSL_2021_I8rn14WX_e&v=1,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_I8rn14WX_e&v=1&selected=0,http://www.achatpublic.com,False,True,,False,True
21-111806,CCIACS,None,,,FRM01,Chambre de Commerce et d'Industrie de Corse Rue Adolphe Landry CS 10210 20293 Bastia Cedex,None,Ajaccio,,(+33) 4-95-51-55-55,,,catherine.orazzi@sudcorse.cci.fr,http://www.2a.cci.fr,,,http://www.2a.cci.fr,http://www.2a.cci.fr,,False,True,,False,True
21-111807,SCE DEPARTEMENTAL INCENDIE ET SECOURS,None,Mme Service Marchés et Achats Publics Granier,,,496 Chemin de Saint Clair BP 718,07007,Privas cedex,,04-75-66-36-00,,,marches.publics@sdis07.fr,https://sdis07.fr,,,,,,False,False,,False,False
