BOAMP_AVIS_NUM,G_04_01_Indexation_Datepublication,G_04_02_Indexation_Datelimitereponse,G_04_03_Indexation_Datefindiffusion,G_04_04_Indexation_Classes,G_04_04_01_Indexation_Classes_Classe,G_04_04_01_01_Indexation_Classes_Classe_Code,G_04_04_01_02_Indexation_Classes_Classe_Libelle,G_04_05_Indexation_Descripteurs,G_04_05_01_Indexation_Descripteurs_Descripteur,G_04_05_01_01_Indexation_Descripteurs_Descripteur_Code,G_04_05_01_02_Indexation_Descripteurs_Descripteur_Libelle,G_04_06_Indexation_Criteressociauxenv,G_04_06_01_Indexation_Criteressociauxenv_Sociaux,G_04_06_02_Indexation_Criteressociauxenv_Environnementaux,G_04_07_Indexation_Deppublication,G_04_08_Indexation_Depprestation,G_04_09_Indexation_Resumeobjet
21-3353,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,195,Maçonnerie,CF_NIV_SUIV,False,False,32,,Restructuration du 5ème Etage Aile Nord du Centre Hospitalier de Dax-Côte d'Argent-RELANCE DES LOTS 1.2.3 ET 8
21-3354,2021-01-10 00:00:00,,2021-02-12 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,False,38,,Travaux de soutènement et de terrassement en vue de la stabilisation des talus amont et aval du réseau routier départemental de l'Isère et de ses dépendances
21-3355,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,162,Informatique (matériel),CF_NIV_SUIV,False,False,95,,Acquisition de matériels informatiques
21-3356,2021-01-10 00:00:00,,2021-02-09 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,342,Terrain de sport,CF_NIV_SUIV,True,True,92,,Fourniture et installation d'équipements ludiques et sportifs sur la ville de Colombes
21-3356,2021-01-10 00:00:00,,2021-02-09 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,400,Aire de jeux,CF_NIV_SUIV,True,True,92,,Fourniture et installation d'équipements ludiques et sportifs sur la ville de Colombes
21-3357,2021-01-08 00:00:00,2021-02-03 12:00:00,2021-02-03 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,72,Contrôle technique,CF_NIV_SUIV,False,False,2,,"20059FVD CONTRÔLE TECHNIQUES DES VEHICULES DE LA VILLE DE SAINT-QUENTIN, DE LA COMMUNATE D'AGGLOMERATION DU SAINT-QUENTINOIS ET DU CCAS Consultation lancée par un groupement de commandes composé"
21-3357,2021-01-08 00:00:00,2021-02-03 12:00:00,2021-02-03 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,359,Véhicules,CF_NIV_SUIV,False,False,2,,"20059FVD CONTRÔLE TECHNIQUES DES VEHICULES DE LA VILLE DE SAINT-QUENTIN, DE LA COMMUNATE D'AGGLOMERATION DU SAINT-QUENTINOIS ET DU CCAS Consultation lancée par un groupement de commandes composé"
21-3358,2021-01-10 00:00:00,,2021-02-15 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,160,Impression,CF_NIV_SUIV,False,False,63,,Vitrophanie et impression de documents et outils de communication du Smtc de l'agglomération clermontoise
21-3358,2021-01-10 00:00:00,,2021-02-15 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,285,"Publicité, Communication",CF_NIV_SUIV,False,False,63,,Vitrophanie et impression de documents et outils de communication du Smtc de l'agglomération clermontoise
21-3359,2021-01-08 00:00:00,,2021-02-02 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,433,Assistance à maîtrise d'ouvrage,CF_NIV_SUIV,False,False,24,,L'assistance à maîtrise d'ouvrage pour la surveillance de la qualité de l'air dans les collèges départementaux
21-3360,2021-01-08 00:00:00,,2021-04-06 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,304,"Repas, traiteur",CF_NIV_SUIV,False,False,26,,RESTAURANT SCOLAIRE : FOURNITURES ET LIVRAISON DE REPAS EN LIAISON CHAUDE
21-3361,2021-01-08 00:00:00,,2021-02-10 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,33,Bâtiment,CF_NIV_SUIV,False,False,75,,"Travaux d'insonorisation de deux studios de musique à l'Espace jeunes Mahalia Jackson sis, 15 rue Léon Frapié 75020 PARIS"
21-3361,2021-01-08 00:00:00,,2021-02-10 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,169,Isolation,CF_NIV_SUIV,False,False,75,,"Travaux d'insonorisation de deux studios de musique à l'Espace jeunes Mahalia Jackson sis, 15 rue Léon Frapié 75020 PARIS"
21-3361,2021-01-08 00:00:00,,2021-02-10 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,324,Sonorisation,CF_NIV_SUIV,False,False,75,,"Travaux d'insonorisation de deux studios de musique à l'Espace jeunes Mahalia Jackson sis, 15 rue Léon Frapié 75020 PARIS"
21-3362,2021-01-08 00:00:00,,2021-01-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,274,Prestations de services,CF_NIV_SUIV,False,False,49,,service de logistique de chantier dans le cadre de la reconversion de la patinoire du haras à angers
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,60,Chauffage (matériel),CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,60,Chauffage (matériel),CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,60,Chauffage (matériel),CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,61,Chauffage (travaux),CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,61,Chauffage (travaux),CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,61,Chauffage (travaux),CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,63,"Cloison, faux plafond",CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,63,"Cloison, faux plafond",CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,63,"Cloison, faux plafond",CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,105,Electricité (travaux),CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,105,Electricité (travaux),CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,105,Electricité (travaux),CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,195,Maçonnerie,CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,195,Maçonnerie,CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,195,Maçonnerie,CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,222,Menuiserie,CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,222,Menuiserie,CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,222,Menuiserie,CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,264,Peinture (travaux),CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,264,Peinture (travaux),CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,264,Peinture (travaux),CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,269,Plâtrerie,CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,269,Plâtrerie,CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,269,Plâtrerie,CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,270,Plomberie (travaux),CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,270,Plomberie (travaux),CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,270,Plomberie (travaux),CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,308,Revêtements de sols,CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,308,Revêtements de sols,CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,308,Revêtements de sols,CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,309,Revêtements muraux,CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,309,Revêtements muraux,CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,309,Revêtements muraux,CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,319,Sanitaire,CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,319,Sanitaire,CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,319,Sanitaire,CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,321,Serrurerie,CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,321,Serrurerie,CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,321,Serrurerie,CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,360,Ventilation,CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,360,Ventilation,CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,360,Ventilation,CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,366,Voirie et réseaux divers,CF_NIV_SUIV,False,False,28,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,366,Voirie et réseaux divers,CF_NIV_SUIV,False,False,91,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3363,2021-01-08 00:00:00,2021-01-29 12:00:00,2021-01-29 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,366,Voirie et réseaux divers,CF_NIV_SUIV,False,False,45,,Travaux de réhabilitation d'un bâtiment existant en Maison d'Assistant(e)s Maternel(le)s
21-3364,2021-01-10 00:00:00,,2021-03-08 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,404,Déchets non ménagers (prestations),CF_NIV_SUIV,False,False,28,,Fourniture de sacs destinés à la collecte de déchets ménagers et assimilés
21-3364,2021-01-10 00:00:00,,2021-03-08 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,405,Déchetterie (exploitation),CF_NIV_SUIV,False,False,28,,Fourniture de sacs destinés à la collecte de déchets ménagers et assimilés
21-3365,2021-01-10 00:00:00,,2021-02-19 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,405,Déchetterie (exploitation),CF_NIV_SUIV,False,False,70,,"BROYAGE, TRANSPORT ET TRAITEMENT DES DECHETS VERTS ISSUS DES DECHETTERIES ET DES VEGETTERIES DU SYTEVOM"
21-3365,2021-01-10 00:00:00,,2021-02-19 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,405,Déchetterie (exploitation),CF_NIV_SUIV,False,False,25,,"BROYAGE, TRANSPORT ET TRAITEMENT DES DECHETS VERTS ISSUS DES DECHETTERIES ET DES VEGETTERIES DU SYTEVOM"
