BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-80984,APHM,None," CREMIEUX François, DG",,,80 rue Brochier,13292,MARSEILLE,,,,,correspondance@aws-france.com,http://fr.ap-hm.fr/,http://marchespublics.ght13.fr/,,,,,False,False,,False,False
21-80986,EPDEF,26620965900017,,,FRE12,1 Rond-Point Baudimont,62000,Arras,,(+33) 3-21-71-51-32,,,correspondre@aws-france.com,http://epdef.fr,https://agysoft.marches-publics.info,,https://agysoft.marches-publics.info,https://agysoft.marches-publics.info,,False,True,,False,True
21-80987,COMMUNE DE ECOUEN,None,"Mme DELPRAT Catherine, Maire",,,Place de la Mairie,95440,ECOUEN,,01-39-33-09-00,,01-34-19-63-29,correspondre@aws-france.com,http://www.ecouen.fr,http://agysoft.marches-publics.info/,,,,,False,False,,False,False
21-80988,VILLE LA ROCHELLE,None," Fountaine Jean-François, Maire",,,"place de l'Hôtel de Ville, service commande publique BP 1541",17086,La Rochelle,,05-46-30-35-01,,,correspondre@aws-france.com,http://www.larochelle.fr,https://www.larochelle.fr/vie-quotidienne/professionnels/marches-publics,,,,,False,False,,False,False
21-80991,GHT 40,26400428400016,,,FRI13,Avenue Pierre de Coubertin,40024,Mont de Marsan,,(+33) 5-58-05-21-10,,(+33) 5-58-05-21-29,achatsght.mdm@ght40.fr,http://www.ch-mt-marsan.fr,http://agysoft.marches-publics.info,,,,,False,True,,False,True
21-80992,Université de Bordeaux,None,,Direction des Achats,FRI1,351 cours de la libération,33405,Talence,,(+33) 5-40-00-68-97,,(+33) 5-40-00-62-12,leila.talbi@u-bordeaux.fr,http://www.u-bordeaux.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
21-80993,Chartres Métropole,20003318100013,,Service Marchés Publics,FRB02,Place des Halles,28019,Chartres cédex,,(+33) 2-37-23-40-64,,,marches.publics@agglo-ville.chartres.fr,http://www.chartres-metropole.fr,https://www.c-chartres-marches.fr,,https://www.c-chartres-marches.fr,https://www.c-chartres-marches.fr,,True,False,,False,True
21-80995,CHI ELBEUF LOUVIERS VAL DE REUIL,None,"Mme Tifenn LEBER, Responsable Achats",,,Rue du docteur VILLERS,76410,Saint aubin les elbeuf,,,,,,https://chi-elbeuf-louviers.fr/,https://www.marches-publics.gouv.fr/,,,,,False,False,,False,False
21-80996,Ville d'Aulnay-sous-Bois,None,,,FR106,"1 Place de l'hôtel de Ville, RDC Bas",93600,Aulnay-sous-bois,,(+33) 1-48-79-62-79,,,marches-publics@aulnay-sous-bois.com,http://www.aulnay-sous-bois.fr,,,,,,False,False,,False,False
21-80997,Saint-quentin-en-yvelines,None,,,FR103,1 rue Eugène Hénaff,78192,Trappes cedex,,(+33) 1-39-44-82-94,,,julie.gonzalvez@sqy.fr,http://www.sqy.fr,,,https://marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=793078&orgAcronyme=a2e,https://marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=793078&orgAcronyme=a2e,,False,True,,False,True
21-80998,Ville de Roanne,None, Le Maire,,,Place de l'Hôtel de Ville BP 90512,42328,Roanne,,04-77-23-20-00,,04-77-23-21-90,commandepublique@mairie-roanne.fr,https://www.aggloroanne.fr,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
21-80999,CTRALE D ACHAT PUB DE OISE HTS FRANCE,51292951400028,,,FRE,36 Avenue Salvador AllendeCS 40881,60008,Beauvais,,(+33) 3-44-06-67-09,,,aurelie.compernolle@cap-oise.fr,https://www.capoisepicardie.fr/,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,True,,False,True
21-81003,COMMUNE DE SAINT NAZAIRE,None," SAMZUN DAVID, Monsieur Le Maire",,,Place François Blancho,44600,Saint Nazaire,,,,,marchespublics@agglo-carene.fr,http://www.saintnazaire.fr/,http://www.agglo-carene.fr/demarches-et-infos-pratiques/marches-publics-414.html,,,,,False,False,,False,False
21-81004,LE HAVRE SEINE METROPOLE,20008495200015,,,FRD22,"Hotel De La Communaute, 19 Rue Georges Braque",76085,Le Havre,,,,,secretariatcao@lehavremetro.fr,https://www.lehavreseinemetropole.fr/,http://www.mpe76.fr/,,,,,False,True,,False,True
21-81005,COMMUNE DE VILLEPARISIS,21770514400012,,,FR102,"32 rue de Ruzé, Cs 50105",77273,Villeparisis,,,,,correspondre@aws-france.com,https://villeparisis.fr/,https://www.marches-publics.info,,,,,False,True,,False,True
21-81006,COMMUNE DE PERPIGNAN,None, le Maire,,,Place de la Loge BP 20931,66931,PERPIGNAN CEDEX,,04-68-66-32-79,,,marchespublics@mairie-perpignan.com,http://mairie-perpignan.fr,https://www.marches-publics.info,,,,,False,False,,False,False
21-81007,COM D AGGLO REG NAZAIRIENNE ESTUAIRE,None," SAMZUN DAVID, Monsieur le Président",,,4 av. du Commandant l'Herminier,44605,Saint-Nazaire,,,,02-40-00-40-38,marchespublics@agglo-carene.fr,http://www.agglo-carene.fr/,http://www.agglo-carene.fr/demarches-et-infos-pratiques/marches-publics-414.html,,,,,False,False,,False,False
21-81008,CC LE TONNERROIS EN BOURGOGNE,None,Duplessy Emeline,,,2 avenue de la gare,89700,Tonnerre,,,,,,,,,,,,False,False,,False,False
21-81010,MINDEF/AIR/SIAé/AIA CF,None,Directeur de l'Atelier Industriel de l'Aéronautique de CLERMONT-FERRAND,,,161 avenue du Brézet,63028,CS 70501 Clermont Ferrand Cedex 2.,,,,,,,,,,,,False,False,,False,False
21-81011,COMMUNE DE CHAMBERY,21730065600014,,,FRK27,"Hôtel de Ville, Place de l'hôtel de Ville",73011,Chambéry,,(+33) 4-79-60-20-94,,,marchespublics@mairie-chambery.fr,http://www.chambery.fr,http://www.chambery.fr,,,,,False,True,,False,True
21-81012,COMMUNE DE CHAMBERY,21730065600014,,,FRK27,"Hôtel de Ville, Place de l'hôtel de Ville",73011,Chambéry,,(+33) 4-79-60-20-94,,,marchespublics@mairie-chambery.fr,http://www.chambery.fr,http://www.chambery.fr,,,,,False,True,,False,True
21-81013,CMAR Ile de France,None,,Chambre de métiers et de l'artisanat d'ile de france,FR101,"72-74, rue de Reuilly CS0315",75012,PARIS,,,,,laury.plu@cma-idf.fr,https://www.cma-idf.fr/,https://cmar-iledefrance.e-marchespublics.com,,http://www.e-marchespublics.fr/,http://reseaucma.e-marchespublics.com,,False,True,,False,True
21-81014,Ville de Caudry,None,"M. BRICOUT Frédéric, Maire de la Ville",,,Place du Général de Gaulle - BP 10199,59544,Caudry cedex,,03-27-75-70-00,,,,https://www.caudry.fr,,,,,,False,False,,False,False
21-81015,SGAMI Sud-Ouest,None,,,FRI13,89 cours dupré de Saint Maur,33041,Bordeaux,,(+33) 5-56-99-77-40,,,sgap33-marches@interieur.gouv.fr,https://marches-publics.gouv.fr,,,,,,False,True,,False,True
21-81016,ville de Créteil,None,,,FR107,Hôtel de Ville - Place Salvador Allende,94010,Créteil cedex,,,,,commande.publique@ville-creteil.fr,http://Ville-creteil-marches.achatpublic.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-81017,Ass Permanente Chambres d'Agriculture,None,,,FR101,9 avenue George V,75008,Paris,,(+33) 1-53-57-11-16,,,alicia.vignes@apca.chambagri.fr,https://chambres-agriculture.fr/,http://apca.e-marchespublics.com,,http://apca.e-marchespublics.com,http://apca.e-marchespublics.com,,False,True,,False,True
21-81018,AVEYRON HABITAT,None,,,FRJ22,Immeuble Sainte-Catherine  5 place Sainte-Catherine,12032,Rodez Cedex 9,,,,,service.marches@aveyron-habitat.fr,http://www.ophaveyron.fr,https://www.e-occitanie.fr,,https://www.e-occitanie.fr,https://www.e-occitanie.fr,,False,True,,False,True
21-81019,COMMUNE DE JOUDREVILLE,None, Jean-Marc LÉON,,,25 rue Victor Hugo,54490,JOUDREVILLE,,,,,,,https://www.xmarches.fr/entreprise/detailConsultation.php?key=18103,,,,,False,False,,False,False
21-81020,DEPAFI,None," SASI BMEM, SAILMI",,,Place Beauvau,75800,Paris cedex8,,01-86-21-60-03,,,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=748304&orgAcronyme=g6l,,,,,False,False,,False,False
21-81021,Commune de Berre l'Etang,None,M. Publique Commande,,,1 PLACE JEAN MOULIN,13130,BERRE L'ETANG,,04-42-74-94-95,,,commandepublique@berre-l-etang.fr,http://www.berreletang.fr,https://www.laprovencemarchespublics.com:443/6787,,,,,False,False,,False,False
21-81023,Commune de CAUMONT SUR DURANCE,None,,,FRL06,Place du 8 Mai 1945,84510,CAUMONT SUR DURANCE,,(+33) 4-90-01-20-20,,,e.decarre@caumont-sur-durance.fr,https://www.caumont-sur-durance.fr,,,,,,False,True,,False,True
21-81024,ANSES,None,,,FR107,14 rue pierre et marie,94701,Maisons-Alfort cedex,,(+33) 1-49-77-38-71,,,ne-pas-utiliser@nepasutiliser.fr,http://www.anses.fr,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=761914&orgAcronyme=h8j,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=761914&orgAcronyme=h8j,,False,True,,False,True
21-81026,EMA/DCSSA/DAPS-SSA,None,,,FR101,TSA 20003,45404,Fleury les aubrais cedex,,,,,pafs-medecine-prevention.ach.fct@intradef.gouv.fr,https://www.marches-publics.gouv.fr,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=777626&orgAcronyme=g7h,http://www.marches-publics.gouv.fr,,False,True,,False,True
21-81027,Cté d'Agglomération du Grand Dole,None, Monsieur le Président,,,place de l'europe,39108,DOLE,,03-84-79-78-40,,03-84-79-78-43,info@grand-dole.fr,,,,,,,False,False,,False,False
21-81028,Communauté de cmes du centre littoral,24973004500047,,,FRY3,"4, Esplanade de la Cité d'AffaireCS 3602997 357 MATOURY CEDEX",97351,Matoury,,(+33) 5-94-28-28-28,,(+33) 5-94-28-28-20,philippe.tropnas@cacl-guyane.fr,http://www.cacl-guyane.fr,https://www.marches-securises.fr,,,https://www.marches-securises.fr,https://www.marches-securises.fr,False,True,,False,True
21-81029,Ville de Soisy-sous-Montmorency,None,"Mme GEBELIN Sandrine, Chargée des marchés publics",,,2 avenue du Général de Gaulle - BP 50029,95232,Soisy-sous-montmorency cedex,,,,,marchespublics@soisy-sous-montmorency.fr,https://www.soisy-sous-montmorency.fr/marches-publics/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-81031,DGTM 973,None,,,FRY3,01 rue du vieux port - CS76003,97306,Cayenne,,(+59)4- 5-94-39-80-00,,,uegt.pdrrn.siter.deal-guyane@developpement-durable.gouv.fr,http://www.guyane.developpement-durable.gouv.fr/,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=773431&orgAcronyme=d4t,http://www.marches-publics.gouv.fr,,False,True,,False,True
21-81032,MAIRIE D ANNOEULLIN,None,,,FRE1,Hôtel de Ville Grand' Place,59112,Annoeullin,,,,,marchespublics@annoeullin.fr,https://marchespublics596280.fr,,,https://marchespublics596280.fr,https://marchespublics596280.fr,,False,True,,False,True
21-81033,COMMUNE D AUDINCOURT,None," BOURQUIN Martial, Maire",,,8 Avenue Aristide Briand,25400,AUDINCOURT,,03-81-36-37-38,,,courrier@audincourt.fr,http://www.audincourt.fr,http://agysoft.marches-publics.info,,,,,False,False,,False,False
21-81034,OPH AUBERVILLIERS,None,"M. kbidi rodolphe, OPH AUBERVILLIERS",,,122 rue André Karman,93300,Aubervilliers,,01-48-11-54-40,,,,http://www.oph-aubervilliers.fr,http://www.maximilien.fr,,,,,False,False,,False,False
21-81035,INSTITUT MEDICO-TECHNIQUE,None,,,FR,"1569, avenue de la division leclerc",88300,Neufchateau,,(+33) 3-29-94-61-88,,,adm.eco1@imt-rap-neufchateau.fr,http://www.klekoon.com,http://www.klekoon.com,,http://www.klekoon.com,http://www.klekoon.com,http://www.klekoon.com,True,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<LOI_COMPTE_AUTRE_PAYS xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">INSTITUT MEDICO TECHNIQUE ET RESEAU D'ACCOMPAGNEMENT PUBLIC</LOI_COMPTE_AUTRE_PAYS>",False,True
21-81036,UBS,None,"Mme Roche Anne, DAF - Assistante bureau des marchés",,,7 rue André Lwoff BP 92116,56017,Vannes,,,,,daf.marches@listes.univ-ubs.fr,http://www.univ-ubs.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-81038,ENAC,None,M. SAOUDI YASSINE,,,7 AVENUE EDOUARD BELIN BP 54005,31055,Toulouse cedex,,05-62-17-40-00,,,service.achat@enac.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-81039,IMT LILLE DOUAI,None,Mme Dupilet Carole,,,941 Rue Charles Bourseul,59508,Douai,,,,,,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=777691&orgAcronyme=a4n,,,,,,False,False,,False,False
21-81040,SITREVA,None,"M. Lemoine Stéphane, Président",,,19 rue Gustave Eiffel,78120,Rambouillet,,01-34-57-12-20,,01-30-41-83-89,achat.public@sitreva.fr,https://www.sitreva.fr,,,,,,False,False,,False,False
21-81041,SI ENERGIES DE MAINE ET LOIRE,25490130900032,,"DAVY Jean-Luc, Président",FRG02,9 route de la Confluence - Zac de Beuzon - Ecouflant Cs 60145,49001,Angers cedex 1,,(+33) -02-41-20-75-20,,,sieml@sieml.fr,http://www.sieml.fr/,https://www.achatpublic.com,,,,,False,True,,False,True
21-81042,C.A.P.L.,20003991500018,,,FRL03,CS 50044,06414,Cannes Cedex,,(+33) 4-89-82-27-00,,,marches.publics@cannespaysdelerins.fr,http://www.cannespaysdelerins.fr,http://www.marches-securises.fr,,,,,True,False,,False,True
21-81043,Ville de Dunkerque,None, Direction de la commande publique,,,Place Charles Valentin,59386,Dunkerque,,(+33) 3-28-26-28-72,,(+33) 3-28-26-24-20,marches.publics@ville-dunkerque.fr,http://www.ville-dunkerque.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
21-81045,Commune de Six-Fours-les-Plages,21830129900010,,,FRL05,"Hôtel de Ville, Place du 18 Juin 1940",83140,Six-Fours-Les-Plages,,,,,secretariat.marches@mairie-six-fours.fr,http://www.marches-publics.info,http://www.marches-publics.info,,http://www.marches-publics.info,http://www.marches-publics.info,,True,False,,False,True
21-81046,DEPARTEMENT DE LA MAYENNE,22530001100015,,,FRG03,"39 rue Mazagran, Cs 21429",53014,Laval,,(+33) 2-43-66-54-19,,,sjmpa@lamayenne.fr,http://www.lamayenne.fr,https://www.lamayenne.fr,,https://www.lamayenne.fr,https://www.lamayenne.fr,,False,True,,False,True
21-81047,UNIVERSITE GRENOBLE ALPES,None,GATEAUD Laurent,,,"ASCOREAL agissant pour le compte de l'Université Grenoble AlpesLes Terrasses des Bruyères, Bât C314 allée des Noisetiers",69760,Limonest,,,,,l.gateaud@ascoreal.fr,http://www.univ-grenoble-alpes.fr,http://www.synapse-entreprises.com,,,,,False,False,,False,False
21-81048,Communauté de communes Val Vanoise,None," MONIN Thierry, Président",,,47 rue Sainte-Barbe,73350,BOZEL,,04-79-55-01-47,,,guillaume.balais@valvanoise.fr,https://www.valvanoise.fr/,https://www.valvanoise.fr/547-commande-publique.htm,,,,,False,False,,False,False
21-81049,Ville du Mans,None, Le Maire,,,"CS 40010 - 16 avenue François Mitterrand, Le Condorcet",72039,LE MANS,,02-43-47-47-47,,02-43-47-37-40,marches@lemans.fr,http://www.lemans.fr,http://www.sarthe-marchespublics.fr,,,,,False,False,,False,False
21-81050,DEPARTEMENT DE LA SEINE SAINT DENIS,22930008201453,,,FR106,"Hôtel du Département, 3 esplanade Jean Moulin",93000,Bobigny,,(+33) 1-43-93-93-93,,,commande-publique@seinesaintdenis.fr,https://seinesaintdenis.fr,https://marchespublics.seinesaintdenis.fr,,https://marchespublics.seinesaintdenis.fr,https://marchespublics.seinesaintdenis.fr,,False,True,,False,True
21-81051,EMA/DCSSA/DAPS-SSA,None,,,FRB06,TSA 20003,45404,Fleury les aubrais cedex,,,,,emilie.laptes@intradef.gouv.fr,https://www.marches-publics.gouv.fr,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=777398&orgAcronyme=g7h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=777398&orgAcronyme=g7h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=777398&orgAcronyme=g7h,False,True,,False,True
21-81052,Ville de Lyon,None, Le Maire,,,Délégation générale au service au public et à la sécurité,69205,LYON,,,,,,http://www.marchespublics.lyon.fr,http://marches2.lyon.fr,,,,,False,False,,False,False
21-81053,Département de Seine-Maritime,22760540900019,,,FRD22,"Hôtel du Département, Quai Jean Moulin , Cs 56101",76101,Rouen Cedex,,(+33) 2-35-03-55-55,,(+33) 2-35-03-55-42,service-marches-publics@seinemaritime.fr,http://www.seinemaritime.net/,https://www.mpe76.fr/,,https://www.mpe76.fr/,https://www.mpe76.fr/,,False,True,,False,True
21-81054,DEPARTEMENT DE LA MOSELLE,22570001200019,,,FRF33,"1 rue du Pont Moreau, Cs 11096",57036,Metz,,(+33) 3-87-21-98-05,,,smp@moselle.fr,http://www.moselle.fr,https://marchespublics.moselle.fr,,https://marchespublics.moselle.fr,https://marchespublics.moselle.fr,,False,True,,False,True
21-81055,Commune de Saint-Raphaël,None, M. Le Maire,,,place Sadi Carnot BP 80160,83700,Saint-Raphaël,,04-94-19-71-45,,,marchespublics@ville-saintraphael.fr,http://www.ville-saintraphael.fr,http://www.ville-saintraphael.fr,,,,,False,False,,False,False
21-81056,CTRE COM ACTION SOCIALE D ISTRES,26130112100107,,,FRL04,18 avenue Aristide Briand,13800,Istres,,(+33) 4-42-55-51-00,,,correspondre@aws-france.com,http://www.istres.fr,https://www.marches-publics.info/accueil.htm,,https://www.marches-publics.info/accueil.htm,https://www.marches-publics.info/accueil.htm,,False,True,,False,True
21-81057,CH Valvert,None," COLIN Jean-Marie, Directeur Adjoint",,,78 Bd des Libérateurs,13011,Marseille,,,,,correspondre@aws-france.com,https://www.ch-valvert.fr,http://marchespublics.ght13.fr/,,,,,False,False,,False,False
21-81058,SYND MIXTE PORTUAIRE ROYAN BONNE ANS,20007709700018,,,FRI32,1 rue de la vieille jetée,17201,Royan Cedex,,(+33) 5-46-38-72-22,,,contact@port-royan.com,http://www.port-royan.com,http://www.sudouest-marchespublics.com/,,http://www.sudouest-marchespublics.com/,http://www.sudouest-marchespublics.com/,,False,True,,False,True
21-81059,CA QUIMPER BRETAGNE OCCIDENTALE,None,,,FRH02,"44, place Saint-Corentin",29000,Quimper,,,,,marches.publics@quimper.bzh,https://www.quimper-bretagne-occidentale.bzh/,https://www.megalis.bretagne.bzh/,,https://marches.megalis.bretagne.bzh/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=150551&orgAcronyme=f9g,https://marches.megalis.bretagne.bzh/,,False,True,,False,True
21-81060,SIAEP DE COLEMBERT,None,"M. COQUERELLE Bénédicte, SYNDICAT INTERCOMMUNAL DES EAUX ET D?ASSAINISSEMENT DE LA REGION DE COLEMBERT",,,Mairie de Bellebrune ( Siège administratif),62142,Bellebrune,,03-21-87-02-66,,,,,,,,,,False,False,,False,False
21-81063,COMMUNE DE LIMOGES,21870850100018,,,FRI23,9 place Léon Betoulle,87031,Limoges Cedex 1,,(+33) 5-55-45-93-85,,(+33) 5-55-45-93-35,correspondre@aws-france.com,http://www.ville-limoges.fr/,http://marchespublics.limoges.fr,,,,,True,False,,False,True
21-81065,SMTC 63,25630012000035,,,FRK14,2 Bis Rue De L'Hermitage,63063,Clermont Ferrand,,(+33) 4-73-44-68-68,,,mp@smtc-clermontferrand.com,http://www.smtc-clermont-agglo.fr/,http://www.smtc-clermont-agglo.fr/,,,,,False,True,,False,True
21-81067,COMMUNE DE SAINT NAZAIRE,None," SAMZUN DAVID, Monsieur Le Maire",,,Place François Blancho,44600,Saint Nazaire,,,,,marchespublics@agglo-carene.fr,http://www.saintnazaire.fr/,http://www.agglo-carene.fr/demarches-et-infos-pratiques/marches-publics-414.html,,,,,False,False,,False,False
21-81068,COMMUNE DE SAINT NAZAIRE,None," SAMZUN DAVID, Monsieur Le Maire",,,Place François Blancho,44600,Saint Nazaire,,,,,marchespublics@agglo-carene.fr,http://www.saintnazaire.fr/,http://www.agglo-carene.fr/demarches-et-infos-pratiques/marches-publics-414.html,,,,,False,False,,False,False
21-81070,CENTRE HOSPITALIER SAINT BRIEUC,26220009000013,,,FRH01,"10, rue Marcel Proust",22027,Saint-Brieuc,,,,,correspondre@aws-france.com,https://www.ch-stbrieuc.fr/,http://agysoft.marches-publics.info/,,,,,False,True,,False,True
21-81071,Mairie de Plérin Sur Mer,None,Nathalie DEFFIN,,,Rue de l'Espérance,22190,Plérin,,,,,,http://www.ville-plerin.fr,http://www.megalis.bretagne.bzh,,,,,False,False,,False,False
21-81072,Ville de Grand Quevilly,21760322400015,,,FRD22,Esplanade Tony Larue,76120,Grand Quevilly,,(+33) 2-35-68-93-00,,,nicolas.rouly@ville-grand-quevilly.fr,http://www.grandquevilly.fr/,https://www.mpe76.fr/,,,,,False,True,,False,True
21-81073,CC CONVERGENCE GARONNE,None,"M. POINGT Eric, Communauté de communes CONVERGENCE GARONNE",,,12 Rue Mal Leclerc Hauteclocque,33720,Podensac,,,,,,https://convergence-garonne.fr/,https://demat-ampa.fr/,,,,,False,False,,False,False
21-81075,Région Île-de-France,None,Mme JOUMOND Julie,,,"2, rue Simone Veil",93400,Saint-ouen-sur-seine,,,,,julie.joumond@iledefrance.fr,,,,,,,False,False,,False,False
21-81076,EPSM Lille Métropole,None, ROMAIN Nathalie,,,104 rue du Général Leclerc BP 10,59487,Armentières,,03-20-10-22-32,,,nathalie.romain@ghtpsy-npdc.fr,https://epsm-lille-metropole.e-marchespublics.com,https://epsm-lille-metropole.e-marchespublics.com,,,,,False,False,,False,False
21-81077,Université de Bordeaux,None,,Direction des Achats,FRI1,351 cours de la libération,33405,Talence,,(+33) 5-40-00-68-97,,(+33) 5-40-00-62-12,leila.talbi@u-bordeaux.fr,http://www.u-bordeaux.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,True,False,,False,True
21-81078,COMMUNE DE VAGNEY,None, Didier HOUOT,,,12 place Caritey,88120,VAGNEY,,,,,,,https://www.xmarches.fr/entreprise/detailConsultation.php?key=18111,,,,,False,False,,False,False
