BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
21-148085,"La retenue de garantie peut être remplacée, au gré du titulaire, par une garantie à première demande ou par une caution personnelle et solidaire, dans les conditions prévues aux articles R2191-36 à R2191-42 du Code le Commande Publique",Délai de paiement 30 jours par virements . Le marché sera financé par fonds propres et subventions,"En cas d'attribution du marché à un groupement d'entreprises, la personne publique impose, la forme d'un groupement conjoint avec mandataire solidaire, afin de garantir le bon déroulement de l'exécution des prestations et la préservation des deniers publics.Le pouvoir adjudicateur interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements, conformément à l'article R2142-21 1 du Code de la Commande Publique.",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-148103,,Ressources propres,,False,False,,False,True,False,CF_NIV_SUIV,,
21-148106,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-148676,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-149954,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-150036,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-150758,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-151567,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-152711,,Financement sur les crédits budgétaires alloués à l'APIJ - paiement au compte du titulaire par virement à 30 jours maximum conformément à l'article R2192-10 du code de la commande publique . Les prix sontrévisables. Il est prévu le versement d'une avance et d'acomptes en fonction de l'avancement des prestations et de paiements partiels définitifs.,"En raison de la nature des prestations faisant l'objet de laprésente consultation et de leur fort imbrication technique, l'acheteur entend s'assurer que chacun des prestataires membres du groupement soit engagé sur la totalité du marché. C'est la raison pour laquelle le groupement attributaire sera solidaire.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-152719,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-153094,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-154029,,"Les acomptes ou demandes de paiement devront obligatoirement être déposées sur le portail CHORUS PRO (https://chorus-pro.gouv.fr).Le règlement des sommes dues au titre du présent marché sera effectué par virement administratif suivant les règles de la comptabilité publique.Les références du ou des comptes bancaires où les paiements seront effectués, doivent être données à l'acte d'engagement.Les dépenses résultant du marché seront imputées au budget de la collectivité.Le délai global de paiement est de 30 jours à compter de son point de départ conformément aux articles R. 2192-10 et R. 2192-12 du CCP. En cas de retard de paiement, le titulaire percevra des intérêts moratoires au taux prévu par la réglementation en vigueur.Le marché ne remplit pas les conditions de versement de l'avance prévu à l'article R. 2191-3 du CCP.Cependant, un acompte de 50% du montant total du séjour sera versé au titulaire à la confirmation de la commande selon les modalités prévues à l'article 9 du C.C.A.P.","Dans l'hypothèse d'un groupement d'opérateurs économiques, le marché sera attribué soit à un groupement solidaire, soit à un groupement conjoint avec mandataire solidaire.Par dérogation à l'article 12 du CCAG-FCS, en cas de groupement solidaire, si les cotraitants souhaitent un paiement individualisé, ils devront l'indiquer dans l'acte d'engagement ou ses annexes et préciser la prestation concernée et le montant par cotraitant.",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-154191,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-154636,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-154666,Retenue de 5% du montant des travaux TTC ; cette retenue peut être remplacée par une garantie à première demande.,"Règlement par mandat administratif, délai de paiement de 30 jours","Le marché sera attribué :- soit à une entreprise unique avec sous-traitance éventuelle ;- soit à des entrepreneurs groupés avec sous-traitance éventuelle.En application de l'article R2142-21 du Code de la Commande Publique, il est interdit aux candidats de présenter pour le marché plusieurs offres à la fois :- en qualité de candidats individuels et de membres d'un ou plusieurs groupements ;- en qualité de membres de plusieurs groupements.Les candidatures et offres seront entièrement rédigées en langue française, ainsi que les documents de présentation associés.",False,False,,False,True,False,CF_NIV_SUIV,,
21-154747,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-154921,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-155220,,"Le financement est assuré exclusivement par des ressources budgétaires propres au ministère des armées.Le régime des paiements (versements d'avance, acomptes, soldes, etc.) est conforme aux dispositions des articles L 2391-2 à L 2392-10, R 2391-1 à R 2391-10, R 2391-16 à R 2391-28 et R 2393-24 à R 2393-40 du code de la commande publique.Le type et la forme de prix des prestations seront précisés dans le cahier des charges.Le délai de paiement est de 30 jours maximum et mis en oeuvre conformément aux articles R 2392-10, R 2392-12 et D 2392-11 du code de la commande publique. Le mode de règlement est le virement. Le comptable assignataire chargé des paiements est l'agent comptable des services industriels de l'armement (ACSIA) - Le Vendôme III - 11, rue du Rempart - 93196 NOISY LE GRAND cedex.","Conformément aux articles R 2342-12 à R 2342-15 du code de la commande publique, les candidats doivent indiquer dans leur dossier de candidature s'ils se présentent en tant que candidat individuel ou en tant que groupement d'opérateurs économiques.La forme du groupement n'est pas imposée. Toutefois si le candidat se présente sous la forme d'un groupement conjoint, le marché prévoira que le mandataire sera solidaire pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles à l'égard de l'acheteur, conformément aux dispositions de l'article R 2342-12 du code de la commande publique.En application de l'article R 2351-7 du code de la commande publique, il est interdit aux candidats de présenter pour le marché plusieurs offres en agissant à la fois :1°) en qualité de candidats individuels et de membres d'un ou plusieurs groupements ;2°) en qualité de membres de plusieurs groupements.La composition du groupement peut être modifiée et il est possible d'en constituer de nouveaux, entre la remise des candidatures et la remise des offres initiales si tous les membres du groupement, présenté au stade des offres initiales, ont été autorisés au stade des candidatures à présenter une offre. Le groupement nouvellement constitué doit respecter les exigences relatives aux capacités des candidats.En outre, la composition des groupements peut être modifiée conformément aux dispositions de l'article R 2342-14 du code de la commande publique.",False,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-155234,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-155431,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-155463,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-155504,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-155591,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-155632,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-155797,pas de cautionnement ni de garantie exigés.,": financement : Ville de Troyes. Le règlement des dépenses se fera par virement bancaire. Avance : Il ne sera pas alloué d'avance. Retenue de garantie : Sans objet Délais de paiement : 30 jours. Le défaut de paiement dans le délai indiqué ci-dessus fait courir de plein droit, et sans autre formalité, des intérêts moratoires au bénéfice du titulaire ou du sous-traitant payé directement. Conformément à l'article R. 2192-31 du Code de la commande publique, le taux des intérêts moratoires est égal au taux d'intérêt de la principale facilité de refinancement appliquée par la Banque Centrale Européenne à son opération de refinancement principal la plus récente effectuée avant le premier jour de calendrier du semestre de l'année civile au cours duquel les intérêts moratoires ont commencé à courir, majoré de 8 points. Le retard de paiement donne lieu, de plein droit et sans autre formalité, au versement d'une indemnité forfaitaire pour frais de recouvrement, dont le montant est fixé à 40 euros par retard constaté.","candidat unique ou groupement de candidats. Aucune forme de groupement n'est imposée par l'acheteur. Néanmoins, l'acheteur interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements, conformément à l'article R. 2142-21-1° du Code de la commande publique. L'Acheteur interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de membres de plusieurs groupements, conformément à l'article R. 2142-21-2° du Code de la commande publique. En cas d'attribution de l'accord-cadre à un groupement conjoint, le mandataire du groupement sera solidaire, pour l'exécution de l'accord-cadre, de chacun des membres du groupement pour ses obligations contractuelles en application de l'article R. 2142-24 du Code de la commande publique.",False,False,,False,True,True,CF_NIV_SUIV,,
21-155854,,Le délai global de paiement des prestations est fixé à 30 joursRèglement par mandat administratif,"après attribution, aucune forme de groupement ne sera exigée",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-156003,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-156020,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-156381,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-156391,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-156437,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-156508,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
21-156610,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-156613,"Retenue de garantie de 5,0 %, qui peut être remplacée par une garantie à première demande. Garantie à première demande couvrant 100,0 % du montant de l'avance.","Prestations réglées par un prix global forfaitaire Prix actualisables. Avance de 10,0 % accordée dans les conditions prévues au contrat. Délai global de paiement des prestations de 30 jours. Modalités de financement des prestations : Autofinancement.",Aucune forme de groupement imposée à l'attributaire du marché.,False,False,Consultation comportant des conditions d'exécution à caractère environnemental détaillées dans le CCAP. Possibilité pour les candidats de proposer un délai d'exécution sans dépasser le délai d'exécution maximum ci-dessus.,False,False,False,CF_NIV_SUIV,['FR'],
21-156673,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-156789,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157034,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157036,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-157041,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157042,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157052,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157067,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157071,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157086,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157089,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157090,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
21-157102,,Le financement est assuré exclusivement par des ressources budgétaires propres du ministère des Armées.Paiement sur factures.Prix révisables annuellement.Le délai global de paiement est de 30 jours maximum.Le mode de règlement sera le virement par mandat administratif.Pas d'avance de versée au titre de l'accord-cadre.,"L'accord-cadre sera passé avec un entrepreneur unique ou avec un groupement dont la forme est laissée librement au choix des candidats soit avec mandataire solidaire soit en groupement solidaire. Si les candidats se présentent en groupement conjoint, ils devront impérativement proposer une répartition des prestations entre co-traitants.En application de l'article R.2342-13 du décret no 2018-1075 du 3 décembre 2018 portant partie réglementaire du code de la commande publique, les candidats peuvent modifier la composition des groupements et en constituer de nouveaux entre la remise des candidatures et la remise des offres.Les candidats ne peuvent pas se présenter seul et dans un ou plusieurs groupements.Conformément à l'article R.2342-15 du code de la commande publique, les tâches essentielles mentionnées ci-dessoussont obligatoirement effectuées par le titulaire ou l'un des membres de son groupement:-CVC, installation électrique BT (chargé de consignation et d'exploitation).",False,False,"L'autorisation accordée aux travailleurs étrangers d'accéder au site sera obligatoirement soumise à son accompagnement par un personnel de nationalité française appartenant à l'entreprise titulaire de l'accord-cadre ou à un de ses sous-traitants. Ce personnel devra impérativement avoir préalablement fait l'objet d'une enquête administrative (contrôle primaire), prévue à l'article 5.3.2 de l'arrêté du 09/08/2021 portant approbation de l'instruction générale interministérielle no1300 sur la protection du secret de la défense nationale, à l'issue de laquelle le service enquêteur compétent aura émis un résultat sans objections.Suite dans 'Renseignement complémentaires'.",False,False,False,CF_NIV_SUIV,['FR'],
21-157105,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157115,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157120,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157129,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157130,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157131,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157137,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157139,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157145,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157151,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157159,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157161,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157162,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-157165,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157167,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157190,,Budget départemental - Mandat administratif - Délai global de paiement de 30 jours. Prix fermes. Avance prévue.,Aucune forme de groupement n'est imposée par le pouvoir adjudicateur (article 3.5 du Règlement de Consultation),False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-157191,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157195,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157196,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157212,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157216,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-157222,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157223,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157229,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157234,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157235,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157236,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157237,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157243,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157247,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157250,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157268,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157272,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157278,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157284,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157292,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157302,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157305,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157309,,"Le règlement des dépenses se fera par virement bancaire, conformément à l'article R.2191 du Code de la Commande Publique.Le délai global de paiement est de 30 jours.",Solidaire.,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-157319,,,,True,False,,True,False,False,CF_NIV_SUIV,"['IT', 'FR']",
21-157322,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157323,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157336,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
21-157342,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
21-157344,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
21-157347,,paiement par mandat administratif à 30 jours sur fonds propres.,,False,False,,True,True,False,CF_NIV_SUIV,,
21-157348,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-157350,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157358,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157384,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157388,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157391,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157394,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157395,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157399,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157400,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157418,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
21-157431,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-157437,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157440,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157449,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
21-157454,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157455,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157456,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157458,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-157463,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157466,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157469,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157475,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157476,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157477,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157511,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157515,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157516,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157518,,"Le mode de règlement proposé par l'administration est le virement. Les paiements (avance éventuelle, acomptes éventuels, règlements partiels définitifs et solde) au titre du présent accord cadre s'effectuent conformément aux articles L.2391-1 à L.2391-4 et R.2391-1, R2391-12 à R.2391-17 du code de la commande publique. Le financement est assuré exclusivement par des ressources budgétaires. La forme des prix (ferme ou révisable) est fixée dans le cahier des clauses administratives particulières. Le délai global de paiement est fixé à 30 jours maximum. La monnaie de compte du marché est l'euro.","Les groupements momentanés d'entreprises sont acceptés. Ils peuvent être solidaires ou conjoints. Toutefois, en cas de groupement conjoint, le mandataire devra être solidaire des autres membres du groupement.",False,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-157521,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157524,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157527,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157530,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157532,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
21-157535,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157540,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157543,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157544,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157548,Il n'est pas prévu de retenue de garantie.Aucune avance n'est prévue.,Le délai global de paiement des prestations est fixé à 30 jours.Règlement par mandat administratif.,"L'acheteur n'exige pas que les groupements d'opérateurs économiques adoptent une forme juridique déterminée après l'attribution du marché.Il sera exigé du mandataire d'un groupement conjoint qu'il soit solidaire de chacun des membres de ce groupement.La même entreprise ne peut pas présenter pour le marché ou un de ses lots plusieurs offres, en agissant à la fois :- en qualité de candidat individuel et de membre d'un ou plusieurs groupements ;- en qualité de membre de plusieurs groupements.",False,False,,False,True,True,CF_NIV_SUIV,,
21-157551,,,,False,True,,False,False,False,CF_NIV_SUIV,,
21-157552,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157553,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157554,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157555,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157556,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157565,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-157567,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
21-157568,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157573,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
21-157575,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157576,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157579,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157583,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157589,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157592,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157596,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157601,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157605,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157606,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157611,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-157612,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
