BOAMP_AVIS_NUM,G_04_01_Indexation_Datepublication,G_04_02_Indexation_Datelimitereponse,G_04_03_Indexation_Datefindiffusion,G_04_04_Indexation_Classes,G_04_04_01_Indexation_Classes_Classe,G_04_04_01_01_Indexation_Classes_Classe_Code,G_04_04_01_02_Indexation_Classes_Classe_Libelle,G_04_05_Indexation_Descripteurs,G_04_05_01_Indexation_Descripteurs_Descripteur,G_04_05_01_01_Indexation_Descripteurs_Descripteur_Code,G_04_05_01_02_Indexation_Descripteurs_Descripteur_Libelle,G_04_06_Indexation_Criteressociauxenv,G_04_06_01_Indexation_Criteressociauxenv_Sociaux,G_04_06_02_Indexation_Criteressociauxenv_Environnementaux,G_04_07_Indexation_Deppublication,G_04_08_Indexation_Depprestation,G_04_09_Indexation_Resumeobjet
20-88639,2021-12-23 00:00:00,2022-01-31 12:00:00,2022-01-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,233,Mur de soutènement,CF_NIV_SUIV,False,True,69,,"Exécution de terrassement, soutènement, clôture et autres pour espaces verts"
20-88639,2021-12-23 00:00:00,2022-01-31 12:00:00,2022-01-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,True,69,,"Exécution de terrassement, soutènement, clôture et autres pour espaces verts"
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,18,Assainissement,CF_NIV_SUIV,False,True,9,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,18,Assainissement,CF_NIV_SUIV,False,True,12,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,18,Assainissement,CF_NIV_SUIV,False,True,30,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,18,Assainissement,CF_NIV_SUIV,False,True,32,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,18,Assainissement,CF_NIV_SUIV,False,True,31,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,18,Assainissement,CF_NIV_SUIV,False,True,33,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,18,Assainissement,CF_NIV_SUIV,False,True,65,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,18,Assainissement,CF_NIV_SUIV,False,True,66,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,18,Assainissement,CF_NIV_SUIV,False,True,81,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,72,Contrôle technique,CF_NIV_SUIV,False,True,9,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,72,Contrôle technique,CF_NIV_SUIV,False,True,12,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,72,Contrôle technique,CF_NIV_SUIV,False,True,30,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,72,Contrôle technique,CF_NIV_SUIV,False,True,32,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,72,Contrôle technique,CF_NIV_SUIV,False,True,31,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,72,Contrôle technique,CF_NIV_SUIV,False,True,33,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,72,Contrôle technique,CF_NIV_SUIV,False,True,65,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,72,Contrôle technique,CF_NIV_SUIV,False,True,66,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,72,Contrôle technique,CF_NIV_SUIV,False,True,81,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,253,Ouvrage d'infrastructure,CF_NIV_SUIV,False,True,9,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,253,Ouvrage d'infrastructure,CF_NIV_SUIV,False,True,12,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,253,Ouvrage d'infrastructure,CF_NIV_SUIV,False,True,30,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,253,Ouvrage d'infrastructure,CF_NIV_SUIV,False,True,32,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,253,Ouvrage d'infrastructure,CF_NIV_SUIV,False,True,31,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,253,Ouvrage d'infrastructure,CF_NIV_SUIV,False,True,33,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,253,Ouvrage d'infrastructure,CF_NIV_SUIV,False,True,65,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,253,Ouvrage d'infrastructure,CF_NIV_SUIV,False,True,66,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,253,Ouvrage d'infrastructure,CF_NIV_SUIV,False,True,81,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,True,9,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,True,12,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,True,30,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,True,32,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,True,31,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,True,33,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,True,65,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,True,66,,contrôles extérieurs terrassements - assainissement - chaussées
21-101259,2021-12-03 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,True,81,,contrôles extérieurs terrassements - assainissement - chaussées
21-101951,2021-12-11 00:00:00,,2022-02-15 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,138,Gardiennage,CF_NIV_SUIV,True,True,44,,délégation de service public pour l'exploitation de la fourrière automobile de nantes
21-101951,2021-12-11 00:00:00,,2022-02-15 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,451,Fourrière,CF_NIV_SUIV,True,True,44,,délégation de service public pour l'exploitation de la fourrière automobile de nantes
21-102830,2021-12-05 00:00:00,,2022-01-07 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,33,Bâtiment,CF_NIV_SUIV,False,False,62,,achat de fournitures courantes pour l'entretien des bâtiments
21-102830,2021-12-05 00:00:00,,2022-01-07 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,105,Electricité (travaux),CF_NIV_SUIV,False,False,62,,achat de fournitures courantes pour l'entretien des bâtiments
21-102830,2021-12-05 00:00:00,,2022-01-07 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,112,Equipement industriel,CF_NIV_SUIV,False,False,62,,achat de fournitures courantes pour l'entretien des bâtiments
21-102830,2021-12-05 00:00:00,,2022-01-07 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,117,Etanchéité,CF_NIV_SUIV,False,False,62,,achat de fournitures courantes pour l'entretien des bâtiments
21-102830,2021-12-05 00:00:00,,2022-01-07 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,198,Matériaux de construction,CF_NIV_SUIV,False,False,62,,achat de fournitures courantes pour l'entretien des bâtiments
21-102830,2021-12-05 00:00:00,,2022-01-07 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,263,Peinture (fourniture),CF_NIV_SUIV,False,False,62,,achat de fournitures courantes pour l'entretien des bâtiments
21-102830,2021-12-05 00:00:00,,2022-01-07 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,270,Plomberie (travaux),CF_NIV_SUIV,False,False,62,,achat de fournitures courantes pour l'entretien des bâtiments
21-102830,2021-12-05 00:00:00,,2022-01-07 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,288,"Protection, chutes de pierres",CF_NIV_SUIV,False,False,62,,achat de fournitures courantes pour l'entretien des bâtiments
21-102830,2021-12-05 00:00:00,,2022-01-07 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,363,Vitrerie,CF_NIV_SUIV,False,False,62,,achat de fournitures courantes pour l'entretien des bâtiments
21-108726,2021-12-17 00:00:00,2022-01-18 16:00:00,2022-01-18 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,199,Matériaux routiers,CF_NIV_SUIV,False,False,82,,fourniture de matériaux de voirie pour les services techniques de la mairie de caussade.
21-109240,2021-12-03 00:00:00,,2022-02-01 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,69,Consommables médicaux,CF_NIV_SUIV,False,False,93,,Groupement de commandes pour la fourniture de produits pharmaceutiques et consommables et petits équipements à caractère médical - année 2021 reconductible jusqu'en 2024
21-109240,2021-12-03 00:00:00,,2022-02-01 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,280,Produits pharmaceutiques,CF_NIV_SUIV,False,False,93,,Groupement de commandes pour la fourniture de produits pharmaceutiques et consommables et petits équipements à caractère médical - année 2021 reconductible jusqu'en 2024
21-109434,2021-12-15 00:00:00,,2022-01-28 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,79,Chaussures ou articles chaussants,CF_NIV_SUIV,False,True,1,,groupement de commandes des sdis de la zone de défense et de sécurite sud-est : fourniture d'effets de sport pour les sapeurs-pompiers (4 lots)
21-109434,2021-12-15 00:00:00,,2022-01-28 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,150,Habillement,CF_NIV_SUIV,False,True,1,,groupement de commandes des sdis de la zone de défense et de sécurite sud-est : fourniture d'effets de sport pour les sapeurs-pompiers (4 lots)
21-109434,2021-12-15 00:00:00,,2022-01-28 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,318,Sacs,CF_NIV_SUIV,False,True,1,,groupement de commandes des sdis de la zone de défense et de sécurite sud-est : fourniture d'effets de sport pour les sapeurs-pompiers (4 lots)
21-111097,2021-12-16 00:00:00,,2022-01-30 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,111,Equipement hydraulique,CF_NIV_SUIV,False,False,33,,Fourniture de pièces DAMEN et prestations associées
21-111097,2021-12-16 00:00:00,,2022-01-30 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,196,Maintenance,CF_NIV_SUIV,False,False,33,,Fourniture de pièces DAMEN et prestations associées
21-111097,2021-12-16 00:00:00,,2022-01-30 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,266,Pièces détachées,CF_NIV_SUIV,False,False,33,,Fourniture de pièces DAMEN et prestations associées
21-111097,2021-12-16 00:00:00,,2022-01-30 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,274,Prestations de services,CF_NIV_SUIV,False,False,33,,Fourniture de pièces DAMEN et prestations associées
21-112867,2021-12-07 00:00:00,2022-01-17 12:00:00,2022-01-17 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,271,Pneumatiques,CF_NIV_SUIV,False,False,974,,Relance - Marché de fourniture de pneumatiques et produits connexespour la Commune de Saint-Benoit
21-113973,2021-12-27 00:00:00,2022-01-20 16:00:00,2022-01-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,116,Espaces verts,CF_NIV_SUIV,False,False,62,,"mpalot cvit 21s0366 - aménagement paysager giratoire - rd 341 et rd 75 sur les territoires des communes de cambligneul, estree-cauchy et camblain l'abbe, et de la rd 341 vers estree-cauchy."
21-11523,2021-12-04 00:00:00,,2022-01-04 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,66,Restauration collective,CF_NIV_SUIV,False,False,77,,fourniture de repas pour le ccas d'avon
21-11523,2021-12-04 00:00:00,,2022-01-04 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,304,"Repas, traiteur",CF_NIV_SUIV,False,False,77,,fourniture de repas pour le ccas d'avon
21-115398,2021-12-09 00:00:00,,2022-02-10 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,72,Contrôle technique,CF_NIV_SUIV,False,False,60,,Contrôles techniques des véhicules et des appareils de contrôle de vitesse pour les besoins du département de l'Oise
21-116187,2021-12-10 00:00:00,,2022-02-14 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,239,Nettoyage de locaux,CF_NIV_SUIV,False,False,71,,"plonge, nettoyage et entretien des locaux et des vitres au profit du gsbdd de besancon"
21-116187,2021-12-10 00:00:00,,2022-02-14 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,239,Nettoyage de locaux,CF_NIV_SUIV,False,False,21,,"plonge, nettoyage et entretien des locaux et des vitres au profit du gsbdd de besancon"
21-116187,2021-12-10 00:00:00,,2022-02-14 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,239,Nettoyage de locaux,CF_NIV_SUIV,False,False,57,,"plonge, nettoyage et entretien des locaux et des vitres au profit du gsbdd de besancon"
21-116237,2021-12-15 00:00:00,,2021-12-22 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,304,"Repas, traiteur",CF_NIV_SUIV,False,False,20B,,prestation de service traiteur pour l'université de corse - procédure relancée - lot no04 : prestations livrées aux composantes de la région ajaccienne et région de Cargèse.
21-117636,2021-12-29 00:00:00,,2022-01-27 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,82,Collecte sélective,CF_NIV_SUIV,False,False,80,,Collectes des déchets ménagers et assimilés et traitement des biodéchets de la communauté de communes du pays du coquelicot
21-117636,2021-12-29 00:00:00,,2022-01-27 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,84,Décharge,CF_NIV_SUIV,False,False,80,,Collectes des déchets ménagers et assimilés et traitement des biodéchets de la communauté de communes du pays du coquelicot
21-117636,2021-12-29 00:00:00,,2022-01-27 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,249,Ordures ménagères (prestations),CF_NIV_SUIV,False,False,80,,Collectes des déchets ménagers et assimilés et traitement des biodéchets de la communauté de communes du pays du coquelicot
21-118917,2021-12-28 00:00:00,,2022-01-28 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,118,Etude,CF_NIV_SUIV,False,False,56,,"Conception et réalisation de la scénographie et prestations associées de l'exposition "" - 5000 : découverte d'un nouveau monde "" (titre provisoire)."
21-118917,2021-12-28 00:00:00,,2022-01-28 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,274,Prestations de services,CF_NIV_SUIV,False,False,56,,"Conception et réalisation de la scénographie et prestations associées de l'exposition "" - 5000 : découverte d'un nouveau monde "" (titre provisoire)."
21-118917,2021-12-28 00:00:00,,2022-01-28 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,445,Evénementiel,CF_NIV_SUIV,False,False,56,,"Conception et réalisation de la scénographie et prestations associées de l'exposition "" - 5000 : découverte d'un nouveau monde "" (titre provisoire)."
21-119298,2021-12-22 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,52,"Carburant, hydrocarbure",CF_NIV_SUIV,False,True,59,,siecf territoire d'énergie flandre - marché d'achat groupé d'énergie
21-119298,2021-12-22 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,52,"Carburant, hydrocarbure",CF_NIV_SUIV,False,True,62,,siecf territoire d'énergie flandre - marché d'achat groupé d'énergie
21-119298,2021-12-22 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,438,Combustible,CF_NIV_SUIV,False,True,59,,siecf territoire d'énergie flandre - marché d'achat groupé d'énergie
21-119298,2021-12-22 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,438,Combustible,CF_NIV_SUIV,False,True,62,,siecf territoire d'énergie flandre - marché d'achat groupé d'énergie
21-119298,2021-12-22 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,443,"Electricité, gaz (fourniture)",CF_NIV_SUIV,False,True,59,,siecf territoire d'énergie flandre - marché d'achat groupé d'énergie
21-119298,2021-12-22 00:00:00,,2022-01-21 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,443,"Electricité, gaz (fourniture)",CF_NIV_SUIV,False,True,62,,siecf territoire d'énergie flandre - marché d'achat groupé d'énergie
