BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
21-13015,False,False,False,True,False,False,False,,False,False,,,,False,Il s'agit d'un marché public de travaux passé sans publicité ni mise en concurrence préalables en application de larticle R 2122-3 du Code de la commande publique.Étant rappelé que la passation de ce Marché de Travaux est dispensée de toute procédure et de mise en concurrence préalable en application du texte visé à lalinéa précédent dans la mesure où :- Le volume ayant fait l'objet de la vente est totalement indissociable sur le plan structurel et technique du surplus de lEnsemble Immobilier ;- Et le volume ayant fait l'objet de la vente est également minoritaire par rapport au surplus dudit Ensemble Immobilier 
21-1322,False,False,False,False,False,False,False,,False,False,,,,True,Marché sans publicité ni mise en concurrence préalable en raison de droits d'exclusivité passé conformément au 3° de l'article R2122-3 du Code de la commande publique
21-13563,False,False,False,False,False,False,True,,False,False,,,,False,Accord-cadre pour permettre le transport des personnes voulant se faire vacciner contre la Covid 19 dans les centres de vaccination.
21-13628,False,False,False,False,False,True,False,,False,False,,,,False,La société dispose de l'exclusivité de la maintenance de son progiciel
21-13834,False,False,False,False,False,True,False,,False,False,,,,False,"Le présent marché est passé selon la procédure négociée sans publicité ni mise en concurrence en application de larticle R2122-3 3° du code de la commande publique. En effet, ce marché ne peut être attribué quà un opérateur économique déterminé en raison de la protection des droits dexclusivité détenus par la société CIRIL GROUP SAS, seule habilitée à pouvoir exercer les prestations dinfogérance :o	Supervision des applications Cirilo	Mise à jour du progiciel Civil o	Installation des patchs Oracleo	Vérification des sauvegardes spécifiques à la base de données"
21-1565,False,False,False,True,False,False,False,,False,False,,,,False,Raisons techniques liées à l'activité sportive de la SASP Oyonnax Rugby
21-1636,False,False,False,False,False,False,False,,False,False,,,,True,"Le contrat, d'un montant inférieur aux seuils fixés par les directives, est passé selon une procédure adaptée et pour lequel la publication préalable d'un avis d'appel public à la concurrence au Journal officiel de l'Union européenne n'est pas obligatoire"
21-1670,False,False,False,False,False,False,False,,False,True,,,,False,Marché de services négocié sans publicité ni mise en concurrence préalables attribué au lauréat du concours restreint sur APS+ en application de l'article R2122-6 du CCP.
21-1889,False,False,False,False,False,True,False,,False,False,,,,False,L'accord-cadre est attribué sans publication préalable d'un avis de marché pour des raisons tenant à la protection de droits d'exclusivités
21-1978,False,False,False,False,False,True,False,,False,False,,,,False,"La société MSA France, filiale du groupe américain MSA - the Safety Company, est le fabricant des équipements objets du marché dont il détient la propriété intellectuelle. Cette structure solide et expérimentée dans la fabrication d'équipements de protection individuelle pour des applications civiles et militaires, demeure le réparateur et le certificateur exclusif pour ces équipements dédiés à la maintenance aéronautique. Au regard des différents éléments d'analyse ci-dessus, l'offre de la société MSA France a été appréciée comme économiquement et techniquement performante pour l'administration"
21-2046,False,False,False,False,False,False,True,,False,False,,,,False,"Suite à la tempête Alex, les habitants de la valée de la Roya étaient enclavés et la mission de reconstruction dans la vallée en était considérablement impactée. Compte tenu de l'ampleur des destructions, le rétablissement d'une voie de circulation était impossible, le ravitaillement en marchandises était complexe et la reconstruction des réseaux impliquait le recours à des moyens héliportés. Le ministère des armées assurait jusqu'à récemment des rotations d'hélicoptères permettant des approvisionnements et le transport de gros équipements. Toutefois, des nécessités opérationnelles l'ont conduit à engager ces moyens sur d'autres missions. Compte tenu de ces éléments, le ministère de l'intérieur a du recourir à la location de moyens héliportés dans des délais très courts et a donc lancé une procédure sans publicité ni mise en concurrence en urgence impérieuse en application de l'article R2122-1 du code de la commande publique."
21-2928,False,False,False,False,False,True,False,,False,False,,,,False,Droit d'exclusivité
