BOAMP_AVIS_NUM,D_13_01_Conditionparticipation_Critereselection,D_13_02_Conditionparticipation_Situationjuridique,D_13_03_Conditionparticipation_Situationjuridiquesst,D_13_04_Conditionparticipation_Capecomarcheoui,D_13_05_Conditionparticipation_Capecomarchenon,D_13_06_Conditionparticipation_Capeco,D_13_07_Conditionparticipation_Capecosst,D_13_08_Conditionparticipation_Capeconiveaumini,D_13_09_Conditionparticipation_Capeconiveauminisst,D_13_10_Conditionparticipation_Captechoffreoui,D_13_11_Conditionparticipation_Captechoffrenon,D_13_12_Conditionparticipation_Captech,D_13_13_Conditionparticipation_Captechsst,D_13_14_Conditionparticipation_Captechniveaumini,D_13_15_Conditionparticipation_Captechniveauminisst,D_13_16_Conditionparticipation_Criteresparticipation,D_13_17_Conditionparticipation_Marchereserveoui,D_13_17_01_Conditionparticipation_Marchereserveoui_Ateliersproteges,D_13_17_02_Conditionparticipation_Marchereserveoui_Emploisproteges,D_13_18_Conditionparticipation_Marchereservenon,D_13_19_Conditionparticipation_Prestationreserveeoui,D_13_20_Conditionparticipation_Prestationreserveenon,D_13_21_Conditionparticipation_Conditionparticuliereexecution,D_13_22_Conditionparticipation_Indicationobligatoirenomqualificationsoui,D_13_23_Conditionparticipation_Indicationobligatoirenomqualificationsnon,D_13_24_Conditionparticipation_Justificatifscandidat,D_13_24_01_Conditionparticipation_Justificatifscandidat_P,D_13_25_Conditionparticipation_Eligiblemps,D_13_25_01_Conditionparticipation_Eligiblemps_Oui,D_13_25_02_Conditionparticipation_Eligiblemps_Non
21-133594,"dume ou lettre de candidature et habilitation du mandataire par ses cotraitants ou imprimé Dc1 par lequel le candidat individuel ou chaque membre du groupement déclare sur l'honneur : A)N'Entrer dans aucun des cas d'interdiction de soumissionner obligatoires prévus aux articles 2141-1 et suivants, et 2141-7 et suivants du Code de la Commande Publique. B)Être en règle au regard des articles L. 5212-1 à L. 5212-11 du code du travail concernant l'emploi des travailleurs handicapés - déclaration du candidat individuel ou du membre du groupement de l'imprimé Dc2, rubriques a, b et C.","dume ou lettre de candidature et habilitation du mandataire par ses cotraitants ou imprimé Dc1 par lequel le candidat individuel ou chaque membre du groupement déclare sur l'honneur : A)N'Entrer dans aucun des cas d'interdiction de soumissionner obligatoires prévus aux articles 2141-1 et suivants, et 2141-7 et suivants du Code de la Commande Publique. B)Être en règle au regard des articles L. 5212-1 à L. 5212-11 du code du travail concernant l'emploi des travailleurs handicapés - déclaration du candidat individuel ou du membre du groupement de l'imprimé Dc2, rubriques a, b et C.",,,False,se référer au règlement de la consultation,,se référer au règlement de la consultation,,,False,se référer au règlement de la consultation,,se référer au règlement de la consultation,,,CF_NIV_SUIV,False,False,True,,True,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-136410,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-138297,"Le candidat devra disposer, seul ou au sein du groupement, de compétences en matière d'architecture, de structure (dont le dimensionnement de fondations spéciales), d'électricité, de génie climatique, d'Ordonnancement Pilotage et Coordination. Ces compétences doivent être apportées aussi bien en phase conception que réalisation des travaux. Le candidat pourra proposer d'autres compétences, soit au sein du groupement, soit dans le cadre de la sous-traitance.",,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,"En application de l'article 3 de la loi 77-2 du 03 janvier 1977, chaque candidat, individuel ou en groupement devra être ou comporter au moins un architecte ou une société d'architecture, susceptible d'exercer en France.",False,,True,False,CF_NIV_SUIV,,CF_NIV_SUIV,True,False
21-139362,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-140748,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,False,CF_NIV_SUIV,"Documents à produire obligatoirement par le candidat, à l'appui de sa candidature",CF_NIV_SUIV,False,True
21-140748,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,False,CF_NIV_SUIV,"Déclaration sur l'honneur du candidat justifiant qu'il n'entre dans aucun des cas d'interdiction de soumissionner obligatoires prévus aux articles 45 et 48 de l'ordonnance no 2015-899 du 23 juillet 2015 ou, pour les marchés publics de défense ou de sécurité, qu'il n'entre dans aucun des cas d'interdiction de soumissionner obligatoires prévus aux articles 45 ,46 et 48 de l'ordonnance no 2015-899 du 23 juillet 2015 (si cette déclaration n'est pas déjà demandée dans le cadre du formulaire DC1, ci-après)",CF_NIV_SUIV,False,True
21-140748,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,False,CF_NIV_SUIV,"Documents à produire à l'appui des candidatures par le candidat, au choix de l'acheteur public",CF_NIV_SUIV,False,True
21-140748,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,False,CF_NIV_SUIV,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les fournitures, services ou travaux objet du marché, réalisés au cours des trois derniers exercices disponibles",CF_NIV_SUIV,False,True
21-140748,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,False,CF_NIV_SUIV,Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années,CF_NIV_SUIV,False,True
21-140748,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,False,CF_NIV_SUIV,"Présentation d'une liste des travaux exécutés au cours des cinq dernières années, appuyée d'attestations de bonne exécution pour les travaux les plus importants. Ces attestations indiquent le montant, l'époque et le lieu d'exécution des travaux et précisent s'ils ont été effectués selon les règles de l'art et menés régulièrement à bonne fin",CF_NIV_SUIV,False,True
21-140748,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,False,CF_NIV_SUIV,"Déclaration indiquant l'outillage, le matériel et l'équipement technique dont le candidat dispose pour la réalisation de marchés de même nature",CF_NIV_SUIV,False,True
21-140748,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,False,CF_NIV_SUIV,"Certificats de qualifications professionnelles. La preuve de la capacité du candidat peut être apportée par tout moyen, notamment par des certificats d'identité professionnelle ou des références de travaux attestant de la compétence de l'opérateur économique à réaliser la prestation pour laquelle il se porte candidat",CF_NIV_SUIV,False,True
21-140748,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,False,CF_NIV_SUIV,"- Formulaire DC1, Lettre de candidature - Habilitation du mandataire par ses co-traitants (disponible à l'adresse suivante : http://www.economie.gouv.fr/daj/formulaires-declaration-du-candidat); - Formulaire DC2, Déclaration du candidat individuel ou du membre du groupement (disponible à l'adresse suivante : http://www.economie.gouv.fr/daj/formulaires-declaration-du-candidat).Le Document Unique de Marché Européen (DUME) est disponible sur le profil acheteur : http://www.achatpublic.com",CF_NIV_SUIV,False,True
21-142867,"garanties professionnelles, techniques et financières.",,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,Autres renseignements demandés,CF_NIV_SUIV,False,True
21-142867,"garanties professionnelles, techniques et financières.",,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,"- Lettre de candidature (DC1) dernière version en vigueur- Déclaration du candidat (DC2) : Version en vigueur- Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années.- Déclaration indiquant l'outillage, le matériel et l'équipement technique dont dispose le candidat pour la réalisation de marchés de même nature.- Liste des travaux exécutés (5 dernières années) avec attestations de bonne exécution pour les travaux les plus importants. Ces attestations indiquent le montant, l'époque et le lieu d'exécution des travaux et précisent s'ils ont été faits selon les règles de l'art et menés régulièrement à bonne fin.",CF_NIV_SUIV,False,True
21-142989,,,,,True,,,,,,True,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-143724,,"dume ou lettre de candidature et habilitation du mandataire par ses cotraitants ou imprimé Dc1 par lequel le candidat individuel ou chaque membre du groupement déclare sur l'honneur : A)N'Entrer dans aucun des cas d'interdiction de soumissionner obligatoires prévus aux articles 2141-1 et suivants, et 2141-7 et suivants du Code de la Commande Publique. B)Être en règle au regard des articles L. 5212-1 à L. 5212-11 du code du travail concernant l'emploi des travailleurs handicapés - déclaration du candidat individuel ou du membre du groupement de l'imprimé Dc2, rubriques a, b et C.",,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-144887,,Déclaration sur l'honneur pour justifier que le candidat n'entre dans aucun des cas d'interdiction de soumissionner,,,True,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les prestations objet du contrat, réalisées au cours des trois derniers exercices disponibles",,,,,True,"- Liste des principales prestations effectuées au cours des trois dernières années, indiquant le montant, la date et le destinataire. Elles sont prouvées par des attestations du destinataire ou, à défaut, par une déclaration du candidat- Déclaration indiquant l'outillage, le matériel et l'équipement technique dont le candidat dispose pour la réalisation du contrat- Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années- Indication des titres d'études et professionnels de l'opérateur économique et/ou des cadres de l'entreprise, et notamment des responsables de prestation de services ou de conduite des travaux de même nature que celle du contrat",,"Certification AIPR concepteurHabilitation ADNT 3001 &amp; ADNT 3002 Certification du prestataire en "" Géo-référencement et Détection "" de réseaux",,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-147249,,"- Formulaire DC1 : En cas de groupement il sera clairement précisé la (les) compétence (s) de chaque co traitant-- Une déclaration sur l'honneur dûment datée par le candidat pour justifier : a) quil ne fait pas lobjet dune des interdictions de soumissionner énumérées aux articles L.2141-1 à L.2141-5 et L.2141-7 à L.2141-11 de l'ordonnance no2018-1074 du 26 novembre 2018 portant partie législative du code de la commande publique b) quil respecte les dispositions relatives à lemploi des travailleurs handicapés (article L.5212-1 à 11 du Code du travail). c) Quil a satisfait à ses obligations sociales et fiscales alors exigibles.- Un document relatif aux pouvoirs et indiquant le nom et la qualité de la personne habilitée à engager le candidat individuel ou chaque membre du groupement candidat ainsi que lhabilitation du mandataire par ses cotraitants en cas de groupement (Indiquez le nom, le prénom, la qualité de la personne et un justificatif prouvant lhabilitation (numéro unique d'identification ou document équivalent, délégation de pouvoir...) ",,,True,"-Formulaire DC2 : Ce formulaire intègre la déclaration du chiffre daffaires pour les 3 dernières exercices disponibles et le chiffre d'affaires pour l' activité concernée par lobjet de la consultation, sur les trois dernières années.Les entreprises récentes signaleront limpossibilité de produire ces derniers en indiquant la date de création dans le cadre à la place du ou des CA concernés, et fourniront leur numéro unique d'identification délivré par l'INSEE ou la déclaration auprès du centre de formalités des entreprises et justifieront de leur capacité financière et professionnelle par tout moyen (titres, expérience professionnelle du dirigeant et du personnel, attestation appropriée de banque ou dassurance précisant les risques couverts et leurs montants  respectifs...) ",,,,,True,"Le candidat fournira :- la liste des moyens techniques du candidat ;- la liste en personnel du candidat ;Sera précisé obligatoirement l'expérience, les compétences des  personnes physiques amenées à intervenir lors des  missions et sera indiqué les titres détudes professionnelles. - une sélection de 3 références professionnelles minimum pour des opérations similaires.Chaque référence sera présentée en précisant : La nature de lopération, la date de réalisation, la durée, le lieu, le montant des prestations réalisées et suivies.",,,,,CF_NIV_SUIV,False,False,True,,True,,True,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-147347,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,False
21-148085,"- La lettre de candidature dûment datée et signée (par tous les cotraitants le cas échéant sur le même document, ainsi que l'habilitation du mandataire par ses co-traitants le cas échéant).- Une déclaration sur l'honneur du candidat individuel ou chaque membre du groupement dûment datée et signée par le candidat pour justifier ne pas tomber sous le coup des exclusions en application des articles L.2141-1, L.2141-2, L.2141-3, L.2141-4, L.2141-5 du Code de la Commande Publique.","-Un kbis de la société de moins de trois mois ;-La copie du ou des jugements prononcés, si la société est en redressement judiciaire, et l'autorisation de poursuivre des activités;-Les documents relatifs aux pouvoirs de la personne habilitée pour engager le candidat ;",,,False,"- Chiffre d'affaires global et le chiffre d'affaires concernant les prestations objet du marché, réalisés au cours des trois dernières années disponibles ou si impossible, les éléments utiles à la démonstration de la capacité ;- Effectif moyen annuel de l'entreprise et importance du personnel d'encadrement pour chacune des trois dernières années.",,,,,False,"- Références : Présentation d'une liste des travaux exécutés au cours des trois dernières années, appuyée d'attestations de bonne exécution pour les travaux les plus importants. Ces attestations indiquent le montant, la date, l'objet et le lieu d'exécution des travaux et précisent s'ils ont été effectués selon les règles de l'art et menés régulièrement à bonne fin ; - Titres ou certificats de qualifications professionnelles : il est précisé que la preuve de la capacité de l'entreprise peut être apportée par tout moyen, notamment par des certificats d'identité professionnelle ou des références attestant de la compétence de l'entreprise à réaliser la prestation pour laquelle elle se porte candidate.",,,,,CF_NIV_SUIV,False,False,True,,True,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-148103,Les critères de sélection et les justifications demandées sont indiqués au règlement de la consultation.,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
