BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
20-137108,Département des Alpes-Maritimes,None,,,FRL03,"Direction générale adjointe pour les ressources, les moyens - direction des achats et de la logistique- service des marchés - CADAM - 147 boulevard du Mercantour - tour Jean Moulin - B.P. 3007",06201,Nice Cedex 3,,,,,marches@departement06.fr,https://www.e-marches06.fr,https://www.e-marches06.fr,,,,,False,True,,False,True
20-137224,Département des Côtes d'Armor,None,Fabrice DESSAY,,,9 place Général de Gaulle,22023,Saint-Brieuc,,02-92-62-63-59,,,contactdfj@cotesdarmor.fr,http://www.cotesdarmor.fr,http://www.megalisbretagne.org,,,,,False,False,,False,False
20-138546,IMSA,None,,,FRJ28,Avenue du Clos Maury  CS 40217,82002,Montauban,,(+33) 5-63-68-47-52,,(+33) 5-63-68-48-89,marchespublics.grprec@imsa.msa.fr,http://informatique.msa.fr/,https://msa.achatpublic.com/,,https://msa.achatpublic.com/,https://msa.achatpublic.com/,,False,True,,False,True
20-138556,Marine/DCSSF/DSSF Toulon,None,Mr le directeur du service de soutien de la flotte de Toulon,,,BCRM de Toulon - DSSF Toulon - BP 25,83800,TOULON CEDEX 9,,(+33) 4-22-42-72-97,,,julien.kogler@intradef.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,False,False,,False,False
20-139239,Région Guadeloupe,None,,,FRY10,Avenue Paul Lacavé - Petit-Paris,97100,Basse-Terre,,(+33) 5-90-80-40-40,,(+33) 5-90-80-41-59,dcp-region@cr-guadeloupe.fr,http://www.regionguadeloupe.fr,http://www.eguadeloupe.com,,,http://www.eguadeloupe.com,,False,True,,False,True
20-139528,APIJ,None,,Diletta Magliulo / Geneviève Muscat,FR10,"Immeuble OKABE, 67 avenue de Fontainebleau",94270,LE KREMLIN BICÊTRE,,(+33) 1-88-28-88-19,,,equipe5@apij-justice.fr,http://www.apij.justice.fr,https://www.achatpublic.com,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_m_z16FVVcG&amp;v=1&amp;selected=0,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_m_z16FVVcG&amp;v=1&amp;selected=0,,False,True,,False,True
20-139556,C.N.R.S. - Délégation Midi-Pyrénées,180089013,,à l'attention de Isabelle BOURRY,FRJ23,M.Le Délégué Régional - 16 avenue Edouard Belin - BP 24367,31055,Toulouse,,(+33) 5-61-33-61-48,,(+33) 5-62-17-29-01,isabelle.bourry@dr14.cnrs.fr,http://www.cnrs.fr,https://www.marches-publics.gouv.fr/,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=690074&amp;orgAcronyme=f2h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=690074&amp;orgAcronyme=f2h,,False,True,,False,True
20-139746,Cté d'Agglo du Bassin d'Annonay,None,,www.achatpublic.com,FR,bp8,07430,DAVEZIEUX,,(+33) 4-75-67-55-57,,,armelle.loubet@annonay.fr,http://www.annonayrhoneagglo.fr,http://www.achatpublic.com,,,,,False,True,,False,True
20-140025,Région Guadeloupe,None,,,FRY10,Avenue Paul LACAVE,97100,Basse-Terre,,(+33) -05-90-80-40-40,,(+33) -05-90-80-41-59,dcp-region@cr-guadeloupe.fr,http://www.regionguadeloupe.fr,http://www.eguadeloupe.com,,,,,False,True,,False,True
20-140222,IMSA,None,,Cellule Marchés Publics,FRJ28,Avenue du Clos Maury - CS 40217,82002,Montauban,,(+33) 5-63-68-47-52,,(+33) 5-63-68-48-89,marchespublics.grprec@imsa.msa.fr,http://informatique.msa.fr/,https://msa.achatpublic.com/,,,,,False,True,,False,True
21-12751,REGION OCCITANIE,None,,,FRJ,"22, Boulevard du Maréchal JUIN Cedex 09 Hôtel de Région",31406,TOULOUSE,,,,,marches.publics@laregion.fr,https://marchespublics.laregion.fr,https://marchespublics.laregion.fr,http://www.laregion.fr/,http://www.laregion.fr/,http://www.laregion.fr/,,False,True,,False,True
20-142373,MINARM/DGA/DO/S2A,FR5415200046900014,"Division achats Bruz, Ministère des armées",Acheteur négociateur,,"MINARM/DGA/DO/S2A, ministère des armées- direction Générale de l'armement- direction des opérations - service des achats d'armement/division achats bruz - (Minarm/Dga/Do/S2a/Prod/Da-Bz) boite postale 7 - F-35 998 RENNES cedex 9",35998,Rennes,,(+33) 2-99-42-66-70,,,dga-do-s2a.achats-bruz.fct@intradef.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,,,False,False,,False,False
20-143081,Montpellier Méditerranée Métropole,21340172201787,,,FRJ13,1 place Georges Frêche,34267,Montpellier Cedex 02,,,,,marches-publics@montpellier3m.fr,https://www.montpellier.fr,https://marches.montpellier3m.fr,,,https://marches.montpellier3m.fr,,False,True,,False,True
20-143265,Commune de Sevran,None,,,FR,28 avenue du Général Leclerc,93270,Sevran,,(+33) 1-49-36-52-34,,(+33) 1-49-36-52-18,grp_marches_publics@ville-sevran.fr,http://www.ville-sevran.fr,http://www.marches.maximilien.fr,,,,,False,True,,False,True
20-143588,Commune de Sevran,None,,,FR,28 avenue du Général Leclerc,93270,Sevran,,(+33) 1-49-36-52-34,,,grp_marches_publics@ville-sevran.fr,http://www.ville-sevran.fr,http://www.marches.maximilien.fr,,,,,False,True,,False,True
20-143702,Association Française Festival Inter,None,Grégory CAULIER,,,13 rue Yves Toudic,75010,Paris,,,,,gc@canneseries.com,,,,,,,False,False,,False,False
20-143758,Angers Loire Métropole,None,,,FRG02,BP80011,49020,Angers Cedex 02,,,,,marches.dag@angersloiremetropole.fr,https://alm.marches-securises.fr,https://alm.marches-securises.fr,,https://alm.marches-securises.fr,https://alm.marches-securises.fr,,True,False,,False,True
20-144268,Métropole de Lyon,None,,Délégation Ressources Humaines et Moyens Généraux - Direction Ressources - Service Ressources - Unité Procédures Achats  Marchés,FRK26,"20, rue du Lac - CS 33569",69505,Lyon,,(+33) 4-78-63-40-40,,(+33) 4-26-99-30-45,dpmg.marches@grandlyon.com,http://www.grandlyon.com,http://marchespublics.grandlyon.com,,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,False,True,,False,True
20-144397,CHU de Martinique,None,,,FR,http://www.chu-martinique.fr,97261,FORT DE FRANCE,,(+33) 5-96-55-20-23,,,sandra.gros-desirs@chu-martinique.fr,http://www.chu-martinique.fr,,,,,,False,True,,False,True
20-146017,Commune de Saint-Louis,None,Mme le Maire,,,Madame le Maire125 avenue du Docteur Raymond Vergès,97450,Saint-Louis,RE,02-92-92-39-50,,02-62-57-64-49,commandepublique@mairie-saint-louis.re,,http://marchespublics-saintlouis.omnikles.com,,,,,False,False,,False,False
20-146528,Ministère Economie Industrie Emploi,None,,Mme Leila ULLIANA,FR,DGFiP - bureau SPiB-2B - secteur Politique achat et marchés publics- 64 allée de Bercy - Télédoc 838,75572,Paris Cedex 12,,(+33) 1-53-18-60-84,,,bureau.spib2b-achatsmarches@dgfip.finances.gouv.fr,https://www.marches-publics.gouv.fr,,,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,False,True,,False,True
20-146531,Département des Alpes-Maritimes,None,,,FRL03,"direction générale adjointe pour les ressources et les moyens - direction des achats et de la logistique - service des marchés - cadam - 147 Bd du Mercantour - tour Jean Moulin - bureau 632, B.P. 3007 (du lundi au vendredi, de 9h à 11h45 et de 13h30 à 16h),",06201,Nice cedex 3,,(+33) 4-97-18-60-00,,,marches@departement06.fr,http://www.e-marches06.fr,,,,,,False,True,,False,True
20-146730,Ville de Besançon,None,,,FRC21,"2, rue Mégevand",25034,BESANCON,,(+33) 3-81-61-50-50,,(+33) 3-81-61-50-99,besancon@besancon.fr,http://www.besancon.fr,https://www.marches.grandbesancon.fr,,,,,False,True,,False,True
20-147111,MINARM/TERRE/SIMMT,None,Monsieur le sous-directeur des contrats,,,MINARM/TERRE/SIMMT/SDC établissement ingénieur Jayat CS 30704,78013,Versailles,,(+33) 1-39-67-28-18,,,simmt-sdc-berc-cmf.agt.fct@intradef.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,False,False,,False,False
20-147168,Ville de Corbas,None,Monsieur le Maire,,,"Hôtel de ville, Place Jocteur",69960,Corbas,,,,,,,,,,,,False,False,,False,False
20-148446,Nantes Métropole,None,,,FRG01,2 Cours du Champ de Mars,None,Nantes cedex 9,,,,,laure.talguen@nantesmetropole.fr,https://www.nantesmetropole.fr,,,,,,False,True,,False,True
20-148497,Ville d'Aulnay-sous-Bois,None,,Monsieur Bruno BESCHIZZA,FR106,Place de l'hôtel de Ville,93600,AULNAY SOUS BOIS,,(+33) 1-48-79-62-82,,(+33) 1-48-79-64-81,marches-publics@aulnay-sous-bois.com,http://www.aulnay-sous-bois.com,http://www.achatpublic.com/sdm//ent/index.jsp,,,,,False,True,,False,True
20-148507,A.P.I.J.,None,,,FR,67 avenue de Fontainebleau,94270,Le Kremblin-Bicêtre,,,,,fanny.buffandeau@apij-justice.fr,http://www.apij.justice.fr,http://www.achatpublic.com,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_VUbPV1U8x0&amp;v=1&amp;selected=0,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_VUbPV1U8x0&amp;v=1&amp;selected=0,,False,True,,False,True
20-149102,Ville d'Aulnay-sous-Bois,None,,Monsieur Bruno BESCHIZZA,FR106,Hôtel de ville rdc bas BP 56 Place de l'hôtel de ville,93600,AULNAY SOUS BOIS,,(+33) 1-48-79-62-79,,,marches-publics@aulnay-sous-bois.com,http://www.aulnay-sous-bois.com,http://www.achatpublic.com/sdm//ent/gen/index.jsp,,,,,False,True,,False,True
20-149140,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FRY20,rue Gaston Defferre,97200,Fort de france,MQ,(+33) -05-96-59-63-00,,(+33) -05-96-72-68-10,courrier@collectivitedemartinique.mq,http://www.collectivitedemartinique.mq,http://www.collectiviteterritorialedemartinique.achatpublic.com,,http://www.collectiviteterritorialedemartinique.achatpublic.com,http://www.collectiviteterritorialedemartinique.achatpublic.com,,False,True,,False,True
20-149223,Inserm - Administration du Siège,None,Pôle Finances - AdS,,,"101, rue de Tolbiac",75654,Paris,,(+33)1-44-23-60-43,,,achat.ads@inserm.fr,http://www.inserm.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=679574&orgAcronyme=f2h,,,,,False,False,,False,False
20-149233,COBAS représentée par la SODEREC,None,,Sébastien SONREL,FRI12,Rue Robert Caumont - Immeuble P,33049,Bordeaux Cedex,,,,,ssonrel@lasoderec.com,https://www.lasoderec.com,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,True,,False,True
20-149295,COBAS représentée par la SODEREC,None,SONREL Sébastien,,,Rue Robert CaumontImmeuble P,33049,Bordeaux Cedex,,,,,ssonrel@lasoderec.com,http://www.lasoderec.com,http://www.marches-securises.fr,,,,,False,False,,False,False
20-149323,Commune de Saint-Pierre,None,,Direction de la commande publique,FR,Hôtel de Ville - B.P. 342 -,97448,SAINT-PIERRE CEDEX,,,,,dcp@saintpierre.re,http://www.saintpierre.re,https://marches-publics.info,,https://marches-publics.info,https://marches-publics.info,,False,True,,False,True
20-149438,Ville d'Aulnay-sous-Bois,None,,Monsieur Bruno BESCHIZZA,FR106,Place de l'Hôtel de ville,93600,AULNAY-SOUS-BOIS,,,,,marches-publics@aulnay-sous-bois.com,http://www.aulnay-sous-bois.com,http://www.achatpublic.com/sdm//ent/index.jsp,,,,,False,True,,False,True
20-149446,GHR Mulhouse Sud Alsace,None,,,FRF12,87 Avenue d'Altkirch,68051,Mulhouse,,(+33) -89-64-68-08,,(+33) -89-64-75-66,da-marches-publics@ghrmsa.fr,http://www.ghrmsa.fr,https://marchespublics-ch-mulhouse.omnikles.com,,https://marchespublics-ch-mulhouse.omnikles.com,https://marchespublics-ch-mulhouse.omnikles.com,,False,True,,False,True
20-149790,Métropole de Lyon,None,M. le Président,,,"Délégation aux Ressources Humaines & Moyens GénérauxDirection RessourcesService Ressources - unité procédures, achats, marchés - CS 33569",69505,Lyon cedex 03,,,,,,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,,,,False,False,,False,False
20-149859,Ville de Baie-Mahault,None,Mme le Maire,,,Place Childéric Trinqueur,97122,Baie-mahault,,05-90-26-59-60,,05-90-26-12-34,mairie@baiemahault.fr,http://www.baiemahault.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
20-150629,SCA/PFAF SO,None,,,FRI12,PFC-SO/DAP - CS 2152,33068,Bordeaux cedex,,(+33) 5-57-85-25-56,,,marina.lamande@intradef.gouv.fr,http://www.marches-public.gouv.fr,,,,,,False,True,,False,True
20-151585,GIP CAMPUS ESPRIT INDUSTRIES,None,,campus esprit industries,FR,26 quai surcouf,35600,REDON,,(+33) -02-23-10-04-12,,,contact@campus-redon-industries.com,https://www.campus-redon-industries.com/,,,,,,False,True,,False,True
20-151661,FranceAgriMer,None,,SAF Unité Achats Marchés,FR106,12 rue Henri ROL TANGUY,93555,Montreuil cedex,,(+33) 1-73-30-20-00,,(+33) 1-73-30-30-34,mpublics@franceagrimer.fr,http://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=523863&amp;orgAcronyme=b4n,,,,,False,True,,False,True
20-151728,Métropole de Lyon,None,,Direction du Patrimoine et des Moyens Généraux - Service Ressources - Unité Procédures Achats  Marchés,FRK26,"20, rue du Lac - CS 33569",69505,Lyon,,(+33) 4-78-63-40-40,,(+33) 4-26-99-30-45,dpmg.marches@grandlyon.com,http://www.grandlyon.com,http://marchespublics.grandlyon.com,,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,False,True,,False,True
20-151733,FranceAgriMer,None,,,FR106,12 rue Henri ROL TANGUY,93555,Montreuil cedex,,(+33) 1-73-30-20-00,,(+33) 1-73-30-30-34,mpublics@franceagrimer.fr,http://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=549625&amp;orgAcronyme=b4n,,,,,False,True,,False,True
20-152252,COMMUNE D ARRAS,None,,,FRE12,6 place Guy Mollet,62000,Arras,,(+33) 3-21-50-69-31,,,s-marches@ville-arras.fr,http://www.arras.fr,http://www.arras.fr,,,,,False,True,,False,True
20-152537,COMMUNE D ARRAS,None,,,FRE12,6 place Guy Mollet - BP 70913,62000,Arras,,(+33) 3-21-50-51-74,,,s-marches@ville-arras.fr,http://www.arras.fr,http://www.arras.fr,,,,,False,True,,False,True
20-152655,COMMUNE D ARRAS,None,,,FR1,6 place Guy Mollet,62022,ARRAS,,,,,s-marches@ville-arras.fr,http://www.arras.fr,http://www.arras.fr,,,,,False,True,,False,True
20-152782,COMMUNE D ARRAS,None,,,FRE12,"62, rue des 3 visages",62022,Arras,,(+33) 3-21-50-69-31,,,s-marches@ville-arras.fr,http://arras.fr,http://arras.fr,,,,,False,True,,False,True
20-152889,Montpellier Méditerranée Métropole,None,,,FRJ13,"50, Place Zeus Cedex 2 CS39556",34961,MONTPELLIER,,,,,marches-publics@montpellier3m.fr,http://www.montpellier3m.fr,https://marches.montpellier3m.fr,,,,,False,True,,False,True
20-152948,Région Bourgogne Franche-Comté,None,Pierre Simonin,,,"4, Square Castan",25031,Besançon,,03-80-44-34-01,,,pierre.simonin@bourgognefranchecomte.fr,http://www.bourgognefranchecomte.fr,http://www.ternum-bfc.fr,,,,,False,False,,False,False
20-153116,C.N.R.S.,None,"service financier et comptable, secteur Achats",,,3 rue Michel-Ange,75794,Paris cedex 16,,,,,dr16.sfc.marches@cnrs.fr,http://www.paris-michelange.cnrs.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
20-153188,Service de l'Aviation 975,None,Mr le Chef du Service de l'Aviation Civile de Saint-Pierre et Miquelon,,,Aéroport Saint-Pierre Pointe-BlancheBP : 4265,97500,Saint-Pierre et Miquelon,,05-08-41-18-00,,,,,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
20-153497,Ville de Saumur,21490328800014,,Service Commandes Publiques,FRG02,Rue Molière CS 54030,49408,Saumur,,,,,commandes.publiques@agglo-saumur.fr,https://www.ville-saumur.fr/,https://www.marches-securises.fr,,,,,False,True,,False,True
20-153710,Nantes Métropole,None,,,FRG01,2 cours du Champ de Mars,44923,Nantes cedex 9,,,,,estelle.talhouarn@nantesmetropole.fr,https://www.nantesmetropole.fr,https://marchespublics.nantesmetropole.fr,,,,,False,True,,False,True
20-154300,A.P.I.J.,None,,Julien Cabot,FR10,67 avenue de Fontainebleau,94270,LE KREMLIN BICETRE,,,,,julien.cabot@apij-justice.fr,http://www.apij-justice.fr,http://www.achatpublic.com,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_wo1DeBX4wr&amp;v=1&amp;selected=0,,False,True,,False,True
20-154864,Ecole Nationale des Ponts et Chaussées,None,,,FR102,Service des Affaires Juridiques et des Achats - 6/8 avenue Blaise Pascal - Cité Descartes - Champs-sur-Marne,77455,Marne-la-Vallée Cedex 2,,,,,sca@enpc.fr,http://www.enpc.fr,https://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,True,False,,False,True
20-155354,DSNA,None,Anne FEDRIGO,,,Direction de la Technique et de l'innovation - 1 avenue du Dr Maurice Grynfogel - CS 53584,31035,Toulouse Cedex 1,,05-62-14-52-35,,05-62-14-52-94,anne.fedrigo@aviation-civile.gouv.fr,,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
20-155737,CPAM du Vaucluse,None,,,FR,,None,AVIGNON,,,,,sla.achats-marches.cpam-avignon@assurance-maladie.fr,https://www.ameli.fr,,,,,,False,True,,False,True
20-155927,Montpellier Méditerranée Métropole,None,Direction Adjointe Etudes Rédaction Procédures CP,,,1 place georges Frêche,34267,Montpellier,,,,,marches-publics@montpellier3m.fr,https://www.montpellier3m.fr,https://marches.montpellier3m.fr,,,,,False,False,,False,False
20-156023,SDIS de la Loire,None,,,FRK25,8 rue du Chanoine Ploton CS 50541,42007,Saint-étienne cedex 1,,(+33) 4-77-91-08-86,,(+33) 4-77-91-08-11,marches@sdis42.fr,http://www.sdis42.fr,https://www.achatpublic.com,,,,,False,True,,False,True
20-156027,ESTM/EPA/ENSTA Bretagne,None,M. le Directeur de l'ENSTA Bretagne,,,ENSTA Bretagne2 rue François Verny,29200,Brest,,02-98-34-88-82,,,conventions-marches@ensta-bretagne.fr,,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
20-156868,VAL-ECO Syndicat mixte de collecte,None,Christian MARY,,,5 rue de la Vallée Maillard,41000,Blois,,,,,,,,,,,,False,False,,False,False
20-157305,Aéroport de Bâle-Mulhouse,77897142400016,,,FRF12,BP 60120,68304,SAINT-LOUIS Cedex,,(+33) 3-89-90-31-11,,,sma@euroairport.com,http://www.euroairport.com,http://www.marches-securises.fr/,,http://www.marches-securises.fr/,http://www.marches-securises.fr/,,False,True,,False,True
20-157522,O.P.D.H.L.M. des Landes,None,,,FRI3,953 AVENUE DU COLONEL ROZANOFF BP341,40011,MONT DE MARSAN,,(+33) 5-58-05-32-15,,,fabien.nadaud@xlhabitat.org,https://marchespublics.landespublic.org,https://marchespublics.landespublic.org,,,,,False,True,,False,True
20-157598,Lannion-Trégor Communauté,None,,,FRH01,"1, rue monge",None,lannion,,(+33) 2-96-05-09-00,,,commandepublique@lannion-tregor.com,http://www.lannion-tregor.com/,http://www.megalis.bretagne.bzh,,,,,False,True,,False,True
20-157878,REGION BOURGOGNE FRANCHE COMTE,None,,Michaël BLONDEAU,FR,4 square Castan CS 51857,25031,BESANCON CEDEX,,(+33) 3-80-44-33-25,,,michael.blondeau@bourgognefranchecomte.fr,http://www.bourgognefranchecomte.fr,https://www.ternum-bfc.fr/,,,https://www.ternum-bfc.fr/,,False,True,,False,True
20-158804,Ville d'Avignon,None,,,FRL06,Hôtel de Ville-Place de l'Horloge,84045,Avignon cedex 09,,(+33) 4-90-80-83-14,,,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,https://avignon-marchespublics.omnikles.com/,https://avignon-marchespublics.omnikles.com/,,False,True,,False,True
20-159182,Commune de Sevran,None,,,FR,28 avenue du Général Leclerc,93270,Sevran,,(+33) 1-49-36-52-34,,,grp_marches_publics@ville-sevran.fr,http://www.ville-sevran.fr,http://www.marches.maximilien.fr,,http://www.marches.maximilien.fr,http://www.marches.maximilien.fr,,False,True,,False,True
