,BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
66,21-34669,True,False,False,False,False,False,False,,False,False,,,,False,"Aucune candidature et aucune offre nont été réceptionnées pour le "" lot 2 - Abonnements destinés aux autres services de la Ville "" du  marché public de "" Fourniture et gestion d'abonnements de journaux, revues et autres périodiques 2021-2024 "". En labsence de candidature et doffre pour ce lot, la procédure pour le lot 2 - "" Abonnements destinés aux autres services de la Ville "" est donc déclarée sans suite pour cause dinfructuosité, conformément à larticle R.2185-1 du Code de la Commande Publique. Par conséquent et conformément à larticle R. 2122-2 du code de la Commande Publique, le "" lot 2 - Abonnements destinés aux autres services de la Ville "" du  marché public de "" Fourniture et gestion d'abonnements de journaux, revues et autres périodiques 2021-2024 "" est relancé sous la forme dun marché public négocié sans publicité ni mise en concurrence."
67,21-34896,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
68,21-34995,False,False,False,False,False,False,False,,False,False,,,,True,Le montant du marché est inférieur au seuil de publicité obligatoire au JOUE
69,21-35112,False,False,False,False,False,True,False,,False,False,,,,False,"Le marché ne peut être confié qu'à la société ABBOTT conformément l'article R.2122-3 3° au motif suivant : exclusivité de production et de commercialisation de la valve TENDYNE.Dans le cadre du COMEDIMS, un budget d'innovation a été attribué au PHU2 pour une valve cardiaque percutanée pour des indications mitrales. Il s'agit de la valve TENDYNE de la société ABBOTT.Aucun autre laboratoire ne dispose pour le moment de ce type de valves dans ces indications."
70,21-35412,False,False,False,False,False,False,False,,False,False,,,,True,Le montant du marché est en-dessous du seuil communautaire
71,21-36431,False,False,False,False,False,False,False,,False,False,,,,True,La consultation a été passée selon une procédure adaptée librement définie dans le respect des dispositions de l'article L2123-1 du code de la commande publique. 
72,21-36774,False,False,False,False,False,True,False,,False,False,,,,False,"Le présent marché est passé dans le cadre d'une procédure négociée sans publicité ni mise en concurrence, selon les dispositions de l'article R2122-3 du code de la commande publique.Le marché ne peut être confié qu'à un opérateur économique déterminé pour des raisons tenant à la protection des droits d'exclusivité.En effet, le fournisseur a produit un certificat d'exclusivité daté du 09/11/2020 qui précise qu'il dispose de la compétence unique requise pour fournir le support technique des produits ORACLE."
73,21-37090,False,False,False,False,False,False,False,,False,False,,,,True,Le montant total estimé du besoin est inférieur au seuil de procédure formalisée contraignant à une publication de l'avis de marché au Joue
74,21-37151,False,False,False,False,False,False,False,,False,False,,,,True,"Contrat attribué selon une procédure adaptée, d'un montant inférieur aux seuils fixés par les directives et pour lequel la publication préalable d'un avis de marché au JOUE n'est pas obligatoire."
75,21-37162,False,False,False,False,False,False,False,,False,False,,,,True,"Contrat attribué selon une procédure adaptée, d'un montant inférieur aux seuils fixés par les directives et pour lequel la publication préalable d'un avis de marché au JOUE n'est pas obligatoire."
76,21-37645,True,False,False,False,False,False,False,,False,False,,,,False,"Il sagit dun marché mutualisé au niveau métropolitain pour des fournitures. Ce marché fait suite à la déclaration dinfructuosité de la précédente consultation 71200112 pour le lot concernant la fourniture de gros-uvre et carrelages. Le marché na pas fait lobjet de modifications substantielles, il est donc lancé sans publicité, ni mise en concurrence avec la société CIFFREO BONA."
77,21-37684,True,False,False,False,False,False,False,,False,False,,,,False,Le Lot 7 a été déclaré sans suite pour cause dinfructuosité (absence doffre) sur la procédure N°20S0312-AOO-DCHE
78,21-37784,False,False,False,False,False,True,False,,False,False,,,,False,"Conformément à l'article R.2122-2 et 3 du code de la commande publique, le marché est passé sans publicité ni mise en concurrence préalables pour des raisons techniques et de droits d'exclusivité : l'attributaire est le seul à pouvoir fournir l'instrument objet du marché et à en assurer la maintenance."
79,21-37840,False,False,False,False,False,False,False,,False,False,,,,True,xxxx
80,21-37864,False,False,False,False,False,False,False,,False,False,,,,True,La consultation a été passée selon une procédure adaptée librement définie par le pouvoir adjudicateur dans le respect des dispositions de larticle L.2123-1 du code de la commande publique 
81,21-38207,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
82,21-38504,False,False,False,False,False,False,False,,False,False,,,,True,Marché passé en procédure adaptée
83,21-38539,True,False,False,False,False,False,False,,False,False,,,,False,"Procédure avec négociation, en vertu de l'article R.2124-3 alinéa 6 du code de la commande publique, faisant suite à l'appel d'offres ouvert relatif au même objet, et référencé Brest-M-DCP-2020-0051 dont le lot 6 a été déclaré infructueux, seule une offre inacceptable au sens de l'article L2152-3 du code de la commande publique ayant été présentée."
84,21-38542,True,False,False,False,False,False,False,,False,False,,,,False,"Procédure avec négociation, en vertu de l'article R.2124-3 alinéa 6 du code de la commande publique, faisant suite à l'appel d'offres ouvert relatif au même objet, et référencé Brest-M-DCP-2020-0051 dont le lot 7 a été déclaré infructueux, seule une offre inacceptable au sens de l'article L2152-3 du code de la commande publique ayant été présentée."
85,21-38591,True,False,False,False,False,False,False,,False,False,,,,False,Marché relancé à la suite d'une procédure adaptée pour laquelle le lot 5 a été déclaré infructueux (pas d'offre reçue)
86,21-39039,True,False,False,False,False,False,False,,False,False,,,,False,"Le présent marché est passé selon une procédure avec négociation conformément à l'article R.2124-3-6 du code de la commande publique. Il correspond à la relance de l'appel d'offres ouvert no 2000160 (avis N° 2020/S 079-185941 publié au JOUE le 22/04/2020 et avis N° 20-53795 publié au BOAMP le 19/04/2020), déclaré sans suite pour cause d'infructuosité par le pouvoir adjudicateur."
87,21-39208,False,False,False,False,False,True,False,,False,False,,,,False,"La société ZEISS est le fabricant des matériels suivants : microscopes opératoires : OPMI PEN-TERO, OPMI LUMERA, OPMI SENSERA ... et instruments de diagnostic ophtalmologique : GDX, HFA, CIRRU. A ce titre, elle est la seule habilitée à effectuer les opérations de maintenance, révisions et répa-rations sur ces matériels.3 Aucune autre société n'a été habilitée et formée pour ces interventions sur nos appareils.D'autre part, la société Carl Zeiss Meditec France SAS est seule à pouvoir fournir les pièces déta-chées, accessoires et consommables d'origine.Enfin, aucune autre société ne détient de licence pour pouvoir effectuer les mises à jour logicielles et les évolutions du matériel : ajout de la fluorescence BLUE 400, Infrarouge IR800..."
88,21-39401,True,False,False,False,False,False,False,,False,False,,,,False,"La procédure fait suite à une déclaration d'infructuosité pour motif d'offres irrégulières du lot no4(Accessoires) du marché de fournitures de postes informatiques, de périphériques informatiques, d'accessoires et de réalisation de prestations de services associés pour l'Etablissement Français du Sang lancé dans le cadre d'un appel d'offres ouvert sous la référence marché 00A20029.Par décision du représentant du pouvoir adjudicateur en date du 13 mars 2020, il a été décidé de remettre en concurrence, dans le cadre de la procédure avec négociation, les candidats ayant présenté des offres conformes aux exigences relatives aux délais et modalités formelles de l'appel d'offres."
89,21-39494,False,False,False,False,False,False,False,,False,True,,,,False,Marché passé en procédure négociée sans publicité ni mise en concurrence suite à concours sur ESQ.
90,21-39583,False,False,False,False,False,True,False,,False,False,,,,False,Le recours à la procédure du marché négocié sans publicité et sans mise en concurrence se justifie par la détention de droits d'exclusivité par la société DYNATRACE relatifs à la fourniture des prestations de maintenance des logiciels DYNATRACE sur le territoire français.
91,21-39588,False,False,False,False,False,True,False,,False,False,,,,False,La durée d'amortissement des frais initiaux de mise en uvre de la solution obligent à garder la même marque pour ce service. 
92,21-39706,True,False,False,False,False,False,False,,False,False,,,,False,"Le présent marché est passé sans publicité ni mise en concurrence conformément aux dispositions des articles R 2122-2-1° et L2120-1-1 du Code de la commande publique, suite à l'absence d'offre lors de la première consultation d'appel d'offre lancée le 23/06/2020 avec avis d'attribution publié le 22/10/20 au Boamp, le 23/10 au Joue"
93,21-39989,False,False,False,False,False,True,False,,False,False,,,,False,"La société BRAINLAB est le constructeur des matériels de marque BRAINLAB . A ce titre elle est la seule habilitée à effectuer les opérations de maintenance, révisions et réparations sur ces matériels."
94,21-40749,False,False,False,False,False,True,False,,False,False,,,,False,"La société MEDTRONIC est la seule société habilitée à effectuer les opérations de maintenances, révisions et réparations sur ce matériel. Aucune autre société ne détient de licence pour pouvoir effectuer les mises à jour des logiciels de cet équipement."
95,21-40873,False,False,False,False,False,True,False,,False,False,,,,False,"Le marché public ne peut être confié qu'à la société CERNER au motif suivant : Seule la société CERNER France est en mesure d'assurer cette prestation de maintenance, un certificat d'exclusivité a été fourni."
96,21-40900,False,False,False,False,False,True,False,,False,False,,,,False,"En raison des investissements financiers, humains et organisationnels importants, aucune solution de remplacement raisonnable n'apparaît à ce jour, tant d'un point de vue technique que financier pour remplacer le logiciel de gestion de courriers Elise. La maintenance de l'éditeur est indispensable pour répondre au besoin de VNF pour garantir la continuité du service ; l'hébergement réalisé directement par l'éditeur répond par ailleurs à la stratégie mise en place par l'établissement. Seul l'opérateur Neoledge est en mesure de fournir les services attendus pour cette solution logicielle (hébergement en mode SaaS, maintenance, évolutions et adaptations, notamment la sécurisation des documents gérés dans l'outil)."
97,21-40950,False,False,False,False,False,True,False,,False,False,,,,False,La société Leica Microsystèmes est la seule société à proposer des interventions avec des techniciens formés et habilités par ses soins.Leica Microsystèmes est la seule société à pouvoir effectuer les mises à jour des logiciels Leica.Leica Microsystèmes est seule à pouvoir fournir les pièces détachées d'origine.
98,21-41006,False,False,False,False,False,False,False,,False,True,,,,False,"Il s'agit d'un marché public négocié sans publicité ni mise en concurrence conclu entre le pouvoir adjudicateur et le lauréat du concours relatif à la création, la réalisation et l'installation d'une oeuvre d'art monumentale à la pointe aval de l'Ile Seguin à Boulogne-Billancourt."
99,21-41159,False,False,False,False,False,True,False,,False,False,,,,False,"Illumina atteste être le seul fabricant légal du ou des consommables objets du présent marché, compatibles avec la technologie de séquençage par synthèse (Séquencing by Synthesis (Sbs)) d'Illumina.S'agissant des systèmes commercialisés, seul le personnel d'Illumina ou tiers autorisés par Illumina sont habilités à réparer les systèmes Illumina sans risque d'invalider la garantie"
100,21-41931,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
101,21-41932,False,False,False,False,False,True,False,,False,False,,,,False,"le présent marché est passé sans publicité ni mise en concurrence préalable, pour des raisons tenant aux droits d'exclusivité du titulaire, en application des articles L2122-1 et R2122-3 3 du code de la commande publique . La société ELItech Distrib est le distributeur exclusif pour la France: pour les fournitures et maintenance  pour le matériels LABITEC , WESCOR et Elitech"
