BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-50392,COMMUNE DU PETIT QUEVILLY,None,"Mme GOUJON Charlotte, Présidente",,,Place Henri Barbusse BP 202,76140,PETIT-QUEVILLY,,02-35-63-75-00,,02-35-63-75-75,mairie@petit-quevilly.fr,http://www.petit-quevilly.fr/,https://www.mpe76.fr/,,,,,False,False,,False,False
21-50393,COMMUNE DE COURCHEVEL,20006403800017,,,FRK27,228 Rue de la Mairie,73120,Courchevel,,(+33) 4-79-08-24-14,,,mairie@mairie-courchevel.com,http://www.mairie-courchevel.com,http://www.mairie-courchevel.com,,,,,False,True,,False,True
21-50394,S.E.R.S.,None,,,FRF11,MANDATAIRE DE LA REGION GRAND EST - 10 rue Oberlin,67004,Strasbourg Cedex,,(+33) 3-88-37-88-88,,,sers@sers.eu,http://www.sers.eu,,,http://www.sers.eu,http://www.sers.eu,,False,True,,False,True
21-50395,Amiens Métropole,None,,,FRE23,Place de l'hôtel de ville Cedex 1 BP 2720,80027,AMIENS,,,,,amca@amiens-metropole.com,http://www.amiens.fr,http://amiens.fr/marchespublics,,,,,False,True,,False,True
21-50396,Conseil général du Val d'Oise,None,,,FR108,"2, avenue du parc - CS 20201 Cergy",95032,Cergy pontoise cedex,,,,,marchescg@valdoise.fr,https://marches.maximilien.fr,https://marches.maximilien.fr,,https://marches.maximilien.fr,https://marches.maximilien.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=789693&orgAcronyme=i9o,https://marches.maximilien.fr,False,True,,False,True
21-50397,Ville de Nancy,None, Mathieu KLEIN,,,Place Stanislas Case officielle no 1,54035,NANCY,,,,,,,https://www.xmarches.fr/entreprise/detailConsultation.php?key=17284,,,,,False,False,,False,False
21-50398,E.P.I.C. PORT D'ARCACHON,None,"Mme BAUDRY Nathalie, Responsable marchés publics",,,CS 01,33313,Arcachon cedex,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-50399,HYDREAULYS,None,,,FR103,12 RUE MANSART,78000,VERSAILLES,,(+33) 1-39-23-22-65,,(+33) 1-39-23-22-74,c.renault@etaso.fr,http://eauxseineouest.fr,http://hydreaulys.e-marchespublics.com,,https://hydreaulys.e-marchespublics.com,http://e-marchespublics.com,,False,True,,False,True
21-50400,Eurométropole de Strasbourg,None, Madame la Présidente de l'Eurométropole de Strasbourg,,,"1, Parc de l'Etoile",67076,STRASBOURG CEDEX,,03-68-98-50-00,,,marchespublics@strasbourg.eu,https://www.strasbourg.eu,https://alsacemarchespublics.eu,,,,,False,False,,False,False
21-50401,Université François Rabelais de Tours,None,M. BARRANGER Laurent,,,"Service Achats et Marchés - 60, rue du Plat d'Étain - BP 12050",37020,Tours cedex 1,,02-47-36-66-58,,,lesam@univ-tours.fr,http://www.univ-tours.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-50402,Ville de Valenton,None,"M. LAHIANI Kamel, RESPONSABLE ADJOINT MARCHES PUBLICS ET ASSURANCES",,,48 rue du colonel fabien,94460,Valenton,,01-43-86-37-20,,,marches.valenton@ville-valenton.fr,https://www.valenton.fr/vie-municipale/marches-publics/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
18-47703,Agence Régionale de Santé PACA,13000798200106,,,FR,132 BOULEVARD DE PARIS,13003,MARSEILLE,,(+33) 4-13-55-80-17,,,ars-paca-marches-publics@ars.sante.fr,https://www.ars.sante.fr/Provence-Alpes-Cote-d-Azur,https://www.ars.sante.fr/Provence-Alpes-Cote-d-Azur,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=373089&orgAcronyme=h8j,https://www.marches-publics.gouv.fr,,False,True,,False,True
21-50405,GPM de Nantes - St Nazaire,None,"M. Olivier TRETOUT, Président du Directoire",,,18 QUAI ERNEST RENAUD,44100,Nantes,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-50407,CA Plaine Vallée,None,M. Sabathier Laurent,,,1 rue de l'égalité,95230,Soisy-sous-montmorency,,01-30-10-91-61,,,contact@agglo-plainevallee.fr,https://www.agglo-plainevallee.fr/,,,,,,False,False,,False,False
16-74831,Région Provence Alpes Côte d'Azur,23130002100012,,,FR82,"Hotel de Région, 27 Place Jules Guesde",13481,Marseille,,(+33) 4-91-57-50-57,,(+33) 4-91-57-50-64,servicedesmarches@regionpaca.fr,http://achat.regionpaca.fr,http://achat.regionpaca.fr,,,,,False,True,,False,True
20-46948,Ville de Rennes,None, Secrétariat de l'Unité Marchés Affaires Juridiques,,,Place de la Mairie CS 63126,35031,RENNES CEDEX,,02-23-62-10-26,,,dpb-maj@rennesmetropole.fr,http://metropole.rennes.fr/,https://www.megalisbretagne.org,,,,,False,False,,False,False
20-38554,POLE EMPLOI,None,M. SAAJ Pôle juridique,Service achats et affaires juridiques,,36 rue de Léon - CS 75301,35053,Rennes cedex 9,,02-99-35-24-96,,,achatsaffairesjuridiques.35076@pole-emploi.fr,https://www.pole-emploi.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-50411,SATT OUEST VALORISATION,None,"M. LE MELLOT Yann, Chargé de Mission SI",,,"Metropolis 2 - CS 80804 14C, rue du Pâtis Tatelin",35708,Rennes,,02-99-87-56-01,,,ao-maturation@ouest-valorisation.fr,,https://marchesonline.achatpublic.com/sdm/ent/gen/ent_recherche.do,,,,,False,False,,False,False
19-24305,CPAM 31,None,,,FRJ23,Service Achats 3 Bd du P. L. Escande,31093,Toulouse cedex 9,,,,,achatcpam31.cpam-toulouse@assurance-maladie.fr,https://cnamts.achatpublic.com/sdm/ent/gen/index.jsp,https://cnamts.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
18-12780,Toulouse Métropole,None,M. Jean Luc MOUDENC Le président,,,6 RUE RENE LEDUC BP35821,31505,Toulouse cedex 5,,05-81-91-72-00,,05-62-27-65-42,marchespublics@toulouse-metropole.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-50414,Voies navigables de France,None,M. BOKWALA Isaac,Division des achats,,"175, rue Ludovic Boutleux CS 30820",62408,Béthune cedex,,03-21-63-24-24,,03-21-63-24-59,division-achats@vnf.fr,http://www.vnf.fr,,,,,,False,False,,False,False
21-50415,Université de Nantes,None,,,FRG01,1 quai de Tourville - BP 13522,44035,Nantes cedex 1,,(+33) 2-40-99-84-91,,,marchespublics@univ-nantes.fr,http://www.univ-nantes.fr,http://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=738427&orgAcronyme=f2h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=738427&orgAcronyme=f2h,,True,False,,False,True
21-50416,Bordeaux Métropole,None,,,FRI12,Esplanade Charles de Gaulle,33045,BORDEAUX,,,,,dacp@bordeaux-metropole.fr,http://www.bordeaux-metropole.fr,https://marchespublics.bordeaux-metropole.fr,http://marchespublics.bordeaux-metropole.fr,https://marchespublics.bordeaux-metropole.fr,http://marchespublics.bordeaux-metropole.fr,,False,True,,False,True
21-50417,SCE DEP METROPOLITAIN INCENDIE SECOURS,None, SDMIS,,,17 rue Rabelais,69421,LYON Cedex 03,,,,,marchespublics@sdmis.fr,http://www.sdmis.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
21-50418,EPLEA Obernai,None,Freddy MERKLING,,,"44, Boulevard d'Europe - CS 50203",67212,Obernai cedex,,03-88-49-99-49,,,expl.obernai@educagri.fr,http://epl67.fr,http://alsacemarchespublics.eu/,,,,,False,False,,False,False
21-50419,CPAM de la Seine-Saint-Denis,None,"Mme RACHELLE COGNET, ACHETEUR",,,195 avenue Paul Vaillant Couturier,93014,Bobigny cédex,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-50420,Syndicat Mixte du SCOT du Grand Nevers,None,M. PAGNIER David,,,124 route de Marzy CS90041,58000,Nevers,,03-86-61-81-60,,,,,http://www.ternum-bfc.fr,,,,,False,False,,False,False
21-50421,REGION GRAND EST,None,Direction de l'Achat Public,,,2 Place Adrien Zeller,67070,Strasbourg,,03-88-15-68-67,,,marches.strasbourg@grandest.fr,http://www.grandest.fr,http://marchespublics.grandest.fr,,,,,False,False,,False,False
21-50422,CA DE LA REGION DE CHATEAU THIERRY,None,,,FRE21,9 Rue Vallée,02400,Château-Thierry,,,,,achats.publics@carct.fr,https://www.xmarches.fr,https://www.xmarches.fr/entreprise/detailConsultation.php?key=17273,,https://www.xmarches.fr/entreprise/detailConsultation.php?key=17273,https://www.xmarches.fr/entreprise/detailConsultation.php?key=17273,,False,True,,False,True
21-50423,CA DE LA REGION DE CHATEAU THIERRY,None, Khalid AMAZIANE,,,9 Rue Vallée,02400,Château-Thierry,,,,,,,https://www.xmarches.fr/entreprise/detailConsultation.php?key=17274,,,,,False,False,,False,False
21-50424,SMITRED Ouest d'Armor,None,,,FRH01,Valorys - Site du Quelven,22140,Pluzunet,,(+33) 2-96-54-65-10,,,accueil@valorys.smitred.com,http://www.smitred.com,https://www.megalis.bretagne.bzh,,https://www.megalis.bretagne.bzh,https://www.megalis.bretagne.bzh,,False,True,,False,True
21-50425,SIPPEREC,None,,"Morgane PARIGI, Direction de la commande publique, à l'attention de Jacques JP MARTIN, Président",FR10,Tour Lyon Bercy - 173-175 rue de Bercy,75588,Paris cedex 12,,(+33) 1-44-74-32-00,,,mparigi@sipperec.fr,http://www.sipperec.fr,http://www.maximilien.fr,,https://marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=790219&orgAcronyme=d6i,https://marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=790219&orgAcronyme=d6i,,False,True,,False,True
