BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-91370,GrandAngoulême agglomération,None,,Service commun de la commande publique,FRI31,"25, boulevard Besson Bey",16023,Angoulême cedex,,(+33) 5-45-38-69-84,,,marche-public@grandangouleme.fr,http://www.grandangouleme.fr,https://demat-ampa.fr,,,,,True,False,,False,True
21-91371,mairie de savonnieres,None,Roselyne Tafani,,,rue Principale,37510,Savonnières,,,,,,,https://achats-franciliens.safetender.com,,,,,False,False,,False,False
21-91373,Commune d'Oloron Sainte Marie,None,"M. UTHURRY Bernard, Maire",,,Place Clémenceau CS 30138,64404,Oloron ste marie,,,,,,,,,,,,False,False,,False,False
21-91374,SIDELEC Réunion,None,,,FRY4,10 rue Transversal du Bel Air,97441,Sainte suzanne,,,,,sidelec@sidelec.re,http://www.sidelec.re/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,http://www.achatpublic.com,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_aSyADWulkY,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2020_c9xNKP2ePq,False,True,,False,True
21-91375,CA LES SABLES D OLONNE AGGLOMERATION,None,,,FRG05,3 avenue Carnot,85100,Les Sales d'Olonne,,(+33) 2-51-23-86-16,,,carmen.perez@lsoagglo.fr,http://www.lsoagglo.fr,https://www.marches-securises.fr,,,http://www.marches-securises.fr,,False,True,,False,True
21-91376,Centre Hospitalier de Montfavet,None, Colombini Marlène,,,Avenue de la Pinède CS 20107,84918,Avignon cedex 9,,04-90-03-95-36,,04-90-03-70-37,bal-celluledesmarches@ch-montfavet.fr,http://hopital-montfavet.e-marchespublics.com,http://hopital-montfavet.e-marchespublics.com,,,,,False,False,,False,False
21-91378,AGOSPAP,32385717700279,,Anne Schaetzel,FR101,"32, rue de cambrai",75014,PARIS,,(+33) 1-44-41-26-95,,,aschaetzel@agospap.com,http://www.agospap.com,https://agospap.e-marchespublics.com,,https://agospap.e-marchespublics.com,https://agospap.e-marchespublics.com,,False,True,,False,True
21-91379,COMMUNE D AMBERIEU EN BUGEY,21010004600015,,,FRK21,Place Robert Marcelpoil,01504,Amberieu en bugey cedex,,(+33) 4-74-46-17-06,,,commande.publique@ville-amberieu.fr,http://www.ville-amberieuenbugey.fr/,https://marchespublics.ain.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=503215&orgAcronyme=ad_012,,https://marchespublics.ain.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=503215&orgAcronyme=ad_012,https://marchespublics.ain.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=503215&orgAcronyme=ad_012,,False,True,,False,True
21-91380,Conseil Général de Saône-et-Loire,None,M. Président Le,,,Espace Duhesme - 18 rue de Flacé - CS 70126,71026,Mâcon cedex 9,,,,03-85-39-76-52,,http://saoneetloire71.fr,https://marches.ternum-bfc.fr,,,,,False,False,,False,False
21-91381,Communauté urbaine du Grand Reims,None,Mme MARIE-LUCIE VALADE,,,CS 80036,51722,Reims cedex,,03-26-35-61-63,,03-26-77-73-50,,http://grandreims.fr,http://marches.grandreims.fr,,,,,False,False,,False,False
21-91383,Centre hospitalier de Troyes,None,"M. BLUA Philippe, DIRECTEUR",,,"101, avenue ANATOLE FRANCE",10003,Troyes cedex,,03-25-49-49-49,,03-25-49-48-50,fatahia.bougtib@hcs-sante.fr,,http://www.klekoon.com,,,,,False,False,,False,False
21-91384,SYNDICAT MIXTE AMEVA,None,"M. Julien TALONNEAU, Agent territorial",,,32 Route d'amiens,80480,Dury,,06-35-58-86-20,,,j.talonneau@ameva.org,,,,,,,False,False,,False,False
21-91385,SPL Paris et Métropole aménagement,None,Mme BORST Sylvie,Mélanie BONSENS,,"12, passage Susan Sontag CS30054",75927,Paris cedex 19,,,,,m.bonsens@parisetmetropole.fr,https://www.parisetmetropole-amenagement.fr/fr,,,,,,False,False,,False,False
21-91386,Université d'Angers,None,"Mme PARE Marine, Université d'Angers",,,40 rue de Rennes - BP 73532,49035,Angers cedex 01,,02-44-68-77-33,,,marche.public@univ-angers.fr,http://www.univ-angers.fr,,,,,,False,False,,False,False
21-91388,Université du Littoral Côte d'Opale,None,,,FRE1,1 place de l'Yser - BP 71022,59375,Dunkerque cedex 01,,(+33) 3-28-23-73-83,,(+33) 3-28-23-73-97,marches-publics@univ-littoral.fr,http://www.univ-littoral.fr,,,,,,False,True,,False,True
21-91390,CHU DE LILLE,None,,Direction des Achats - Plateforme Logistique Courtois - Cellule des marchés - Achats médicaux,FR,CS 70001,59037,Lille cedex,,(+33) -03-20-44-48-96,,(+33) -03-20-44-65-14,stephanie.turpin@chru-lille.fr,http://www.chu-lille.fr,,,,,,False,True,,False,True
21-91391,Ville d'Aire sur la Lys,21620014700017,,,FR,"9 grand place, https://www.marches-demat.com:443/7178, https://www.marches-demat.com, https://www.marches-demat.com",62120,Aire sur la lys,,(+33) 3-21-12-22-76,62120,,t.harzig@ville-airesurlalys.fr,https://www.ville-airesurlalys.fr/,https://www.marches-demat.com/,https://www.marches-demat.com/,https://www.marches-demat.com/,https://www.marches-demat.com/,,False,True,,False,True
21-91392,DIR Centre-Ouest,None,,,FRI23,15 place Jourdan,87000,Limoges,,(+33) 5-87-50-60-00,,,pfcp.pcpaj.sg.dirco@developpement-durable.gouv.fr,http://www.dir.centre-ouest.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-91393,Commission de régulation de l'énergie,None,"M. COLLET Charlotte, Commission de régulation de l'énergie",,,15 Rue Pasquier,75379,Paris,,01-44-50-41-00,,,mp@cre.fr,http://www.cre.fr/marches-publics,,,,,,False,False,,False,False
21-91394,Département du Finistère,None,,,FRH02,32 Boulevard Dupleix CS29029,None,Quimper,,,,,pilotage@finistere.fr,http://www.finistere.fr,https://www.megalisbretagne.bzh,,,,,False,True,,False,True
21-91395,Commune de Tremblay-en-France,None,"M. Asensi François, Maire",,,18 Boulevard de l'Hôtel de Ville,93290,Tremblay en france,,01-49-63-71-06,,01-49-63-69-49,achats.marches@tremblayenfrance.fr,http://www.tremblay-en-france.fr,,,,,,False,False,,False,False
21-91396,Parc Naturel Regional du Luberon,None,,,FR,60 Place Jean Jaures BP 122,84404,APT,,(+33) 4-90-04-42-08,,(+33) 4-90-04-81-15,nathalie.ravel@parcduluberon.fr,http://www.parcduluberon.fr/,http://parcduluberon.e-marchespublics.com,,https://parcduluberon.e-marchespublics.com,https://parcduluberon.e-marchespublics.com,https://parcduluberon.e-marchespublics.com,False,True,,False,True
21-91397,SENAT,None,Mme Charlotte Faye,,,Sénat 15 rue de Vaugirard,75006,Paris,,01-42-34-22-10,,,marches-apj@senat.fr,http://www.senat.fr/,https://senat.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-91398,Université d'Orléans,None,"M. GONIMI Souleymane, Université d'Orleans",,,Château de la Source - BP 6749,45067,Orléans cedex 2,,,,02-38-49-27-59,,http://www.univ-orleans.fr/marches,,,,,,False,False,,False,False
21-91399,SMGPAP,None,,,FRC24,Place d'Armes,90020,BELFORT CEDEX,,,,,marchespublics@smgpap.fr,https://marches-grandbelfort.safetender.com,https://marches-grandbelfort.safetender.com,,,,,False,True,,False,True
21-91400,SAVASEM,None,,,FRJ21,BOULEVARD DE LA GRIOLE - BONASCRE,09110,AX LES THERMES,,(+33) 5-61-64-20-06,,(+33) 5-61-64-37-24,stephanie.teixeira@savasem.com,http://www.ax-ski.com,,,,,,True,False,,False,True
21-91401,Commune de Vétheuil,None,"Mme Herpin-Poulenat Dominique, Maire",,,5 place de la Mairie 95510 Vétheuil,95510,Vétheuil,,01-34-78-13-18,,01-34-78-14-68,mairiedevetheuil@orange.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-91402,Mairie d'EAUNES,None,"M. SOTTIL Alain, Maire",,,1 place des Champse de Vignes,31600,Eaunes,,,,,,,https://marches.agglo-muretain.fr,,,,,False,False,,False,False
21-91403,COMMUNE DE LINAS,None,Meziere Francois,,,Place ernest pillon,91310,Linas,,,,,,http://www.linas.fr/,http://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_05CsS_lwG1,,,,,False,False,,False,False
21-91404,GrandAngoulême agglomération,None,Mme Terrassier Evelyne,Service commun de la commande publique,,25 boulevard Besson Bey,16023,Angoulême cedex,,05-45-38-69-84,,,marche-public@grandangouleme.fr,http://www.grandangouleme.fr,https://demat-ampa.fr,,,,,False,False,,False,False
21-91405,EPF SMAF AUVERGNE,None,,,FRK14,63-65 Boulevard François Mitterrand,63000,Clermont-Ferrand,,(+33) 4-73-29-00-87,,,lgenillon@epfsmaf.com,http://www.epfsmaf.com,http://epfsmaf.synapse-entreprises.com/,,http://epfsmaf.synapse-entreprises.com/,http://epfsmaf.synapse-entreprises.com/,,False,True,,False,True
21-91406,COMMUNAUTE D AGGLOMERATION SEINE EURE,None,M. du Conseil Le Président,,,"1, Place Thorel CS10514",27405,LOUVIERS CEDEX,,02-76-46-03-30,20330,,marchespublics@seine-eure.com,http://www.agglo-seine-eure.fr/,http://www.mpe27.fr,,,,,False,False,,False,False
21-91407,COMMUNE D IVRY SUR SEINE,None,,,FR107,Esplanade georges marrane,94200,Ivry-sur-seine cedex,,,,,smp@ivry94.fr,https://marches.maximilien.fr/?page=frame.ConsultationsOrganisme&org=j4z,,,,,,False,True,,False,True
21-91408,CANSSM,None,,,FR,77 avenue de Ségur,75714,Paris cedex 15,,(+33) 1-45-66-36-93,,(+33) 1-45-66-35-95,service.marches@filieris.fr,http://www.filieris.fr,https://canssm.achatpublic.com/sdm/ent/gen/index.do,,,,,False,True,,False,True
21-91409,Ville de Loos,None,,,FRE11,104 rue du Maréchal Foch - BP 109,59120,Loos,,(+33) 3-20-10-40-00,,,marchespublics@ville-loos.fr,http://loos.fr,http://marchespublics596280.fr,,,,,False,True,,False,True
21-91411,METROPOLE ROUEN NORMANDIE,None," MAYER-ROSSIGNOL Nicolas, Président",,,"Le 108, 108 allée François Mitterrand BP 1180",76176,ROUEN,,02-32-76-44-22,,02-32-76-44-29,demat.marches@metropole-rouen-normandie.fr,http://www.metropole-rouen-normandie.fr/,https://www.mpe76.fr,,,,,False,False,,False,False
21-91412,Agglomération Région de Compiègne,None,Service Partagé Commande Publique,,,Place de l'hôtel de ville CS 10007,60321,Compiegne cedex,,,,,service.marches@agglo-compiegne.fr,,https://marches-agglo-compiegne.safetender.com,,,,,False,False,,False,False
21-91413,CH MONTPERRIN,26130011500019,,,FRL04,109 avenue du petit Barthelemy,13617,Aix En Provence,,,,,correspondre@aws-france.com,http://www.ch-montperrin.fr,http://agysoft.marches-publics.info,,http://agysoft.marches-publics.info,http://agysoft.marches-publics.info,,False,True,,False,True
21-91414,Centre Hospitalier de Pau,None,,,FRI15,,None,Pau,,,,,secretariat-marches@ch-pau.fr,http://www.achatpublic.com,http://www.achatpublic.com,,,,,False,True,,False,True
21-91415,CENTRE HOSPITALIER DE CAYENNE,26973302800022,,,FRY3,"Avenue des flamboyants, Cellule des marchés publics",97306,Cayenne Cedex,,(+33) 5-94-39-53-48,,(+33) 5-94-37-85-83,correspondre@aws-france.com,http://www.ch-cayenne.fr/,http://agysoft.marches-publics.info,,http://agysoft.marches-publics.info,http://agysoft.marches-publics.info,,False,True,,False,True
21-91416,GHT Cévennes-Gard-Camargue,26300003600032,,,FRJ12,Place du Professeur Robert Debré,30029,Nimes,,,,,correspondre@aws-france.com,http://www.chu-nimes.fr/,https://www.agysoft.marches-publics.info,,https://www.agysoft.marches-publics.info,https://www.agysoft.marches-publics.info,,False,True,,False,True
21-91417,COMMUNE DE DEUIL LA BARRE,None,Mme SCOLAN Muriel,,,36 RUE Charles de Gaulle,95170,DEUIL LA BARRE,,,,,correspondre@aws-france.com,http://www.mairie-deuillabarre.fr,http://agysoft.marches-publics.info/,,,,,False,False,,False,False
21-91418,COM COMMUNES VAL CHAMONIX MONT BLANC,None," FOURNIER ERIC, Président",,,Place de l'Eglise BP 91,74400,CHAMONIX MONT-BLANC,,04-50-53-11-13,,,correspondre@aws-france.com,https://www.cc-valleedechamonixmontblanc.fr/,http://agysoft.marches-publics.info/,,,,,False,False,,False,False
21-91420,Conseil Départemental des Vosges,None,,Nicolas PIERRE,FRF34,"8, rue de la Préfecture",88088,Epinal cédex 09,,(+33) -03-29-29-87-87,,,commandepublique@vosges.fr,http://www.vosges.fr,https://www.xmarches.fr,,,,,False,True,,False,True
21-91421,commune de SAINT PRIX,21950574000015,,,FR108,"45, rue d'Ermont",95390,Saint Prix,,(+33) 1-34-27-44-44,,,mairie@saintprix.fr,https://www.saintprix.fr,http://marches-publics.info,,,,,False,True,,False,True
21-91429,DIR Sud-Ouest,None,,,FRJ23,155 avenue des arènes romaines,31300,Toulouse,,,,,bm.dmo.smee.dirso@developpement-durable.gouv.fr,http://www.enroute.sud-ouest.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
21-91430,COMMUNAUTE D AGGL BEZIERS MEDITERRANEE,24340076900093,,,FRJ13,39 Boulevard de Verdun,34536,Béziers,,,,,correspondre@aws-france.com,http://www.beziers-mediterranee.fr/,http://agglobeziers.marches-publics.info,,,,,False,True,,False,True
21-91431,COMMUNE DE BRETEUIL,None," CHERON Gérard, Maire",,,RUE HUCKELHOVEN,27160,BRETEUIL,,02-32-29-82-45,,,mairie-breteuil@breteuil27.fr,http://www.villedebreteuilsuriton.fr,http://marches-publics.info,,,,,False,False,,False,False
21-91432,COMMUNE DE LA HAYE,None," GAILLON JEAN-MARC, LE MAIRE",,,"LE VILLAGE, 30, route de Morville",76780,LA HAYE,,02-35-90-84-34,,,mairie.la-haye@wanadoo.fr,https://www.la-haye.site/,https://agysoft.marches-publics.info/,,,,,False,False,,False,False
21-91434,Régie des Equipements Touristiques,None," BOYER Stéphane, MAIRE",,,"Mairie, 4, rue de l'Eglise",73500,AUSSOIS,,04-79-20-30-40,,04-79-20-37-47,dgs@aussois.com,,https://ledauphine.marchespublics-eurolegales.com,,,,,False,False,,False,False
21-91435,OFFICE PUB DE L HABITAT DE HTE GARONNE,None," CARASSOU STEPHANE, DIRECTEUR GENERAL",,,75 rue St Jean BP 63102,31131,BALMA,,05-62-73-56-00,,,juridique@oph31.fr,http://www.oph31.fr,,,,,,False,False,,False,False
21-91436,COMMUNAUTE COMMUNES HAUT VAL D OISE,None, L'ADMINISTRATEUR DE L'ETABLISSEMENT,,,16 rue Nationale,95260,Beaumont sur Oise,,,,,finances@cchvo.com,,https://www.marches-securises.fr,,,,,False,False,,False,False
21-91437,Département du Finistère,None,,,FRH02,"32, boulevard Dupleix Direction des Collèges-Service Pilotage et Programmation",29029,Quimper Cedex,,,,,colleges@finistere.fr,https://www.finistere.fr,https://www.megalis.bretagne.bzh,,,,,False,True,,False,True
21-91438,Conseil Départemental Haute-Garonne,None,,Direction de la commande publique,FRJ23,"1, bd de la Marquette",31090,Toulouse cedex 9,,,,,dcp-mpfs@cd31.fr,https://www.haute-garonne.fr,https://haute-garonne.marches-publics.info,,,,,False,True,,False,True
21-91439,Voies navigables de France,13001779100018,,,FR,"175, rue Ludovic Boutleux CS 30820",62408,Béthune cedex,,(+33) 3-21-63-24-24,,(+33) 3-21-63-24-59,division-achats@vnf.fr,http://www.vnf.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=718089&orgAcronyme=d4t,,,,,False,True,,False,True
21-91440,Agence de services et de paiement,None,"Mme ALMERAS Clotilde, Agence de services et de paiement",,,"2, rue du maupas",87040,Limoges,,05-55-12-04-24,,05-55-12-05-48,,https://www.asp-public.fr,https://www.marches-publics.gouv.fr/?page=entreprise.AccueilEnreprise,,,,,False,False,,False,False
21-91441,Département de l'Aude,None, Madame la Présidente du Conseil Départemental de l'Aude,,,Département de l'Aude Allée Raymond Courrière,11855,CARCASSONNE Cedex 9,,(+33) 4-68-11-68-11,,,marches@aude.fr,http://www.aude.fr,,,,,,False,False,,False,False
21-91442,COMMUNE DE SURY LE COMTAL,None," MARTIN YVES, Maire",,,"PLACE DE L'HOTEL DE VILLE, BP 47",42450,SURY LE COMTAL,,04-77-50-52-50,,04-77-30-60-81,emilie.gros@ville-surylecomtal.fr,http://www.ville-surylecomtal.fr/,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
21-91443,ESID de Rennes,None,,,FRH03,Quartier Margueritte bp14,35998,Rennes cedex 9,,(+33) 2-23-35-26-03,,(+33) 2-23-35-21-93,thierry.sevennec@intradef.gouv.fr,http://www.marches-publics.gouv.fr,,,,,,False,True,,False,True
21-91444,COMMUNAUTE DE COMMUNES DE LA HTE SOMME,None,Monsieur le Président,,,23 Avenue de l'Europe,80200,Péronne,,(+33)3-22-84-27-51,,,cchs@cchs.fr,,https://www.marchespublics596280.fr,,,,,False,False,,False,False
21-91445,Ville de Tours,None,,,FRB04,1 à 3 rue des Minimes,37926,Tours cedex 9,,,,,dab@ville-tours.fr,https://www.achatpublic.com/sdm/ach/gen/ach_home.do?PCSLID=CSL_2021_rnDEy3Rl0l&v=1,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_rnDEy3Rl0l,https://www.achatpublic.com/sdm/ach/gen/ach_home.do?PCSLID=CSL_2021_rnDEy3Rl0l&v=1,,False,True,,False,True
21-91446,Communauté de communes de Lacq-Orthez,None,,,FRI15,Rond point des chênes BP 73,64150,Mourenx,,(+33) 5-59-60-48-50,,(+33) 5-59-60-06-93,marchespublics@cc-lacqorthez.fr,http://www.cc-lacqorthez.fr,http://www.demat-ampa.fr,,,,,False,True,,False,True
21-91447,Ville d'Antibes Juan-les-Pins,None,,,FRL03,Direction de la commande publique Bâtiment ' Orange bleu ' 4ème étage 11 boulevard Chancel BP 2205,06606,Antibes cedex,,(+33) 4-92-90-52-87,,,commandepub-gestadm@ville-antibes.fr,https://antibes-juanlespins.com,https://e-marches06.fr,,,,,False,True,,False,True
21-91449,Mairie d'EAUNES,None,"M. SOTTIL Alain, Maire",,,1 place des champs de Vignes,31600,Eaunes,,,,,,,https://marches.agglo-muretain.fr,,,,,False,False,,False,False
21-91450,SDIS 44,None,,,FRG01,12 rue Arago BP4309,44243,La chapelle sur erdre,,(+33) 2-28-09-81-00,,,service_marches_publics@sdis44.fr,http://www.sdis44.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-91451,CMAR Occitanie,None, Bourgoin Barbara,,,59 T Chemin de Verdale,31240,Saint-Jean,,05-62-22-94-22,,,b.bourgoin@crma-occitanie.fr,http:///cmar-occitanie.e-marchespublics.com,http:///cmar-occitanie.e-marchespublics.com,,,,,False,False,,False,False
21-91452,EPT Plaine Commune,None,M. FOSSATI Marc,,,21 avenue Jules Rimet,93218,Saint-denis,,,,,,http://Plainecommune.fr,http://Maximilien.fr,,,,,False,False,,False,False
21-91454,Commune de Rueil-Malmaison,None,"Mme KHAOUTI Rym, Juriste contrats publics",,,13 boulevard du Maréchal Foch,92501,Rueil-malmaison cedex,,01-47-32-67-01,,01-47-32-66-08,marches.publics@mairie-rueilmalmaison.fr,http://www.villederueil.fr,http://marches.maximilien.fr,,,,,False,False,,False,False
21-91456,SDIS du Var,None,,,FRL05,Centre Jacques Vion87 boulevard Colonel Michel,83300,Draguignan,,(+33) 4-94-60-37-00,,,gfincp_marches@sdis83.fr,https://www.sdis83.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
21-91457,CNRS - Délégation Alsace,None,,,FRF11,"23, rue du Loess - BP20",67037,Strasbourg cedex 02,,,,,sfc.achat-marche@alsace.cnrs.fr,http://www.alsace.cnrs.fr,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=709652&orgAcronyme=f2h,,,,,False,True,,False,True
