BOAMP_AVIS_NUM,D_16_01_Renseignementscomplementaires_Commandeelectroniqueoui,D_16_02_Renseignementscomplementaires_Commandeelectroniquenon,D_16_03_Renseignementscomplementaires_Facturationelectroniqueoui,D_16_04_Renseignementscomplementaires_Facturationelectroniquenon,D_16_05_Renseignementscomplementaires_Paiementelectroniqueoui,D_16_06_Renseignementscomplementaires_Paiementelectroniquenon,D_16_07_Renseignementscomplementaires_Renscomplement,D_16_08_Renseignementscomplementaires_Proceduresrecoursprecision,D_16_09_Renseignementscomplementaires_Adressescomplementaires,D_16_09_01_Renseignementscomplementaires_Adressescomplementaires_Adresse,D_16_09_01_01_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type,D_16_09_01_01_02_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Admintech,D_16_09_01_01_03_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Admin,D_16_09_01_01_04_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Tech,D_16_09_01_01_05_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Renseignements,D_16_09_01_01_06_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Documents,D_16_09_01_01_07_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Envoyeroffres,D_16_09_01_01_08_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Instancerecours,D_16_09_01_01_09_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Organemediation,D_16_09_01_01_10_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Rensrecours,D_16_09_01_02_Renseignementscomplementaires_Adressescomplementaires_Adresse_Denomination,D_16_09_01_03_Renseignementscomplementaires_Adressescomplementaires_Adresse_Codeidentnational,D_16_09_01_04_Renseignementscomplementaires_Adressescomplementaires_Adresse_Correspondant,D_16_09_01_05_Renseignementscomplementaires_Adressescomplementaires_Adresse_Contact,D_16_09_01_06_Renseignementscomplementaires_Adressescomplementaires_Adresse_Adresse,D_16_09_01_07_Renseignementscomplementaires_Adressescomplementaires_Adresse_Cp,D_16_09_01_08_Renseignementscomplementaires_Adressescomplementaires_Adresse_Ville,D_16_09_01_09_Renseignementscomplementaires_Adressescomplementaires_Adresse_Pays,D_16_09_01_10_Renseignementscomplementaires_Adressescomplementaires_Adresse_Codenuts,D_16_09_01_11_Renseignementscomplementaires_Adressescomplementaires_Adresse_Tel,D_16_09_01_12_Renseignementscomplementaires_Adressescomplementaires_Adresse_Poste,D_16_09_01_13_Renseignementscomplementaires_Adressescomplementaires_Adresse_Fax,D_16_09_01_14_Renseignementscomplementaires_Adressescomplementaires_Adresse_Mel,D_16_09_01_15_Renseignementscomplementaires_Adressescomplementaires_Adresse_Url
21-158686,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif,None,,,"14, rue Lemerchier",80011,Amiens cedex,,,03-22-33-61-70,,03-22-33-61-71,greffe.ta.amiens@juradm.fr,http://Amiens.tribunal-administratif.fr
21-158686,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,True,False,False,False,False,,None,,,,None,,,,,,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_JEkybLfTtx
21-158687,False,False,False,False,False,False, Date d'envoi du présent avis au JOUE et au BOAMP : 1 décembre 2021.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Montreuil,None,,,7 rue Catherine Puig,93100,Montreuil,,,,,,,http://montreuil.tribunal-administratif.fr/
21-158689,False,False,False,False,False,False,"Les pièces constitutives de l'accord-cadre sont consultables sur place et uniquement sur rendez-vous pris auprès de la Cellule des Marchés du CHU Grenoble Alpes, du lundi au vendredi de 9:00 à 12:00 et de 14:00 à 16:00 à l'adresse suivante : Pavillon Moidieu (bâtiment situé derrière l'Hôpital Couple Enfant), entrée par le Quai Yermoloff, 38700 La Tronche (Isère, France). Date d'envoi du présent avis au JOUE et au BOAMP : 1 décembre 2021.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif,None,,,2 place verdun,38022,Grenoble,,,(+33) 4-76-42-90-00,,(+33) 4-76-42-22-69,greffe.ta-grenoble@juradm.fr,http://grenoble.tribunal-administratif.fr/
21-158689,False,False,False,False,False,False,"Les pièces constitutives de l'accord-cadre sont consultables sur place et uniquement sur rendez-vous pris auprès de la Cellule des Marchés du CHU Grenoble Alpes, du lundi au vendredi de 9:00 à 12:00 et de 14:00 à 16:00 à l'adresse suivante : Pavillon Moidieu (bâtiment situé derrière l'Hôpital Couple Enfant), entrée par le Quai Yermoloff, 38700 La Tronche (Isère, France). Date d'envoi du présent avis au JOUE et au BOAMP : 1 décembre 2021.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal administratif,None,,,2 place verdun,38022,Grenoble,,,,,,,http://grenoble.tribunal-administratif.fr/
21-158690,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal Administratif de Dijon,None,,,22 rue d'Assas BP 61616,21000,Dijon,,,,,,greffe.ta-dijon@juradm.fr,http://dijon.tribunal-administratif.fr
21-158690,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal Administratif de Dijon,None,,,22 rue d'Assas BP 61616,21000,Dijon,,,,,,greffe.ta-dijon@juradm.fr,http://dijon.tribunal-administratif.fr
21-158690,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,True,False,False,False,False,,None,,,,None,,,,,,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_nv5BqaqwyJ
21-158691,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif,None,,,68 rue Raymond IVB.P. 7007,31068,Toulouse Cédex 7,,,,,,greffe.tatoulouse@juradm.fr,http://www.toulouse.tribunal-administratif.fr
21-158691,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal administratif,None,,,68 rue Raymond IVB.P. 7007,31068,Toulouse Cédex 7,,,,,,greffe.tatoulouse@juradm.fr,http://www.toulouse.tribunal-administratif.fr
21-158692,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,TA Paris,None,,,7 rue de Jouy,75181,Paris,,,,,,greffe.ta-paris@juradm.fr,
21-158693,False,False,False,False,False,False,"pour tout renseignement complémentaire concernant cette consultation, les candidats transmettent impérativement leur demande par l'intermédiaire du profil d'acheteur du pouvoir adjudicateur : http://www.marches-securises.fr.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Poitiers,None,,,15 rue de Blossac BP 541,86020,Poitiers Cedex,,,(+33) 5-49-60-79-19,,(+33) 5-49-60-68-09,greffe.ta-poitiers@juradm.fr,http://poitiers.tribunal-administratif.fr/
21-158693,False,False,False,False,False,False,"pour tout renseignement complémentaire concernant cette consultation, les candidats transmettent impérativement leur demande par l'intermédiaire du profil d'acheteur du pouvoir adjudicateur : http://www.marches-securises.fr.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal administratif de Poitiers,None,,,15 rue de Blossac BP 541,86020,Poitiers Cedex,,,(+33) 5-49-60-79-19,,(+33) 5-49-60-68-09,greffe.ta-poitiers@juradm.fr,http://poitiers.tribunal-administratif.fr/
21-158694,False,False,False,False,False,False,"Le dossier de consultation est uniquement disponible sur le profil d'acheteur du pouvoir adjudicateur, sur le site marches-securises.frConformément à l'article R. 2143-14 du Code de la Commande Publique, les candidats ne sont pas tenus de fournir les documents et renseignements mentionnés dessus, déjà transmis à la Ville d'Antibes dans le cadre d'une précédente consultation et qui demeurent valables.Conformément à l'article R. 2123-5 du Code de la Commande Publique, une négociation est prévue.Le pouvoir adjudicateur négociera sur la base d'un ou de plusieurs critères de jugement ci-dessus, avec le ou les candidats ayant remis une offre susceptible d'être économiquement la plus avantageuse.Le pouvoir adjudicateur communiquera par courriel avec les candidats lors des négociations. Les candidats pourront répondre aux questions et envoyer des documents par courriel. La négociation pourra se dérouler en phases successives. Le ou les candidats ayant remis une offre non susceptible d'être économiquement la plus avantageuse à l'issue de la phase de négociation concernée, ne sera (seront) pas convié(s) à participer aux phases ultérieures.Aucune transmission par voie papier ou support physique électronique (CD-Rom / DVD-Rom/ clé USB) n'est autorisée pour cette consultation sauf pour :- l'éventuelle copie de sauvegarde ;Le pouvoir adjudicateur IMPOSE la transmission des documents par voie électronique sur le profil d'acheteur du pouvoir adjudicateur, sur le site marches-securises.frAUCUN AUTRE MODE DE TRANSMISSION N'EST AUTORISE sauf pour les exceptions mentionnées ci-dessus.Les documents, pour lesquelles une signature est exigée à l'attribution (A.E. et pièces de prix) ne seront pas obligatoirement revêtus de la signature électronique au stade de la remise des offres.Toutefois, lors de l'attribution de l'accord-cadre, les documents transmis par voie électronique donneront lieuà la signature électronique obligatoire de l'accord-cadre.Pour obtenir tous les renseignements complémentaires qui leur seraient nécessaires au cours de leur étude, les candidats devront faire parvenir, dix (10) jours au plus tard avant la date limite de réception des offres, une demande par l'intermédiaire du profil d'acheteur du pouvoir adjudicateur, sur le site marches-securises.frA titre d'information, les interlocuteurs techniques de cet accord-cadre seront :Direction Santé Environnement Développement DurableService Coordination Administrative et FinancièreUnité Marchés Publics - FinancesUne réponse sera alors adressée à toutes les entreprises ayant téléchargé le dossier après identification, 6 jours au plus tard avant la date limite de réception des offres.Les modalités de remise des plis par voie dématérialisée sont précisées au réglement de la consultation",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal Administratif de Nice,None,,,18 avenue des Fleurs CS 61039,06050,Nice cedex 1,,,04-89-97-86-00,,,,
21-158694,False,False,False,False,False,False,"Le dossier de consultation est uniquement disponible sur le profil d'acheteur du pouvoir adjudicateur, sur le site marches-securises.frConformément à l'article R. 2143-14 du Code de la Commande Publique, les candidats ne sont pas tenus de fournir les documents et renseignements mentionnés dessus, déjà transmis à la Ville d'Antibes dans le cadre d'une précédente consultation et qui demeurent valables.Conformément à l'article R. 2123-5 du Code de la Commande Publique, une négociation est prévue.Le pouvoir adjudicateur négociera sur la base d'un ou de plusieurs critères de jugement ci-dessus, avec le ou les candidats ayant remis une offre susceptible d'être économiquement la plus avantageuse.Le pouvoir adjudicateur communiquera par courriel avec les candidats lors des négociations. Les candidats pourront répondre aux questions et envoyer des documents par courriel. La négociation pourra se dérouler en phases successives. Le ou les candidats ayant remis une offre non susceptible d'être économiquement la plus avantageuse à l'issue de la phase de négociation concernée, ne sera (seront) pas convié(s) à participer aux phases ultérieures.Aucune transmission par voie papier ou support physique électronique (CD-Rom / DVD-Rom/ clé USB) n'est autorisée pour cette consultation sauf pour :- l'éventuelle copie de sauvegarde ;Le pouvoir adjudicateur IMPOSE la transmission des documents par voie électronique sur le profil d'acheteur du pouvoir adjudicateur, sur le site marches-securises.frAUCUN AUTRE MODE DE TRANSMISSION N'EST AUTORISE sauf pour les exceptions mentionnées ci-dessus.Les documents, pour lesquelles une signature est exigée à l'attribution (A.E. et pièces de prix) ne seront pas obligatoirement revêtus de la signature électronique au stade de la remise des offres.Toutefois, lors de l'attribution de l'accord-cadre, les documents transmis par voie électronique donneront lieuà la signature électronique obligatoire de l'accord-cadre.Pour obtenir tous les renseignements complémentaires qui leur seraient nécessaires au cours de leur étude, les candidats devront faire parvenir, dix (10) jours au plus tard avant la date limite de réception des offres, une demande par l'intermédiaire du profil d'acheteur du pouvoir adjudicateur, sur le site marches-securises.frA titre d'information, les interlocuteurs techniques de cet accord-cadre seront :Direction Santé Environnement Développement DurableService Coordination Administrative et FinancièreUnité Marchés Publics - FinancesUne réponse sera alors adressée à toutes les entreprises ayant téléchargé le dossier après identification, 6 jours au plus tard avant la date limite de réception des offres.Les modalités de remise des plis par voie dématérialisée sont précisées au réglement de la consultation",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal Administratif de Nice,None,,,18 avenue des Fleurs CS 61039,06050,Nice cedex 1,,,04-89-97-86-00,,,,
21-158695,False,False,False,False,False,False,"Le présent appel d'offres ouvert est soumis aux dispositions des articles L. 2124-2, R. 2124-2, R. 2161-2 à R. 2161-5 du Code de la Commande Publique.Une personne physique qui exerce la fonction de coordonnateur, en son nom propre ou au nom de l'organisme qui l'emploie, ne peut pas être chargée de la fonction de contrôleur technique prévue à l'article L. 111-23 du code de la construction et de l'habitation dans le cadre d'une même opération de bâtiment ou de génie civil (Article R4532-19 du Code du Travail).Selon ce même article R4532-19 du code du travail, sauf exception, une personne physique qui exerce la fonction de coordonnateur ne peut pas, lorsque l'opération excède le montant fixé par l'article R. 4533-1, être chargée d'une autre fonction dans le cadre de la même opération.Conformément à la circulaire DRT no 96-5 du 10 avril 1996 relative à la coordination sur les chantiers de bâtiment et de génie civil, la mission de coordination ne peut être sous-traitée.Le dossier de consultation est uniquement disponible sur le profil d'acheteur du pouvoir adjudicateur, sur le site marches-securises.frConformément à l'article R. 2143-14 du Code de la Commande Publique, les candidats ne sont pas tenus de fournir les documents et renseignements mentionnés dessus, déjà transmis à la Ville d'Antibes dans le cadre d'une précédente consultation et qui demeurent valables.Aucune transmission par voie papier ou support physique électronique (CD-Rom / DVD-Rom/ clé USB) n'est autorisée pour cette consultation sauf pour :- l'éventuelle copie de sauvegarde ;Le pouvoir adjudicateur IMPOSE la transmission des documents par voie électronique sur le profil d'acheteur du pouvoir adjudicateur, sur le site marches-securises.frAUCUN AUTRE MODE DE TRANSMISSION N'EST AUTORISE sauf pour les exceptions mentionnées ci-dessus.Les documents, pour lesquelles une signature est exigée à l'attribution (A.E. et pièces de prix) ne seront pas obligatoirement revêtus de la signature électronique au stade de la remise des offres.Toutefois, lors de l'attribution du marché, les documents transmis par voie électronique donneront lieu à la signature électronique obligatoire du marché.Pour obtenir tous les renseignements complémentaires qui leur seraient nécessaires au cours de leur étude, les candidats devront faire parvenir, dix (10) jours au plus tard avant la date limite de réception des offres (non incluse), une demande par l'intermédiaire du profil d'acheteur du pouvoir adjudicateur, sur le site marches-securises.frA titre d'information, les interlocuteurs de ce marché seront : Direction Architecture et BâtimentsUnité financièreUne réponse sera alors adressée à toutes les entreprises ayant téléchargé le dossier après identification, 6 jours au plus tard avant la date limite de réception des offres (non incluse).Les modalités de remise des plis parvoie dématérialisée sont précisées au réglement de la consultation. Date d'envoi du présent avis au JOUE et au BOAMP : 1 décembre 2021.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal Administratif de Nice,None,,,18 avenue des Fleurs CS 61039,06050,Nice cedex 1,,,(+33) 4-89-97-86-00,,,,
21-158695,False,False,False,False,False,False,"Le présent appel d'offres ouvert est soumis aux dispositions des articles L. 2124-2, R. 2124-2, R. 2161-2 à R. 2161-5 du Code de la Commande Publique.Une personne physique qui exerce la fonction de coordonnateur, en son nom propre ou au nom de l'organisme qui l'emploie, ne peut pas être chargée de la fonction de contrôleur technique prévue à l'article L. 111-23 du code de la construction et de l'habitation dans le cadre d'une même opération de bâtiment ou de génie civil (Article R4532-19 du Code du Travail).Selon ce même article R4532-19 du code du travail, sauf exception, une personne physique qui exerce la fonction de coordonnateur ne peut pas, lorsque l'opération excède le montant fixé par l'article R. 4533-1, être chargée d'une autre fonction dans le cadre de la même opération.Conformément à la circulaire DRT no 96-5 du 10 avril 1996 relative à la coordination sur les chantiers de bâtiment et de génie civil, la mission de coordination ne peut être sous-traitée.Le dossier de consultation est uniquement disponible sur le profil d'acheteur du pouvoir adjudicateur, sur le site marches-securises.frConformément à l'article R. 2143-14 du Code de la Commande Publique, les candidats ne sont pas tenus de fournir les documents et renseignements mentionnés dessus, déjà transmis à la Ville d'Antibes dans le cadre d'une précédente consultation et qui demeurent valables.Aucune transmission par voie papier ou support physique électronique (CD-Rom / DVD-Rom/ clé USB) n'est autorisée pour cette consultation sauf pour :- l'éventuelle copie de sauvegarde ;Le pouvoir adjudicateur IMPOSE la transmission des documents par voie électronique sur le profil d'acheteur du pouvoir adjudicateur, sur le site marches-securises.frAUCUN AUTRE MODE DE TRANSMISSION N'EST AUTORISE sauf pour les exceptions mentionnées ci-dessus.Les documents, pour lesquelles une signature est exigée à l'attribution (A.E. et pièces de prix) ne seront pas obligatoirement revêtus de la signature électronique au stade de la remise des offres.Toutefois, lors de l'attribution du marché, les documents transmis par voie électronique donneront lieu à la signature électronique obligatoire du marché.Pour obtenir tous les renseignements complémentaires qui leur seraient nécessaires au cours de leur étude, les candidats devront faire parvenir, dix (10) jours au plus tard avant la date limite de réception des offres (non incluse), une demande par l'intermédiaire du profil d'acheteur du pouvoir adjudicateur, sur le site marches-securises.frA titre d'information, les interlocuteurs de ce marché seront : Direction Architecture et BâtimentsUnité financièreUne réponse sera alors adressée à toutes les entreprises ayant téléchargé le dossier après identification, 6 jours au plus tard avant la date limite de réception des offres (non incluse).Les modalités de remise des plis parvoie dématérialisée sont précisées au réglement de la consultation. Date d'envoi du présent avis au JOUE et au BOAMP : 1 décembre 2021.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal Administratif de Nice,None,,,18 avenue des Fleurs CS 61039,06050,Nice cedex 1,,,(+33) 4-89-97-86-00,,,,
21-158696,False,False,False,False,False,False,,"- un référé précontractuel, depuis le début de la procédure de passation jusqu'à la signature du contrat (article L 551-1 et suivants et R 551-1 du code de justice administrative) ;- un référé contractuel dans un délai de 31 jours à compter de la publication d'un avis d'attribution, ou à défaut de la publication, 6 mois à compter de la signature du contrat (articles L551-13 et suivants et R551-7 et suivants) ;- un recours en annulation contre le marché dans les 2 mois suivant la date à laquelle la conclusion du contrat a été rendue publique ;- un recours pour excès de pouvoir contre la décision de rejet de l'offre dans un délai de 2 mois à compter de la notification de la décision de rejet et jusqu'à la signature du marché (articles R 421-1 à R421-7 du code de justice administrative).",CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,True,False,False,False,False,Région Grand Est,None,Direction de l'Achat Public,,,None,,,,,,,,https://marchepublics.grandest.fr
