BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-64907,EHPAD PIERRE MASSEBOEUF,None, COLLOMBET JEAN FRANCOIS,,,7 CHEMIN DES TRIBLES,03700,BELLERIVE SUR ALLIER,,06-71-27-58-58,,,ingenieur@ehpad-pierremasseboeuf.fr,,,,,,,False,False,,False,False
21-64908,SPL SEMHACH,None,"M. Evesque Geoffrey, Secrétaire général",,,9 rue du Lieutenant Alain Le Coz BP 40004,94550,Chevilly-larue,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-64909,MuCEM,None,,,FRL04,7 promenade Robert Laffont - esplanade du J4 - CS 10351,13213,Marseille cedex 02,,(+33) -04-84-35-13-03,,,isabelle.calvat@mucem.org,http://www.mucem.org,http://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=756899&orgAcronyme=f5j,http://www.marches-publics.gouv.fr,,False,True,,False,True
21-64910,CTRE NATIONAL D ENST A DISTANCE,None,,Direction de l'achat et des affaires juridiques - Service de l'achat public,FRI34,Téléport 2 - BP 80300 2 bd Nicephore Niepce,86963,Chasseneuil futuroscope cedex,,(+33) 5-49-49-34-26,,,marches-publics@ac-cned.fr,http://www.cned.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-64911,Grand Port Maritime de Dunkerque,None,,M. Stéphane GAVAUD (Renseignements administratifs),FRE11,Port 2505 - 2505 Route de l'Ecluse Trystram Département Achats-Marchés - Porte 335 BP 46 534,59386,DUNKERQUE CEDEX 1,,(+33) 3-28-28-75-00,,,sgavaud@portdedunkerque.fr,http://www.dunkerque-port.fr,https://www.achatpublic.com/sdm/ent/gen/index.do,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_hJEuCwrdqV,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_hJEuCwrdqV,,False,True,,False,True
21-64912,Conseil Départemental Haute-Vienne,None,,,FRI23,11 rue François Chénieux,87000,LIMOGES,,,,,marches-demat@haute-vienne.fr,http://www.haute-vienne.fr,http://cg87.e-marchespublics.com,,,,,False,True,,False,True
21-64913,Morbihan Energies,None,,,FRH04,"27, rue de Luscanen CS32610",56010,VANNES CEDEX,,,,,contact@morbihan-energies.fr,https://morbihan-energies.fr,https://marches.megalis.bretagne.bzh,https://marches.megalis.bretagne.bzh,,,,False,True,,False,True
21-64915,Mairie Auxonne,None,M. DUBUISSON Théau,,,Place d'Armes,21130,Auxonne,,03-80-60-44-60,,,marches.publics@mairie-auxonne.fr,,,,,,,False,False,,False,False
21-64916,SEML DU GRAND TOURMALET,None, Groupement de Commandes des Stations Associées,,,32 BD DU PIC DU MIDI,65200,LA MONGIE,,06-74-64-60-47,,06-74-64-60-47,ma.buffet@n-py.com,http://tourmalet.e-marchespublics.com,http://tourmalet.e-marchespublics.com,,,,,False,False,,False,False
21-64917,VAL DU LOING HABITAT,None,Mme PIAU Isabelle,,,31 avenue du JF Kennedy - BP82,77793,Nemours cedex,,01-64-45-54-39,,,servicemarches@valduloinghabitat.fr,http://www.valduloinghabitat.fr,http://www.maximilien.fr,,,,,False,False,,False,False
21-64919,Préfecture de Police,None,,DFCPP - Bureau de la Commande publique et de l'Achat,FR10,"1bis, rue de Lutèce",75195,Paris cedex 04,,(+33) 1-70-22-26-21,,,prefpol.marchespublics-scp@interieur.gouv.fr,http://www.prefecture-police-paris.interieur.gouv.fr,,,http://Marches.maximilien.fr,http://Marches.maximilien.fr,,False,True,,False,True
21-64922,Société du Grand Paris,52504601700048,,Selma MOULOUD,FR10,2-4 Mail de la Petite Espagne - Immeuble Le Moods,93200,Saint-Denis,,(+33) 1-82-46-20-00,,(+33) 1-82-46-20-31,marches-sgp@societedugrandparis.fr,http://www.societedugrandparis.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-64923,ESID de Metz,None,"Mme ROUX Patricia, Acheteur",,,Caserne Verneau Rue du sergent Blandan - CS 53864,54029,Nancy cedex,,03-54-95-64-68,,03-54-95-64-80,esid-metz.ach.fct@def.gouv.fr,https://www.marches-publics.gouv.fr,,,,,,False,False,,False,False
21-64924,MINARM/TERRE/SIMMT,15400005300582,,Simmt-sdc-berc.cmf.agt.fct@intradef.gouv.fr,FR,Etablissement ingénieur général Jayat -CS 30704,78000,Versailles,,,,,simmt-sdc-berc.cmf.agt.fct@intradef.gouv.fr,https://marches-publics.gouv.fr,https://marches-publics.gouv.fr,,,,,False,True,,False,True
21-64925,CC AUBRAC LOT CAUSSES TARN,20006926800015,,https://www.e-marchespublics.com/,FRJ14,16 quartier de Trémoulis,48500,LA CANOURGUE,,(+33) 4-66-31-41-23,,(+33) 4-66-94-09-03,communautecomaubraclotcausse@orange.fr,https://fr.wikipedia.org/wiki/Communaut%C3%A9_de_communes_Aubrac_Lot_Causses_Tarn,https://www.e-marchespublics.com/,,https://www.e-marchespublics.com/,https://www.e-marchespublics.com/,https://www.e-marchespublics.com/,False,True,,False,True
21-64926,Syctom,None,,Service de la commande publique et des achats,FR101,86 rue Regnault,75013,Paris,,(+33) 1-40-13-17-00,,,marchespublics@syctom-paris.fr,http://www.syctom-paris.fr,http://www.maximilien.fr,,https://marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=791806&orgAcronyme=d8e,https://marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=791806&orgAcronyme=d8e,https://marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=791806&orgAcronyme=d8e,False,True,,False,True
21-64927,MIOMCT/DGGN/GENDARMERIE/RGPACA,None," Achats marchés Cellule, MIOMCT/DGGN/GENDARMERIE/RGPACA",,,162 AVENUE DE LA TIMONE,13387,Marseille cedex 10,,04-91-85-70-46,,,,,,,,,,False,False,,False,False
21-64928,CHU REIMS,26510005700487,,,FRF23,45 rue Cognacq-Jay,51092,"Reims cedex, cellule des marchés publics",,(+33) 3-26-83-25-31,,,cellulemarches@chu-reims.fr,http://www.chu-reims.fr,http://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=756949&orgAcronyme=x7c,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=756949&orgAcronyme=x7c,,False,True,,False,True
21-64929,Commune d'Hyères-les-Palmiers,None, Le Maire,,,12 Avenue Joseph Clotis BP 709,83412,Hyères,,04-94-00-78-32,,04-94-00-79-81,marches.publics@mairie-hyeres.com,http://www.hyeres.fr,http://www.marchespublics.hyeres.fr,,,,,False,False,,False,False
21-64930,Conseil Départemental de la Somme,22800001400016,,,FRE23,53 rue de la République,80026,Amiens,,(+33) -03-60-03-40-68,,,n.gallois@somme.fr,https://somme.fr,https://marchespublics596280.fr,,,,,False,True,,False,True
21-64931,SYND MIXTE TRPT COMMUN AGGL TOULOUSAIN,25310098600046,,,FRJ23,"7, esplanade Compans Caffarelli",31011,Toulouse,,(+33) 5-67-77-80-61,,,correspondre@aws-france.fr,http://tisseo-collectivites.fr/,http://tisseo.marches-publics.info/,,http://tisseo.marches-publics.info/,http://tisseo.marches-publics.info/,,False,True,,False,True
21-64932,COMMUNE DE BAZAINVILLE,None," FEREDIE Daniel, Maire",,,"25, Grand Rue",78550,BAZAINVILLE,,01-34-94-29-29,,01-34-94-29-28,mairie@mairie-bazainville.fr,https://www.marches-publics.info/,https://www.marches-publics.info/,,,,,False,False,,False,False
21-64933,SOC FRANCAISE TUNNEL ROUTIER DE FREJUS,None," CHABERT Alain, Directeur Général",,,Plateforme du tunnel du Fréjus,73500,MODANE,,04-79-20-26-00,,04-79-20-26-10,marchespublics@tunneldufrejus.com,http://www.sftrf.fr,http://www.sftrf.fr,,,,,False,False,,False,False
21-64934,COMMUNE DE CONFLANS SAINTE HONORINE,21780172900013,,,FR103,"63, Rue Maurice Berteaux",78700,Conflans Sainte Honorine,,(+33) 1-34-90-89-89,,,correspondre@aws-france.com,https://www.conflans-sainte-honorine.fr,http://agysoft.marches-publics.info/,,http://agysoft.marches-publics.info/,http://agysoft.marches-publics.info/,,False,True,,False,True
21-64935,DEPARTEMENT DE L ISERE,22380001200013,,,FRK24,7 rue Fantin Latour,38022,Grenoble,,(+33) 4-76-00-38-38,,(+33) 4-76-00-38-35,marches-publics@isere.fr,https://www.isere.fr/,https://www.marches-publics.info,,https://www.marches-publics.info,https://www.marches-publics.info,,False,True,,False,True
21-64936,SYNDICAT MIXTE DU LAC D ANNECY,24740001300014,,,FRK28,7 rue des Terrasses,74960,Cran-Gevrier,,(+33) 4-50-66-77-77,,,correspondre@aws-france.com,http://www.sila.fr,http://www.sila.fr/-Marches-publics-.html,,http://www.sila.fr/-Marches-publics-.html,http://www.sila.fr/-Marches-publics-.html,,False,True,,False,True
21-64937,DEPARTEMENT DE LA DROME,None," Conseil départemental de la Drôme, représenté par sa Présidente, Mme Marie-Pierre Mouton",,,"La Drôme-laboratoires, 37 avenue de Lautagne BP 118",26904,Valence,,,,,consultations-achats@ladrome.fr,http://www.ladrome.fr,http://www.ladrome.fr,,,,,False,False,,False,False
21-64938,Grand Montauban Communauté d'agglo,None," DEVILLE Thierry, Président",,,9 rue de l'hôtel de ville BP 764,82000,MONTAUBAN CEDEX,,05-63-22-12-87,,05-63-93-58-00,marchespublics@ville-montauban.fr,http://www.montauban.com,http://www.montauban.com/,,,,,False,False,,False,False
21-64939,COMMUNE DE KOUROU,None,Service de la commande publique,,,30 avenue des Roches,97310,Kourou,,05-94-21-31-31,,,marches@ville-kourou.fr,,http://kourou.synapse.entreprises.com,,,,,False,False,,False,False
21-64940,GRAND AVIGNON,24840025100158,,,FRL06,320 Chemin des Meinajaries,84911,Avignon,,(+33) 4-90-84-47-00,,(+33) 4-90-84-47-15,correspondre@aws-france.com,http://www.grandavignon.fr,https://agysoft.marches-publics.info/,,https://agysoft.marches-publics.info/,https://agysoft.marches-publics.info/,,False,True,,False,True
21-64941,COMMUNE DE FÉNAY,None," GOBET Laurent, Maire",,,"5 rue Basse, CHEVIGNY",21600,Fénay,,03-80-36-62-05,,03-80-36-93-54,,http://www.fenay.fr,http://www.marches-publics.info/,,,,,False,False,,False,False
21-64942,Mairie de Breuillet,None,"Mme MAYEUR Véronique, Maire",,,42 Grande Rue BP 13,91650,Breuillet,,01-69-94-60-40,,,correspondre@aws-france.com,http://www.ville-breuillet.fr,http://www.marchespublics-idf-centre.fr,,,,,False,False,,False,False
21-64943,COMMUNE DE SAINT NAZAIRE,21440184600016,,,FRG01,Place François Blancho,44600,Saint Nazaire,,,,,marchespublics@agglo-carene.fr,http://www.saintnazaire.fr/,http://www.agglo-carene.fr/demarches-et-infos-pratiques/marches-publics-414.html,,,,,False,True,,False,True
21-64945,COMMUNAUTE DE COMMUNES DU VEXIN-THELLE,None," GERNEZ Bertrand, Président",,,"6 rue Bertinot Juel, Espace Vexin Thelle no5 BP 30",60240,CHAUMONT EN VEXIN,,03-44-49-15-15,,03-44-49-41-59,accueil@vexinthelle.com,http://www.vexin-thelle.com,https://www.marches-publics.info,,,,,False,False,,False,False
21-64946,CA SAUMUR VAL DE LOIRE,None, Sylvia BOISNAY,,,CS 54030,49408,Saumur Cedex,,(+33) 2-53-93-50-75,,,commandes.publiques@agglo-saumur.fr,https://www.saumurvaldeloire.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
21-64948,Morbihan Energies,None,,,FRH04,"27, rue de Luscanen CS32610",56010,VANNES CEDEX,,,,,contact@morbihan-energies.fr,https://morbihan-energies.fr,https://marches.megalis.bretagne.bzh,,,,,False,True,,False,True
21-64949,SIARE,None," ENJALBERT Jean-Pierre, Président",,,1 rue de l'Egalité,95230,Soisy-Sous-Montmorency,,01-30-10-60-70,,01-30-10-60-71,o.sarr@siare.net,http://www.siare95.fr,http://www.siare95.fr,,,,,False,False,,False,False
21-64950,COMMUNAUTE D AGGL DU GRAND VERDUN,None,Cellules Achats,,,11 rue du Président Poincaré,55100,Verdun,,03-29-83-44-22,,,grp-juridique@grandverdun.fr,http://www.verdun.fr,https://webmarche.adullact.org/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=503462&orgAcronyme=r5m,,,,,False,False,,False,False
21-64951,Ville de Crépy-en-Valois,21600175000019,,,FRE22,Hôtel de Ville,60803,Crepy-En-Valois,,,,,correspondre@aws-france.com,http://www.crepyenvalois.fr/,https://www.agysoft.marches-publics.info/,,,,,False,True,,False,True
21-64952,CAISSE ALLOCATION VIEILLESSE NOTAIRE,78433889900015,,,FR10,43 Avenue Hoche,75008,Paris,,(+33) 1-53-81-75-00,,,marchespublics@cprn.fr,https://marchesonline.achatpublic.com/sdm/ent/gen/ent_recherche.do,https://marchesonline.achatpublic.com/sdm/ent/gen/ent_recherche.do,,https://publication.marchesonline.com/publication/extern/apcConsultationAcces.do?idConsultation=MzQ1MDY0NQ%3D%3D,http://Marchesonline.com,https://publication.marchesonline.com/publication/extern/apcConsultationAcces.do?idConsultation=MzMyNzY5NA%3D%3D,False,True,,False,True
21-64953,CROUS DE BESANCON,None,"Mme Le Noan Christine, Directrice Générale",,,32 AVENUE DE L OBSERVATOIRE,25001,Besancon cedex 1,,03-81-48-46-00,,,,,,,,,,False,False,,False,False
21-64955,CA QUIMPER BRETAGNE OCCIDENTALE,None,,,FRH02,"44, place Saint-Corentin",29000,Quimper,,,,,marches.publics@quimper.bzh,https://www.quimper-bretagne-occidentale.bzh/,,,https://marches.megalis.bretagne.bzh/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=149077&orgAcronyme=f9g,https://www.megalis.bretagne.bzh/,,False,True,,False,True
21-64956,GRAND BESANCON METROPOLE,None,"Madame Anne VIGNOT, Présidente",,,4 rue Gabriel Plançon,25043,Besançon-Cedex,,03-81-87-88-89,,,agglomeration@grandbesancon.fr,http://www.grandbesancon.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
21-64957,Ville de Marcoussis,None,"M. THOMAS Olivier, Maire",,,5 rue Alfred Dubois,91460,Marcoussis,,01-64-49-64-00,,01-69-01-18-53,contact@marcoussis.fr,https://www.marcoussis.com/,https://marchespublics-marcoussis.safetender.com/#/home,,,,,False,False,,False,False
21-64958,Mairie de L'Union,None, Commune de L'Union,,,6 bis avenue des Pyrénées,31240,L\\\'Union,,05-62-89-22-89,,,marches.publics@mairie-lunion.fr,http://mairie-lunion.e-marchespublics.com,http://mairie-lunion.e-marchespublics.com,,,,,False,False,,False,False
21-64959,SATT SAYENS,50170496900051,,,FRC11,"64 A, rue Sully - CS 77124",21071,DIJON CEDEX,,(+33) 3-80-40-34-80,,,achats@sayens.fr,https://sayens.fr/,,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_N1p6MgvzSI,,False,True,,False,True
21-64960,Ville de Pantin,None,,,FR106,84-88 avenue du Général Leclerc,93500,Pantin,,,,,marchespublics@ville-pantin.fr,https://www.achatpublic.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_lavnT7aGn2,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_lavnT7aGn2,,False,True,,False,True
21-64961,Département de Meurthe-et-Moselle,None,Mme La Présidente du Conseil Départemental,,,"48, Esplanade Jacques Baudot CO 90019",54035,NANCY CEDEX,,,,,commandepublique@departement54.fr,http://www.meurthe-et-moselle.fr,https://www.xmarches.fr/,,,,,False,False,,False,False
21-64962,CTRE HOSPITALIER UNVT GRENOBLE,None,M. KERLEROUX Benjamin,Benjamin KERLEROUX,,CS 10217,38043,Grenoble cedex 09,,04-76-76-68-55,,04-76-76-68-50,marches@chu-grenoble.fr,http://www.chu-grenoble.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-64963,COMMUNE D OLMETO,None,"M. MOZZICONACCI José-Pierre, Maire",,,Casa cumuna d'Ulmetu - 5 cours Balisoni,20113,OLMETO,,04-95-74-60-73,,,compta@olmeto.fr,https://www.achatspublicscorse.com,https://www.achatspublicscorse.com:443/1239,,,,,False,False,,False,False
21-64964,GRAND PARIS SEINE ET OISE,None,"M. COGNET RAPHAEL, PRESIDENT",,,Immeuble Autonéum Rue des Chevries,78410,Aubergenville,,,,,commandepublique@gpseo.fr,http://gpseo.fr,https://marches.maximilien.fr,,,,,False,False,,False,False
21-64965,Ville de Strasbourg,None, Madame la Maire de Strasbourg,,,"1, Parc de l'Etoile",67076,STRASBOURG CEDEX,,03-68-98-51-19,,,marchespublics@strasbourg.eu,https://www.strasbourg.eu,https://alsacemarchespublics.eu,,,,,False,False,,False,False
21-64966,FIVA,None,"M. VIDEMANN Boris, Responsable Budgets et Marchés Publics",,,"1, Place Aimé Césaire - Tour Altaïs",93102,Montreuil,,01-49-93-62-87,,,budget@fiva.fr,http://www.fiva.fr/,https://meoss.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-64967,MINDEF/SGA/SPAC/S-Direction des achats,None,,,FR101,60 Bd du Général Martial Valin - CS 21623,75509,Paris cedex 15,,(+33) -09-88-67-81-43,,,spac-sda.bpi.fct@intradef.gouv.fr,http://www.marches-publics.gouv.fr,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=757404&orgAcronyme=g7h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=757404&orgAcronyme=g7h,,False,True,,False,True
21-64968,MINDEF/SGA/SPAC/S-Direction des achats,None,,,FR101,"60 Boulevard du Général Martial Valin, CS 21623 - PC04",75509,Paris cedex 15,,(+33) 9-88-67-84-42,,,spac-sda.bpi.fct@intradef.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=756054&orgAcronyme=g7h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=756054&orgAcronyme=g7h,,False,True,,False,True
21-64969,Université Jean Moulin Lyon 3,None,,,FRK2,1 C avenue des Frères Lumière - CS 78242,69372,Lyon cedex 08,,(+33) 4-78-78-74-35,,(+33) 4-78-78-73-14,marchespublics@univ-lyon3.fr,http://www.univ-lyon3.fr,,,,,,False,True,,False,True
21-64970,Commune de plan de cuques,None,"Mme MANOUKIAN Marion, Responsable Commande publique",,,"28, AV FREDERIC CHEVILLON",13380,PLAN DE CUQUES,,04-91-10-40-40,,,commande.publique@plandecuques.fr,,https://www.laprovencemarchespublics.com:443/6723,,,,,False,False,,False,False
21-64971,Département de Seine-et-Marne,22770001000019,,Direction de l'Achat Public - Service Achats Généraux,FR102,Hôtel du Département - CS 50377,77010,Melun,,,,,veronique.germain-acker@departement77.fr,http://www.seine-et-marne.fr,http://Marches.maximilien.fr,,https://marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=791797&orgAcronyme=g3h,https://marches.maximilien.fr,https://marches.maximilien.fr,False,True,,False,True
21-64972,Comité du Tourisme des ILes Guadeloupe,None,"M. ROSIER WILLY, Directeur Général",,,5 square de la banque,97166,Pointe à pitre,GP,,,,m.cyanee@lesilesdeguadeloupe.com,http://www.lesilesdeguadeloupe.com,https://www.eguadeloupe.com,,,,,False,False,,False,False
21-64973,COMMUNE DE SOISY SUR SEINE,None,,,FR104,12 rue Notre Dame,91450,Soisy-sur-seine,,(+33) 1-69-89-71-71,,,marchespublics@soisysurseine.fr,http://www.soisysurseine.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_1hJDUwiR3M,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_1hJDUwiR3M&v=1&selected=0,,False,True,,False,True
21-64974,OPHLM de Drancy,None,,,FR106,OPH de Drancy 27 rue Roger Petieu,93700,Drancy,,(+33) 1-48-96-68-00,,,chadia-abdou@ophlm-drancy.org,https://www.ophdrancy.com,https://www.achatpublic.com,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_STr23MJE-2,https://www.achatpublic.com/,,False,True,,False,True
21-64975,Commune de Felletin,None, CADENEL Chrystel,,,12 place Charles De Gaulle,23500,Felletin,,05-55-66-59-20,,,dgs@felletin.fr,https://www.felletin.fr,https://www.centreofficielles.com/,,,,,False,False,,False,False
21-64976,ETS PUB DU MUS D ORSAY MUS ORANGERIE,None,,,FR101,DAF/SAJMP 62 rue de Lille,75007,Paris,,(+33) 1-53-85-16-34,,,juridique@musee-orsay.fr,http://www.musee-orsay.fr/,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=758854&orgAcronyme=f5j,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=758854&orgAcronyme=f5j,,False,True,,False,True
21-64977,CC PAYS DE L'ARBRESLE,None,,,FRK26,117 RUE PIERRE PASSEMARD,69210,L'ARBRESLE,,(+33) 4-74-01-68-90,,(+33) 4-74-01-52-16,ccpa@paysdelarbresle.fr,http://www.paysdelarbresle.fr,https://www.marches-securises.fr/,http://www.paysdelarbresle.fr,https://www.marches-securises.fr/,https://www.marches-securises.fr/,,True,False,,False,True
21-64978,MEEDDM,None,,,FR107,"15-17, rue olof palme",94046,Créteil cedex,,(+33) -01-41-78-72-25,,,nicolas.laval@developpement-durable.gouv.fr,http://www.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=750254&orgAcronyme=d4t,http://www.marches-publics.gouv.fr,,False,True,,False,True
21-64980,SODEAL,37831761400063,,,FR,21 COURS DES GENTILSHOMMES,34300,Le CAP D'AGDE,,,,,christelle.jalabert@sodeal.fr,https://demat.centraledesmarches.com,https://demat.centraledesmarches.com,https://demat.centraledesmarches.com/7058701,https://demat.centraledesmarches.com/7058701,https://demat.centraledesmarches.com/7058701,,False,True,,False,True
21-64981,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,26750045201746,,,FR,"ASSISTANCE PUBLIQUE HOPITAUX DE PARIS, CHU de Bicêtre, Mme la directrice d'Achat, 94270, Le Kremlin-Bicêtre",94270,Le Kremlin-Bicêtre,,(+33) -14-53-14-60,,(+33) 1-45-15-01-60,secr.hotelier-restauration.aca@aphp.fr,https://www.marches-publics.gouv.fr/,,,,https://www.marches-publics.gouv.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=736831&orgAcronyme=x7c,https://www.achats-hopitaux.com,False,True,,False,True
